Hybridization REF	TCGA-BH-A18P-01A-11R-A12D-07
ZNF434	0.153
SMARCD1	-0.250833333333333
ZFP106	0.2865
ZNF347	0.2798
GTF2E1	-0.282
RY1	-0.0796666666666667
ATAD2B	0.756375
ARHGAP17	-0.9142
KCNIP3	-1.05275
SFPQ	0.9435
GFRA4	0.249333333333333
AKR1B10	-4.11525
TIGD6	1.185
RGS16	1.88875
URB1	-0.179333333333333
OR4C46	-0.174166666666667
TOP3B	-0.632
NFATC4	1.9285
CA14	-3.978
BMPR1A	-0.109
SNRP70	-0.104125
PRL	-0.00233333333333333
C6orf130	-0.38575
STAG2	0.388
CD55	-0.669071428571429
RPS23	0.6055
SSX2	-1.487
FDPSL2A	-0.2075
FBXO27	0.399125
SYNGR3	-1.08116666666667
TMSL3	1.349
EML1	-0.8875
NUP93	-1.14575
SMAD3	0.1875
KIAA1189	1.00883333333333
HNRPUL2	0.213666666666667
TBC1D12	1.51733333333333
C16orf24	0.48925
MRVI1	2.27933333333333
ZNF581	-0.4385
ELOVL3	-0.551
OR51Q1	0.21275
CACNB3	1.38083333333333
GALNT13	-0.56775
C10orf84	1.1159375
NEDD4	-0.2213
SPO11	0.9535
OR5AU1	0.547
NEK4	-0.0395
PRKAR2A	-1.19816666666667
IHPK1	-1.23266666666667
ATP6V0B	-0.216
CACNA1E	1.1745
CEACAM8	1.72
PEX14	0.0575
FLJ12993	3.632
ZBTB38	0.347
PCTK2	0.205666666666667
LRRC16	0.9032
FBLIM1	1.17516666666667
FYCO1	0.3285
RP5-1022P6.2	0.145666666666667
CMTM1	0.0465
PLTP	-0.0988333333333333
RAPH1	1.237
DOCK8	0.725125
EZH2	-0.795933333333333
SLC25A1	-1.00233333333333
PLEKHB1	-0.0697
GRB7	2.1724
ZFP37	0.9545
MRPL33	0.13975
PELO	0.25425
ARMC1	0.278272727272727
C9orf27	0.153
FLJ25778	-0.156
C9orf37	-0.728666666666667
TMEM66	-0.99625
SPRN	0.43825
HBEGF	0.179
PI4KA	-0.548
LEPRE1	-0.788
POU2AF1	-3.66125
MRPL12	-0.931
REP15	0.1195
ZC3H3	0.3635
RASAL1	-1.38075
DDAH1	1.6385
ACBD5	0.667125
TMC2	-0.13
CCDC137	0.0075
SAMD13	-2.39
UGT2B15	-0.068
TIPARP	-0.462
DNASE1L3	0.42675
TRIM72	0.188666666666667
DBX2	0.4595
IPO8	-0.31825
C21orf88	-0.5273
MAP3K14	0.13575
LOC51233	0.341833333333333
GGTLA4	-0.547
PDE6D	-0.01075
ZNF117	-0.2045
CLK2	-0.143
NKRF	-0.86075
TNFSF15	1.5299
DUSP2	-0.591
SECISBP2	0.1675
GABRR2	-1.354
PPAP2C	2.7595
LOC51145	0.16
PAG1	-0.174875
PIK3C3	0.771
GNG10	-0.2935
APOL4	0.673666666666667
ANKRD28	-0.77775
STMN3	-1.4032
RAB14	1.0583
CDK2AP2	-0.11625
HDDC3	-0.429125
COMMD7	0.032
CXXC1	0.058
HMCN1	-0.0131666666666667
CD40	0.59475
DYNC1LI2	0.037
GDI1	0.18575
LOC646938	-0.0375
VSNL1	-2.95983333333333
PIH1D1	-0.115833333333333
RAET1G	-1.2355
KRTAP5-9	0.047
EFTUD2	-0.9505
ZNF311	0.859166666666667
ATP6V1G3	0.44575
OR2W3	-0.35925
SCN4A	0.351
MED10	-0.636375
FAM135A	-1.1942
ARHGAP4	-1.44675
EHMT2	-0.373375
UFD1L	0.7765
ERMP1	0.98425
MAG1	-1.33433333333333
THAP8	-0.129166666666667
HACE1	0.224333333333333
FAM82C	0.590166666666667
C3orf20	-0.055
UNC84A	-0.896833333333333
SCD5	0.229571428571429
LASS6	2.035625
LSG1	0.184
MAL	-4.81875
GPR22	-0.1005
WDR5B	0.41175
ACTRT1	0.6595
C17orf60	-0.2245
GRIN2C	-0.4251
ARMC8	-0.410333333333333
SLC47A1	-2.40416666666667
DMPK	0.69675
DHRS13	-0.402166666666667
SMC1A	-0.519
KRTAP17-1	1.08775
SMYD5	-0.991
TUSC2	-0.578875
CRHR2	0.329
KIR3DL2	0.1345
CCDC104	0.50075
ATP2C1	0.987875
CROT	1.493
PABPC3	-0.221666666666667
EGR1	-0.506833333333333
THSD1	1.026
KHK	-1.3015
SLC12A2	4.2581875
CD58	-1.23775
STOX2	-1.693
CCDC76	-0.3405
CCDC48	3.229
DNAH1	-0.259166666666667
ZIC4	-0.1505
OR1G1	0.05
PSMC6	0.141166666666667
PROKR1	0.3485
ABCB1	-1.0895
TRAT1	-1.7505
LLGL1	0.3425
MTF1	1.64275
USP54	0.268375
PAGE2B	-2.417
ITGB7	-3.5655
CCDC81	-0.819
LOC149837	0.058
SCUBE1	-0.521
ZSCAN10	1.1335
HUWE1	-0.394928571428571
CDH17	0.9645
CD180	-0.1685
IL17A	0.087
TMPO	-0.63175
KIAA1524	-0.153333333333333
HDGFRP3	0.635166666666667
OXCT1	-0.371454545454545
RRAS2	-1.32116666666667
LTBP2	2.135875
SV2B	-0.0926666666666667
CYP2A6	0.31275
PKD1L2	-0.960833333333333
PPM1M	-0.2605
FLJ22662	0.9885
ZNF502	1.5505
GP6	-0.875
CRYBA2	-1.24075
LEF1	-2.4755
CTPS	-2.09685714285714
EYA1	-3.42483333333333
EPS8L1	2.09775
MAPK14	0.0578333333333333
SERPINB2	-5.284
GTF2F2	-0.0395
ZNHIT4	-0.5045
PLA1A	-0.36025
C20orf114	4.19225
HPR	-4.176
C18orf2	-3.3235
SATB2	-2.88825
KCNJ9	0.048625
MGC157906	1.1435
MOCS3	-0.35275
C17orf71	-0.732666666666667
PPHLN1	0.127
HIST1H2BN	-0.2175
RAPGEF1	0.44025
MAP3K8	-0.34675
DLG4	-0.201833333333333
STC1	-1.28966666666667
CDGAP	0.94075
DDX26B	-1.8145
LOC150223	-1.38125
CPSF3	-0.723833333333333
TMEM14A	-0.08
MYH3	-1.014
GPKOW	0.3305
SULT1A1	0.679666666666667
SPON1	3.418
YY1AP1	0.977166666666667
RAB23	-0.33025
PLA2G4A	-4.15025
MAPRE3	0.16475
ZNF516	-0.0316428571428571
GGPS1	1.696
EXOC3L2	-0.081625
C19orf42	0.3575
MAP2K2	0.1155
HIST1H2BB	-0.7385
RNF19B	0.495166666666667
C6orf128	0.920166666666666
TLR8	2.6825
PCDHA9	1.3815
CARS2	0.376625
CLUL1	2.255
RHAG	-4.29333333333333
UNK	0.005
EXOC8	1.3737
C9orf95	0.37
C14orf143	1.54316666666667
MAML3	0.31425
LDHA	-2.17225
MRPL20	-0.004
KLHDC6	0.3575
ATP5S	0.269
C8orf55	-0.19525
PHF19	-1.815
KRTAP13-4	0.7795
TTC5	-0.28075
XKR5	-0.6715
SILV	-4.61883333333333
TEX28	-0.511
TCTN1	0.96075
CX40.1	0.313
PPP2R5C	-0.0267500000000001
C12orf30	-1.1165
CAPG	2.518
MPZL1	1.36325
ARSB	-0.688333333333333
TDH	-1.41225
WASF4	0.641
TSSK3	-1.218
7A5	2.669
CRISPLD1	-0.236125
MAD1L1	-0.507333333333333
SPIN4	-0.327333333333333
AMPD1	-1.29275
DPYSL5	-0.003
INPP1	-0.318333333333333
ANKRD11	-0.182888888888889
NPAS4	0.034125
GCET2	-0.0327
RNASE9	-0.486
GUCY2D	0.215166666666667
CCDC98	-0.95525
FGF4	0.1095
CPM	-0.411666666666667
SLC26A4	0.311333333333333
PLD5	0.283
FAM59A	2.3723
FBXO5	-1.062
SIPA1L1	0.06025
DPYS	0.394
ATG4D	0.14975
TGM3	1.1095
MTCH1	0.258125
HK1	0.389571428571429
CDC26	0.47825
GALNT12	-3.092
LOC339229	-0.593
MRPL35	0.08225
ORC4L	0.122625
TNKS	-0.314142857142857
C2orf24	0.509833333333333
ZNF553	0.7055
GGTLA1	2.0689
ZNF497	0.95875
CDY1B	0.1525
SLC30A4	0.726625
TUB	-0.900875
ARHGEF18	0.11125
ARRB1	-0.24975
KCNK1	2.54425
EREG	-4.1639
SCAMP5	0.053
RUNDC3B	1.3745
ADAMTS20	0.08025
IL17RB	-1.581625
FLJ20323	-0.6285
MCAM	0.479875
POLR3E	-1.40316666666667
AQR	0.5685
IPMK	0.794
CDCA7	-3.129875
CAMP	2.62225
GRHL3	1.806
ADAMTSL2	1.37433333333333
CLMN	2.2825
SSTR3	0.358
MAGEA5	-1.83283333333333
OVOL2	3.716
JMJD1B	0.03675
RBL2	-0.3961
PYGO2	0.86775
PPP1R10	0.317166666666667
CSE1L	-1.23666666666667
LCA5	2.52575
RDH16	-0.292
ASRGL1	1.897625
TOM1	0.535666666666667
PTX3	-5.757
TTC15	0.275
SCGB3A1	0.373833333333333
MRPL50	-0.47975
RCAN3	1.45675
SLC26A11	1.0075
STYX	0.3705
CINP	-0.25775
MARCH7	0.31275
PFKM	-0.353666666666667
SGMS1	0.102833333333333
RIOK3	-0.0211
C1orf110	0.635
CES7	-0.057375
LOC440248	-1.84125
PPP1R12C	0.173
C10orf27	0.4745
ATG9A	-0.39075
MRPS26	0.27025
TMEM40	2.356
ELP3	-0.1619
ZNF787	0.6534
HIAT1	0.39
C8orf34	0.776166666666667
MGC4655	0.1663
PELI1	0.146333333333333
PPT1	0.8873
SLC35C2	0.2665
C6orf125	-0.04775
MUC4	-1.3365
RFC4	-1.60871428571429
GNB2	0.705
NUP50	0.161357142857143
SULT4A1	-1.473
C7	1.77075
CCDC130	0.219166666666667
ARRDC4	-0.43825
RQCD1	-0.43575
GLYCTK	-0.85
AYTL2	-0.112272727272727
MTUS1	1.3628
LEMD3	0.656166666666667
PLEKHF2	2.18275
HOXA7	-0.03825
GTF3C2	-0.912
DYNLRB2	2.81175
CNOT10	0.0605
MR1	0.717666666666667
FFAR1	-0.12775
PRIC285	0.21425
SLITRK6	5.0775
LIX1	-2.1739
UBE1L2	-0.332666666666667
F8	0.19325
ACHE	-0.121833333333333
KPNA5	-0.52625
TNFRSF12A	-0.755666666666667
EGR3	-1.2485
SERPIND1	-3.75216666666667
OASL	0.9495
IFRD1	-1.923375
WDFY1	-0.086
ZNF267	-0.085875
ACCN5	-0.4835
ZBTB6	0.87725
PPP1R3A	0.272
PRRT3	2.3095
FBXL19	-0.6015
TXNIP	0.6605
ACTN2	-1.39125
ATG9B	-0.710375
C9orf117	1.119125
IL27	0.1935
RPL36AL	-0.406
KLK15	0.04075
CHAD	1.414
RAP2B	-0.3763
HEBP2	2.21875
ZNF342	0.879
CAMK2G	-0.423
TLR3	1.95775
FGF14	-0.16175
HMGB2	-0.657625
TRPM5	-0.3545
OR5M11	0.03
KIF3B	0.939
PRICKLE2	0.60375
MTMR9	0.62825
C3orf27	0.011
GLRA3	-1.852
NSDHL	-0.331333333333333
TMEM32	0.19525
POLR2D	-0.8125
MYADML	0.223
C9orf114	0.11725
MRGPRX1	-0.894
TOPORS	0.936
CLDN19	-0.658
C1QL4	-0.2365
RNF165	0.923
DHRS9	1.092
DNAH2	0.992333333333333
FXR1	-0.896
ZMYM3	-0.678375
CASP3	0.602
FAM120C	-0.62525
SCLY	-1.30175
CA7	-0.017
ENTPD5	0.298166666666667
ZNF461	-0.030875
PDIA5	-0.4535
C1orf19	0.0511666666666667
TMEM67	0.12225
KCTD20	0.147
WDR47	0.9745
FLJ38723	-0.256
KLRF1	1.475
TAS2R16	0.499
CLDN12	-0.07525
PRKCE	-0.0705
UBXD4	-0.848
ITGAM	2.022
GLT8D3	-0.24125
WDR31	0.7963
RGS2	0.044
OR51L1	0.3055
MST1R	0.636
KIAA1737	1.32625
OR4A5	0.207
GLIS1	-1.12266666666667
PTMA	0.849714285714286
NAPA	1.57575
PRDM11	0.52025
LIPF	0.0715
DIRAS3	-0.706
ASGR2	-4.04025
C1QTNF4	0.43825
PIK3R4	0.286666666666667
ARMC3	3.78675
NDUFV3	-0.240916666666667
BTBD3	-0.467666666666667
PPP1R2	0.0145
UBE2NL	-0.58125
FOSL2	0.341785714285714
FAM119A	-0.5355
TUBA4A	-1.0419
KRTAP12-1	-0.116
SFRS2	-0.9405
RHPN1	0.2422
EEF2	0.0743333333333333
ZDHHC11	-0.588166666666667
EPHA3	-1.5835
RBM12	-0.215
H2AFJ	-0.4585
EDIL3	3.043
KIF26A	-1.21825
SERGEF	0.93525
B3GALT4	3.09325
LOC90925	-0.0433333333333333
OSCAR	0.033375
NPFF	0.17825
DEDD	0.3845
TMEM155	-0.5795
PTPN1	0.3005
SCYL2	0.864333333333334
SKAP1	1.65325
LEAP2	-2.61716666666667
GADD45G	3.0729
IFITM3	0.738875
PILRB	-0.734166666666667
SLU7	0.0274375
DSC3	0.02225
DNMT3L	-2.13625
PAPD5	-0.04425
B3GNT3	1.35333333333333
LHCGR	0.6645
MSL-1	0.36775
UBE2S	-1.113125
SAP130	-0.38625
ANAPC11	-0.107
MAGED4B	-2.231
ATP6V1B2	0.462666666666667
C14orf179	1.18225
CAPZA1	-0.251875
CDYL2	1.67383333333333
GLRX3	-0.247166666666667
LOC136288	-0.5505
MOBKL1A	-0.2895
HTR2B	3.53575
CRYGD	-0.154166666666667
NUS1	-0.941166666666667
PGRMC1	0.307
MYOM2	-0.61425
FLJ39653	-1.50116666666667
CHM	0.9748
OR5M8	0.3035
ZNF619	0.2985
FAM105A	0.39675
CCNL1	-1.088
NAP1L3	-0.21775
C10orf57	1.38
B3GALNT1	1.146
CSN1S2A	-0.0615
TCP10L	1.09225
GDAP2	-0.19125
DMKN	-0.530833333333333
COX6B1	0.2945
DNASE2	0.577333333333333
MSH5	-2.34275
LGMN	-0.375625
USP31	-0.2694
OR13C8	1.535
SDCBP	0.1622
NUDT11	-2.635
PYGL	-1.13266666666667
SNPH	-1.24183333333333
B3GNT4	-0.8205
MIZF	-0.8524
NUBPL	-0.0225
NOD1	-0.684333333333333
CDH22	0.614625
NUBP1	0.118833333333333
DSCAM	-3.5545
DGKI	0.302
FAM136A	-0.821
AKAP1	-0.971833333333333
SLC16A6	0.72375
RIN3	0.459
PSG2	0.09625
DIP2B	0.615166666666667
PSORS1C1	0.6586
KIAA0495	0.259
FLJ90709	-0.635166666666667
LPA	-0.167833333333333
PIGA	-0.7535
LY75	1.51533333333333
UTS2	-5.931
RREB1	0.354625
GALNACT-2	0.6967
MGC3196	-1.1685
FLJ31568	0.4175
LPHN1	0.35
SP1	1.413875
TOX4	0.318833333333333
HSPA9	-0.3752
APOBEC1	0.092
SLC35E4	-0.998
LSM5	-0.55675
SURF1	0.234
ZBTB1	-0.523083333333333
GTF2F1	-0.065375
RPS15A	-0.4785
DUSP21	-0.611166666666667
GINS4	-2.75766666666667
MYO15A	0.434333333333333
GIMAP7	3.81775
MGC13379	-0.1295
ATP6V1E2	-1.0855
UTP3	0.25425
HNRPA3	0.0995625
MT4	-0.424
C14orf155	0.14075
U1SNRNPBP	0.7805
CKLF	-0.740333333333333
PLEKHN1	-0.03
MBNL1	-1.02716666666667
NUP160	-2.05625
ACSM2A	-1.6255
LOC129881	1.64925
KIAA1529	0.37275
FLJ22639	-1.26275
HAND1	-1.203
GSX1	0.311
FGA	-4.6881875
SERPINB1	-0.00750000000000001
ZNF642	0.4315
IGFBP1	-7.882875
SLC1A1	2.04775
DHX57	-0.098625
ZNF766	1.672
PTPN21	0.461
GDPD3	-1.682
PNPLA5	-0.0495
TBR1	0.320166666666667
FAM116A	-0.217
IQGAP1	1.17225
FOS	-0.40475
ZNF226	-0.0834999999999999
FIGNL1	-0.715333333333333
C14orf1	0.384666666666667
ZMYND17	0.375
PUS7	-0.8525
TUBB6	-0.90875
KCNQ2	-1.40225
MARCH6	-0.113
CCDC33	0.137
PRODH	2.87175
RBM11	2.2525
EPHA6	0.579714285714286
SLC43A1	-1.77525
LOC196541	-0.083375
NTN1	1.08216666666667
ING4	0.175
PCDHB10	1.13475
DPH2	-0.697166666666667
SPACA4	0.64425
FBXL21	-4.831
DIAPH1	-0.535333333333333
ZNF71	0.888333333333334
CEP76	-0.37
CORO1A	-0.79475
RRM2	-1.485
EDG4	0.82525
OS9	0.956
SLC4A1AP	0.3145
COG5	-0.0515
COPS8	-0.27225
NGLY1	-0.542
NCBP2	0.12625
C17orf42	-0.366
GPSM3	0.573375
SIL1	0.714
ASB6	0.32975
SMAD5OS	-0.323166666666667
UNC93A	-3.649
A1BG	0.447166666666667
C21orf62	0.349
FMO5	1.67283333333333
ATRIP	-0.325833333333333
CEBPG	-0.468
C7orf38	0.909166666666667
TNFRSF1B	0.757
CLEC1A	0.945666666666667
IQSEC1	0.56175
PATZ1	1.9943
RBM22	0.828375
BAG2	-2.95166666666667
PAQR5	-2.33533333333333
C9orf127	1.4687
THNSL1	-0.50175
SHROOM3	2.1369
JAM2	0.66825
SNRPN	-2.457
ALX4	-0.016
CACNA1S	-0.4
FAM130A1	1.545
CORIN	2.1465
CD300LB	0.548
PLEKHG6	1.7635
LRRC40	-0.03975
PCLKC	-0.81075
PCDHB16	-0.332833333333333
WNT2B	-0.915333333333333
ASNS	-1.22822222222222
MRPL49	-0.703625
FLJ46111	0.2725
ISG20	0.718875
SMU1	-0.718833333333333
CASZ1	1.1615
POLR1D	-0.378666666666667
GIN1	0.77775
SNAG1	0.0801666666666667
ANKRD29	-2.16325
CDKN2AIP	0.50225
KRR1	0.14175
CXCL1	-3.92616666666667
EPM2A	0.3593
PC	-1.3465
DEFB127	-0.2775
PDZRN4	0.536333333333333
FAH	1.072625
OR51E1	1.9175
CDC2L6	0.881166666666667
DNTTIP1	-0.835
PAX8	-0.2955
TMEM116	1.20675
C1orf150	0.274
PRO2012	0.39775
MRPL40	-0.619333333333333
BEX1	-4.0373
SLC2A4	-0.879
PKMYT1	-0.5315
FEZF2	-0.564833333333333
SLC26A9	-1.531
MAP2	0.487666666666667
LYL1	-1.37325
SLC25A19	-0.744
NOS3	-0.178
ZNF34	0.663833333333333
TMPRSS11F	-0.34425
FAM43A	-0.612
FCRL4	0.918166666666667
KLF14	-0.00925
FLRT2	-1.26833333333333
WRN	-1.21
SDF2	0.5056
KRT8P12	0.181
C6orf195	-0.1895
C9orf125	-1.98566666666667
DZIP3	0.358875
RIT1	1.1055
SCML1	-2.82866666666667
RHBDF2	-0.773375
OR2G3	0.3855
REXO1L1	-1.1325
MAP3K7IP3	-0.381
C3orf57	-4.07625
FBXW11	-0.358833333333333
ETAA1	0.32075
C14orf131	0.6389
AKT1S1	0.3585
SLC12A5	-1.138125
C9orf164	1.08575
NRIP3	-0.110875
NOS1AP	-1.9565
TMEM121	1.8775
SAP30BP	-0.1827
DGCR6	0.409
WDR76	-0.654
FAM82B	-0.37475
LOC606495	-0.507
MAP9	3.99183333333333
BCDIN3D	0.8795
CXorf36	3.1605
DSCR3	-0.4203
ZFAND3	0.173375
C7orf43	0.218166666666667
SPSB3	0.4935
C19orf19	0.27025
FAM133A	-2.17925
C12orf25	-0.00875000000000001
SLC39A3	-0.28325
DISP2	-0.79925
PI4KAP2	-1.4765
MKRN3	-2.844
ADAMTS13	-0.582375
CBLN3	0.398
TTYH1	-1.70516666666667
C3orf18	-0.72225
FLJ13236	2.1715
ZMYND12	2.31175
C18orf25	0.194375
GLB1L3	-0.842
ATP13A5	2.9705
RANBP10	-0.0695
CD96	-0.7162
DENND1C	-0.654
RBMS3	-0.3678
SLC41A3	-0.466
DGCR6L	0.5195
TMEM128	0.863
CSNK1G3	0.793285714285714
MOBKL2C	0.40525
TSPAN6	0.01725
MATN2	-2.0782
MSL2L1	0.597833333333333
ST6GALNAC2	1.13083333333333
FGFBP2	-1.211375
FGL1	-6.17883333333333
MPP3	-0.419666666666667
ARHGEF6	0.00233333333333334
TGFBR2	-0.45775
ACMSD	-2.1215
IL33	1.90875
C9orf5	-0.1815
DEAF1	0.5012
AMN	-0.59
DEFA6	-0.333125
RNF212	-1.2665
METT5D1	0.596
CIB1	0.8447
TSSK1B	0.06475
KIAA1727	1.92625
ZNF680	0.412166666666667
LOC399900	-1.0355
LOC152217	-0.435916666666667
CTNNAL1	-0.082
CIT	-1.6555
TLE6	1.24175
ZNF607	-1.447
HERC4	-1.05866666666667
DRAP1	-0.6337
PEMT	-0.365
C10orf111	-0.4605
ZNF575	0.743125
KCTD7	-0.1165
MYO1F	0.52175
LOC285382	-0.38075
RAB11A	1.0419
PLCD3	-0.96
C15orf28	-0.0215
PTBP2	-0.566
CTB-1048E9.5	-0.14325
C19orf60	0.0323333333333333
C7orf25	0.088
SETD7	1.611875
HOXB9	-4.203
VANGL1	0.2595625
CHAF1B	-1.2645
NDUFA3	0.41575
KIAA1328	-0.13
SHARPIN	0.323875
TTC23	-1.031
UGP2	0.537083333333333
ANKIB1	0.8222
CIRBP	0.738571428571429
SEC14L4	-3.43783333333333
OVCH1	-0.044
VPS52	0.44825
FAT	-0.214625
M6PRBP1	-0.27525
GPRIN3	0.4975
PPM1F	-0.804833333333333
TSR1	-0.7275
CCDC85A	1.09075
PCSK5	0.97
ZFHX3	0.8505
HEMK1	-1.0601
PGBD2	0.51325
RSRC2	0.5995
AURKC	-1.4695
SCRIB	-0.108375
ORM2	-4.40616666666667
FAM115A	1.2398
FZD6	-1.4775
UNC119	0.0498333333333333
GPX3	-0.2911
NOV	-1.036875
CABC1	-1.139375
CDC42SE2	-0.095625
EIF2S2	-0.8277
RNF130	0.61125
CKAP5	-0.720333333333333
RP11-413M3.2	0.84025
C10orf18	2.0433
TMEM93	-0.64525
DYX1C1	2.055
KCNMB2	-2.73575
ANK3	1.64775
KRT5	-1.248
CDH12	-1.510375
QRSL1	-0.01225
JUB	-0.67125
SHC4	-2.396
CCL15	1.1
CCDC22	0.50825
SNX24	0.173
RARS	-0.316
MORC2	0.81
FAM48A	0.2115
MT1H	-0.257
PPP1R14C	-3.08383333333333
FOXD1	-1.9895
C1orf213	-2.4035
AMT	-2.4499
DSN1	-1.20725
PTPLAD2	0.50975
DIS3L	-0.02825
RASL11A	-0.159
GPRC5B	-0.529
FRMD7	-1.279
STRN4	0.3805
KITLG	0.717363636363636
HDGF	1.28375
OR1S1	0.301
SETX	0.4771
DDR2	-1.01225
KCTD12	1.61325
LYZL2	0.37975
WDR52	0.955
TMEM2	0.1495
ZNF579	0.723166666666667
LOC200810	-0.475
TNFSF9	-1.81625
PPFIA4	-3.7015
CNIH3	0.279
MAP4K4	-0.792714285714286
ROD1	0.1395
ALS2CR12	0.476166666666667
DOCK3	-2.1505
PAQR9	-4.209
ASB17	-0.33
STX16	-1.5595
FEZ2	0.592
DLAT	-0.738833333333333
KIF21B	-1.374
CDC5L	0.18575
TMEM119	1.097
CRIP3	-1.89425
TPSD1	-0.398
TEPP	-0.27275
GNGT2	1.183
C21orf121	-0.60825
WNK1	-0.64725
FLJ10490	0.6256
OR51B5	-2.6065
LOC203547	-0.895125
HAS1	-0.164
PPA1	-0.190333333333333
ST7	-0.082375
C11orf46	0.6277
POPDC3	-4.2525
ACOX2	0.989333333333334
ATCAY	-0.7535
TM4SF19	-2.53475
MFSD9	0.0563333333333333
PDHB	-0.6585
ERN1	-0.21075
LCE3C	0.0365
GPR111	-0.9715
NOTCH3	2.204
ADAMTS5	2.233
B3GALT1	-0.81325
UGCGL1	0.0836666666666667
FAM58A	0.427666666666667
FBXO32	0.8435
CLPP	-0.1075
NXPH1	5.10075
MTMR3	1.26666666666667
ATP1B3	-1.268125
TMEM16A	3.9495
HIST1H3F	0.216166666666667
TRIM25	-0.119166666666667
SDCBP2	3.361
CRKL	-0.772125
HOXB2	-0.874
ANP32B	0.16775
GATM	1.171
AP4E1	0.034125
EDG5	0.24475
CDKN3	-1.06633333333333
CDH4	-2.8195
PGD	-0.942333333333333
RND1	1.7485
GAD1	-3.6312
MPG	0.00375
LOC440350	0.2945
ZNF133	0.613
SERPINB12	-0.341
AMELY	-0.731666666666667
DHX36	-0.27625
TNFAIP8L2	2.62566666666667
PHTF2	-0.0824444444444444
CCDC112	0.2275
IQCC	-0.057
HEYL	2.92116666666667
FTSJ2	-0.410333333333333
APPL1	0.67225
RAB43	0.933571428571428
OR10G2	0.281
WAC	0.708666666666667
ADCY9	-0.783
RUNDC2B	-0.2015
PYCRL	0.3134
AGPAT7	-1.3945
SLC22A9	-1.283
CDKAL1	-0.893
PDYN	-0.689833333333333
C20orf74	0.5725
MTMR11	1.159
VAV3	3.28675
DAPL1	-1.584
STXBP3	0.7865
EIF3G	-0.271
ARHGAP22	-1.44525
NPFFR1	0.534
NPC1	-1.31216666666667
ALDH9A1	1.91833333333333
ZNF600	0.236625
ZNF678	0.118
RASSF1	-0.316166666666667
ADD2	-2.6515
PITPNB	0.709125
PKD2L2	0.02275
LRP11	-0.511
CDKL1	-0.4305
SMEK2	0.57125
PRODH2	-3.25516666666667
C11orf54	-0.945333333333333
SFRS11	0.0885
IL7	1.3915
ALS2CR16	0.713
BTG3	-0.141333333333333
PAK2	-0.118222222222222
RP11-679B17.1	-0.7865
GATA4	-1.97
ATP2B1	-0.53
LOC130940	1.553
C1orf172	2.88683333333333
ATF7IP2	-1.72
SLC25A43	-0.664666666666667
CENTG3	0.260666666666667
IGF2BP1	-3.8167
FCHSD1	0.2025
CAMK2N2	1.0945
ELAVL3	-0.2707
NBPF15	1.1315
UBE2J2	0.000999999999999987
GNL2	-0.629
PRR3	-0.4207
NLF2	1.16225
OR4F6	0.2755
KLHL24	1.03433333333333
CCDC88A	-1.8694
SGPP1	-0.527333333333333
C10orf11	0.544333333333333
SLC35B4	-0.7295
UGT3A2	-1.12
ARNT2	1.5563
CBR1	-2.39525
ITPR3	0.07
TRAPPC6B	0.0977
AMZ1	-2.4025
ARP11	0.5695
WDSUB1	0.5875
APBA1	0.4095
RAB2A	0.7985
C6orf162	0.038875
HPSE2	0.30225
PLCE1	-1.4135
INSL3	0.20475
DLG1	-0.1578
PTPLA	-3.11575
PIGX	0.348875
TFIP11	0.446333333333333
FIBIN	2.8905
POLR2G	-1.17875
GRAP2	-1.8404
DNAJB8	-0.02475
CNBP	0.192666666666667
WASF1	-2.537
INPP5E	-0.5386
HSPB1	-1.084875
TMEM167	-0.0976
CUBN	0.83775
IGF1	1.74725
ITPK1	-0.0613
NAALAD2	-1.552125
G3BP1	-0.4989
NT5DC1	0.43275
CYP39A1	-1.101
TMEM139	1.5365
POLK	0.3736
GLULD1	-2.56275
RBM15	-1.01466666666667
AMZ2	-0.13
GDF15	-0.672166666666667
MESDC2	0.09575
INCA	-0.140833333333333
ACY1L2	-0.359
GZMM	-0.927666666666667
PAIP1	0.80725
CACNA2D1	-0.25875
STK32C	-0.8345
SH3BP4	2.39816666666667
DEC1	0.1535
PADI1	1.068
UBB	0.2074
PON3	-1.13533333333333
PROP1	1.125
ANKRD13B	-1.5005
ADCK1	0.29725
TCF25	0.280583333333333
SLC38A5	-2.218
CXorf26	1.5325
C19orf39	0.43725
PPP1R13B	2.021
ARL2	-1.356
TCL6	-0.0930833333333333
TOP3A	-0.559
SLC16A14	0.916625
FXYD6	1.28333333333333
HIST1H4E	0.47475
BBC3	0.781315789473684
UNC5A	0.379
FAM86C	-0.2073
PI4KB	0.532625
B3GAT1	-3.7935
SUSD2	1.92283333333333
OAZ2	0.4185
NOC4L	-0.57825
C10orf12	0.36475
FADS1	-3.56083333333333
LOC144097	-0.8865
DKK2	1.10116666666667
KIAA1949	0.12725
RHOT1	-0.0201
OXT	1.28366666666667
GPR153	0.97475
ARL4A	-1.02816666666667
SAAL1	-1.03725
CCDC64	-0.3915
USE1	-0.435833333333333
HNMT	1.36916666666667
PCGF3	0.882
CYP2C19	0.128
C20orf4	0.386
CCDC11	1.2165
ACSBG2	-0.9295
RWDD2A	0.82875
PALLD	2.655125
CPLX4	0.5275
LOC492311	1.05725
KPNA2	-0.988166666666667
MACROD1	-0.8103
TMCO3	0.0278333333333333
C15orf52	1.44566666666667
BIRC5	-1.16693333333333
PRR16	1.8475
FAM63B	0.487
