Hybridization REF	TCGA-BH-A0BS-11A-11R-A12P-07
MSN	-0.723071428571428
SLC9A5	-1.5305
EPDR1	-0.4407
MUSK	0.3615
ZNF434	0.199333333333333
SMARCD1	-0.910166666666667
ZFP106	0.327
ZNF347	0.0215
GTF2E1	-0.36075
RY1	-0.262
ATAD2B	0.579875
ARHGAP17	-0.7124
KCNIP3	-0.3625
SFPQ	0.324625
GFRA4	0.492333333333333
AKR1B10	-3.675375
TIGD6	0.979166666666667
RGS16	-0.765375
URB1	-0.337
OR4C46	0.2748
TOP3B	-0.456
NFATC4	0.0335
CA14	-3.564
BMPR1A	0.397333333333333
SNRP70	-0.828125
PRL	0.287666666666667
C6orf130	0.542
STAG2	0.33675
CD55	-1.1215
RPS23	0.8275
SSX2	-1.0836
FDPSL2A	-0.41925
FBXO27	0.265875
SYNGR3	-1.69633333333333
TMSL3	1.458
EML1	-1.5745
NUP93	-1.332
SMAD3	-0.5214
KIAA1189	-0.823
HNRPUL2	-1.04966666666667
TBC1D12	0.425166666666667
C16orf24	0.11025
MRVI1	1.07633333333333
ZNF581	0.2
ELOVL3	0.174
OR51Q1	0.474333333333333
CACNB3	-0.0823333333333333
GALNT13	-1.156375
C10orf84	1.023625
NEDD4	0.054
SPO11	0.724
OR5AU1	0.579
NEK4	-0.235928571428571
PRKAR2A	-1.06066666666667
IHPK1	0.258166666666667
ATP6V0B	-0.3635
CACNA1E	2.857
CEACAM8	0.4845
PEX14	-0.0565
FLJ12993	1.0215
ZBTB38	-0.0195
PCTK2	0.389666666666667
LRRC16	0.5195
FBLIM1	0.8105
FYCO1	0.758
RP5-1022P6.2	0.976833333333333
CMTM1	-0.4185
PLTP	0.660166666666667
RAPH1	0.693625
DOCK8	0.907125
EZH2	-2.44013333333333
SLC25A1	-0.341833333333333
PLEKHB1	1.4068
GRB7	1.7855
ZFP37	0.44175
MRPL33	0.016
PELO	-0.50075
ARMC1	-0.784454545454545
C9orf27	0.0876
FLJ25778	0.421
C9orf37	-0.644166666666667
TMEM66	1.26425
SPRN	-0.537375
HBEGF	0.97475
PI4KA	-0.838
LEPRE1	-1.677
POU2AF1	-0.8365
MRPL12	-0.557833333333333
REP15	-0.164
ZC3H3	-0.46625
RASAL1	0.66075
DDAH1	1.152125
ACBD5	-0.40675
TMC2	0.2205
CCDC137	-1.2215
SAMD13	1.51783333333333
UGT2B15	1.86033333333333
TIPARP	1.57425
DNASE1L3	2.58125
TRIM72	-0.137333333333333
DBX2	0.406666666666667
IPO8	-0.12175
C21orf88	1.0978
MAP3K14	1.162
LOC51233	-0.0483333333333333
GGTLA4	1.06425
PDE6D	-0.478
ZNF117	-0.3685
CLK2	-0.54825
NKRF	-0.6065
TNFSF15	-0.316666666666667
DUSP2	-0.316375
SECISBP2	-0.074
GABRR2	1.02
PPAP2C	2.20675
LOC51145	0.2728
PAG1	-0.759125
PIK3C3	0.05775
GNG10	-0.3025
APOL4	0.4656
ANKRD28	-1.3375
STMN3	-1.0417
RAB14	0.8287
CDK2AP2	-0.3995
HDDC3	-0.201625
COMMD7	0.1195
CXXC1	0.09875
HMCN1	-2.4986
CD40	1.373
DYNC1LI2	0.174
GDI1	-0.69525
LOC646938	-0.539
VSNL1	0.146
PIH1D1	-0.459833333333333
RAET1G	-1.136
KRTAP5-9	-0.096
EFTUD2	-0.986
ZNF311	-0.559833333333333
ATP6V1G3	0.862333333333333
OR2W3	0.418
SCN4A	1.18925
MED10	-0.609375
FAM135A	-0.0147
ARHGAP4	-1.595
EHMT2	-0.959625
UFD1L	-0.68375
ERMP1	-1.071
MAG1	-1.23216666666667
THAP8	-0.461666666666667
HACE1	-0.0266666666666667
FAM82C	-0.05
C3orf20	-0.629
UNC84A	-0.205
SCD5	0.341142857142857
LASS6	0.066875
LSG1	-0.195083333333333
MAL	-4.1835
GPR22	0.18
WDR5B	1.25525
ACTRT1	-1.362
C17orf60	-0.746666666666667
GRIN2C	0.0364
ARMC8	0.04075
SLC47A1	-1.65933333333333
DMPK	-0.362
DHRS13	-0.456833333333333
SMC1A	-0.795
KRTAP17-1	0.813
SMYD5	-0.395
TUSC2	0.148875
CRHR2	0.1905
KIR3DL2	0.896
CCDC104	0.80475
ATP2C1	0.56125
CROT	0.585
PABPC3	-0.618666666666667
EGR1	1.89466666666667
THSD1	1.2855
KHK	-0.634
SLC12A2	2.6365
CD58	-0.6675
STOX2	0.753666666666667
CCDC76	-0.162
CCDC48	3.40875
DNAH1	0.0682
ZIC4	-0.414428571428571
OR1G1	1.036
PSMC6	-0.487166666666667
PROKR1	0.832
ABCB1	1.490125
TRAT1	-0.74725
LLGL1	0.3675
MTF1	0.6945
USP54	0.51475
PAGE2B	-1.9675
ITGB7	-3.7165
CCDC81	-0.6065
LOC149837	-0.130333333333333
SCUBE1	0.514
ZSCAN10	2.2115
HUWE1	-0.884714285714286
CDH17	0.102
CD180	-0.111
IL17A	-0.14025
TMPO	-1.493625
KIAA1524	-1.6416
HDGFRP3	-0.358
OXCT1	-0.177545454545455
RRAS2	0.00316666666666665
LTBP2	3.3644375
SV2B	2.67816666666667
CYP2A6	1.79425
PKD1L2	-1.4736
PPM1M	1.09975
FLJ22662	2.12833333333333
ZNF502	3.09725
GP6	-0.77
CRYBA2	-1.2375
LEF1	-3.7537
CTPS	-2.66614285714286
EYA1	-2.5465
EPS8L1	1.03125
MAPK14	-0.715666666666667
SERPINB2	-4.21675
GTF2F2	0.163833333333333
ZNHIT4	-0.445
PLA1A	-0.938625
C20orf114	1.26975
HPR	-3.162
C18orf2	-4.001
SATB2	-2.7955
KCNJ9	0.9462
MGC157906	0.393
MOCS3	-0.3345
C17orf71	-0.404
PPHLN1	0.109444444444444
HIST1H2BN	-1.350125
RAPGEF1	-0.771375
MAP3K8	-0.07675
DLG4	0.214666666666667
STC1	-0.0940833333333333
CDGAP	1.43975
DDX26B	0.29575
LOC150223	-2.192
CPSF3	-1.255
TMEM14A	0.32975
MYH3	-0.89525
GPKOW	-0.257
SULT1A1	0.120333333333333
SPON1	4.6137
YY1AP1	-0.408833333333333
RAB23	-0.6855
PLA2G4A	-1.75025
MAPRE3	0.41525
ZNF516	0.433214285714286
GGPS1	0.58275
EXOC3L2	0.088
C19orf42	0.6453
MAP2K2	0.0315
HIST1H2BB	-1.65175
RNF19B	-0.281666666666667
C6orf128	-0.128
TLR8	2.4815
PCDHA9	0.8155
CARS2	-0.163
CLUL1	3.10133333333333
RHAG	-3.82033333333333
UNK	-0.0455
EXOC8	0.723
C9orf95	1.91175
C14orf143	-0.306
MAML3	-0.684375
LDHA	-2.609
MRPL20	0.30375
KLHDC6	0.717333333333333
ATP5S	0.702833333333333
C8orf55	0.1465
PHF19	-2.3515
KRTAP13-4	-0.487
TTC5	-0.0845
XKR5	-1.7355
SILV	-4.8905
TEX28	-0.572
TCTN1	0.6125
CX40.1	0.187666666666667
PPP2R5C	-0.183625
C12orf30	-1.54516666666667
CAPG	1.84775
MPZL1	0.7874
ARSB	-1.6625
TDH	-1.202
WASF4	1.203
TSSK3	-0.777166666666667
7A5	1.162
CRISPLD1	4.16775
MAD1L1	-0.363
SPIN4	0.265666666666667
AMPD1	3.3145
DPYSL5	1.908
INPP1	1.19883333333333
ANKRD11	-1.265
NPAS4	-0.123857142857143
GCET2	0.6891
RNASE9	0.9435
GUCY2D	0.2014
CCDC98	-0.37575
FGF4	-0.238625
CPM	0.2425
SLC26A4	0.592333333333333
PLD5	0.64975
FAM59A	1.1949
FBXO5	-2.44344444444444
SIPA1L1	-0.306625
DPYS	0.86725
ATG4D	-0.157
TGM3	0.193
MTCH1	-0.170375
HK1	-0.414538461538461
CDC26	0.639375
GALNT12	-3.2
LOC339229	-0.12975
MRPL35	-0.3715
ORC4L	0.058625
TNKS	-0.671642857142857
C2orf24	0.258333333333333
ZNF553	-0.0758333333333333
GGTLA1	2.9172
ZNF497	0.39675
CDY1B	1.1455
SLC30A4	-0.366875
TUB	0.338625
ARHGEF18	-0.382
ARRB1	1.0595
KCNK1	0.246875
EREG	-3.20922222222222
SCAMP5	-0.07775
RUNDC3B	3.80575
ADAMTS20	0.813
IL17RB	-0.015375
FLJ20323	-0.47325
MCAM	1.093875
POLR3E	-1.69691666666667
AQR	0.376166666666667
IPMK	0.194
CDCA7	-3.758
CAMP	-1.49975
GRHL3	0.8065
ADAMTSL2	-0.441
CLMN	1.7415
SSTR3	-0.382
MAGEA5	-1.70383333333333
OVOL2	4.05875
JMJD1B	0.1875
RBL2	0.1947
PYGO2	0.446
PPP1R10	0.208
CSE1L	-1.45316666666667
LCA5	2.46125
RDH16	-0.68725
ASRGL1	-1.618875
TOM1	0.0555
PTX3	-3.6255
TTC15	0.483
SCGB3A1	4.382
MRPL50	-0.537
RCAN3	0.310375
SLC26A11	0.69425
STYX	-0.8665
CINP	-0.342
MARCH7	0.22225
PFKM	-0.822666666666667
SGMS1	0.5695
RIOK3	-0.5652
C1orf110	0.2405
CES7	0.287428571428571
LOC440248	-1.71625
PPP1R12C	-0.1445
C10orf27	0.1105
ATG9A	-0.42
MRPS26	0.546125
TMEM40	1.20975
ELP3	-0.2462
ZNF787	1.0525
HIAT1	0.136625
C8orf34	2.5135
MGC4655	-0.2765
PELI1	1.5195
PPT1	-0.2074
SLC35C2	0.147833333333333
C6orf125	-1.3385
MUC4	-1.129
RFC4	-2.26457142857143
GNB2	-0.0178333333333333
NUP50	-0.839571428571429
SULT4A1	-1.7026
C7	3.8205
CCDC130	0.129
ARRDC4	0.5065
RQCD1	-1.237
GLYCTK	-0.91875
AYTL2	-1.83022222222222
MTUS1	1.3556
LEMD3	0.3935
PLEKHF2	1.40425
HOXA7	1.77575
GTF3C2	-2.482
DYNLRB2	3.6235
CNOT10	-0.52225
MR1	0.04
FFAR1	-0.73025
PRIC285	0.06275
SLITRK6	3.763
LIX1	-2.224875
UBE1L2	-0.839272727272727
F8	1.382875
ACHE	-0.162833333333333
KPNA5	0.7215
TNFRSF12A	-0.891333333333333
EGR3	2.35
SERPIND1	-3.83766666666667
OASL	0.2455
IFRD1	-1.26625
WDFY1	-0.679833333333333
ZNF267	0.131125
ACCN5	-0.629
ZBTB6	-0.40575
PPP1R3A	0.0025
PRRT3	0.61475
FBXL19	-1.3165
TXNIP	2.72664285714286
ACTN2	-1.82966666666667
ATG9B	-0.781333333333333
C9orf117	0.372428571428571
IL27	-1.8025
RPL36AL	0.571166666666667
KLK15	1.179
CHAD	1.254
RAP2B	-0.438
HEBP2	1.30725
ZNF342	-0.971
CAMK2G	-0.3175
TLR3	2.10825
FGF14	0.82075
HMGB2	-1.203
TRPM5	-0.0831666666666667
OR5M11	0.38
KIF3B	-0.439578947368421
PRICKLE2	1.6285
MTMR9	0.094625
C3orf27	-0.698
GLRA3	-0.965666666666667
NSDHL	-0.5705
TMEM32	0.078
POLR2D	-1.31325
MYADML	-0.658
C9orf114	-0.09025
MRGPRX1	0.1655
TOPORS	0.869
CLDN19	3.2305
C1QL4	1.4345
RNF165	0.9085
DHRS9	-0.59775
DNAH2	0.727333333333333
FXR1	-0.459166666666667
ZMYM3	-0.931125
CASP3	-0.381666666666667
FAM120C	0.00499999999999995
SCLY	-1.61525
CA7	-0.127
ENTPD5	0.269333333333333
ZNF461	-0.338428571428571
PDIA5	-0.96925
C1orf19	-0.827333333333333
TMEM67	0.21575
KCTD20	-1.237
WDR47	0.9245
FLJ38723	3.7065
KLRF1	0.5792
TAS2R16	-0.8215
CLDN12	0.53975
PRKCE	0.60425
UBXD4	-0.808
ITGAM	1.76883333333333
GLT8D3	-0.476625
WDR31	-0.1031
RGS2	3.58925
OR51L1	0.3055
MST1R	-0.97675
KIAA1737	1.453
OR4A5	0.686
GLIS1	-1.30066666666667
PTMA	-0.0938571428571429
NAPA	0.50675
PRDM11	-1.0585
LIPF	0.4675
DIRAS3	2.20525
ASGR2	-4.515
C1QTNF4	2.14225
PIK3R4	0.149333333333333
ARMC3	-0.1305
NDUFV3	-1.015
BTBD3	-0.258
PPP1R2	0.565166666666667
UBE2NL	-0.84825
FOSL2	0.630357142857143
FAM119A	-1.69333333333333
TUBA4A	-0.5948
KRTAP12-1	-0.1735
SFRS2	-1.33375
RHPN1	-0.7744
EEF2	-0.2905
ZDHHC11	0.0548333333333333
EPHA3	-1.7654
RBM12	0.68525
H2AFJ	0.683166666666667
EDIL3	1.9605
KIF26A	-0.691
SERGEF	0.23375
B3GALT4	2.038
LOC90925	0.174
OSCAR	-0.673875
NPFF	0.1775
DEDD	0.3695
TMEM155	-0.421714285714286
PTPN1	-0.45275
SCYL2	-0.124666666666667
SKAP1	3.1825
LEAP2	-1.9005
GADD45G	2.0265
IFITM3	0.72075
PILRB	-1.20216666666667
SLU7	0.3301875
DSC3	2.554
DNMT3L	-1.90375
PAPD5	-0.2105
B3GNT3	1.75933333333333
LHCGR	1.7655
MSL-1	-0.7115
UBE2S	-2.4015
SAP130	-0.547
ANAPC11	-0.29025
MAGED4B	-1.019
ATP6V1B2	0.0166666666666667
C14orf179	1.06775
CAPZA1	-0.615875
CDYL2	-0.7662
GLRX3	-0.843833333333333
LOC136288	-1.72225
MOBKL1A	0.25725
HTR2B	1.1155
CRYGD	-0.396166666666667
NUS1	-1.1055
PGRMC1	0.069
MYOM2	-0.145
FLJ39653	-1.37683333333333
CHM	-0.2769
OR5M8	0.5355
ZNF619	0.126
FAM105A	0.937
CCNL1	-0.388625
NAP1L3	0.51525
C10orf57	1.209
B3GALNT1	0.4875
CSN1S2A	0.153
TCP10L	-0.62975
GDAP2	-0.1315
DMKN	0.730666666666667
COX6B1	0.0655
DNASE2	0.0441666666666667
MSH5	-1.8585
LGMN	-0.765875
USP31	1.168
OR13C8	0.3295
SDCBP	0.2322
NUDT11	-1.13533333333333
PYGL	-0.401
SNPH	-0.673
B3GNT4	0.4735
MIZF	-0.4085
NUBPL	0.505
NOD1	0.595333333333333
CDH22	2.17125
NUBP1	0.160333333333333
DSCAM	-2.97025
DGKI	-0.774
FAM136A	-1.10575
AKAP1	0.6705
SLC16A6	-1.062
RIN3	0.62025
PSG2	-0.383666666666667
DIP2B	-0.204916666666667
PSORS1C1	-0.450666666666667
KIAA0495	-0.2085
FLJ90709	-0.177833333333333
LPA	-0.4216
PIGA	-0.190166666666667
LY75	4.26566666666667
UTS2	-6.03516666666667
RREB1	-1.0575
GALNACT-2	-0.1991
MGC3196	-0.4565
FLJ31568	1.189
LPHN1	-1.153125
SP1	0.28675
TOX4	0.291166666666667
HSPA9	-0.2122
APOBEC1	-0.2615
SLC35E4	-1.254
LSM5	-0.57725
SURF1	-0.20775
ZBTB1	0.457916666666667
GTF2F1	0.272625
RPS15A	0.665928571428571
DUSP21	0.282166666666667
GINS4	-3.14216666666667
MYO15A	0.709666666666667
GIMAP7	4.2585
MGC13379	1.99325
ATP6V1E2	0.0318333333333333
UTP3	0.23575
HNRPA3	-0.3855625
MT4	0.187
C14orf155	1.14933333333333
U1SNRNPBP	0.828
CKLF	-0.739166666666667
PLEKHN1	-0.9525
MBNL1	0.179833333333333
NUP160	-1.26825
ACSM2A	-1.117
LOC129881	0.59525
KIAA1529	-0.01225
FLJ22639	-2.35975
HAND1	-1.3105
GSX1	-0.5565
FGA	-4.28992857142857
SERPINB1	0.15975
ZNF642	-0.2195
IGFBP1	-5.14975
SLC1A1	0.4055
DHX57	-0.516571428571429
ZNF766	0.1685
PTPN21	0.1521
GDPD3	0.6435
PNPLA5	-0.3835
TBR1	0.531666666666667
FAM116A	0.66775
IQGAP1	0.363
FOS	-0.212375
ZNF226	0.501125
FIGNL1	-0.408666666666667
C14orf1	-0.0245
ZMYND17	0.528
PUS7	-1.14916666666667
TUBB6	-0.5835
KCNQ2	-2.33033333333333
MARCH6	-0.548166666666667
CCDC33	0.1435
PRODH	-0.77375
RBM11	1.8795
EPHA6	1.08566666666667
SLC43A1	-0.4265
LOC196541	1.61816666666667
NTN1	1.36691666666667
ING4	0.952
PCDHB10	0.5395
DPH2	-0.768833333333333
SPACA4	-0.24275
FBXL21	-2.827
DIAPH1	-0.913166666666667
ZNF71	0.695166666666667
CEP76	-0.6705
CORO1A	-0.4535
RRM2	-4.844625
EDG4	1.06075
OS9	0.2235
SLC4A1AP	-0.51125
COG5	-1.13075
COPS8	-0.42525
NGLY1	-0.664
NCBP2	-0.619125
C17orf42	0.357166666666667
GPSM3	0.917875
SIL1	0.573666666666667
ASB6	-0.28375
SMAD5OS	0.204833333333333
UNC93A	-3.624125
A1BG	0.346666666666667
C21orf62	0.051
FMO5	0.919416666666666
ATRIP	0.309666666666667
CEBPG	0.0526666666666667
C7orf38	0.272166666666667
TNFRSF1B	1.06783333333333
CLEC1A	2.457
IQSEC1	0.018
PATZ1	0.5931
RBM22	1.118875
BAG2	-2.386
PAQR5	-1.33133333333333
C9orf127	0.9551
THNSL1	0.4005
SHROOM3	2.266
JAM2	1.95525
SNRPN	-1.39775
ALX4	0.085
CACNA1S	-0.1775
FAM130A1	0.098
CORIN	-0.584
CD300LB	-0.6445
PLEKHG6	0.872
LRRC40	-0.676
PCLKC	-1.142
PCDHB16	1.14516666666667
WNT2B	-0.369833333333333
ASNS	-2.481
MRPL49	-0.32425
FLJ46111	-2.111
ISG20	0.428875
SMU1	0.0453333333333333
CASZ1	-0.1295
POLR1D	-0.292833333333333
GIN1	0.38125
SNAG1	0.4215
ANKRD29	0.598
CDKN2AIP	0.5955
KRR1	0.1225
CXCL1	-0.3505
EPM2A	-0.1704
PC	0.642666666666667
DEFB127	-0.414
PDZRN4	1.89733333333333
FAH	0.168375
OR51E1	0.497
CDC2L6	-1.1235
DNTTIP1	-0.63075
PAX8	-0.880333333333333
TMEM116	1.03775
C1orf150	-0.213
PRO2012	1.04666666666667
MRPL40	-0.256333333333333
BEX1	-2.6348
SLC2A4	1.83066666666667
PKMYT1	-2.373
FEZF2	1.02483333333333
SLC26A9	-1.54275
MAP2	0.96875
LYL1	-0.9785
SLC25A19	-1.03233333333333
NOS3	0.0845
ZNF34	0.596166666666667
TMPRSS11F	-0.45525
FAM43A	0.34825
FCRL4	0.385
KLF14	0.2055
FLRT2	0.0481666666666667
WRN	-1.00625
SDF2	0.8683
KRT8P12	-0.99425
C6orf195	0.8985
C9orf125	-0.1215
DZIP3	-0.35275
RIT1	0.12
SCML1	-1.52216666666667
RHBDF2	-0.421125
OR2G3	0.954
REXO1L1	0.259
MAP3K7IP3	-0.588375
C3orf57	-4.18175
FBXW11	-1.32666666666667
ETAA1	-0.452
C14orf131	-0.0365
AKT1S1	-0.789
SLC12A5	-0.797375
C9orf164	0.40775
NRIP3	0.54525
NOS1AP	0.22525
TMEM121	0.52625
SAP30BP	-0.0041
DGCR6	0.658
WDR76	-2.86375
FAM82B	-0.5345
LOC606495	-1.798
MAP9	1.69316666666667
BCDIN3D	1.141
CXorf36	3.38816666666667
DSCR3	-0.9932
ZFAND3	-0.68875
C7orf43	-0.261333333333333
SPSB3	0.9239
C19orf19	-0.0495
FAM133A	-2.17875
C12orf25	-0.19
SLC39A3	-0.54125
DISP2	-1.736
PI4KAP2	-2.175
MKRN3	-1.58783333333333
ADAMTS13	-0.8265
CBLN3	0.5289
TTYH1	2.8765
C3orf18	1.331
FLJ13236	-1.36875
ZMYND12	3.23425
C18orf25	0.127375
GLB1L3	-1.301
ATP13A5	4.0945
RANBP10	0.25125
CD96	-0.4702
DENND1C	-0.302
RBMS3	1.9684
SLC41A3	1.18783333333333
DGCR6L	0.757
TMEM128	1.31616666666667
CSNK1G3	-0.139461538461538
MOBKL2C	1.76175
TSPAN6	1.267875
MATN2	1.7244
MSL2L1	0.145333333333333
ST6GALNAC2	-0.450666666666667
FGFBP2	1.421375
FGL1	-5.04466666666667
MPP3	-0.395666666666667
ARHGEF6	1.75966666666667
TGFBR2	1.193
ACMSD	0.6455
IL33	5.824
C9orf5	0.16125
DEAF1	0.6
AMN	0.625
DEFA6	-0.459
RNF212	-0.282666666666667
METT5D1	-0.0661666666666667
CIB1	0.1158
TSSK1B	0.24775
KIAA1727	-0.2715
ZNF680	0.0795
LOC399900	-1.1255
LOC152217	0.673583333333333
CTNNAL1	-1.8105
CIT	-3.86858333333333
TLE6	0.159
ZNF607	-0.169
HERC4	-0.7925
DRAP1	-0.995
PEMT	0.7835
C10orf111	-1.2045
ZNF575	1.751625
KCTD7	0.53025
MYO1F	0.077125
LOC285382	0.34925
RAB11A	0.628
PLCD3	-0.28425
C15orf28	-0.680333333333333
PTBP2	0.77675
CTB-1048E9.5	-0.56475
C19orf60	0.562
C7orf25	0.163
SETD7	0.67675
HOXB9	-4.65
VANGL1	-1.1183125
CHAF1B	-2.132
NDUFA3	-0.0785
KIAA1328	0.399666666666667
SHARPIN	-0.241125
TTC23	0.532
UGP2	0.877416666666667
ANKIB1	-0.6366
CIRBP	1.92457142857143
SEC14L4	-3.17316666666667
OVCH1	0.2085
VPS52	-0.59225
FAT	0.18425
M6PRBP1	-0.7945
GPRIN3	-0.1975
PPM1F	-0.0285
TSR1	-1.1865
CCDC85A	3.05375
PCSK5	1.69475
ZFHX3	-0.6735
HEMK1	-0.2847
PGBD2	0.70775
RSRC2	-0.098
AURKC	-1.49983333333333
SCRIB	-0.8635
ORM2	-4.049
FAM115A	-0.3432
FZD6	0.334875
UNC119	0.3195
GPX3	1.2661
NOV	1.025375
CABC1	0.916625
CDC42SE2	0.368375
EIF2S2	-0.8414
RNF130	0.98
CKAP5	-1.67316666666667
RP11-413M3.2	1.591
C10orf18	-0.259
TMEM93	-0.54425
DYX1C1	1.817
KCNMB2	-1.34816666666667
ANK3	1.8265
KRT5	3.0043
CDH12	-0.835875
QRSL1	-0.317875
JUB	-0.40775
SHC4	0.00862499999999998
CCL15	2.44616666666667
CCDC22	0.49175
SNX24	-0.763
RARS	-0.52475
MORC2	0.128125
FAM48A	-0.29275
MT1H	0.93
PPP1R14C	0.2455
FOXD1	-2.15714285714286
C1orf213	-0.64425
AMT	-0.8516
DSN1	-1.90125
PTPLAD2	1.4345
DIS3L	-0.3115
RASL11A	2.701
GPRC5B	0.9535
FRMD7	1.92
STRN4	-0.499
KITLG	0.744863636363636
HDGF	-1.77825
OR1S1	0.4605
SETX	-0.3501
DDR2	1.089625
KCTD12	2.58875
LYZL2	-0.2965
WDR52	-0.645
TMEM2	-0.026375
ZNF579	1.38166666666667
LOC200810	-0.4915
TNFSF9	-1.616
PPFIA4	-3.9105
CNIH3	-0.864166666666667
MAP4K4	-2.01671428571429
ROD1	-0.181928571428571
ALS2CR12	-1.1142
DOCK3	-1.8425
PAQR9	-4.5375
ASB17	1.06416666666667
STX16	-1.77325
FEZ2	0.7882
DLAT	-0.786
KIF21B	-1.87266666666667
CDC5L	-0.35725
TMEM119	-0.282
CRIP3	-1.69525
TPSD1	0.148166666666667
TEPP	1.624
GNGT2	0.802
C21orf121	-0.68675
WNK1	-1.07825
FLJ10490	1.7278
OR51B5	-1.8495
LOC203547	-1.12725
HAS1	-1.389
PPA1	0.261166666666667
ST7	-0.42525
C11orf46	0.9814
POPDC3	-3.934
ACOX2	0.4755
ATCAY	-0.932727272727273
TM4SF19	-1.28766666666667
MFSD9	-0.5305
PDHB	-0.1275
ERN1	-0.63975
LCE3C	-0.5695
GPR111	0.543
NOTCH3	2.42783333333333
ADAMTS5	5.732
B3GALT1	-0.63275
UGCGL1	-1.61116666666667
FAM58A	0.322166666666667
FBXO32	3.4055
CLPP	-0.75225
NXPH1	0.33025
MTMR3	0.735666666666667
ATP1B3	-1.08775
TMEM16A	5.1325
HIST1H3F	-0.943833333333333
TRIM25	-1.073
SDCBP2	1.0345
CRKL	-1.008
HOXB2	0.733
ANP32B	-0.523
GATM	4.3905
AP4E1	-0.525125
EDG5	0.215125
CDKN3	-4.08183333333333
CDH4	-1.03725
PGD	-0.826333333333333
RND1	-0.971
GAD1	-3.43222222222222
MPG	0.209
LOC440350	-0.7445
ZNF133	0.91025
SERPINB12	0.11
AMELY	-0.1285
DHX36	-0.70875
TNFAIP8L2	2.60966666666667
PHTF2	-1.27783333333333
CCDC112	-0.479166666666667
IQCC	-0.72925
HEYL	2.72316666666667
FTSJ2	-0.620166666666667
APPL1	0.701625
RAB43	0.257214285714286
OR10G2	0.236
WAC	0.4225
ADCY9	-0.417375
RUNDC2B	-0.0583333333333334
PYCRL	-0.3108
AGPAT7	-0.222833333333333
SLC22A9	-0.4614
CDKAL1	-0.4545
PDYN	-0.7958
C20orf74	-0.07875
MTMR11	0.5515
VAV3	3.24725
DAPL1	4.4625
STXBP3	0.71625
EIF3G	0.258
ARHGAP22	0.8475
NPFFR1	0.458
NPC1	-0.521666666666667
ALDH9A1	1.45183333333333
ZNF600	-0.26275
ZNF678	-0.0995
RASSF1	0.339666666666667
ADD2	-2.0155
PITPNB	0.204625
PKD2L2	-0.0915
LRP11	-0.84425
CDKL1	-0.9615
SMEK2	-0.042
PRODH2	-3.15983333333333
C11orf54	0.446
SFRS11	-0.9085
IL7	1.22333333333333
ALS2CR16	1.5235
BTG3	-0.157166666666667
PAK2	-0.276777777777778
RP11-679B17.1	0.16875
GATA4	-1.6886
ATP2B1	-0.49925
LOC130940	2.502
C1orf172	2.6135
ATF7IP2	-1.57225
SLC25A43	-0.533
CENTG3	0.230583333333333
IGF2BP1	-4.2424
FCHSD1	0.2085
CAMK2N2	2.41566666666667
ELAVL3	0.151222222222222
NBPF15	-0.8525
UBE2J2	0.0655
GNL2	-0.8515
PRR3	-0.5849
NLF2	1.886
OR4F6	0.351
KLHL24	1.15933333333333
CCDC88A	-1.9268
SGPP1	-0.338666666666667
C10orf11	0.5685
SLC35B4	-1.556
UGT3A2	-1.933
ARNT2	-0.607
CBR1	-0.37075
ITPR3	-1.60583333333333
TRAPPC6B	-0.3027
AMZ1	-2.45
ARP11	1.60175
WDSUB1	0.81825
APBA1	1.95466666666667
RAB2A	0.4108
C6orf162	1.2115
HPSE2	1.76475
PLCE1	-0.60425
INSL3	0.55475
DLG1	-0.4766
PTPLA	-1.87375
PIGX	-0.95225
TFIP11	0.0508333333333333
FIBIN	3.0065
POLR2G	-0.407
GRAP2	-2.836
DNAJB8	-0.559666666666667
CNBP	1.339
WASF1	-1.5025
INPP5E	-1.6205
HSPB1	-1.1625625
TMEM167	-0.579
CUBN	-0.51975
IGF1	3.9938125
ITPK1	-0.4504
NAALAD2	-0.421333333333333
G3BP1	0.4599
NT5DC1	0.630375
CYP39A1	2.172
TMEM139	2.1935
POLK	0.0813000000000001
GLULD1	-1.133
RBM15	-1.4485
AMZ2	-0.17
GDF15	-3.34983333333333
MESDC2	-0.18125
INCA	0.903
ACY1L2	0.4855
GZMM	-0.793
PAIP1	0.1755
CACNA2D1	0.09225
STK32C	-1.26016666666667
SH3BP4	1.31233333333333
DEC1	-0.492
PADI1	0.08
UBB	-0.0943
PON3	1.51566666666667
PROP1	0.678
ANKRD13B	-1.296
ADCK1	-1.21175
TCF25	0.159666666666667
SLC38A5	-3.08575
CXorf26	0.0885
C19orf39	-0.0425
PPP1R13B	0.78525
ARL2	-0.296
TCL6	0.00790909090909093
TOP3A	-1.056
SLC16A14	-0.2905
FXYD6	2.374
HIST1H4E	0.15675
BBC3	0.688736842105263
UNC5A	0.423833333333333
FAM86C	-0.3012
PI4KB	0.243125
B3GAT1	-1.07775
SUSD2	1.06433333333333
OAZ2	0.109
NOC4L	-0.21475
C10orf12	-0.58475
FADS1	-2.56016666666667
LOC144097	-1.291
DKK2	-1.66983333333333
KIAA1949	-0.90825
RHOT1	-0.112111111111111
OXT	0.995166666666667
GPR153	2.201
ARL4A	0.755
SAAL1	-1.2825
CCDC64	-1.117
USE1	0.0616666666666667
HNMT	1.48166666666667
PCGF3	-0.43325
CYP2C19	0.20725
C20orf4	0.0615
CCDC11	1.00375
