Hybridization REF	TCGA-E2-A14W-01A-11R-A12D-07
EPDR1	-0.0569
MUSK	0.567166666666667
ZNF434	-0.757
SMARCD1	-0.600333333333333
ZFP106	-0.82725
ZNF347	-0.3027
GTF2E1	0.81025
RY1	0.250166666666667
ATAD2B	0.418625
ARHGAP17	-0.2131
KCNIP3	-1.35525
SFPQ	0.74175
GFRA4	0.0572
AKR1B10	-2.5505
TIGD6	0.811666666666667
RGS16	2.130125
URB1	-0.9065
OR4C46	-0.170166666666667
TOP3B	-1.05475
NFATC4	1.214
CA14	-5.0425
BMPR1A	0.7585
SNRP70	-1.43425
PRL	0.5243
C6orf130	-0.3865
STAG2	0.0802500000000001
CD55	-0.0137142857142857
RPS23	-0.265
SSX2	-1.452
FDPSL2A	-1.586
FBXO27	0.73525
SYNGR3	-0.685333333333333
TMSL3	0.6965
EML1	-1.028
NUP93	-1.583
SMAD3	-0.7702
KIAA1189	1.4805
HNRPUL2	0.412
TBC1D12	0.0875
C16orf24	2.10025
MRVI1	1.957
ZNF581	-0.207666666666667
ELOVL3	-0.067
OR51Q1	0.352333333333333
CACNB3	1.4275
GALNT13	-0.23575
C10orf84	1.01225
NEDD4	-0.4019
SPO11	-0.815
OR5AU1	0.5125
NEK4	0.264142857142857
PRKAR2A	-0.6815
IHPK1	-1.3195
ATP6V0B	1.11325
CACNA1E	0.2005
CEACAM8	0.4485
PEX14	0.5945
FLJ12993	-2.138
ZBTB38	-0.731833333333333
PCTK2	0.1785
LRRC16	-0.00910000000000001
FBLIM1	0.36825
FYCO1	0.64525
RP5-1022P6.2	-1.51841666666667
CMTM1	1.07316666666667
PLTP	-0.64
RAPH1	1.05875
DOCK8	-1.086
EZH2	-1.65673333333333
SLC25A1	-0.3355
PLEKHB1	0.7307
GRB7	1.0102
ZFP37	-3.75766666666667
MRPL33	-0.77875
PELO	-0.58625
ARMC1	0.0332727272727273
C9orf27	-0.30775
FLJ25778	-2.735
C9orf37	-1.73883333333333
TMEM66	-0.6575
SPRN	0.562875
HBEGF	-0.314375
PI4KA	-1.1165
LEPRE1	-0.4985
POU2AF1	-5.27325
MRPL12	1.34133333333333
REP15	-0.7005
ZC3H3	0.10125
RASAL1	-1.60525
DDAH1	1.625375
ACBD5	0.5515
TMC2	-0.013
CCDC137	0.77375
SAMD13	0.266666666666667
UGT2B15	-3.67833333333333
TIPARP	-0.38425
DNASE1L3	-2.13975
TRIM72	0.603833333333333
DBX2	-0.494666666666667
IPO8	0.60825
C21orf88	-0.7445
MAP3K14	0.508
LOC51233	0.9235
GGTLA4	1.55
PDE6D	-0.119
ZNF117	-0.57975
CLK2	-1.615125
NKRF	-0.1215
TNFSF15	0.3458
DUSP2	-0.470125
SECISBP2	-0.4114
GABRR2	0.164
PPAP2C	1.875
LOC51145	0.08
PAG1	0.040125
PIK3C3	-0.73825
GNG10	-0.784
APOL4	-1.1824
ANKRD28	-0.653875
STMN3	-2.3123
RAB14	-0.000800000000000034
CDK2AP2	0.3925
HDDC3	0.83025
COMMD7	-0.27075
CXXC1	-0.563
HMCN1	-1.302
CD40	-0.7765
DYNC1LI2	-0.7128125
GDI1	1.26975
LOC646938	0.1735
VSNL1	-3.2335
PIH1D1	0.0441666666666667
RAET1G	1.2905
KRTAP5-9	0.512
EFTUD2	0.552
ZNF311	0.9655
ATP6V1G3	1.272
OR2W3	-0.136666666666667
SCN4A	0.297333333333333
MED10	-0.648375
FAM135A	-0.606
ARHGAP4	-2.10975
EHMT2	-0.879
UFD1L	0.058
ERMP1	0.3445
MAG1	-2.31416666666667
THAP8	0.762833333333333
HACE1	-0.935666666666667
FAM82C	-0.788666666666667
C3orf20	0.168
UNC84A	-0.222333333333333
SCD5	-0.228
LASS6	2.0835
LSG1	0.0931666666666667
MAL	-5.63775
GPR22	null
WDR5B	0.937
ACTRT1	-1.2545
C17orf60	-1.377
GRIN2C	0.9724
ARMC8	0.1645
SLC47A1	-2.88
DMPK	0.9845
DHRS13	-0.279166666666667
SMC1A	-0.5725
KRTAP17-1	1.4985
SMYD5	-0.0815
TUSC2	0.432125
CRHR2	0.417
KIR3DL2	0.294
CCDC104	1.30475
ATP2C1	0.372625
CROT	1.72
PABPC3	-0.373333333333333
EGR1	-0.259
THSD1	-0.45825
KHK	-0.895
SLC12A2	0.324
CD58	-1.14225
STOX2	0.776833333333333
CCDC76	-0.6706
CCDC48	3.01725
DNAH1	-0.5045
ZIC4	-0.177
OR1G1	0.363
PSMC6	-0.7275
PROKR1	0.4635
ABCB1	-2.858375
TRAT1	-4.528
LLGL1	0.1315
MTF1	1.93075
USP54	1.4185
PAGE2B	-1.8905
ITGB7	-3.69125
CCDC81	-0.943
LOC149837	0.9465
SCUBE1	-0.0365000000000001
ZSCAN10	-0.667
HUWE1	0.629642857142857
CDH17	-1.585
CD180	-0.7975
IL17A	0.23825
TMPO	-1.16225
KIAA1524	-1.572
HDGFRP3	-0.261833333333333
OXCT1	-1.46390909090909
RRAS2	-0.860166666666667
LTBP2	1.3526875
SV2B	-1.63083333333333
CYP2A6	1.097
PKD1L2	-0.737166666666667
PPM1M	-0.57175
FLJ22662	0.406333333333333
ZNF502	-0.4765
GP6	-2.3595
CRYBA2	1.78975
LEF1	-1.6278
CTPS	-1.12828571428571
EYA1	-1.40783333333333
EPS8L1	0.9465
MAPK14	-0.737083333333333
SERPINB2	-4.914375
GTF2F2	-0.333666666666667
ZNHIT4	0.311
PLA1A	1.007125
C20orf114	3.002
HPR	-5.033
C18orf2	-3.1485
SATB2	-0.8365
KCNJ9	0.02775
MGC157906	-0.1135
MOCS3	-0.0315
C17orf71	0.4585
PPHLN1	0.1177
HIST1H2BN	-0.281875
RAPGEF1	-0.502
MAP3K8	-1.6765
DLG4	0.131333333333333
STC1	0.486666666666667
CDGAP	-0.30225
DDX26B	-0.8105
LOC150223	-0.48175
CPSF3	-1.3935
TMEM14A	0.38225
MYH3	-1.79275
GPKOW	0.30075
SULT1A1	-0.8225
SPON1	2.8932
YY1AP1	0.1095
RAB23	0.20875
PLA2G4A	-6.03525
MAPRE3	0.701
ZNF516	1.28571428571429
GGPS1	0.769
EXOC3L2	-0.514625
C19orf42	1.0771
MAP2K2	0.0686666666666667
HIST1H2BB	-0.25725
RNF19B	0.6835
C6orf128	0.413166666666667
TLR8	0.986333333333334
PCDHA9	-1.2015
CARS2	-0.0408750000000001
CLUL1	3.97533333333333
RHAG	-4.42433333333333
UNK	1.281
EXOC8	-0.0898
C9orf95	-0.5665
C14orf143	-0.296833333333333
MAML3	0.152625
LDHA	-1.1635
MRPL20	1.171375
KLHDC6	-0.2022
ATP5S	-0.0306666666666667
C8orf55	-0.159
PHF19	-2.69375
KRTAP13-4	0.6045
TTC5	-0.869
XKR5	-0.686
SILV	-5.02166666666667
TEX28	0.089
TCTN1	1.00475
CX40.1	0.75175
PPP2R5C	-0.847125
C12orf30	-1.2175
CAPG	2.072
MPZL1	1.21735
ARSB	-2.029
TDH	-2.5475
WASF4	1.3665
TSSK3	-0.366833333333333
7A5	0.9075
CRISPLD1	0.763625
MAD1L1	-0.0731666666666667
SPIN4	-0.990833333333333
AMPD1	-2.34525
DPYSL5	0.6925
INPP1	0.0435
ANKRD11	-1.0765
NPAS4	0.0868571428571429
GCET2	-0.465333333333333
RNASE9	-0.193
GUCY2D	0.315833333333333
CCDC98	-0.164
FGF4	-0.1125
CPM	-1.67983333333333
SLC26A4	-2.0266
PLD5	0.35475
FAM59A	0.1356
FBXO5	-1.83222222222222
SIPA1L1	0.061
DPYS	0.88325
ATG4D	0.445
TGM3	0.353
MTCH1	-1.178375
HK1	0.4435
CDC26	-0.53625
GALNT12	-4.50116666666667
LOC339229	1.44575
MRPL35	0.256625
ORC4L	-0.0505
TNKS	-0.423785714285714
C2orf24	0.4825
ZNF553	1.76083333333333
GGTLA1	2.3004
ZNF497	1.1965
CDY1B	0.712333333333333
SLC30A4	1.14075
TUB	0.514875
ARHGEF18	0.073
ARRB1	-1.246
KCNK1	1.493375
EREG	-4.0876
SCAMP5	1.71825
RUNDC3B	-0.03575
ADAMTS20	0.28
IL17RB	-0.3405
FLJ20323	-0.61625
MCAM	-0.206
POLR3E	-1.70008333333333
AQR	0.226166666666667
IPMK	-0.2345
CDCA7	-4.74775
CAMP	-1.043
GRHL3	-0.169
ADAMTSL2	0.583166666666667
CLMN	0.606833333333333
SSTR3	1.167
MAGEA5	-1.68833333333333
OVOL2	4.52
JMJD1B	0.8055
RBL2	0.2271
PYGO2	0.844
PPP1R10	0.729833333333333
CSE1L	-1.542
LCA5	1.39025
RDH16	2.73825
ASRGL1	-3.653375
TOM1	-1.50166666666667
PTX3	-6.8435
TTC15	0.24975
SCGB3A1	1.2285
MRPL50	-2.09775
RCAN3	1.653
SLC26A11	2.4785
STYX	-0.482666666666667
CINP	-0.781
MARCH7	-0.20725
PFKM	-0.571166666666667
SGMS1	0.6095
RIOK3	-0.3144
C1orf110	2.1305
CES7	0.491166666666667
LOC440248	-1.46825
PPP1R12C	-0.55725
C10orf27	0.721
ATG9A	-0.00375000000000001
MRPS26	1.463875
TMEM40	-0.29025
ELP3	-0.675
ZNF787	0.3736
HIAT1	-0.745125
C8orf34	2.00733333333333
MGC4655	-0.7279
PELI1	-0.366
PPT1	-0.4325
SLC35C2	-0.886
C6orf125	1.34
MUC4	-1.33733333333333
RFC4	-2.23771428571429
GNB2	-0.103166666666667
NUP50	-0.282071428571429
SULT4A1	-1.245
C7	-0.437
CCDC130	0.189
ARRDC4	1.1005
RQCD1	-0.45975
GLYCTK	-1.36225
AYTL2	-0.743909090909091
MTUS1	0.1762
LEMD3	1.15666666666667
PLEKHF2	0.3895
HOXA7	0.20625
GTF3C2	-2.3635
DYNLRB2	1.62675
CNOT10	-0.04075
MR1	-0.36
FFAR1	-0.20675
PRIC285	0.1185
SLITRK6	7.02
LIX1	-1.822125
UBE1L2	-0.233166666666667
F8	1.194875
ACHE	-0.188166666666667
KPNA5	-1.85975
TNFRSF12A	-0.760333333333333
EGR3	-0.5055
SERPIND1	-4.06366666666667
OASL	1.5035
IFRD1	-1.518125
WDFY1	-0.852166666666667
ZNF267	-0.340125
ACCN5	-0.039
ZBTB6	-0.598
PPP1R3A	-0.5205
PRRT3	3.03925
FBXL19	-0.524
TXNIP	0.0448571428571429
ACTN2	3.752
ATG9B	-0.62625
C9orf117	0.559875
IL27	-1.306
RPL36AL	0.474833333333333
KLK15	0.042
CHAD	2.552
RAP2B	0.3923
HEBP2	1.80775
ZNF342	0.6885
CAMK2G	0.156166666666667
TLR3	1.00825
FGF14	-0.0295
HMGB2	-0.19125
TRPM5	-0.101666666666667
OR5M11	0.256
KIF3B	0.508894736842105
PRICKLE2	0.6625
MTMR9	0.1015
C3orf27	0.6085
GLRA3	1.1815
NSDHL	-0.1165
TMEM32	-0.1785
POLR2D	-0.860833333333333
MYADML	0.672
C9orf114	-1.3155
MRGPRX1	null
TOPORS	-0.2925
CLDN19	-1.96275
C1QL4	-0.2135
RNF165	-0.6565
DHRS9	-2.40825
DNAH2	-0.232
FXR1	-1.44833333333333
ZMYM3	-1.47975
CASP3	0.586833333333333
FAM120C	-0.620125
SCLY	-0.793
CA7	0.3515
ENTPD5	-0.4995
ZNF461	-0.00562499999999998
PDIA5	-0.4705
C1orf19	-0.244833333333333
TMEM67	0.0075
KCTD20	-0.67775
WDR47	0.581
FLJ38723	0.4225
KLRF1	-0.804
TAS2R16	1.188
CLDN12	0.584
PRKCE	-0.29375
UBXD4	-1.943
ITGAM	1.98283333333333
GLT8D3	-0.308625
WDR31	0.173
RGS2	0.074
OR51L1	0.695
MST1R	0.88025
KIAA1737	0.489
OR4A5	1.105
GLIS1	-0.922
PTMA	0.216785714285714
NAPA	0.8765
PRDM11	0.5715
LIPF	-1.988
DIRAS3	-0.53125
ASGR2	-4.25375
C1QTNF4	0.473
PIK3R4	-0.2975
ARMC3	4.37525
NDUFV3	0.425
BTBD3	-0.782333333333333
PPP1R2	0.0734166666666667
UBE2NL	-0.1015
FOSL2	1.12092857142857
FAM119A	-1.26216666666667
TUBA4A	0.4954
KRTAP12-1	0.05525
SFRS2	-0.71875
RHPN1	0.0826
EEF2	-0.922
ZDHHC11	0.442333333333333
EPHA3	-1.88666666666667
RBM12	0.22725
H2AFJ	0.90425
EDIL3	3.139
KIF26A	-2.644
SERGEF	0.537
B3GALT4	3.00725
LOC90925	-0.423833333333333
OSCAR	0.227125
NPFF	-0.44825
DEDD	0.488875
TMEM155	-1.424
PTPN1	0.61975
SCYL2	-0.12
SKAP1	4.81475
LEAP2	-2.966
GADD45G	1.8239
IFITM3	1.505625
PILRB	-1.44583333333333
SLU7	0.270625
DSC3	-3.29875
DNMT3L	-1.2325
PAPD5	-0.813
B3GNT3	-2.25516666666667
LHCGR	0.5485
MSL-1	0.3495
UBE2S	-0.500625
SAP130	-0.70425
ANAPC11	2.35375
MAGED4B	-1.8165
ATP6V1B2	-0.3925
C14orf179	1.023125
CAPZA1	-0.262375
CDYL2	-0.880833333333333
GLRX3	-1.84133333333333
LOC136288	0.8595
MOBKL1A	0.3575
HTR2B	-0.947333333333333
CRYGD	0.110833333333333
NUS1	-0.690833333333333
PGRMC1	0.1345
MYOM2	-1.59975
FLJ39653	-2.06833333333333
CHM	-0.3961
OR5M8	0.8065
ZNF619	-0.4145
FAM105A	-1.10925
CCNL1	-1.496625
NAP1L3	-0.31725
C10orf57	2.13266666666667
B3GALNT1	0.923
CSN1S2A	-0.812
TCP10L	0.8365
GDAP2	-0.128875
DMKN	-1.59033333333333
COX6B1	1.028
DNASE2	0.5185
MSH5	-1.854
LGMN	-0.67625
USP31	-0.5105
OR13C8	0.481
SDCBP	-0.0598000000000001
NUDT11	-1.79816666666667
PYGL	-0.8505
SNPH	2.0975
B3GNT4	1.1405
MIZF	-0.4366
NUBPL	-0.804625
NOD1	0.175166666666667
CDH22	-1.374125
NUBP1	0.058
DSCAM	-3.68025
DGKI	-0.4055
FAM136A	-0.94325
AKAP1	1.802
SLC16A6	2.3845
RIN3	-0.385
PSG2	0.892
DIP2B	0.160666666666667
PSORS1C1	1.5941
KIAA0495	-0.323
FLJ90709	-0.429
LPA	-0.0826666666666667
PIGA	-0.880666666666667
LY75	3.15066666666667
UTS2	-6.581
RREB1	-0.247
GALNACT-2	0.4208
MGC3196	-0.25725
FLJ31568	0.52525
LPHN1	-0.161625
SP1	0.68175
TOX4	0.471166666666667
HSPA9	1.0755
APOBEC1	1.2645
SLC35E4	-1.45925
LSM5	-0.67
SURF1	-0.81225
ZBTB1	0.213
GTF2F1	0.278125
RPS15A	-0.386928571428571
DUSP21	-0.6046
GINS4	-3.10733333333333
MYO15A	0.267833333333333
GIMAP7	1.61
MGC13379	1.06325
ATP6V1E2	-0.0295
UTP3	-0.30975
HNRPA3	-0.4424375
MT4	-0.086
C14orf155	0.344
U1SNRNPBP	1.00775
CKLF	-1.67416666666667
PLEKHN1	2.3365
MBNL1	-0.502083333333333
NUP160	-1.1305
ACSM2A	-1.207
LOC129881	1.25675
KIAA1529	-0.6035
FLJ22639	-1.5575
HAND1	-0.9965
GSX1	0.7155
FGA	-3.93207142857143
SERPINB1	-0.827
ZNF642	1.24525
IGFBP1	-7.938625
SLC1A1	0.292625
DHX57	0.48725
ZNF766	-0.868
PTPN21	-0.591333333333333
GDPD3	-1.53116666666667
PNPLA5	-0.1615
TBR1	0.495666666666667
FAM116A	-0.0445
IQGAP1	1.47
FOS	-0.93075
ZNF226	0.647625
FIGNL1	-0.162166666666667
C14orf1	-0.899
ZMYND17	1.729
PUS7	-0.252333333333333
TUBB6	-1.158125
KCNQ2	-1.2555
MARCH6	0.103083333333333
CCDC33	0.2735
PRODH	-1.0695
RBM11	2.80075
EPHA6	1.26325
SLC43A1	-1.42825
LOC196541	0.152625
NTN1	0.184916666666667
ING4	-0.45375
PCDHB10	1.4035
DPH2	-0.843166666666667
SPACA4	0.1975
FBXL21	-4.4905
DIAPH1	-0.4865
ZNF71	1.35133333333333
CEP76	-0.9925
CORO1A	-2.1385
RRM2	-2.628875
EDG4	0.9515
OS9	1.59983333333333
SLC4A1AP	-0.22575
COG5	-1.60975
COPS8	-0.82225
NGLY1	-0.7065
NCBP2	-0.1275
C17orf42	-0.833666666666667
GPSM3	-0.22975
SIL1	1.39183333333333
ASB6	-0.99025
SMAD5OS	0.677166666666667
UNC93A	-3.096125
A1BG	0.962166666666667
C21orf62	0.152
FMO5	0.117583333333333
ATRIP	-0.374
CEBPG	0.996833333333333
C7orf38	-0.402666666666667
TNFRSF1B	-1.0035
CLEC1A	0.489833333333333
IQSEC1	0.01625
PATZ1	0.6566
RBM22	1.75675
BAG2	-3.31383333333333
PAQR5	-1.4395
C9orf127	0.7143
THNSL1	0.15
SHROOM3	2.9552
JAM2	-0.55075
SNRPN	-2.77575
ALX4	0.112
CACNA1S	0.5765
FAM130A1	0.74025
CORIN	2.2365
CD300LB	1.083
PLEKHG6	0.598
LRRC40	-1.04325
PCLKC	-0.955
PCDHB16	-0.466166666666667
WNT2B	0.7015
ASNS	-0.696888888888889
MRPL49	0.614875
FLJ46111	-1.23625
ISG20	1.144125
SMU1	-0.159
CASZ1	0.529
POLR1D	-0.102666666666667
GIN1	-0.50675
SNAG1	0.433333333333333
ANKRD29	-2.18025
CDKN2AIP	-0.4155
KRR1	1.44475
CXCL1	-5.6415
EPM2A	-0.7107
PC	-0.881833333333333
DEFB127	-1.2195
PDZRN4	1.3142
FAH	0.977625
OR51E1	0.198
CDC2L6	-0.230666666666667
DNTTIP1	-0.6595
PAX8	-0.0446666666666667
TMEM116	-0.45275
C1orf150	-0.4165
PRO2012	-0.488
MRPL40	0.492833333333333
BEX1	-1.869
SLC2A4	-0.945666666666667
PKMYT1	-1.33675
FEZF2	-0.6518
SLC26A9	-1.89525
MAP2	1.77925
LYL1	-1.77525
SLC25A19	1.13683333333333
NOS3	0.357
ZNF34	0.9555
TMPRSS11F	-0.25925
FAM43A	-1.11975
FCRL4	0.0985
KLF14	-0.32375
FLRT2	-1.0485
WRN	-1.38525
SDF2	0.7248
KRT8P12	-0.902
C6orf195	0.9545
C9orf125	-2.88066666666667
DZIP3	-0.883
RIT1	0.64575
SCML1	-1.40166666666667
RHBDF2	1.163875
OR2G3	0.6105
REXO1L1	0.212
MAP3K7IP3	0.315125
C3orf57	-4.18825
FBXW11	0.0618333333333333
ETAA1	0.17425
C14orf131	-1.0011
AKT1S1	-0.7305
SLC12A5	-0.9735
C9orf164	0.27125
NRIP3	2.100875
NOS1AP	-1.2575
TMEM121	0.83125
SAP30BP	1.2209
DGCR6	1.1105
WDR76	-1.94775
FAM82B	0.0701666666666667
LOC606495	0.1805
MAP9	3.25708333333333
BCDIN3D	1.44325
CXorf36	1.78883333333333
DSCR3	-0.6418
ZFAND3	0.73225
C7orf43	0.438
SPSB3	-0.7366
C19orf19	0.35675
FAM133A	-2.58575
C12orf25	0.918
SLC39A3	-0.21875
DISP2	-0.74825
PI4KAP2	-3.2215
MKRN3	-3.03633333333333
ADAMTS13	-0.633
CBLN3	0.6237
TTYH1	-1.60533333333333
C3orf18	1.32475
FLJ13236	-0.204
ZMYND12	4.086
C18orf25	0.507375
GLB1L3	-0.244
ATP13A5	-0.873
RANBP10	-0.7015
CD96	-2.7112
DENND1C	-0.88775
RBMS3	0.4464
SLC41A3	0.4875
DGCR6L	0.90675
TMEM128	0.518333333333333
CSNK1G3	0.634
MOBKL2C	0.541875
TSPAN6	-0.399
MATN2	-0.8179
MSL2L1	-0.0935
ST6GALNAC2	-1.46533333333333
FGFBP2	-1.4485
FGL1	-6.74633333333333
MPP3	1.01566666666667
ARHGEF6	1.46916666666667
TGFBR2	-0.934875
ACMSD	3.0865
IL33	-0.879
C9orf5	-0.485083333333333
DEAF1	-0.0436
AMN	0.1045
DEFA6	0.225714285714286
RNF212	-1.5765
METT5D1	-0.3795
CIB1	2.0924
TSSK1B	-0.168
KIAA1727	1.2395
ZNF680	0.290666666666667
LOC399900	-1.4425
LOC152217	-0.616416666666667
CTNNAL1	-2.9015
CIT	-1.58258333333333
TLE6	2.153
ZNF607	-0.083
HERC4	-1.43416666666667
DRAP1	0.4127
PEMT	-0.82
C10orf111	0.5365
ZNF575	0.44725
KCTD7	-0.88575
MYO1F	-0.405625
LOC285382	1.43175
RAB11A	0.6295
PLCD3	-0.70775
C15orf28	-0.15525
PTBP2	-0.6605
CTB-1048E9.5	0.27175
C19orf60	1.59033333333333
C7orf25	0.155666666666667
SETD7	1.918
HOXB9	-3.0145
VANGL1	0.879875
CHAF1B	-1.67375
NDUFA3	1.37925
KIAA1328	0.1565
SHARPIN	-0.102625
TTC23	-0.56775
UGP2	0.110833333333333
ANKIB1	0.2874
CIRBP	1.74742857142857
SEC14L4	0.367
OVCH1	-0.914
VPS52	-0.469
FAT	-0.388625
M6PRBP1	-0.77675
GPRIN3	-1.5745
PPM1F	-0.722666666666667
TSR1	-1.01125
CCDC85A	0.0865
PCSK5	0.4465
ZFHX3	0.449
HEMK1	-1.1746
PGBD2	-0.0035
RSRC2	-0.3265
AURKC	-0.758333333333333
SCRIB	0.095875
ORM2	-4.6275
FAM115A	-0.2529
FZD6	2.034125
UNC119	-0.166833333333333
GPX3	-1.2594
NOV	-1.45325
CABC1	-0.382875
CDC42SE2	-0.150375
EIF2S2	-0.7472
RNF130	1.27875
CKAP5	-0.365666666666667
RP11-413M3.2	0.239
C10orf18	0.412
TMEM93	0.10475
DYX1C1	2.17325
KCNMB2	-2.5495
ANK3	1.02175
KRT5	-2.9661
CDH12	-0.834428571428571
QRSL1	-0.48025
JUB	-0.87175
SHC4	-3.52314285714286
CCL15	0.630833333333333
CCDC22	0.17775
SNX24	0.20125
RARS	-0.3365
MORC2	0.718875
FAM48A	-1.2325
MT1H	0.164
PPP1R14C	-4.68616666666667
FOXD1	-2.6335
C1orf213	-2.428
AMT	-2.3177
DSN1	-1.49425
PTPLAD2	1.94575
DIS3L	0.339
RASL11A	-0.72875
GPRC5B	-0.97
FRMD7	-0.2405
STRN4	0.489
KITLG	1.10536363636364
HDGF	-0.71175
OR1S1	1.05
SETX	-0.592222222222222
DDR2	-1.31725
KCTD12	-0.03275
LYZL2	-0.36675
WDR52	-1.005
TMEM2	-0.701875
ZNF579	-0.0861666666666667
LOC200810	-0.1225
TNFSF9	-1.551
PPFIA4	-2.8235
CNIH3	-0.1625
MAP4K4	-1.19521428571429
ROD1	-0.4015
ALS2CR12	-0.491833333333333
DOCK3	-2.4105
PAQR9	-5.8275
ASB17	0.152666666666667
STX16	-0.97725
FEZ2	-0.4615
DLAT	-0.219666666666667
KIF21B	-1.1245
CDC5L	0.21475
TMEM119	0.00416666666666665
CRIP3	-1.191
TPSD1	-0.407
TEPP	-0.405
GNGT2	0.75875
C21orf121	2.08375
WNK1	0.613083333333333
FLJ10490	0.2758
OR51B5	-2.184
LOC203547	-0.179125
HAS1	-1.673
PPA1	-0.498
ST7	-0.168
C11orf46	-0.1759
POPDC3	-2.30166666666667
ACOX2	-1.27266666666667
ATCAY	-0.360583333333333
TM4SF19	-2.6325
MFSD9	0.165
PDHB	-0.5115
ERN1	0.16175
LCE3C	0.1755
GPR111	-1.602
NOTCH3	1.84933333333333
ADAMTS5	1.3015
B3GALT1	-0.99725
UGCGL1	-0.3435
FAM58A	1.119
FBXO32	3.2735
CLPP	0.5855
NXPH1	-1.864
MTMR3	0.534333333333333
ATP1B3	-0.46775
TMEM16A	4.76825
HIST1H3F	0.369
TRIM25	-0.268
SDCBP2	2.879
CRKL	-1.751
HOXB2	2.87433333333333
ANP32B	-0.801
GATM	3.779
AP4E1	0.036
EDG5	0.44275
CDKN3	-1.24833333333333
CDH4	-1.82225
PGD	-1.041
RND1	-0.165
GAD1	-0.1811
MPG	0.659375
LOC440350	-0.799
ZNF133	0.40525
SERPINB12	0.818
AMELY	-0.2138
DHX36	-0.5985
TNFAIP8L2	2.9245
PHTF2	-0.0861666666666667
CCDC112	0.551666666666667
IQCC	-0.76225
HEYL	2.70683333333333
FTSJ2	-0.0691666666666667
APPL1	-0.372625
RAB43	-0.118357142857143
OR10G2	0.565
WAC	0.605166666666667
ADCY9	-0.59675
RUNDC2B	0.278166666666667
PYCRL	0.8525
AGPAT7	-0.923666666666667
SLC22A9	-1.9478
CDKAL1	-0.247
PDYN	-0.6868
C20orf74	-0.0235
MTMR11	0.5535
VAV3	3.97633333333333
DAPL1	-2.968
STXBP3	0.6625
EIF3G	0.0635
ARHGAP22	-0.89175
NPFFR1	0.672
NPC1	-0.166833333333333
ALDH9A1	1.60466666666667
ZNF600	0.13925
ZNF678	-0.307166666666667
RASSF1	-0.684083333333333
ADD2	-3.889
PITPNB	-0.369875
PKD2L2	0.0693333333333333
LRP11	0.54425
CDKL1	-0.9945
SMEK2	0.57925
PRODH2	-3.3395
C11orf54	-0.0973333333333333
SFRS11	-0.300333333333333
IL7	-2.8235
ALS2CR16	-0.00625000000000001
BTG3	-0.500833333333333
PAK2	0.453888888888889
RP11-679B17.1	-1.00175
GATA4	-1.81116666666667
ATP2B1	-1.371
LOC130940	1.7515
C1orf172	3.19716666666667
ATF7IP2	0.107
SLC25A43	0.300333333333333
CENTG3	-0.585833333333333
IGF2BP1	-4.2437
FCHSD1	0.3455
CAMK2N2	0.272666666666667
ELAVL3	-0.843
NBPF15	-0.850833333333333
UBE2J2	-0.1165
GNL2	0.43525
PRR3	-0.2625
NLF2	-0.134
OR4F6	0.9135
KLHL24	-0.718
CCDC88A	-2.3691
SGPP1	-0.572666666666667
C10orf11	0.719333333333333
SLC35B4	-1.54766666666667
UGT3A2	-2.286
ARNT2	2.1609
CBR1	-3.384875
ITPR3	-0.665333333333333
TRAPPC6B	0.0809
AMZ1	4.293
ARP11	1.3375
WDSUB1	-0.68275
APBA1	0.614166666666667
RAB2A	0.7972
C6orf162	0.408875
HPSE2	0.802333333333333
PLCE1	-0.028
INSL3	-0.063
DLG1	-0.3051
PTPLA	-5.04775
PIGX	-0.415375
TFIP11	0.5285
FIBIN	2.7575
POLR2G	0.33
GRAP2	-3.042875
DNAJB8	-1.33175
CNBP	1.604
WASF1	-0.52825
INPP5E	-1.6026
HSPB1	1.3738125
TMEM167	-0.2617
CUBN	-0.45125
IGF1	0.730625
ITPK1	-0.1236
NAALAD2	-1.58133333333333
G3BP1	0.6319
NT5DC1	-0.223625
CYP39A1	1.3835
TMEM139	0.145416666666667
POLK	-0.7744
GLULD1	-2.29725
RBM15	-0.9015
AMZ2	1.5715
GDF15	1.53983333333333
MESDC2	0.7075
INCA	-1.0852
ACY1L2	-1.246
GZMM	-1.23366666666667
PAIP1	-0.1275
CACNA2D1	-0.027
STK32C	-0.195166666666667
SH3BP4	1.53733333333333
DEC1	-0.342
PADI1	0.537
UBB	0.02
PON3	2.13666666666667
PROP1	0.6745
ANKRD13B	0.197
ADCK1	-1.09275
TCF25	-0.328
SLC38A5	-1.8845
CXorf26	-0.151666666666667
C19orf39	1.3625
PPP1R13B	0.1535
ARL2	-0.4415
TCL6	-0.177818181818182
TOP3A	-1.0355
SLC16A14	0.900625
FXYD6	0.629666666666667
HIST1H4E	-0.0486666666666667
BBC3	0.208473684210526
UNC5A	0.296333333333333
FAM86C	-0.3114
PI4KB	0.027125
B3GAT1	-4.16425
SUSD2	1.6945
OAZ2	0.666833333333333
NOC4L	0.3145
C10orf12	-0.69625
FADS1	-1.52233333333333
LOC144097	0.29725
DKK2	0.3495
KIAA1949	-0.6055
RHOT1	0.3202
OXT	1.33333333333333
GPR153	-0.22475
ARL4A	-1.684
SAAL1	-1.20575
CCDC64	0.1805
USE1	0.174166666666667
HNMT	-0.509666666666667
PCGF3	0.862375
CYP2C19	1.094
C20orf4	0.4095
CCDC11	2.47975
