Hybridization REF	TCGA-BH-A18N-11A-43R-A12D-07
ARHGAP17	0.0736
KCNIP3	-0.581
SFPQ	-0.24875
GFRA4	-0.5375
AKR1B10	-2.171125
TIGD6	0.850666666666667
RGS16	1.4455
URB1	-1.03933333333333
OR4C46	-0.197833333333333
TOP3B	-1.54675
NFATC4	-0.179
CA14	-3.9035
BMPR1A	1.10116666666667
SNRP70	-2.36025
PRL	0.589416666666667
C6orf130	0.05925
STAG2	0.081
CD55	-0.496357142857143
RPS23	0.888666666666667
SSX2	-1.24483333333333
FDPSL2A	-1.2565
FBXO27	0.376875
SYNGR3	-2.352
TMSL3	1.38525
EML1	-0.29
NUP93	-1.43916666666667
SMAD3	-0.0816
KIAA1189	0.1488
HNRPUL2	-0.368833333333333
TBC1D12	0.8275
C16orf24	-0.76675
MRVI1	2.49033333333333
ZNF581	-1.5935
ELOVL3	1.7795
OR51Q1	-0.325
CACNB3	-0.2125
GALNT13	-0.0523749999999999
C10orf84	1.5405
NEDD4	0.2881
SPO11	0.3385
OR5AU1	-0.4705
NEK4	0.634214285714286
PRKAR2A	-0.878166666666667
IHPK1	-0.103333333333333
ATP6V0B	-0.974125
CACNA1E	-1.6135
CEACAM8	-1.2115
PEX14	0.492
FLJ12993	0.257
ZBTB38	0.161583333333333
PCTK2	1.02966666666667
LRRC16	0.6238
FBLIM1	-0.179416666666667
FYCO1	1.8025
RP5-1022P6.2	0.754083333333333
CMTM1	-0.0411666666666667
PLTP	1.41083333333333
RAPH1	1.079625
DOCK8	1.066
EZH2	-2.7404
SLC25A1	-1.1525
PLEKHB1	0.8664
GRB7	0.4878
ZFP37	0.9115
MRPL33	0.377
PELO	0.0985
ARMC1	0.269818181818182
C9orf27	0.298125
FLJ25778	0.3815
C9orf37	-1.81266666666667
TMEM66	1.6305
SPRN	-0.33575
HBEGF	1.648125
PI4KA	-1.5855
LEPRE1	-1.42775
POU2AF1	-0.91525
MRPL12	-2.25866666666667
REP15	0.4475
ZC3H3	-0.52825
RASAL1	-0.98575
DDAH1	1.029625
ACBD5	0.69725
TMC2	0.189
CCDC137	-1.6925
SAMD13	0.939166666666667
UGT2B15	-2.01216666666667
TIPARP	0.91125
DNASE1L3	3.77925
TRIM72	-0.5025
DBX2	1.16125
IPO8	-0.023
C21orf88	-0.4976
MAP3K14	0.302
LOC51233	0.202833333333333
GGTLA4	-0.1675
PDE6D	-0.16125
ZNF117	0.94425
CLK2	-1.48225
NKRF	-0.81475
TNFSF15	0.0746
DUSP2	0.12775
SECISBP2	-0.1044
GABRR2	-0.00850000000000001
PPAP2C	0.391
LOC51145	-0.726666666666667
PAG1	0.04525
PIK3C3	0.242
GNG10	0.757
APOL4	0.3416
ANKRD28	-0.455625
STMN3	-1.5166
RAB14	0.9381
CDK2AP2	-1.5975
HDDC3	0.101375
COMMD7	-0.248125
CXXC1	-1.3515
HMCN1	0.3148
CD40	1.5325
DYNC1LI2	0.718875
GDI1	-0.606
LOC646938	-0.04225
VSNL1	-0.247333333333333
PIH1D1	-0.907333333333333
RAET1G	-0.854
KRTAP5-9	-1.029
EFTUD2	-1.1205
ZNF311	-0.0721666666666667
ATP6V1G3	-0.307666666666667
OR2W3	-0.28625
SCN4A	1.674
MED10	-0.46575
FAM135A	0.6008
ARHGAP4	-0.96025
EHMT2	-2.109375
UFD1L	-0.6305
ERMP1	-0.425
MAG1	-0.399166666666667
THAP8	0.0498333333333333
HACE1	0.813
FAM82C	0.269
C3orf20	0.485
UNC84A	-0.153333333333333
SCD5	0.288142857142857
LASS6	0.877
LSG1	-0.1465
MAL	-4.32725
GPR22	1.638
WDR5B	1.58375
ACTRT1	1.96
C17orf60	0.203
GRIN2C	-0.1738
ARMC8	0.425666666666667
SLC47A1	-1.5395
DMPK	-0.30325
DHRS13	-1.93983333333333
SMC1A	-1.104
KRTAP17-1	0.9715
SMYD5	-1.23175
TUSC2	0.252125
CRHR2	0.4675
KIR3DL2	-0.3075
CCDC104	1.27225
ATP2C1	0.8905
CROT	1.17125
PABPC3	-1.198
EGR1	4.657
THSD1	2.30425
KHK	-2.18325
SLC12A2	1.9965
CD58	0.02475
STOX2	1.00416666666667
CCDC76	0.4045
CCDC48	4.00625
DNAH1	-0.0868333333333334
ZIC4	-0.042625
OR1G1	0.4485
PSMC6	-0.00116666666666667
PROKR1	-0.3175
ABCB1	1.106
TRAT1	-0.463
LLGL1	-0.6915
MTF1	1.137
USP54	1.351875
PAGE2B	-1.167
ITGB7	-5.17375
CCDC81	0.074
LOC149837	0.096
SCUBE1	0.6985
ZSCAN10	-1.351
HUWE1	-0.390142857142857
CDH17	-0.336
CD180	0.23025
IL17A	0.184
TMPO	-1.7595
KIAA1524	-1.57866666666667
HDGFRP3	0.332333333333333
OXCT1	0.342909090909091
RRAS2	0.298166666666667
LTBP2	2.2964375
SV2B	3.965
CYP2A6	2.591375
PKD1L2	0.418
PPM1M	0.185
FLJ22662	2.6195
ZNF502	2.92925
GP6	-0.64575
CRYBA2	-0.9405
LEF1	-3.2074
CTPS	-2.86171428571429
EYA1	-2.3055
EPS8L1	-0.16275
MAPK14	-0.4595
SERPINB2	-5.143125
GTF2F2	0.221666666666667
ZNHIT4	-0.727
PLA1A	1.156875
C20orf114	1.09
HPR	-3.499
C18orf2	-2.18283333333333
SATB2	-1.10175
KCNJ9	-0.556625
MGC157906	-0.045
MOCS3	-0.35225
C17orf71	-0.518666666666667
PPHLN1	0.0165
HIST1H2BN	-2.706
RAPGEF1	-0.927375
MAP3K8	2.335
DLG4	-0.648833333333333
STC1	2.17708333333333
CDGAP	1.82025
DDX26B	0.7465
LOC150223	-2.57625
CPSF3	-0.920666666666667
TMEM14A	0.348
MYH3	0.37075
GPKOW	0.1475
SULT1A1	-0.265666666666667
SPON1	4.2291
YY1AP1	0.115833333333333
RAB23	0.32475
PLA2G4A	-0.61925
MAPRE3	0.29575
ZNF516	0.7175
GGPS1	0.718
EXOC3L2	-0.690875
C19orf42	1.1416
MAP2K2	-1.92333333333333
HIST1H2BB	-1.833
RNF19B	0.515666666666667
C6orf128	0.414833333333333
TLR8	3.354
PCDHA9	1.5345
CARS2	-0.4425
CLUL1	2.76116666666667
RHAG	-4.656
UNK	0.447
EXOC8	1.0983
C9orf95	2.10275
C14orf143	-0.024
MAML3	-0.21625
LDHA	-2.051
MRPL20	0.42775
KLHDC6	1.82433333333333
ATP5S	0.8995
C8orf55	-1.317
PHF19	-3.0905
KRTAP13-4	0.5695
TTC5	-0.5015
XKR5	0.42175
SILV	-3.924
TEX28	1.438
TCTN1	0.38475
CX40.1	0.066
PPP2R5C	0.240625
C12orf30	-1.06783333333333
CAPG	1.23025
MPZL1	0.63005
ARSB	-1.77633333333333
TDH	-1.24475
WASF4	0.4405
TSSK3	-0.7565
7A5	0.3955
CRISPLD1	3.399
MAD1L1	-1.62083333333333
SPIN4	-0.0163333333333333
AMPD1	3.93125
DPYSL5	-0.8355
INPP1	1.25033333333333
ANKRD11	-0.742111111111111
NPAS4	0.639875
GCET2	0.5601
RNASE9	-0.726
GUCY2D	0.0435
CCDC98	1.07175
FGF4	-0.832125
CPM	0.9845
SLC26A4	0.7295
PLD5	2.175
FAM59A	1.4867
FBXO5	-1.96533333333333
SIPA1L1	-0.348875
DPYS	1.02575
ATG4D	-1.22875
TGM3	0.4165
MTCH1	-0.902875
HK1	-0.520285714285714
CDC26	0.5755
GALNT12	-1.26316666666667
LOC339229	-1.1285
MRPL35	-0.0685
ORC4L	0.453125
TNKS	-0.329071428571429
C2orf24	-1.00666666666667
ZNF553	-0.266666666666667
GGTLA1	2.6277
ZNF497	-0.341
CDY1B	1.3165
SLC30A4	0.501125
TUB	0.28675
ARHGEF18	-0.09375
ARRB1	0.0075
KCNK1	-0.661625
EREG	0.4131
SCAMP5	-0.558
RUNDC3B	3.91075
ADAMTS20	0.1365
IL17RB	1.332375
FLJ20323	-0.41525
MCAM	1.382
POLR3E	-1.82916666666667
AQR	0.397333333333333
IPMK	0.0125
CDCA7	-3.984375
CAMP	-0.51475
GRHL3	-0.47375
ADAMTSL2	-0.253
CLMN	2.374
SSTR3	-0.057
MAGEA5	-2.74683333333333
OVOL2	3.5565
JMJD1B	0.9805
RBL2	1.0709
PYGO2	-0.13775
PPP1R10	0.247166666666667
CSE1L	-1.63633333333333
LCA5	3.04
RDH16	-0.7865
ASRGL1	-0.727
TOM1	-0.8355
PTX3	-0.85225
TTC15	-0.20625
SCGB3A1	3.85833333333333
MRPL50	-0.18975
RCAN3	0.719375
SLC26A11	1.1455
STYX	-0.0595
CINP	-0.52675
MARCH7	1.012
PFKM	-1.02416666666667
SGMS1	1.4775
RIOK3	0.0164
C1orf110	-0.96
CES7	0.27925
LOC440248	-0.18325
PPP1R12C	-0.638
C10orf27	0.3335
ATG9A	-1.527
MRPS26	-0.3635
TMEM40	1.267
ELP3	-0.1549
ZNF787	-1.6395
HIAT1	0.712
C8orf34	2.8595
MGC4655	-1.1916
PELI1	1.78616666666667
PPT1	0.3715
SLC35C2	-2.02316666666667
C6orf125	-0.9795
MUC4	-1.8795
RFC4	-2.18471428571429
GNB2	-1.362
NUP50	-0.608357142857143
SULT4A1	-1.39733333333333
C7	4.362375
CCDC130	0.077
ARRDC4	1.905
RQCD1	-0.681
GLYCTK	-0.94625
AYTL2	-1.96890909090909
MTUS1	1.8657
LEMD3	0.535833333333333
PLEKHF2	0.937
HOXA7	1.878375
GTF3C2	-2.212
DYNLRB2	3.8165
CNOT10	-0.60525
MR1	-0.192
FFAR1	-0.4375
PRIC285	-1.24775
SLITRK6	4.67
LIX1	-2.186
UBE1L2	-0.0778333333333333
F8	2.279625
ACHE	-0.211166666666667
KPNA5	1.54
TNFRSF12A	-1.57183333333333
EGR3	4.5205
SERPIND1	-4.47583333333333
OASL	0.163
IFRD1	-0.055
WDFY1	0.0648333333333333
ZNF267	0.929875
ACCN5	0.266
ZBTB6	-0.22225
PPP1R3A	0.2255
PRRT3	0.4625
FBXL19	-1.504
TXNIP	1.97528571428571
ACTN2	-0.5345
ATG9B	-0.568625
C9orf117	0.122625
IL27	-3.674
RPL36AL	0.4315
KLK15	0.37025
CHAD	1.549
RAP2B	0.1555
HEBP2	2.05525
ZNF342	-0.5455
CAMK2G	-0.212333333333333
TLR3	2.75025
FGF14	2.16725
HMGB2	-1.0515
TRPM5	-0.657
OR5M11	0.2055
KIF3B	-0.136789473684211
PRICKLE2	1.958
MTMR9	0.832
C3orf27	0.33525
GLRA3	4.5765
NSDHL	-0.606
TMEM32	0.36925
POLR2D	-1.80475
MYADML	0.2955
C9orf114	-1.893
MRGPRX1	0.269
TOPORS	1.03625
CLDN19	2.2345
C1QL4	0.078
RNF165	-1.413
DHRS9	1.6955
DNAH2	0.031
FXR1	-0.486833333333333
ZMYM3	-1.679875
CASP3	-0.117
FAM120C	-1.63
SCLY	-1.32075
CA7	0.066
ENTPD5	-0.186666666666667
ZNF461	0.387875
PDIA5	-1.098
C1orf19	-0.209833333333333
TMEM67	0.5495
KCTD20	-0.96825
WDR47	1.801
FLJ38723	-0.4715
KLRF1	2.39016666666667
TAS2R16	0.2605
CLDN12	1.584
PRKCE	0.491
UBXD4	-0.06975
ITGAM	2.868
GLT8D3	0.0265
WDR31	0.9626
RGS2	4.696
OR51L1	-0.092
MST1R	-0.414
KIAA1737	1.502
OR4A5	-1.893
GLIS1	-0.543833333333333
PTMA	0.236785714285714
NAPA	0.02025
PRDM11	0.11025
LIPF	-0.00999999999999998
DIRAS3	3.6075
ASGR2	-4.51075
C1QTNF4	0.47175
PIK3R4	0.0198333333333333
ARMC3	0.367
NDUFV3	-0.621333333333333
BTBD3	0.240333333333333
PPP1R2	0.68075
UBE2NL	-0.048
FOSL2	0.349285714285714
FAM119A	-1.47083333333333
TUBA4A	-1.0463
KRTAP12-1	-0.2615
SFRS2	-1.00225
RHPN1	-1.1403
EEF2	-1.31916666666667
ZDHHC11	-0.0731666666666667
EPHA3	-0.8446
RBM12	-0.0185
H2AFJ	1.13166666666667
EDIL3	2.364
KIF26A	-0.71075
SERGEF	0.592
B3GALT4	2.43325
LOC90925	0.720833333333333
OSCAR	-0.4895
NPFF	0.087625
DEDD	0.34875
TMEM155	-0.82
PTPN1	0.46725
SCYL2	0.498666666666667
SKAP1	2.68325
LEAP2	-1.53016666666667
GADD45G	0.8011
IFITM3	0.918
PILRB	-0.211666666666667
SLU7	0.8369375
DSC3	2.759
DNMT3L	-1.1385
PAPD5	0.00362500000000002
B3GNT3	-0.47
LHCGR	0.325
MSL-1	-0.5845
UBE2S	-3.95475
SAP130	-0.5365
ANAPC11	-0.1685
MAGED4B	-1.8975
ATP6V1B2	0.241166666666667
C14orf179	1.098875
CAPZA1	-0.082375
CDYL2	-1.24533333333333
GLRX3	-0.979
LOC136288	-0.26175
MOBKL1A	0.71275
HTR2B	5.0205
CRYGD	-0.353333333333333
NUS1	-0.0665
PGRMC1	0.9695
MYOM2	1.21075
FLJ39653	-1.653
CHM	0.6653
OR5M8	0.6425
ZNF619	1.2375
FAM105A	1.2575
CCNL1	0.630125
NAP1L3	1.2705
C10orf57	1.45283333333333
B3GALNT1	0.968666666666667
CSN1S2A	0.364
TCP10L	0.27975
GDAP2	0.189375
DMKN	0.417833333333333
COX6B1	-0.4785
DNASE2	-0.822
MSH5	-2.21
LGMN	0.100875
USP31	0.6789
OR13C8	0.9975
SDCBP	0.8428
NUDT11	-0.8375
PYGL	0.635666666666667
SNPH	-0.653333333333333
B3GNT4	-1.593
MIZF	-0.8516
NUBPL	0.5005
NOD1	0.464333333333333
CDH22	1.104125
NUBP1	-0.309666666666667
DSCAM	-4.0835
DGKI	2.8855
FAM136A	-1.14075
AKAP1	0.321833333333333
SLC16A6	0.19425
RIN3	-0.57825
PSG2	-0.39375
DIP2B	-0.47225
PSORS1C1	1.2075
KIAA0495	-0.716
FLJ90709	0.0581666666666667
LPA	0.037
PIGA	0.442666666666667
LY75	4.4525
UTS2	-6.1835
RREB1	-0.528
GALNACT-2	0.6606
MGC3196	-1.3825
FLJ31568	0.19
LPHN1	-0.79075
SP1	0.4615
TOX4	0.694833333333333
HSPA9	-0.4098
APOBEC1	1.658
SLC35E4	-0.76775
LSM5	-1.02675
SURF1	-0.286
ZBTB1	1.13466666666667
GTF2F1	-0.5905
RPS15A	-1.03271428571429
DUSP21	-0.4048
GINS4	-3.57733333333333
MYO15A	0.0980000000000001
GIMAP7	4.94625
MGC13379	0.843
ATP6V1E2	-0.0756666666666667
UTP3	0.8295
HNRPA3	-0.0650625
MT4	-1.0715
C14orf155	0.43275
U1SNRNPBP	0.498
CKLF	-0.537
PLEKHN1	-0.8265
MBNL1	0.823
NUP160	-1.0855
ACSM2A	-1.23225
LOC129881	1.495
KIAA1529	0.2725
FLJ22639	-1.0495
HAND1	-1.1565
GSX1	-0.097
FGA	-4.3841875
SERPINB1	0.29875
ZNF642	0.70225
IGFBP1	-7.673
SLC1A1	0.78925
DHX57	-0.176625
ZNF766	0.804
PTPN21	0.5406
GDPD3	-1.08766666666667
PNPLA5	-0.0245
TBR1	-0.253
FAM116A	0.61075
IQGAP1	1.0305
FOS	3.156
ZNF226	1.013625
FIGNL1	-0.582
C14orf1	-0.509833333333333
ZMYND17	1.224
PUS7	-0.9065
TUBB6	-0.33525
KCNQ2	-2.22425
MARCH6	-0.08675
CCDC33	-0.757
PRODH	-0.7
RBM11	2.247
EPHA6	-0.0856666666666667
SLC43A1	-0.89325
LOC196541	0.5365
NTN1	0.444916666666667
ING4	0.27575
PCDHB10	2.013
DPH2	-1.45316666666667
SPACA4	-0.238
FBXL21	-3.1505
DIAPH1	-1.46916666666667
ZNF71	0.457666666666667
CEP76	-0.24
CORO1A	-2.33075
RRM2	-5.929
EDG4	-0.68675
OS9	-0.907833333333333
SLC4A1AP	-0.29875
COG5	-0.279
COPS8	-0.13225
NGLY1	-0.352
NCBP2	-0.34725
C17orf42	0.28
GPSM3	-1.255375
SIL1	-0.274166666666667
ASB6	-1.029
SMAD5OS	1.3095
UNC93A	-2.704125
A1BG	-0.0273333333333333
C21orf62	1.24075
FMO5	1.44125
ATRIP	-1.46683333333333
CEBPG	0.362333333333333
C7orf38	0.0883333333333333
TNFRSF1B	0.912166666666666
CLEC1A	2.45616666666667
IQSEC1	0.115
PATZ1	0.1204
RBM22	0.7775
BAG2	-0.985833333333333
PAQR5	-1.987
C9orf127	0.4789
THNSL1	0.02775
SHROOM3	2.6996
JAM2	3.32575
SNRPN	-0.747
ALX4	0.4045
CACNA1S	0.328
FAM130A1	0.5905
CORIN	1.0125
CD300LB	-0.076
PLEKHG6	0.515
LRRC40	-0.06875
PCLKC	-1.65525
PCDHB16	2.50616666666667
WNT2B	1.50016666666667
ASNS	-2.20344444444444
MRPL49	-0.69725
FLJ46111	-2.68075
ISG20	-0.473875
SMU1	0.0751666666666667
CASZ1	0.725
POLR1D	-0.01175
GIN1	0.50225
SNAG1	0.9765
ANKRD29	1.5125
CDKN2AIP	0.5695
KRR1	0.51075
CXCL1	-0.9435
EPM2A	0.6355
PC	0.468833333333333
DEFB127	-0.483
PDZRN4	2.71333333333333
FAH	0.916625
OR51E1	3.1135
CDC2L6	-0.573833333333333
DNTTIP1	-0.89575
PAX8	-0.626
TMEM116	0.49225
C1orf150	0.044
PRO2012	-0.52075
MRPL40	-0.413
BEX1	-3.5916
SLC2A4	1.82516666666667
PKMYT1	-3.50225
FEZF2	-0.406666666666667
SLC26A9	-0.7985
MAP2	0.823181818181818
LYL1	-1.657
SLC25A19	-1.5495
NOS3	-0.401
ZNF34	0.560333333333333
TMPRSS11F	1.96725
FAM43A	-0.23825
FCRL4	-0.167833333333333
KLF14	-0.33525
FLRT2	1.25466666666667
WRN	-0.63075
SDF2	0.7903
KRT8P12	-1.849
C6orf195	-1.338
C9orf125	0.748666666666667
DZIP3	0.34275
RIT1	-0.0221666666666667
SCML1	-0.293666666666667
RHBDF2	-0.604875
OR2G3	0.2135
REXO1L1	-0.7085
MAP3K7IP3	0.03
C3orf57	-4.7115
FBXW11	0.0916666666666667
ETAA1	-0.1525
C14orf131	-0.6437
AKT1S1	-2.06375
SLC12A5	-0.306875
C9orf164	0.65475
NRIP3	0.0897142857142857
NOS1AP	-0.4245
TMEM121	0.072
SAP30BP	-0.0622
DGCR6	0.15925
WDR76	-2.667
FAM82B	0.1245
LOC606495	-0.594
MAP9	2.36308333333333
BCDIN3D	0.9285
CXorf36	4.67066666666667
DSCR3	-0.1251
ZFAND3	-0.7785
C7orf43	-0.453333333333333
SPSB3	-0.3315
C19orf19	-0.15725
FAM133A	-0.935875
C12orf25	0.1195
SLC39A3	-1.468125
DISP2	0.5455
PI4KAP2	-3.4845
MKRN3	-2.60433333333333
ADAMTS13	-0.855
CBLN3	0.2734
TTYH1	0.165
C3orf18	1.4
FLJ13236	-1.60175
ZMYND12	3.5645
C18orf25	0.2995
GLB1L3	-0.363
ATP13A5	2.791
RANBP10	0.04475
CD96	-0.8927
DENND1C	-0.11275
RBMS3	2.818
SLC41A3	0.896333333333333
DGCR6L	0.03025
TMEM128	1.38233333333333
CSNK1G3	0.526714285714286
MOBKL2C	1.514625
TSPAN6	0.98675
MATN2	2.0655
MSL2L1	-0.245333333333333
ST6GALNAC2	0.487166666666667
FGFBP2	3.465875
FGL1	-6.53683333333333
MPP3	0.6145
ARHGEF6	2.33666666666667
TGFBR2	1.99225
ACMSD	1.455
IL33	6.1365
C9orf5	0.551583333333333
DEAF1	-1.64
AMN	-0.6215
DEFA6	0.274375
RNF212	-0.0665
METT5D1	0.3725
CIB1	0.0059
TSSK1B	0.0493333333333333
KIAA1727	0.51075
ZNF680	1.72008333333333
LOC399900	-1.536
LOC152217	-0.293916666666667
CTNNAL1	-1.244
CIT	-3.40675
TLE6	-0.8955
ZNF607	-1.1635
HERC4	-0.084
DRAP1	-1.5763
PEMT	-0.13125
C10orf111	-0.2475
ZNF575	-0.126125
KCTD7	-0.4085
MYO1F	0.37025
LOC285382	1.0055
RAB11A	0.9943
PLCD3	-1.0305
C15orf28	0.6355
PTBP2	0.234625
CTB-1048E9.5	-0.857125
C19orf60	-0.135166666666667
C7orf25	0.647333333333333
SETD7	1.376125
HOXB9	-5.6065
VANGL1	-0.5398125
CHAF1B	-2.652
NDUFA3	0.102
KIAA1328	0.857666666666667
SHARPIN	-1.0975
TTC23	0.4065
UGP2	1.21791666666667
ANKIB1	0.105
CIRBP	1.76185714285714
SEC14L4	-1.976
OVCH1	1.19583333333333
VPS52	-1.44975
FAT	0.01375
M6PRBP1	-1.8645
GPRIN3	0.6045
PPM1F	-1.26533333333333
TSR1	-1.168
CCDC85A	3.68525
PCSK5	3.37175
ZFHX3	0.437
HEMK1	-0.4198
PGBD2	0.88425
RSRC2	0.497166666666667
AURKC	-1.2765
SCRIB	-0.536125
ORM2	-5.57183333333333
FAM115A	-0.3527
FZD6	0.98725
UNC119	-0.627833333333333
GPX3	2.1555
NOV	1.598375
CABC1	-0.084875
CDC42SE2	0.35175
EIF2S2	-0.765
RNF130	1.8955
CKAP5	-2.10333333333333
RP11-413M3.2	-1.17425
C10orf18	0.6221
TMEM93	-0.3265
DYX1C1	2.1815
KCNMB2	0.0955
ANK3	1.30441666666667
KRT5	2.2797
CDH12	0.427125
QRSL1	-0.31125
JUB	-0.54775
SHC4	-0.3295
CCL15	2.98383333333333
CCDC22	-0.8045
SNX24	-0.0455
RARS	-0.43325
MORC2	-0.191625
FAM48A	-0.27725
MT1H	-0.651
PPP1R14C	0.293666666666667
FOXD1	-3.14985714285714
C1orf213	0.4045
AMT	-0.5245
DSN1	-2.22
PTPLAD2	2.6345
DIS3L	-0.00875
RASL11A	1.662
GPRC5B	0.160875
FRMD7	0.6675
STRN4	-0.5485
KITLG	1.86563636363636
HDGF	-2.0565
OR1S1	-0.2975
SETX	0.034
DDR2	2.362625
KCTD12	3.919
LYZL2	-0.3265
WDR52	0.627
TMEM2	0.708
ZNF579	-1.40066666666667
LOC200810	-1.22875
TNFSF9	-2.065875
PPFIA4	-3.83575
CNIH3	0.0386666666666667
MAP4K4	-0.903142857142857
ROD1	-0.611714285714286
ALS2CR12	-0.172666666666667
DOCK3	-0.745666666666667
PAQR9	-4.66925
ASB17	-0.313
STX16	-1.045125
FEZ2	0.611
DLAT	-0.412166666666667
KIF21B	-2.03633333333333
CDC5L	-0.2815
TMEM119	0.815
CRIP3	-1.1355
TPSD1	-0.0868333333333333
TEPP	-0.194
GNGT2	0.86
C21orf121	0.311
WNK1	0.00533333333333324
FLJ10490	-0.6139
OR51B5	-1.9985
LOC203547	-0.5835
HAS1	0.634
PPA1	0.285833333333333
ST7	-0.42025
C11orf46	1.0589
POPDC3	-1.6075
ACOX2	2.02216666666667
ATCAY	-0.809333333333333
TM4SF19	-1.93175
MFSD9	-0.740666666666667
PDHB	0.1095
ERN1	-0.83325
LCE3C	-0.2615
GPR111	1.039
NOTCH3	0.8055
ADAMTS5	5.33125
B3GALT1	-0.36225
UGCGL1	-1.14983333333333
FAM58A	0.639
FBXO32	2.28525
CLPP	-0.47625
NXPH1	-0.81275
MTMR3	1.22033333333333
ATP1B3	-0.5675
TMEM16A	4.305
HIST1H3F	-1.03016666666667
TRIM25	-0.9535
SDCBP2	0.713
CRKL	-1.294625
HOXB2	1.449
ANP32B	-1.0525
GATM	4.342
AP4E1	0.12825
EDG5	0.432875
CDKN3	-4.06916666666667
CDH4	-1.9905
PGD	-1.71966666666667
RND1	-0.82
GAD1	-2.5313
MPG	-0.865875
LOC440350	-1.03
ZNF133	0.98825
SERPINB12	0.4705
AMELY	0.6696
DHX36	-0.55325
TNFAIP8L2	3.1845
PHTF2	-0.5275
CCDC112	-0.0765
IQCC	-1.46575
HEYL	2.17283333333333
FTSJ2	-1.35433333333333
APPL1	0.865625
RAB43	0.665428571428571
OR10G2	-0.2515
WAC	0.495833333333333
ADCY9	-0.501125
RUNDC2B	-0.0971666666666667
PYCRL	-1.1994
AGPAT7	-0.730666666666667
SLC22A9	-0.7935
CDKAL1	-0.033
PDYN	0.4964
C20orf74	0.89325
MTMR11	1.28475
VAV3	3.25133333333333
DAPL1	2.6185
STXBP3	1.12075
EIF3G	-0.29175
ARHGAP22	-1.69475
NPFFR1	-0.6125
NPC1	-0.4735
ALDH9A1	1.55333333333333
ZNF600	0.269
ZNF678	1.12166666666667
RASSF1	-0.23675
ADD2	-2.33975
PITPNB	0.5695
PKD2L2	-0.580375
LRP11	0.258
CDKL1	0.2835
SMEK2	0.31
PRODH2	-4.064
C11orf54	0.855666666666667
SFRS11	-0.262166666666667
IL7	2.4175
ALS2CR16	0.837
BTG3	-0.347166666666667
PAK2	-0.697777777777778
RP11-679B17.1	0.7695
GATA4	-1.9985
ATP2B1	-0.487
LOC130940	2.275
C1orf172	2.56683333333333
ATF7IP2	-0.6315
SLC25A43	0.376833333333333
CENTG3	-0.90275
IGF2BP1	-4.43766666666667
FCHSD1	0.1895
CAMK2N2	-1.5335
ELAVL3	0.138
NBPF15	-0.6325
UBE2J2	-0.88525
GNL2	-1.02925
PRR3	-0.8827
NLF2	-1.975
OR4F6	0.6285
KLHL24	1.3735
CCDC88A	-1.0349
SGPP1	0.367
C10orf11	1.62866666666667
SLC35B4	-1.48
UGT3A2	-1.902
ARNT2	-0.4463
CBR1	-0.321
ITPR3	-1.84666666666667
TRAPPC6B	0.3295
AMZ1	1.1575
ARP11	1.6065
WDSUB1	1.232
APBA1	0.992333333333333
RAB2A	0.7041
C6orf162	0.692125
HPSE2	0.52525
PLCE1	1.43125
INSL3	1.97225
DLG1	0.3764
PTPLA	-1.2405
PIGX	-0.7405
TFIP11	-0.399166666666667
FIBIN	3.5285
POLR2G	-0.653
GRAP2	-1.9981
DNAJB8	-0.61725
CNBP	1.06116666666667
WASF1	-0.35275
INPP5E	-1.1766
HSPB1	-1.158625
TMEM167	-0.0094
CUBN	0.9735
IGF1	4.7216875
ITPK1	0.0867
NAALAD2	0.156375
G3BP1	-0.2127
NT5DC1	1.287
CYP39A1	2.7535
TMEM139	1.90483333333333
POLK	0.292
GLULD1	-1.231
RBM15	-2.01216666666667
AMZ2	0.16325
GDF15	-2.32833333333333
MESDC2	-0.355
INCA	1.13833333333333
ACY1L2	-0.091
GZMM	-0.835
PAIP1	0.26975
CACNA2D1	0.5815
STK32C	-1.17483333333333
SH3BP4	0.769666666666667
DEC1	-0.1385
PADI1	-0.0965
UBB	0.00739999999999999
PON3	2.93
PROP1	-0.0255
ANKRD13B	-1.2825
ADCK1	-1.3905
TCF25	-0.701333333333333
SLC38A5	-4.23425
CXorf26	-0.135666666666667
C19orf39	0.12925
PPP1R13B	0.26375
ARL2	-1.054
TCL6	-0.392909090909091
TOP3A	-1.4015
SLC16A14	0.554875
FXYD6	2.2575
HIST1H4E	-1.27125
BBC3	-1.20763157894737
UNC5A	0.024
FAM86C	-1.0017
PI4KB	-0.5065
B3GAT1	-0.774
SUSD2	1.052
OAZ2	-0.383
NOC4L	-1.78725
C10orf12	-0.52625
FADS1	-1.99
LOC144097	-1.1765
DKK2	1.86033333333333
KIAA1949	-0.29025
RHOT1	0.3889
OXT	0.6015
GPR153	-1.80425
ARL4A	1.294
SAAL1	-1.13475
CCDC64	-0.5125
USE1	0.0615
HNMT	2.2205
PCGF3	0.114875
CYP2C19	0.036
C20orf4	-0.696
CCDC11	2.07175
ACSBG2	0.45075
RWDD2A	0.82375
PALLD	3.31325
CPLX4	-0.8385
LOC492311	2.255
KPNA2	-2.4805
MACROD1	-1.2629
TMCO3	-0.1055
C15orf52	1.22933333333333
BIRC5	-4.8596
PRR16	0.820333333333333
FAM63B	0.239625
KATNB1	-1.312
WNT8B	0.105
CPLX3	0.3285
GHR	4.633375
CCDC124	-1.95975
BCLAF1	0.69
