Hybridization REF	TCGA-C8-A1HG-01A-11R-A137-07
ZNF434	0.553
SMARCD1	-0.905833333333333
ZFP106	0.18475
ZNF347	-1.5876
GTF2E1	0.057
RY1	0.496333333333333
ATAD2B	0.6
ARHGAP17	-0.1435
KCNIP3	-1.51225
SFPQ	0.55925
GFRA4	-0.0356666666666667
AKR1B10	-3.99175
TIGD6	1.0695
RGS16	0.869625
URB1	-0.6765
OR4C46	0.2825
TOP3B	-0.9285
NFATC4	-0.181
CA14	-4.77575
BMPR1A	0.4625
SNRP70	-1.525125
PRL	-0.077
C6orf130	-0.5675
STAG2	-0.377
CD55	-1.21828571428571
RPS23	0.980333333333333
SSX2	-0.885833333333333
FDPSL2A	-0.5865
FBXO27	-0.20725
SYNGR3	-1.02683333333333
TMSL3	1.4825
EML1	-0.969
NUP93	-0.846333333333333
SMAD3	-0.7088
KIAA1189	-0.0623333333333333
HNRPUL2	-1.29633333333333
TBC1D12	0.6225
C16orf24	1.76025
MRVI1	1.0455
ZNF581	-0.322833333333333
ELOVL3	-0.0125
OR51Q1	0.4775
CACNB3	0.0193333333333333
GALNT13	0.629375
C10orf84	0.777125
NEDD4	-0.7153
SPO11	0.965
OR5AU1	0.8765
NEK4	0.440428571428571
PRKAR2A	-0.605333333333333
IHPK1	-0.162833333333333
ATP6V0B	1.15375
CACNA1E	0.2035
CEACAM8	-0.486666666666667
PEX14	0.22
FLJ12993	-1.737
ZBTB38	-1.21325
PCTK2	0.648666666666667
LRRC16	-0.5351
FBLIM1	-0.3635
FYCO1	0.4255
RP5-1022P6.2	-0.571833333333333
CMTM1	1.25533333333333
PLTP	0.866
RAPH1	-0.223
DOCK8	0.935
EZH2	-1.37853333333333
SLC25A1	0.0905
PLEKHB1	0.0779
GRB7	0.381
ZFP37	0.5155
MRPL33	-0.16075
PELO	-0.269
ARMC1	0.921454545454545
C9orf27	-0.076125
FLJ25778	-0.179
C9orf37	-0.9185
TMEM66	-0.05425
SPRN	0.316125
HBEGF	-0.3335
PI4KA	-0.96
LEPRE1	-0.5245
POU2AF1	0.962625
MRPL12	0.1135
REP15	-1.293
ZC3H3	0.57375
RASAL1	-0.84175
DDAH1	1.726375
ACBD5	0.301375
TMC2	0.127
CCDC137	-0.7735
SAMD13	-1.24766666666667
UGT2B15	-2.5885
TIPARP	0.52925
DNASE1L3	0.39725
TRIM72	0.192333333333333
DBX2	0.445
IPO8	0.55875
C21orf88	-0.3273
MAP3K14	1.03525
LOC51233	0.275833333333333
GGTLA4	0.05025
PDE6D	0.44625
ZNF117	-0.12925
CLK2	-1.320125
NKRF	-0.11925
TNFSF15	0.0793
DUSP2	0.08875
SECISBP2	0.5805
GABRR2	-0.848
PPAP2C	2.0345
LOC51145	0.00683333333333332
PAG1	0.333375
PIK3C3	0.4295
GNG10	1.1725
APOL4	1.39633333333333
ANKRD28	-0.808625
STMN3	1.7416
RAB14	1.2736
CDK2AP2	0.141
HDDC3	0.496375
COMMD7	0.66
CXXC1	0.083
HMCN1	-0.263833333333333
CD40	1.22875
DYNC1LI2	0.0304375
GDI1	1.3455
LOC646938	0.00525
VSNL1	-2.33516666666667
PIH1D1	-0.152833333333333
RAET1G	1.071
KRTAP5-9	0.2775
EFTUD2	0.03
ZNF311	-2.649
ATP6V1G3	-0.12425
OR2W3	-0.00999999999999998
SCN4A	0.1675
MED10	-0.53525
FAM135A	0.0122
ARHGAP4	-0.5085
EHMT2	-0.54375
UFD1L	0.81075
ERMP1	-0.35175
MAG1	-1.42216666666667
THAP8	1.03316666666667
HACE1	-0.572666666666667
FAM82C	0.397
C3orf20	-0.2975
UNC84A	-0.037
SCD5	-0.606285714285714
LASS6	1.062125
LSG1	0.581333333333333
MAL	-4.13375
GPR22	-1.1145
WDR5B	0.8755
ACTRT1	0.7735
C17orf60	-0.141833333333333
GRIN2C	2.3286
ARMC8	-0.63575
SLC47A1	-0.936166666666666
DMPK	-0.44575
DHRS13	0.186666666666667
SMC1A	0.178666666666667
KRTAP17-1	-0.09525
SMYD5	-0.415
TUSC2	0.709625
CRHR2	0.725
KIR3DL2	1.678
CCDC104	1.3245
ATP2C1	0.40025
CROT	-0.927
PABPC3	0.0628333333333333
EGR1	-1.63816666666667
THSD1	0.91475
KHK	-0.55525
SLC12A2	-0.0265625
CD58	-0.883
STOX2	-2.32866666666667
CCDC76	-0.8188
CCDC48	1.967
DNAH1	-0.181666666666667
ZIC4	-0.39125
OR1G1	0.268
PSMC6	-0.265666666666667
PROKR1	1.1645
ABCB1	-0.284625
TRAT1	0.54175
LLGL1	0.4545
MTF1	0.9225
USP54	-0.1425
PAGE2B	-2.0435
ITGB7	-2.99575
CCDC81	-0.134
LOC149837	1.138
SCUBE1	1.803
ZSCAN10	-0.425
HUWE1	-0.169714285714286
CDH17	-0.355
CD180	0.994
IL17A	0.3925
TMPO	-0.76375
KIAA1524	-1.44716666666667
HDGFRP3	0.7005
OXCT1	-2.70081818181818
RRAS2	-2.11666666666667
LTBP2	2.06025
SV2B	0.462166666666667
CYP2A6	0.701875
PKD1L2	-1.13916666666667
PPM1M	0.4965
FLJ22662	1.247
ZNF502	1.867
GP6	-0.7795
CRYBA2	1.36175
LEF1	-1.6556
CTPS	-0.795285714285714
EYA1	2.4145
EPS8L1	-0.0775
MAPK14	-0.394
SERPINB2	-4.964375
GTF2F2	0.403666666666667
ZNHIT4	0.0955
PLA1A	1.163
C20orf114	0.64775
HPR	-4.3545
C18orf2	-0.754166666666667
SATB2	-2.28275
KCNJ9	-0.180125
MGC157906	0.1505
MOCS3	0.20325
C17orf71	-0.196833333333333
PPHLN1	0.0213
HIST1H2BN	0.39725
RAPGEF1	-0.798375
MAP3K8	-1.35175
DLG4	0.423666666666667
STC1	-1.09133333333333
CDGAP	1.0725
DDX26B	-1.1725
LOC150223	-0.89325
CPSF3	-0.797166666666667
TMEM14A	0.88825
MYH3	-1.21525
GPKOW	0.3405
SULT1A1	-1.375
SPON1	3.3395
YY1AP1	-0.758166666666667
RAB23	-0.52975
PLA2G4A	-3.8815
MAPRE3	0.73025
ZNF516	2.22228571428571
GGPS1	0.5715
EXOC3L2	-0.81925
C19orf42	0.3393
MAP2K2	-0.2605
HIST1H2BB	0.24025
RNF19B	1.28183333333333
C6orf128	-0.238166666666667
TLR8	3.7105
PCDHA9	0.6205
CARS2	-0.202875
CLUL1	4.41533333333333
RHAG	-3.59183333333333
UNK	0.1985
EXOC8	0.6183
C9orf95	1.32575
C14orf143	-0.217666666666667
MAML3	0.0505
LDHA	-2.96375
MRPL20	0.647625
KLHDC6	0.545
ATP5S	0.446666666666667
C8orf55	1.83675
PHF19	-1.303125
KRTAP13-4	0.473
TTC5	-0.3825
XKR5	-0.7335
SILV	-3.95566666666667
TEX28	0.6945
TCTN1	1.672
CX40.1	0.4035
PPP2R5C	-0.523875
C12orf30	-0.261
CAPG	1.57575
MPZL1	0.3257
ARSB	-0.713
TDH	-2.07325
WASF4	0.49
TSSK3	-0.0346666666666667
7A5	-0.914
CRISPLD1	-0.106875
MAD1L1	-0.5675
SPIN4	-1.18533333333333
AMPD1	1.60575
DPYSL5	0.1305
INPP1	-0.5095
ANKRD11	-1.51827777777778
NPAS4	0.19775
GCET2	0.5728
RNASE9	-0.013
GUCY2D	0.1565
CCDC98	0.2495
FGF4	-0.082625
CPM	-0.264166666666667
SLC26A4	-2.54266666666667
PLD5	-0.101
FAM59A	0.5167
FBXO5	-0.419222222222222
SIPA1L1	-0.686875
DPYS	1.581
ATG4D	0.5845
TGM3	0.456
MTCH1	-0.70475
HK1	-0.301142857142857
CDC26	0.7805
GALNT12	-2.59983333333333
LOC339229	0.40125
MRPL35	0.168875
ORC4L	-0.3795
TNKS	-1.0455
C2orf24	0.0216666666666667
ZNF553	1.127
GGTLA1	2.9836
ZNF497	0.82
CDY1B	-0.43325
SLC30A4	-0.15125
TUB	0.21825
ARHGEF18	0.3785
ARRB1	-0.503
KCNK1	-0.82175
EREG	-3.7936
SCAMP5	3.23775
RUNDC3B	1.923
ADAMTS20	-0.40025
IL17RB	0.508625
FLJ20323	-1.40925
MCAM	-0.921125
POLR3E	-1.74891666666667
AQR	0.0876666666666667
IPMK	-0.0455
CDCA7	-4.211875
CAMP	2.73625
GRHL3	-1.294
ADAMTSL2	0.702833333333333
CLMN	-0.684833333333333
SSTR3	0.615
MAGEA5	-1.30933333333333
OVOL2	3.4585
JMJD1B	0.4475
RBL2	0.2659
PYGO2	0.66575
PPP1R10	0.264833333333333
CSE1L	-0.398666666666667
LCA5	1.175
RDH16	0.706
ASRGL1	-0.241875
TOM1	-0.3985
PTX3	-6.36375
TTC15	0.20325
SCGB3A1	-0.051
MRPL50	-0.66375
RCAN3	0.5185
SLC26A11	1.5505
STYX	-0.605666666666667
CINP	-0.961
MARCH7	-0.54025
PFKM	-1.36133333333333
SGMS1	0.2325
RIOK3	0.5555
C1orf110	0.249
CES7	0.21625
LOC440248	-1.79925
PPP1R12C	-0.31325
C10orf27	0.6325
ATG9A	-0.31
MRPS26	0.90625
TMEM40	0.775
ELP3	-0.6946
ZNF787	-0.6423
HIAT1	-0.088125
C8orf34	2.48566666666667
MGC4655	-0.361
PELI1	1.3625
PPT1	-0.1823
SLC35C2	-0.332
C6orf125	0.613
MUC4	-0.967333333333333
RFC4	-1.16
GNB2	-0.7635
NUP50	0.634571428571429
SULT4A1	0.51
C7	0.845875
CCDC130	0.0996666666666667
ARRDC4	-0.4215
RQCD1	-0.3205
GLYCTK	-0.65725
AYTL2	-1.18554545454545
MTUS1	-0.5242
LEMD3	0.3315
PLEKHF2	1.86175
HOXA7	-0.653625
GTF3C2	-1.656
DYNLRB2	3.013
CNOT10	-0.5575
MR1	-0.4755
FFAR1	-0.214
PRIC285	0.19825
SLITRK6	5.2
LIX1	-2.3129
UBE1L2	-0.569583333333333
F8	1.057375
ACHE	0.625
KPNA5	-0.8035
TNFRSF12A	-1.94216666666667
EGR3	1.6975
SERPIND1	-3.4255
OASL	2.4055
IFRD1	-1.11925
WDFY1	-0.376666666666667
ZNF267	0.115
ACCN5	0.279
ZBTB6	0.606
PPP1R3A	0.1095
PRRT3	2.01975
FBXL19	-0.6925
TXNIP	0.210714285714286
ACTN2	-1.7195
ATG9B	0.26825
C9orf117	1.89775
IL27	0.5375
RPL36AL	0.405833333333333
KLK15	0.027
CHAD	1.2125
RAP2B	0.254
HEBP2	2.877
ZNF342	0.239
CAMK2G	-0.512166666666667
TLR3	1.524
FGF14	0.494
HMGB2	-0.341
TRPM5	0.673666666666667
OR5M11	0.5975
KIF3B	0.803105263157895
PRICKLE2	-0.01875
MTMR9	-0.85475
C3orf27	0.26125
GLRA3	4.52416666666667
NSDHL	0.0698333333333333
TMEM32	-0.43875
POLR2D	-0.903583333333333
MYADML	0.6125
C9orf114	-0.142
MRGPRX1	0.7005
TOPORS	0.6515
CLDN19	-0.802
C1QL4	0.2465
RNF165	-0.447
DHRS9	0.94825
DNAH2	-1.25966666666667
FXR1	-0.713166666666667
ZMYM3	-1.125875
CASP3	0.301833333333333
FAM120C	-0.422625
SCLY	-0.385
CA7	0.357
ENTPD5	-1.12883333333333
ZNF461	0.106
PDIA5	-1.13
C1orf19	-0.2135
TMEM67	1.666
KCTD20	-0.94775
WDR47	1.47
FLJ38723	-0.6085
KLRF1	2.07333333333333
TAS2R16	0.9045
CLDN12	0.2345
PRKCE	-0.4995
UBXD4	-1.14325
ITGAM	2.4915
GLT8D3	-0.423375
WDR31	0.9404
RGS2	-0.1865
OR51L1	0.4305
MST1R	1.09875
KIAA1737	0.1785
OR4A5	0.399
GLIS1	-1.5405
PTMA	0.175785714285714
NAPA	0.9195
PRDM11	0.03125
LIPF	0.203
DIRAS3	-0.157
ASGR2	-3.575125
C1QTNF4	0.49925
PIK3R4	-0.497666666666667
ARMC3	4.1655
NDUFV3	-0.00866666666666667
BTBD3	-0.629166666666667
PPP1R2	1.38833333333333
UBE2NL	-0.195
FOSL2	1.02071428571429
FAM119A	-0.590833333333333
TUBA4A	-0.1651
KRTAP12-1	0.1535
SFRS2	-0.83625
RHPN1	0.6229
EEF2	-1.10483333333333
ZDHHC11	-0.945833333333333
EPHA3	-1.9804
RBM12	0.27625
H2AFJ	-0.166
EDIL3	2.7435
KIF26A	-1.91025
SERGEF	-0.0335
B3GALT4	2.56775
LOC90925	2.04483333333333
OSCAR	0.576125
NPFF	-0.834875
DEDD	1.12725
TMEM155	-0.34975
PTPN1	1.83475
SCYL2	-0.364833333333333
SKAP1	2.63525
LEAP2	-1.63583333333333
GADD45G	2.0899
IFITM3	0.662625
PILRB	-1.25866666666667
SLU7	0.6968125
DSC3	0.43125
DNMT3L	-0.90225
PAPD5	0.091125
B3GNT3	-1.509
LHCGR	0.5825
MSL-1	0.37375
UBE2S	-0.388625
SAP130	-0.66625
ANAPC11	1.37375
MAGED4B	-1.7655
ATP6V1B2	0.183666666666667
C14orf179	0.380125
CAPZA1	-0.0905
CDYL2	-0.7275
GLRX3	-0.882333333333333
LOC136288	-0.5195
MOBKL1A	-1.1565
HTR2B	2.87
CRYGD	-0.024
NUS1	-0.8885
PGRMC1	0.468
MYOM2	-0.55825
FLJ39653	-2.21116666666667
CHM	0.6881
OR5M8	0.283
ZNF619	-0.179
FAM105A	1.067
CCNL1	-1.478
NAP1L3	-0.34225
C10orf57	1.502
B3GALNT1	1.65033333333333
CSN1S2A	0.0095
TCP10L	0.832
GDAP2	-0.179625
DMKN	-2.48766666666667
COX6B1	0.8105
DNASE2	0.945
MSH5	-1.69175
LGMN	0.322625
USP31	0.3649
OR13C8	0.59
SDCBP	1.1378
NUDT11	-2.665
PYGL	-2.41666666666667
SNPH	-0.731333333333333
B3GNT4	-0.0745
MIZF	-1.0495
NUBPL	0.34025
NOD1	-0.158333333333333
CDH22	0.319625
NUBP1	0.394
DSCAM	-2.345
DGKI	-0.2925
FAM136A	-0.38475
AKAP1	0.757666666666667
SLC16A6	-2.10125
RIN3	0.066
PSG2	0.143
DIP2B	-0.876666666666667
PSORS1C1	-0.7104
KIAA0495	-0.438
FLJ90709	-0.184833333333333
LPA	-0.0446666666666667
PIGA	-0.055
LY75	2.31766666666667
UTS2	-1.75
RREB1	-0.9935
GALNACT-2	0.5558
MGC3196	-0.7835
FLJ31568	0.62325
LPHN1	0.30975
SP1	0.448
TOX4	0.356
HSPA9	0.9111
APOBEC1	0.447
SLC35E4	-1.93675
LSM5	-1.09775
SURF1	0.56875
ZBTB1	-0.56875
GTF2F1	-0.179875
RPS15A	-0.0804285714285714
DUSP21	-0.599666666666667
GINS4	-0.978833333333333
MYO15A	-0.194166666666667
GIMAP7	4.39575
MGC13379	0.48675
ATP6V1E2	0.337
UTP3	0.3135
HNRPA3	-0.3289375
MT4	-0.9135
C14orf155	1.082
U1SNRNPBP	0.44675
CKLF	0
PLEKHN1	-0.595166666666667
MBNL1	-0.4065
NUP160	-1.5345
ACSM2A	-1.58425
LOC129881	1.4005
KIAA1529	0.14825
FLJ22639	-0.4855
HAND1	-0.281
GSX1	0.5785
FGA	-3.9473125
SERPINB1	-0.64625
ZNF642	1.26775
IGFBP1	-7.250875
SLC1A1	0.68
DHX57	-0.424
ZNF766	-0.6545
PTPN21	-0.7191
GDPD3	-1.85966666666667
PNPLA5	0.2705
TBR1	-0.3
FAM116A	-0.06125
IQGAP1	0.5295
FOS	-1.55425
ZNF226	-0.13
FIGNL1	-0.0881666666666667
C14orf1	-0.341333333333333
ZMYND17	-0.695
PUS7	-0.388333333333333
TUBB6	-1.141875
KCNQ2	1.13875
MARCH6	-0.38125
CCDC33	0.188
PRODH	-0.689
RBM11	3.346
EPHA6	1.12175
SLC43A1	0.4255
LOC196541	0.322571428571429
NTN1	0.75725
ING4	1.9985
PCDHB10	-0.164
DPH2	0.154666666666667
SPACA4	0.1765
FBXL21	-4.762
DIAPH1	-0.849833333333333
ZNF71	0.270833333333333
CEP76	0.43
CORO1A	-0.1745
RRM2	-1.891875
EDG4	0.443
OS9	-0.466833333333333
SLC4A1AP	-0.23025
COG5	-0.773
COPS8	-0.12525
NGLY1	-1.09625
NCBP2	0.60975
C17orf42	0.242333333333333
GPSM3	0.0845
SIL1	0.696666666666667
ASB6	-0.18825
SMAD5OS	0.4765
UNC93A	-2.774875
A1BG	1.197
C21orf62	0.71925
FMO5	-2.82433333333333
ATRIP	-0.219666666666667
CEBPG	1.15766666666667
C7orf38	0.294333333333333
TNFRSF1B	0.9535
CLEC1A	1.44266666666667
IQSEC1	0.081875
PATZ1	0.3529
RBM22	0.773625
BAG2	-2.38816666666667
PAQR5	-1.47016666666667
C9orf127	0.7657
THNSL1	0.48075
SHROOM3	0.2388
JAM2	0.97525
SNRPN	-2.7535
ALX4	0.4215
CACNA1S	0.4005
FAM130A1	0.02675
CORIN	2.87
CD300LB	0.683
PLEKHG6	1.116
LRRC40	-0.7215
PCLKC	-0.44925
PCDHB16	-0.356666666666667
WNT2B	0.440333333333333
ASNS	-0.0382222222222222
MRPL49	-0.41825
FLJ46111	-1.75825
ISG20	1.532125
SMU1	0.412333333333333
CASZ1	0.241
POLR1D	0.00250000000000006
GIN1	0.20075
SNAG1	0.654333333333333
ANKRD29	-1.2975
CDKN2AIP	0.23875
KRR1	0.764
CXCL1	-4.74166666666667
EPM2A	0.2858
PC	1.41033333333333
DEFB127	-0.357
PDZRN4	0.265
FAH	0.266125
OR51E1	1.505
CDC2L6	-0.445166666666667
DNTTIP1	-0.043
PAX8	-0.29125
TMEM116	0.03625
C1orf150	-1.2425
PRO2012	0.17125
MRPL40	0.767
BEX1	1.6668
SLC2A4	-0.0616666666666667
PKMYT1	-0.92875
FEZF2	-1.02983333333333
SLC26A9	-2.29225
MAP2	0.222833333333333
LYL1	-1.4325
SLC25A19	0.180166666666667
NOS3	-0.153
ZNF34	2.0775
TMPRSS11F	-0.49825
FAM43A	-1.52
FCRL4	1.73783333333333
KLF14	0.29225
FLRT2	-1.14833333333333
WRN	-2.2075
SDF2	0.9408
KRT8P12	-1.13875
C6orf195	-1.118
C9orf125	-1.98933333333333
DZIP3	-0.7705
RIT1	0.10475
SCML1	-2.76716666666667
RHBDF2	0.543
OR2G3	0.724
REXO1L1	0.192
MAP3K7IP3	-0.568375
C3orf57	-5.296
FBXW11	-1.0795
ETAA1	-0.18675
C14orf131	-1.5625
AKT1S1	-0.94475
SLC12A5	0.362
C9orf164	2.48175
NRIP3	1.520875
NOS1AP	1.51
TMEM121	0.27125
SAP30BP	0.0356
DGCR6	1.1535
WDR76	-0.5565
FAM82B	1.11083333333333
LOC606495	-0.3645
MAP9	2.32116666666667
BCDIN3D	0.71375
CXorf36	3.1005
DSCR3	-0.0747
ZFAND3	0.0685
C7orf43	0.131833333333333
SPSB3	0.2851
C19orf19	0.4845
FAM133A	-2.782375
C12orf25	0.2825
SLC39A3	0.55225
DISP2	3.14675
PI4KAP2	-2.5495
MKRN3	-0.623166666666667
ADAMTS13	-0.589625
CBLN3	0.6078
TTYH1	-1.7905
C3orf18	-0.65175
FLJ13236	-0.63125
ZMYND12	4.6385
C18orf25	1.143875
GLB1L3	-0.945
ATP13A5	-0.2325
RANBP10	-0.11725
CD96	0.5839
DENND1C	1.08925
RBMS3	-0.1259
SLC41A3	0.237666666666667
DGCR6L	0.89125
TMEM128	1.092
CSNK1G3	0.373928571428571
MOBKL2C	0.513
TSPAN6	-2.10575
MATN2	-1.8287
MSL2L1	-0.822666666666667
ST6GALNAC2	-2.07216666666667
FGFBP2	0.135375
FGL1	-5.13916666666667
MPP3	2.55083333333333
ARHGEF6	-0.0323333333333333
TGFBR2	-0.013375
ACMSD	-1.85775
IL33	1.83175
C9orf5	0.318083333333333
DEAF1	-0.7075
AMN	-0.331
DEFA6	0.060625
RNF212	1.704
METT5D1	-0.687333333333333
CIB1	0.6594
TSSK1B	-0.015
KIAA1727	0.23725
ZNF680	0.299666666666667
LOC399900	-1.646
LOC152217	0.873166666666667
CTNNAL1	-2.338
CIT	-1.47533333333333
TLE6	0.00900000000000001
ZNF607	-0.17425
HERC4	-0.532666666666667
DRAP1	-0.4358
PEMT	0.0595
C10orf111	-1.1135
ZNF575	0.210125
KCTD7	-0.10475
MYO1F	0.632125
LOC285382	-0.06025
RAB11A	0.5682
PLCD3	-0.96925
C15orf28	0.24725
PTBP2	-1.03275
CTB-1048E9.5	0.502125
C19orf60	1.5855
C7orf25	0.573333333333333
SETD7	0.535375
HOXB9	-3.8935
VANGL1	-0.2614375
CHAF1B	-1.15575
NDUFA3	1.1
KIAA1328	0.750666666666667
SHARPIN	0.91975
TTC23	-0.3665
UGP2	0.308916666666667
ANKIB1	-0.1412
CIRBP	0.852
SEC14L4	-1.1085
OVCH1	-0.132
VPS52	-0.453
FAT	-1.84775
M6PRBP1	-0.46575
GPRIN3	0.431
PPM1F	-0.9445
TSR1	-0.83175
CCDC85A	1.8255
PCSK5	1.6405
ZFHX3	-0.6095
HEMK1	-0.5229
PGBD2	0.28025
RSRC2	-0.227666666666667
AURKC	-1.30566666666667
SCRIB	1.182875
ORM2	-4.33416666666667
FAM115A	-0.2986
FZD6	2.025375
UNC119	0.808833333333333
GPX3	-1.0454
NOV	-0.858875
CABC1	0.399
CDC42SE2	-0.0154375
EIF2S2	0.234
RNF130	1.282125
CKAP5	-0.845333333333333
RP11-413M3.2	0.51625
C10orf18	0.5273
TMEM93	-0.02575
DYX1C1	2.77675
KCNMB2	-1.527875
ANK3	0.0315
KRT5	-1.1469
CDH12	-1.24075
QRSL1	0.441125
JUB	-2.376
SHC4	-1.170375
CCL15	0.970833333333333
CCDC22	0.66725
SNX24	0.3445
RARS	-0.15425
MORC2	0.98375
FAM48A	-0.38225
MT1H	0.6785
PPP1R14C	-2.05
FOXD1	-2.51678571428571
C1orf213	-1.74875
AMT	-2.0476
DSN1	-0.6455
PTPLAD2	2.451
DIS3L	-0.0875
RASL11A	-0.7165
GPRC5B	-0.227375
FRMD7	-0.441
STRN4	0.301
KITLG	0.741045454545455
HDGF	-1.517
OR1S1	0.281
SETX	-0.0459
DDR2	-0.151125
KCTD12	1.52725
LYZL2	-0.3045
WDR52	-1.293
TMEM2	-0.1745
ZNF579	-0.7925
LOC200810	0.3925
TNFSF9	-1.35225
PPFIA4	-2.7265
CNIH3	-0.223
MAP4K4	-1.8785
ROD1	0.492571428571429
ALS2CR12	-0.629166666666667
DOCK3	1.34216666666667
PAQR9	-4.05575
ASB17	-0.144666666666667
STX16	-1.450375
FEZ2	-0.594833333333333
DLAT	-0.499166666666667
KIF21B	-1.23383333333333
CDC5L	-0.3375
TMEM119	1.34283333333333
CRIP3	-1.15925
TPSD1	-0.332166666666667
TEPP	-0.50675
GNGT2	1.98
C21orf121	0.2065
WNK1	-0.167583333333333
FLJ10490	0.8073
OR51B5	-1.541
LOC203547	-0.176625
HAS1	-0.903
PPA1	-0.00233333333333334
ST7	0.417
C11orf46	0.0875
POPDC3	-2.316
ACOX2	2.10066666666667
ATCAY	-0.603666666666667
TM4SF19	-1.30525
MFSD9	-0.413333333333333
PDHB	-0.336
ERN1	0.1045
LCE3C	0.383
GPR111	-0.4915
NOTCH3	0.989333333333333
ADAMTS5	1.2145
B3GALT1	-1.47475
UGCGL1	-0.505666666666667
FAM58A	1.283
FBXO32	1.09325
CLPP	0.3245
NXPH1	1.621
MTMR3	0.968166666666667
ATP1B3	-1.018875
TMEM16A	4.668875
HIST1H3F	0.475333333333333
TRIM25	-0.157
SDCBP2	0.417
CRKL	-0.88725
HOXB2	2.9535
ANP32B	-0.669875
GATM	1.8665
AP4E1	0.24125
EDG5	0.57425
CDKN3	-0.4685
CDH4	-1.98975
PGD	-0.517333333333333
RND1	0.089
GAD1	-3.4738
MPG	0.21175
LOC440350	-0.34
ZNF133	-0.33175
SERPINB12	0.079
AMELY	-0.111666666666667
DHX36	-0.50225
TNFAIP8L2	3.62533333333333
PHTF2	-0.216944444444444
CCDC112	0.690166666666667
IQCC	-0.90775
HEYL	2.46566666666667
FTSJ2	-0.555166666666667
APPL1	-0.405625
RAB43	-0.364214285714286
OR10G2	0.379
WAC	0.166166666666667
ADCY9	0.86825
RUNDC2B	0.025
PYCRL	1.6831
AGPAT7	0.0621666666666667
SLC22A9	-1.12033333333333
CDKAL1	-0.9435
PDYN	-0.296333333333333
C20orf74	-0.197
MTMR11	0.01125
VAV3	5.16575
DAPL1	0.41625
STXBP3	0.685
EIF3G	-0.39
ARHGAP22	-1.46125
NPFFR1	0.5695
NPC1	0.645333333333333
ALDH9A1	0.358833333333333
ZNF600	-0.198125
ZNF678	-0.1205
RASSF1	-0.208416666666667
ADD2	-2.7115
PITPNB	0.137625
PKD2L2	0.217428571428571
LRP11	0.493
CDKL1	-0.13775
SMEK2	0.57125
PRODH2	-2.39883333333333
C11orf54	-0.107166666666667
SFRS11	-1.2165
IL7	0.242166666666667
ALS2CR16	-0.93875
BTG3	-1.22166666666667
PAK2	0.0605
RP11-679B17.1	0.78325
GATA4	0.501
ATP2B1	-1.76625
LOC130940	0.3255
C1orf172	2.6175
ATF7IP2	0.1635
SLC25A43	0.0198333333333333
CENTG3	0.0731666666666667
IGF2BP1	-3.8592
FCHSD1	0.4845
CAMK2N2	-0.0428333333333334
ELAVL3	3.5837
NBPF15	-0.974833333333333
UBE2J2	-0.09575
GNL2	-0.06675
PRR3	-0.0518
NLF2	0.19725
OR4F6	-0.267
KLHL24	0.9395
CCDC88A	-0.9787
SGPP1	-0.6925
C10orf11	0.0645
SLC35B4	-1.16916666666667
UGT3A2	-0.9885
ARNT2	0.9987
CBR1	1.400375
ITPR3	-1.168
TRAPPC6B	-0.5888
AMZ1	3.5465
ARP11	2.31525
WDSUB1	0.801
APBA1	0.447166666666667
RAB2A	2.3293
C6orf162	0.61175
HPSE2	0.55975
PLCE1	-1.237
INSL3	1.35375
DLG1	0.5261
PTPLA	-3.71475
PIGX	0.82575
TFIP11	0.2345
FIBIN	2.675
POLR2G	-0.457
GRAP2	-1.7778
DNAJB8	0.24325
CNBP	0.415833333333333
WASF1	-1.0205
INPP5E	-0.5644
HSPB1	0.5360625
TMEM167	0.1896
CUBN	-0.71375
IGF1	1.7155625
ITPK1	0.5606
NAALAD2	-1.808
G3BP1	0.7773
NT5DC1	-0.358625
CYP39A1	2.3815
TMEM139	0.373666666666667
POLK	-0.064
GLULD1	0.98625
RBM15	-0.9
AMZ2	0.46725
GDF15	-3.076
MESDC2	0.37325
INCA	1.74583333333333
ACY1L2	-2.656
GZMM	0.517
PAIP1	0.245
CACNA2D1	-0.387
STK32C	0.28
SH3BP4	-0.0316666666666667
DEC1	0.557
PADI1	-0.082
UBB	0.82
PON3	-2.7635
PROP1	0.433
ANKRD13B	1.527
ADCK1	-1.35125
TCF25	-0.65125
SLC38A5	-2.10675
CXorf26	-0.202166666666667
C19orf39	-0.06125
PPP1R13B	-0.7335
ARL2	-0.9835
TCL6	0.220083333333333
TOP3A	-0.7555
SLC16A14	0.461625
FXYD6	1.25566666666667
HIST1H4E	-0.20475
BBC3	-0.270052631578947
UNC5A	1.32066666666667
FAM86C	-0.6496
PI4KB	-0.17125
B3GAT1	1.101
SUSD2	2.13783333333333
OAZ2	0.367333333333333
NOC4L	-0.0935
C10orf12	-0.79975
FADS1	-1.81683333333333
LOC144097	-0.38625
DKK2	0.599
KIAA1949	0.123
RHOT1	0.6229
OXT	1.00516666666667
GPR153	-0.312
ARL4A	-1.71233333333333
SAAL1	-1.30425
CCDC64	-0.1685
USE1	-0.210333333333333
HNMT	-0.404833333333333
PCGF3	0.1041875
CYP2C19	0.12775
C20orf4	0.518
CCDC11	2.61525
ACSBG2	0.5075
RWDD2A	0.37175
PALLD	1.8085
CPLX4	0.4875
LOC492311	0.79375
KPNA2	-0.708666666666667
MACROD1	0.0546
