Hybridization REF	TCGA-E2-A15J-01A-11R-A12P-07
ZFP106	-0.175
ZNF347	-0.1215
GTF2E1	-0.104
RY1	-0.206333333333333
ATAD2B	0.469625
ARHGAP17	-0.1551
KCNIP3	-1.3995
SFPQ	0.338875
GFRA4	1.13533333333333
AKR1B10	-4.46325
TIGD6	0.460833333333333
RGS16	1.355625
URB1	-0.360333333333333
OR4C46	1.32933333333333
TOP3B	-0.4465
NFATC4	1.6325
CA14	-4.23425
BMPR1A	0.3285
SNRP70	-0.56075
PRL	0.1061
C6orf130	-0.1535
STAG2	-0.98225
CD55	-0.608714285714286
RPS23	1.0955
SSX2	-1.68966666666667
FDPSL2A	-0.1475
FBXO27	-0.41975
SYNGR3	-0.765666666666667
TMSL3	2.84225
EML1	-0.8145
NUP93	-1.46766666666667
SMAD3	-0.9041
KIAA1189	0.941
HNRPUL2	-0.130333333333333
TBC1D12	1.62183333333333
C16orf24	1.4135
MRVI1	2.01016666666667
ZNF581	0.809666666666667
ELOVL3	-1.1395
OR51Q1	0.0976666666666667
CACNB3	0.729
GALNT13	-1.645375
C10orf84	0.567875
NEDD4	-0.1781
SPO11	0.463
OR5AU1	0.5815
NEK4	0.617857142857143
PRKAR2A	-0.651
IHPK1	-0.450166666666667
ATP6V0B	0.41025
CACNA1E	1.951
CEACAM8	1.7405
PEX14	-0.316
FLJ12993	-3.1985
ZBTB38	-0.834666666666667
PCTK2	0.719833333333333
LRRC16	0.1998
FBLIM1	0.845416666666667
FYCO1	1.24325
RP5-1022P6.2	1.213
CMTM1	-0.289333333333333
PLTP	-0.267666666666667
RAPH1	0.34525
DOCK8	1.33325
EZH2	-1.96186666666667
SLC25A1	-0.534833333333333
PLEKHB1	-0.1429
GRB7	1.6702
ZFP37	-1.18825
MRPL33	-0.415
PELO	-0.8975
ARMC1	-0.283272727272727
C9orf27	-0.337428571428571
FLJ25778	-0.0625
C9orf37	-0.844833333333333
TMEM66	0.25225
SPRN	0.42525
HBEGF	0.559875
PI4KA	-0.4545
LEPRE1	-1.26725
POU2AF1	-5.46925
MRPL12	-0.04
REP15	-0.752
ZC3H3	1.35575
RASAL1	-1.6615
DDAH1	1.494625
ACBD5	0.085375
TMC2	0.0355
CCDC137	-0.91375
SAMD13	-3.5838
UGT2B15	0.0123333333333333
TIPARP	-0.554
DNASE1L3	-1.48225
TRIM72	0.31
DBX2	0.48125
IPO8	-0.17575
C21orf88	-2.0449
MAP3K14	-0.02025
LOC51233	0.859333333333333
GGTLA4	0.26025
PDE6D	0.19175
ZNF117	-0.63175
CLK2	0.1925
NKRF	-1.093
TNFSF15	0.645
DUSP2	0.230625
SECISBP2	0.2204
GABRR2	-0.0825
PPAP2C	2.521
LOC51145	0.318333333333333
PAG1	-1.380125
PIK3C3	0.04375
GNG10	-0.0615
APOL4	0.543166666666667
ANKRD28	-0.752375
STMN3	-1.6406
RAB14	0.4916
CDK2AP2	0.346
HDDC3	0.037
COMMD7	0.228
CXXC1	0.332
HMCN1	-1.57916666666667
CD40	-0.56725
DYNC1LI2	-0.6393125
GDI1	0.225
LOC646938	0.20625
VSNL1	-3.575
PIH1D1	0.0163333333333333
RAET1G	-0.64
KRTAP5-9	0.3885
EFTUD2	-0.67525
ZNF311	0.0656666666666667
ATP6V1G3	0.51425
OR2W3	0.24925
SCN4A	0.136
MED10	-1.882875
FAM135A	-2.6612
ARHGAP4	-1.42675
EHMT2	-0.207875
UFD1L	-1.02175
ERMP1	0.8395
MAG1	-2.97983333333333
THAP8	0.0498333333333333
HACE1	-0.417166666666667
FAM82C	0.280833333333333
C3orf20	0.6805
UNC84A	-0.8275
SCD5	-0.780615384615385
LASS6	1.85575
LSG1	-0.233166666666667
MAL	-5.412
GPR22	0.2745
WDR5B	0.9645
ACTRT1	0.016
C17orf60	-0.716
GRIN2C	1.4345
ARMC8	-0.78625
SLC47A1	-3.342
DMPK	0.80825
DHRS13	0.105666666666667
SMC1A	-0.6855
KRTAP17-1	2.53475
SMYD5	0.1225
TUSC2	0.283
CRHR2	0.644
KIR3DL2	-1.2975
CCDC104	0.3105
ATP2C1	0.083625
CROT	-0.25775
PABPC3	0.774666666666667
EGR1	0.2185
THSD1	-0.609
KHK	-0.824
SLC12A2	1.477625
CD58	-1.331
STOX2	-1.52466666666667
CCDC76	-0.2187
CCDC48	5.26
DNAH1	0.0955
ZIC4	-0.447333333333333
OR1G1	2.042
PSMC6	-0.492
PROKR1	0.706
ABCB1	-1.921625
TRAT1	-2.747
LLGL1	0.26
MTF1	0.1705
USP54	1.255625
PAGE2B	-1.5255
ITGB7	-3.93375
CCDC81	0.0525
LOC149837	0.629
SCUBE1	0.5665
ZSCAN10	1.721
HUWE1	-0.182857142857143
CDH17	0.494
CD180	0.00749999999999999
IL17A	0.3625
TMPO	-1.66925
KIAA1524	-1.9085
HDGFRP3	-0.562833333333333
OXCT1	-1.55709090909091
RRAS2	-0.936833333333333
LTBP2	1.4764375
SV2B	-2.41316666666667
CYP2A6	1.962625
PKD1L2	-0.9715
PPM1M	0.819
FLJ22662	-1.063
ZNF502	-1.9005
GP6	-0.723
CRYBA2	-1.86
LEF1	-1.6688
CTPS	-1.07585714285714
EYA1	-3.72583333333333
EPS8L1	1.87
MAPK14	-0.774666666666667
SERPINB2	-5.058375
GTF2F2	0.298333333333333
ZNHIT4	0.7925
PLA1A	-1.5915
C20orf114	3.01325
HPR	-4.7925
C18orf2	-3.9024
SATB2	-2.67525
KCNJ9	0.0161428571428572
MGC157906	0.394
MOCS3	0.15025
C17orf71	-0.5725
PPHLN1	-0.3619
HIST1H2BN	-0.681875
RAPGEF1	-0.255
MAP3K8	2.31175
DLG4	0.697166666666667
STC1	-0.195416666666667
CDGAP	0.72775
DDX26B	-2.492
LOC150223	-1.5805
CPSF3	-0.968833333333333
TMEM14A	0.1005
MYH3	-1.522
GPKOW	-0.21925
SULT1A1	0.442
SPON1	2.9095
YY1AP1	0.262833333333333
RAB23	-0.30825
PLA2G4A	-5.26825
MAPRE3	-0.757
ZNF516	1.77228571428571
GGPS1	1.41525
EXOC3L2	-0.0871249999999999
C19orf42	0.3051
MAP2K2	0.1135
HIST1H2BB	-0.1215
RNF19B	0.77
C6orf128	-1.244
TLR8	1.1355
PCDHA9	1.3085
CARS2	1.1055
CLUL1	2.69833333333333
RHAG	-4.06733333333333
UNK	-0.555
EXOC8	0.7753
C9orf95	0.827
C14orf143	0.165333333333333
MAML3	0.634285714285714
LDHA	-2.08425
MRPL20	0.110125
KLHDC6	-0.000666666666666718
ATP5S	-0.2705
C8orf55	0.29725
PHF19	-2.49475
KRTAP13-4	0.7285
TTC5	-0.0055
XKR5	-0.13
SILV	-4.86333333333333
TEX28	-0.206
TCTN1	1.56025
CX40.1	0.33425
PPP2R5C	-0.111
C12orf30	-1.03933333333333
CAPG	1.329
MPZL1	1.26145
ARSB	-1.526
TDH	-2.7795
WASF4	-0.32275
TSSK3	-1.27783333333333
7A5	1.659
CRISPLD1	-0.536625
MAD1L1	-0.406166666666667
SPIN4	-1.77116666666667
AMPD1	-3.43825
DPYSL5	-1.34
INPP1	-0.737333333333333
ANKRD11	-1.75138888888889
NPAS4	-0.19325
GCET2	-1.031625
RNASE9	-0.0415
GUCY2D	0.793833333333333
CCDC98	-0.000750000000000002
FGF4	-0.5395
CPM	-2.68533333333333
SLC26A4	-2.3375
PLD5	0.15275
FAM59A	-1.9783
FBXO5	-2.43133333333333
SIPA1L1	-0.049875
DPYS	-0.09225
ATG4D	-0.05575
TGM3	0.3885
MTCH1	-0.89475
HK1	-0.069
CDC26	-0.07075
GALNT12	-4.32516666666667
LOC339229	0.40375
MRPL35	-0.45225
ORC4L	-0.27075
TNKS	-0.887
C2orf24	0.568333333333333
ZNF553	0.703333333333333
GGTLA1	1.9121
ZNF497	0.23375
CDY1B	0.64825
SLC30A4	-0.791571428571429
TUB	-0.4935
ARHGEF18	-0.6885
ARRB1	0.25625
KCNK1	0.686875
EREG	-3.3219
SCAMP5	-1.823
RUNDC3B	0.1345
ADAMTS20	0.393
IL17RB	-0.516125
FLJ20323	-0.5885
MCAM	-0.2685
POLR3E	-0.75
AQR	0.571
IPMK	-0.45
CDCA7	-4.664875
CAMP	0.45325
GRHL3	1.1855
ADAMTSL2	1.34716666666667
CLMN	1.8645
SSTR3	0.449
MAGEA5	-2.07066666666667
OVOL2	3.7715
JMJD1B	0.31725
RBL2	-0.1616
PYGO2	1.35275
PPP1R10	0.175333333333333
CSE1L	-1.06933333333333
LCA5	1.89025
RDH16	0.33425
ASRGL1	-3.656
TOM1	1.43983333333333
PTX3	-6.71675
TTC15	0.7765
SCGB3A1	2.421
MRPL50	-0.843
RCAN3	0.125125
SLC26A11	0.493
STYX	-0.227333333333333
CINP	0.21575
MARCH7	-0.03425
PFKM	-1.85816666666667
SGMS1	-0.2515
RIOK3	-0.5004
C1orf110	1.5235
CES7	0.0758571428571429
LOC440248	-1.22975
PPP1R12C	0.08975
C10orf27	0.1545
ATG9A	-0.21525
MRPS26	0.894875
TMEM40	-0.656
ELP3	-0.469
ZNF787	0.7298
HIAT1	-0.00724999999999999
C8orf34	6.40516666666667
MGC4655	-0.2685
PELI1	0.714166666666667
PPT1	0.4397
SLC35C2	0.132
C6orf125	-0.0175
MUC4	-1.50533333333333
RFC4	-2.10371428571429
GNB2	0.362333333333333
NUP50	-0.0253571428571429
SULT4A1	-0.696
C7	0.63425
CCDC130	0.224333333333333
ARRDC4	-0.42375
RQCD1	-0.4175
GLYCTK	-0.99325
AYTL2	-1.01263636363636
MTUS1	0.3403
LEMD3	-0.0393333333333333
PLEKHF2	1.1935
HOXA7	-1.011375
GTF3C2	-0.494
DYNLRB2	4.47525
CNOT10	-0.44675
MR1	0.957833333333333
FFAR1	0.06475
PRIC285	0.46575
SLITRK6	6.60775
LIX1	-2.9453
UBE1L2	-0.572666666666667
F8	0.814125
ACHE	-0.341833333333333
KPNA5	-0.76675
TNFRSF12A	-0.209666666666667
EGR3	-1.109
SERPIND1	-3.98733333333333
OASL	1.42875
IFRD1	-1.482625
WDFY1	-0.148333333333333
ZNF267	-0.059625
ACCN5	0.097
ZBTB6	0.175
PPP1R3A	0.2125
PRRT3	1.0305
FBXL19	-0.06
TXNIP	0.760571428571429
ACTN2	-2.62875
ATG9B	0.91825
C9orf117	2.297125
IL27	-0.245
RPL36AL	-0.134166666666667
KLK15	0.18375
CHAD	3.168
RAP2B	-0.7042
HEBP2	0.631
ZNF342	0.673
CAMK2G	-0.838166666666667
TLR3	2.36725
FGF14	2.143
HMGB2	-1.75875
TRPM5	0.181166666666667
OR5M11	-0.3725
KIF3B	0.0979473684210526
PRICKLE2	1.07925
MTMR9	-0.669375
C3orf27	-0.288
GLRA3	-2.1308
NSDHL	-0.748333333333333
TMEM32	-1.175
POLR2D	-0.967583333333333
MYADML	0.651
C9orf114	-0.1385
MRGPRX1	-0.0475
TOPORS	0.5845
CLDN19	-1.61
C1QL4	-0.7355
RNF165	-0.2075
DHRS9	-2.19775
DNAH2	0.809
FXR1	-0.0345
ZMYM3	-1.0805
CASP3	-0.304833333333333
FAM120C	0.0129999999999999
SCLY	-0.69325
CA7	-0.0655
ENTPD5	-0.716833333333333
ZNF461	0.232
PDIA5	-0.5195
C1orf19	0.270833333333333
TMEM67	1.053
KCTD20	-0.7355
WDR47	0.3275
FLJ38723	0.005
KLRF1	-1.0108
TAS2R16	-0.284
CLDN12	2.414
PRKCE	-1.536
UBXD4	-1.12275
ITGAM	2.52266666666667
GLT8D3	-0.870625
WDR31	1.6743
RGS2	0.69975
OR51L1	0.3755
MST1R	1.291
KIAA1737	1.21925
OR4A5	0.641
GLIS1	-2.03466666666667
PTMA	0.219285714285714
NAPA	1.631
PRDM11	0.147
LIPF	-0.096
DIRAS3	0.68125
ASGR2	-4.1415
C1QTNF4	0.18575
PIK3R4	0.467333333333333
ARMC3	5.306
NDUFV3	-0.350333333333333
BTBD3	-0.642333333333333
PPP1R2	0.385583333333333
UBE2NL	-0.4335
FOSL2	1.00671428571429
FAM119A	-1.4765
TUBA4A	-0.9614
KRTAP12-1	-0.608
SFRS2	-0.915
RHPN1	0.7787
EEF2	0.602333333333333
ZDHHC11	-0.303166666666667
EPHA3	-1.2305
RBM12	-0.86225
H2AFJ	-0.176
EDIL3	1.3285
KIF26A	-1.67925
SERGEF	1.30125
B3GALT4	1.50825
LOC90925	-0.0281666666666667
OSCAR	0.03575
NPFF	-0.727
DEDD	0.851625
TMEM155	-1.044
PTPN1	-1.217
SCYL2	0.179666666666667
SKAP1	3.8145
LEAP2	-2.56783333333333
GADD45G	2.9858
IFITM3	1.56425
PILRB	-0.466833333333333
SLU7	-0.2534375
DSC3	-1.72025
DNMT3L	-1.79325
PAPD5	0.540125
B3GNT3	0.4455
LHCGR	0.1675
MSL-1	0.07125
UBE2S	-1.70425
SAP130	-0.7465
ANAPC11	-0.248
MAGED4B	-2.7475
ATP6V1B2	-0.687333333333333
C14orf179	1.351
CAPZA1	0.05125
CDYL2	0.336
GLRX3	-0.771166666666667
LOC136288	-0.6855
MOBKL1A	-0.24075
HTR2B	0.6845
CRYGD	-0.541666666666667
NUS1	-0.812833333333333
PGRMC1	-0.023
MYOM2	-2.11375
FLJ39653	-0.851166666666667
CHM	-0.7642
OR5M8	0.1045
ZNF619	-0.142
FAM105A	-0.5255
CCNL1	-0.675
NAP1L3	-0.97175
C10orf57	2.03716666666667
B3GALNT1	0.4715
CSN1S2A	0.8165
TCP10L	0.78225
GDAP2	0.35275
DMKN	-1.26433333333333
COX6B1	-0.02175
DNASE2	0.462
MSH5	-1.38625
LGMN	-0.560625
USP31	-0.6039
OR13C8	0.4405
SDCBP	0.1843
NUDT11	-3.2935
PYGL	0.0353333333333333
SNPH	-1.89716666666667
B3GNT4	-0.8165
MIZF	-0.2063
NUBPL	0.958375
NOD1	-0.351166666666667
CDH22	-0.68975
NUBP1	0.554333333333333
DSCAM	-3.7915
DGKI	-0.6165
FAM136A	-1.024
AKAP1	0.280166666666667
SLC16A6	1.8295
RIN3	0.2105
PSG2	0.047
DIP2B	-0.213166666666667
PSORS1C1	0.8745
KIAA0495	-0.4145
FLJ90709	-0.4255
LPA	-0.483166666666667
PIGA	-0.1505
LY75	1.438
UTS2	-6.61816666666667
RREB1	0.111
GALNACT-2	1.0316
MGC3196	-0.48975
FLJ31568	-0.133
LPHN1	0.230125
SP1	1.284875
TOX4	0.3175
HSPA9	0.2856
APOBEC1	0.827
SLC35E4	-1.61775
LSM5	-0.90875
SURF1	0.10875
ZBTB1	0.462583333333333
GTF2F1	0.26075
RPS15A	0.775571428571428
DUSP21	-0.5958
GINS4	-3.87683333333333
MYO15A	1.14116666666667
GIMAP7	2.15025
MGC13379	0.91625
ATP6V1E2	-0.445333333333333
UTP3	-0.176
HNRPA3	-0.904375
MT4	-0.0115
C14orf155	0.314
U1SNRNPBP	0.569
CKLF	-1.15666666666667
PLEKHN1	-0.0381666666666667
MBNL1	-0.55475
NUP160	-1.462
ACSM2A	-2.02675
LOC129881	0.83175
KIAA1529	-0.08
FLJ22639	-1.53675
HAND1	-1.2785
GSX1	0.4045
FGA	-4.787625
SERPINB1	1.24075
ZNF642	0.49
IGFBP1	-8.214125
SLC1A1	4.986625
DHX57	-0.109
ZNF766	-0.514
PTPN21	-0.9875
GDPD3	-2.48366666666667
PNPLA5	0.941
TBR1	0.2536
FAM116A	-0.00175
IQGAP1	0.727375
FOS	0.3695
ZNF226	-0.024375
FIGNL1	-1.03016666666667
C14orf1	0.4945
ZMYND17	-0.564
PUS7	-0.372166666666667
TUBB6	-1.856375
KCNQ2	-0.642
MARCH6	-0.7315
CCDC33	0.5085
PRODH	1.11675
RBM11	0.69
EPHA6	-0.08575
SLC43A1	1.37925
LOC196541	-0.14
NTN1	1.41475
ING4	0.626
PCDHB10	-1.52
DPH2	-0.348666666666667
SPACA4	-0.916
FBXL21	-4.2025
DIAPH1	-0.943666666666667
ZNF71	0.633666666666667
CEP76	-0.653
CORO1A	-1.20875
RRM2	-2.705
EDG4	0.776
OS9	0.333666666666667
SLC4A1AP	-0.27625
COG5	0.149
COPS8	-0.484
NGLY1	-0.48125
NCBP2	-0.167875
C17orf42	-0.324333333333333
GPSM3	0.5715
SIL1	0.985833333333333
ASB6	-0.174
SMAD5OS	-0.274
UNC93A	-3.7765
A1BG	-0.093
C21orf62	0.47675
FMO5	1.43675
ATRIP	0.665833333333333
CEBPG	-0.587
C7orf38	0.241333333333333
TNFRSF1B	-0.142666666666667
CLEC1A	1.46233333333333
IQSEC1	-0.1595
PATZ1	1.3726
RBM22	-0.05825
BAG2	-2.5585
PAQR5	-1.753
C9orf127	0.533
THNSL1	1.02075
SHROOM3	2.7892
JAM2	-0.75475
SNRPN	-2.689
ALX4	0.114
CACNA1S	0.696
FAM130A1	1.02275
CORIN	2.268
CD300LB	0.757
PLEKHG6	1.443
LRRC40	-0.73875
PCLKC	-1.1525
PCDHB16	-1.80683333333333
WNT2B	-0.2835
ASNS	-2.55655555555556
MRPL49	0.028125
FLJ46111	0.46725
ISG20	-0.00649999999999999
SMU1	0.236
CASZ1	0.355
POLR1D	0.285916666666667
GIN1	-0.19725
SNAG1	0.114666666666667
ANKRD29	-3.57375
CDKN2AIP	0.0715
KRR1	-0.4145
CXCL1	-2.107
EPM2A	-0.0653
PC	-1.10933333333333
DEFB127	0.131
PDZRN4	1.88366666666667
FAH	1.1485
OR51E1	2.195
CDC2L6	-0.4665
DNTTIP1	-0.7425
PAX8	0.49325
TMEM116	0.54525
C1orf150	1.0745
PRO2012	0.1405
MRPL40	-0.304666666666667
BEX1	-3.9439
SLC2A4	-1.39916666666667
PKMYT1	-1.22275
FEZF2	-0.2004
SLC26A9	-1.919
MAP2	-0.363
LYL1	-1.576
SLC25A19	-0.769833333333333
NOS3	0.098
ZNF34	1.31633333333333
TMPRSS11F	-1.03466666666667
FAM43A	-1.54225
FCRL4	0.4175
KLF14	0.105
FLRT2	-1.99566666666667
WRN	-1.8195
SDF2	0.4696
KRT8P12	0.2335
C6orf195	0.1205
C9orf125	-2.44366666666667
DZIP3	-0.847
RIT1	0.93225
SCML1	-3.99933333333333
RHBDF2	-0.0225
OR2G3	0.8345
REXO1L1	0.354
MAP3K7IP3	0.74125
C3orf57	-6.7615
FBXW11	-0.6165
ETAA1	0.43225
C14orf131	0.0798
AKT1S1	0.62775
SLC12A5	-1.452875
C9orf164	0.671
NRIP3	-1.587125
NOS1AP	0.91275
TMEM121	2.19325
SAP30BP	-0.0817
DGCR6	0.65
WDR76	-1.4995
FAM82B	-0.00633333333333334
LOC606495	0.141
MAP9	1.85808333333333
BCDIN3D	1.112
CXorf36	2.994
DSCR3	-0.5762
ZFAND3	0.3155
C7orf43	0.699333333333333
SPSB3	1.0997
C19orf19	0.6
FAM133A	-3.3
C12orf25	0.933
SLC39A3	0.140375
DISP2	-1.5075
PI4KAP2	-2.2425
MKRN3	-2.777
ADAMTS13	-0.221875
CBLN3	0.9147
TTYH1	-1.97233333333333
C3orf18	1.099
FLJ13236	-0.944
ZMYND12	3.9375
C18orf25	0.406875
GLB1L3	-1.374
ATP13A5	0.506
RANBP10	-0.0725
CD96	-2.965
DENND1C	-1.09075
RBMS3	-0.6522
SLC41A3	0.586833333333333
DGCR6L	0.8575
TMEM128	0.565833333333333
CSNK1G3	0.0760714285714286
MOBKL2C	0.676375
TSPAN6	-1.159125
MATN2	-3.3225
MSL2L1	-0.255666666666667
ST6GALNAC2	-3.33666666666667
FGFBP2	-1.46075
FGL1	-3.67366666666667
MPP3	0.692
ARHGEF6	1.1575
TGFBR2	-0.673
ACMSD	1.5805
IL33	0.90125
C9orf5	-0.52375
DEAF1	0.7779
AMN	0.3685
DEFA6	-0.3085
RNF212	-2.42625
METT5D1	0.534166666666667
CIB1	0.9627
TSSK1B	-0.431
KIAA1727	2.148
ZNF680	0.0206666666666666
LOC399900	1.1755
LOC152217	-0.233083333333333
CTNNAL1	-3.186
CIT	-1.25466666666667
TLE6	2.39775
ZNF607	-0.32925
HERC4	-0.688833333333333
DRAP1	-0.4059
PEMT	-0.211
C10orf111	-0.481
ZNF575	1.267875
KCTD7	-1.4225
MYO1F	0.30775
LOC285382	-0.382
RAB11A	0.6688
PLCD3	-0.61225
C15orf28	0.194333333333333
PTBP2	-0.035
CTB-1048E9.5	0.155375
C19orf60	0.444833333333333
C7orf25	0.285666666666667
SETD7	1.38575
HOXB9	-3.7375
VANGL1	-0.7009375
CHAF1B	-2.41575
NDUFA3	0.4345
KIAA1328	0.0851666666666666
SHARPIN	0.681125
TTC23	-0.296875
UGP2	0.112
ANKIB1	-0.7234
CIRBP	0.913285714285714
SEC14L4	-2.5645
OVCH1	-0.0893333333333334
VPS52	0.60375
FAT	-1.33075
M6PRBP1	-0.119
GPRIN3	0.00899999999999999
PPM1F	-0.744166666666667
TSR1	-0.12
CCDC85A	0.38325
PCSK5	-0.107
ZFHX3	-0.6705
HEMK1	0.3627
PGBD2	0.68425
RSRC2	-0.0686666666666667
AURKC	-1.99033333333333
SCRIB	0.141125
ORM2	-4.27466666666667
FAM115A	-0.54
FZD6	-1.45825
UNC119	0.383666666666667
GPX3	-1.5798
NOV	-1.232625
CABC1	0.594375
CDC42SE2	-0.5275
EIF2S2	-0.5685
RNF130	0.647625
CKAP5	-0.6785
RP11-413M3.2	1.08125
C10orf18	0.5573
TMEM93	-0.3265
DYX1C1	2.8115
KCNMB2	-4.0145
ANK3	1.62833333333333
KRT5	-2.9463
CDH12	-1.866375
QRSL1	-0.030125
JUB	-1.235
SHC4	-3.303375
CCL15	0.102
CCDC22	0.61825
SNX24	-0.5325
RARS	-0.43925
MORC2	0.71325
FAM48A	-0.15475
MT1H	-1.8795
PPP1R14C	-3.48483333333333
FOXD1	-2.46007142857143
C1orf213	-2.1525
AMT	-0.2628
DSN1	-2.27275
PTPLAD2	3.402
DIS3L	0.16375
RASL11A	1.794
GPRC5B	-0.699375
FRMD7	0.466
STRN4	0.23275
KITLG	-0.537545454545455
HDGF	-0.2855
OR1S1	0.4145
SETX	-0.8695
DDR2	-0.688375
KCTD12	0.80075
LYZL2	-0.79075
WDR52	0.262
TMEM2	1.659125
ZNF579	1.10683333333333
LOC200810	0.4625
TNFSF9	-1.87525
PPFIA4	-3.86625
CNIH3	-0.243
MAP4K4	-1.58964285714286
ROD1	-0.0642142857142857
ALS2CR12	-0.8232
DOCK3	-2.11116666666667
PAQR9	-5.955
ASB17	0.7708
STX16	-1.17375
FEZ2	0.0823333333333333
DLAT	-0.350833333333333
KIF21B	-1.579
CDC5L	-0.41875
TMEM119	0.688
CRIP3	-1.95725
TPSD1	-0.092
TEPP	0.449
GNGT2	0.7125
C21orf121	0.0695
WNK1	-0.0953333333333333
FLJ10490	1.4328
OR51B5	-2.852
LOC203547	-0.8965
HAS1	0.001
PPA1	0.26
ST7	0.347875
C11orf46	0.5531
POPDC3	-4.25016666666667
ACOX2	2.97516666666667
ATCAY	-0.416416666666667
TM4SF19	-2.362
MFSD9	-0.674666666666667
PDHB	0.122
ERN1	0.22875
LCE3C	0.6225
GPR111	0.5165
NOTCH3	1.73933333333333
ADAMTS5	1.17025
B3GALT1	-1.16525
UGCGL1	-0.285333333333333
FAM58A	0.0945
FBXO32	3.4275
CLPP	-0.10725
NXPH1	-2.813
MTMR3	1.13566666666667
ATP1B3	-1.7435
TMEM16A	2.88625
HIST1H3F	-0.0343333333333333
TRIM25	-0.171166666666667
SDCBP2	0.2735
CRKL	-0.6885
HOXB2	2.00583333333333
ANP32B	-0.4885
GATM	3.143
AP4E1	-0.438375
EDG5	0.384375
CDKN3	-2.1485
CDH4	-2.7245
PGD	-0.271
RND1	1.6595
GAD1	-1.127
MPG	0.781
LOC440350	-0.1215
ZNF133	-0.36825
SERPINB12	0.6135
AMELY	0.149
DHX36	-0.77675
TNFAIP8L2	2.40883333333333
PHTF2	0.181833333333333
CCDC112	-0.196333333333333
IQCC	-0.344
HEYL	3.33616666666667
FTSJ2	-1.05733333333333
APPL1	0.182
RAB43	0.0113571428571429
OR10G2	0.402
WAC	0.2695
ADCY9	-0.573875
RUNDC2B	-0.537666666666667
PYCRL	1.1591
AGPAT7	-0.642666666666667
SLC22A9	-1.0242
CDKAL1	-0.3505
PDYN	-0.851333333333333
C20orf74	0.02775
MTMR11	1.56475
VAV3	4.15508333333333
DAPL1	-2.66975
STXBP3	0.4685
EIF3G	0.52275
ARHGAP22	-1.4705
NPFFR1	0.5595
NPC1	-0.9295
ALDH9A1	1.42416666666667
ZNF600	0.244375
ZNF678	-0.032
RASSF1	0.156916666666667
ADD2	-4.06475
PITPNB	-0.425
PKD2L2	0.7396
LRP11	-0.00025
CDKL1	-1.019
SMEK2	0.3805
PRODH2	-3.23616666666667
C11orf54	0.745333333333333
SFRS11	-0.216833333333333
IL7	0.180333333333333
ALS2CR16	0.269
BTG3	-1.95066666666667
PAK2	-0.207333333333333
RP11-679B17.1	-1.003
GATA4	-1.80833333333333
ATP2B1	-1.26375
LOC130940	1.2125
C1orf172	2.67683333333333
ATF7IP2	-1.1095
SLC25A43	0.0291666666666667
CENTG3	0.406272727272727
IGF2BP1	-4.1243
FCHSD1	0.7955
CAMK2N2	1.52866666666667
ELAVL3	-0.5679
NBPF15	-1.03466666666667
UBE2J2	0.358181818181818
GNL2	-0.7315
PRR3	-0.3767
NLF2	1.86825
OR4F6	0.3945
KLHL24	0.6395
CCDC88A	-2.8864
SGPP1	0.0926666666666667
C10orf11	-1.17266666666667
SLC35B4	-1.59633333333333
UGT3A2	-0.992
ARNT2	1.1703
CBR1	-1.57525
ITPR3	-1.01183333333333
TRAPPC6B	-0.4774
AMZ1	-2.059
ARP11	1.05375
WDSUB1	0.06625
APBA1	0.8745
RAB2A	1.0083
C6orf162	-0.332
HPSE2	0.444666666666667
PLCE1	0.92175
INSL3	0.3335
DLG1	0.0533
PTPLA	-4.11175
PIGX	-0.13925
TFIP11	0.487333333333333
FIBIN	3.1095
POLR2G	-0.577
GRAP2	-2.89533333333333
DNAJB8	-0.281666666666667
CNBP	0.5645
WASF1	-1.5975
INPP5E	-0.5239
HSPB1	0.3501875
TMEM167	-0.8214
CUBN	0.3
IGF1	1.00525
ITPK1	0.3383
NAALAD2	-1.325
G3BP1	0.1865
NT5DC1	1.07975
CYP39A1	-2.1265
TMEM139	1.91154545454545
POLK	-0.2822
GLULD1	-2.931
RBM15	-1.173
AMZ2	-0.37
GDF15	-0.6055
MESDC2	-0.3305
INCA	-0.742333333333333
ACY1L2	0.494
GZMM	-1.28233333333333
PAIP1	-0.027
CACNA2D1	-0.7075
STK32C	0.67
SH3BP4	0.943333333333333
DEC1	-0.3505
PADI1	0.4245
UBB	-0.2093
PON3	-3.04633333333333
PROP1	0.8385
ANKRD13B	0.4305
ADCK1	0.33225
TCF25	-0.56125
SLC38A5	-1.675
CXorf26	-0.413
C19orf39	0.3775
PPP1R13B	0.809
ARL2	0.0325
TCL6	-0.190333333333333
TOP3A	-0.466
SLC16A14	0.367125
FXYD6	0.2325
HIST1H4E	-0.175
BBC3	1.14057894736842
UNC5A	0.636666666666667
FAM86C	0.3211
PI4KB	1.11525
B3GAT1	-4.2325
SUSD2	0.722333333333333
OAZ2	0.0751666666666667
NOC4L	0.15775
C10orf12	-0.24875
FADS1	-2.94516666666667
LOC144097	-0.37725
DKK2	1.77616666666667
KIAA1949	-0.11675
RHOT1	0.4862
OXT	1.236
GPR153	1.458
ARL4A	-1.6935
SAAL1	-0.5855
CCDC64	0.155
USE1	0.286666666666667
HNMT	0.968
PCGF3	0.2619375
CYP2C19	0.58875
C20orf4	-0.002
CCDC11	3.15625
ACSBG2	-0.77425
RWDD2A	0.28925
PALLD	1.262375
CPLX4	0.3215
