Hybridization REF	TCGA-AR-A1AQ-01A-11R-A12P-07
ZNF230	-0.4975
MSN	0.397571428571429
SLC9A5	-2.7145
EPDR1	-2.8475
MUSK	0.332833333333333
ZNF434	-1.33416666666667
SMARCD1	-0.5035
ZFP106	-0.49425
ZNF347	-0.4724
GTF2E1	-0.11375
RY1	0.062
ATAD2B	0.77275
ARHGAP17	-0.1544
KCNIP3	-0.6745
SFPQ	0.26925
GFRA4	0.137666666666667
AKR1B10	-2.706875
TIGD6	-0.263
RGS16	2.53975
URB1	-0.189333333333333
OR4C46	-0.0196666666666666
TOP3B	-0.6975
NFATC4	0.8115
CA14	-5.4685
BMPR1A	1.2005
SNRP70	-0.07125
PRL	-0.426416666666667
C6orf130	0.24975
STAG2	-0.1325
CD55	-1.25328571428571
RPS23	0.2395
SSX2	-1.70266666666667
FDPSL2A	0.80025
FBXO27	1.316625
SYNGR3	-0.765833333333333
TMSL3	1.57925
EML1	-1.8635
NUP93	-0.531166666666667
SMAD3	-1.648
KIAA1189	0.255333333333333
HNRPUL2	0.627666666666667
TBC1D12	1.246
C16orf24	-0.28275
MRVI1	1.83516666666667
ZNF581	0.160666666666667
ELOVL3	-0.3145
OR51Q1	0.2175
CACNB3	0.984333333333333
GALNT13	-0.1165
C10orf84	0.0975625
NEDD4	-1.5275
SPO11	0.9315
OR5AU1	0.8785
NEK4	-0.4675
PRKAR2A	-0.561166666666667
IHPK1	0.0501666666666667
ATP6V0B	0.98875
CACNA1E	-0.247
CEACAM8	0.478166666666667
PEX14	0.2405
FLJ12993	-1.816
ZBTB38	-0.381916666666667
PCTK2	0.075
LRRC16	0.1115
FBLIM1	1.71708333333333
FYCO1	-0.53125
RP5-1022P6.2	-0.469416666666667
CMTM1	0.762666666666667
PLTP	1.0735
RAPH1	-0.13075
DOCK8	1.27425
EZH2	-0.916933333333333
SLC25A1	-0.474333333333333
PLEKHB1	2.4823
GRB7	0.3173
ZFP37	-0.467
MRPL33	0.68625
PELO	-0.829
ARMC1	0.0735454545454546
C9orf27	-0.289125
FLJ25778	-0.1475
C9orf37	-1.10666666666667
TMEM66	1.42
SPRN	0.031
HBEGF	1.0215
PI4KA	-1.412
LEPRE1	0.40775
POU2AF1	1.7825
MRPL12	0.292
REP15	0.2785
ZC3H3	1.1355
RASAL1	0.3885
DDAH1	1.205875
ACBD5	0.885375
TMC2	-0.302
CCDC137	-0.1905
SAMD13	-0.0633333333333334
UGT2B15	-5.4275
TIPARP	-1.30825
DNASE1L3	1.22575
TRIM72	-0.00366666666666663
DBX2	0.0525
IPO8	0.471
C21orf88	-0.4473
MAP3K14	1.02475
LOC51233	0.514166666666667
GGTLA4	0.256
PDE6D	0.66725
ZNF117	-0.3465
CLK2	0.30025
NKRF	-0.462
TNFSF15	1.0012
DUSP2	1.43275
SECISBP2	-0.4218
GABRR2	-0.615
PPAP2C	1.78325
LOC51145	0.121666666666667
PAG1	0.4665
PIK3C3	0.21025
GNG10	0.104
APOL4	1.29316666666667
ANKRD28	-0.713125
STMN3	-0.4544
RAB14	-0.0646
CDK2AP2	0.731
HDDC3	-0.648875
COMMD7	0.372875
CXXC1	0.68225
HMCN1	-1.19333333333333
CD40	1.89
DYNC1LI2	-0.5084375
GDI1	0.8005
LOC646938	-0.26475
VSNL1	0.120666666666667
PIH1D1	-0.338
RAET1G	-1.3
KRTAP5-9	0.393
EFTUD2	-1.19675
ZNF311	-2.44233333333333
ATP6V1G3	-0.5605
OR2W3	-0.32125
SCN4A	0.0715
MED10	-0.4745
FAM135A	-0.1064
ARHGAP4	-0.29025
EHMT2	-0.46975
UFD1L	-0.57625
ERMP1	1.451
MAG1	-0.933333333333333
THAP8	0.867833333333333
HACE1	-0.757333333333333
FAM82C	-0.380166666666667
C3orf20	0.693
UNC84A	-0.9375
SCD5	-0.1175
LASS6	0.560625
LSG1	0.293666666666667
MAL	-4.0885
GPR22	-0.4215
WDR5B	-0.10775
ACTRT1	0.3875
C17orf60	0.668166666666667
GRIN2C	0.0937
ARMC8	0.320916666666667
SLC47A1	-2.86616666666667
DMPK	-0.33325
DHRS13	-1.03083333333333
SMC1A	-0.573166666666667
KRTAP17-1	0.23425
SMYD5	0.33375
TUSC2	-0.2675
CRHR2	0.161
KIR3DL2	1.3355
CCDC104	0.1125
ATP2C1	0.195625
CROT	-1.00975
PABPC3	0.238666666666667
EGR1	-0.959166666666667
THSD1	-0.01175
KHK	-0.023
SLC12A2	-0.3639375
CD58	-0.11075
STOX2	0.085
CCDC76	0.0106
CCDC48	0.86775
DNAH1	0.118
ZIC4	0.897125
OR1G1	0.0425
PSMC6	-0.864333333333333
PROKR1	0.927
ABCB1	-0.836625
TRAT1	1.5545
LLGL1	0.7875
MTF1	1.008
USP54	0.13675
PAGE2B	-2.1005
ITGB7	-3.287
CCDC81	-0.018
LOC149837	0.544
SCUBE1	-0.223
ZSCAN10	-0.389
HUWE1	0.201357142857143
CDH17	-0.142
CD180	2.697
IL17A	0.46625
TMPO	-0.605125
KIAA1524	-1.2638
HDGFRP3	-0.538666666666667
OXCT1	9.09090909090885e-05
RRAS2	0.0915
LTBP2	1.7879375
SV2B	1.73933333333333
CYP2A6	0.734375
PKD1L2	-0.4085
PPM1M	0.9745
FLJ22662	2.31383333333333
ZNF502	1.21325
GP6	-0.57725
CRYBA2	1.4505
LEF1	-1.6666
CTPS	-0.418571428571429
EYA1	0.195333333333333
EPS8L1	-0.274
MAPK14	-0.562916666666667
SERPINB2	-3.840875
GTF2F2	0.816166666666667
ZNHIT4	1.3565
PLA1A	0.63975
C20orf114	-0.69375
HPR	-4.877
C18orf2	-3.18666666666667
SATB2	-2.3195
KCNJ9	0.159875
MGC157906	1.1595
MOCS3	0.31775
C17orf71	-0.611666666666667
PPHLN1	-0.3747
HIST1H2BN	-1.750875
RAPGEF1	0.105
MAP3K8	2.40275
DLG4	0.356333333333333
STC1	0.516833333333333
CDGAP	2.4115
DDX26B	0.573
LOC150223	-1.5675
CPSF3	0.179666666666667
TMEM14A	1.5335
MYH3	-1.783
GPKOW	0.11825
SULT1A1	-1.33816666666667
SPON1	2.2668
YY1AP1	0.666
RAB23	1.273
PLA2G4A	-2.58175
MAPRE3	0.2955
ZNF516	1.37785714285714
GGPS1	0.163
EXOC3L2	-0.63
C19orf42	-0.0766
MAP2K2	-0.0943333333333333
HIST1H2BB	-0.7915
RNF19B	2.36066666666667
C6orf128	2.03966666666667
TLR8	3.91375
PCDHA9	-0.2585
CARS2	1.369625
CLUL1	2.89266666666667
RHAG	-4.41266666666667
UNK	-0.125
EXOC8	0.4444
C9orf95	0.98375
C14orf143	-1.38866666666667
MAML3	-0.082625
LDHA	-1.396
MRPL20	0.005875
KLHDC6	1.4265
ATP5S	-0.152833333333333
C8orf55	1.13475
PHF19	-1.160375
KRTAP13-4	0.805
TTC5	-0.15875
XKR5	-0.14975
SILV	-4.65383333333333
TEX28	0.2545
TCTN1	-0.37375
CX40.1	0.00624999999999999
PPP2R5C	-0.26575
C12orf30	-0.76
CAPG	2.6765
MPZL1	1.0369
ARSB	-0.2125
TDH	-2.3325
WASF4	1.21175
TSSK3	-0.607833333333333
7A5	1.111
CRISPLD1	2.3635
MAD1L1	-0.192833333333333
SPIN4	0.3365
AMPD1	2.95125
DPYSL5	0.018
INPP1	-0.165666666666667
ANKRD11	-1.05338888888889
NPAS4	0.248125
GCET2	1.0276
RNASE9	0.8055
GUCY2D	0.218666666666667
CCDC98	-0.71025
FGF4	-0.0635
CPM	0.208166666666667
SLC26A4	-1.34683333333333
PLD5	-0.3265
FAM59A	-0.4346
FBXO5	-0.56
SIPA1L1	-0.269375
DPYS	1.30175
ATG4D	0.5805
TGM3	0.6975
MTCH1	0.992875
HK1	-0.385071428571429
CDC26	-0.308625
GALNT12	-3.46333333333333
LOC339229	-0.29525
MRPL35	-0.364
ORC4L	0.016
TNKS	0.386571428571429
C2orf24	0.795666666666667
ZNF553	-0.508666666666667
GGTLA1	2.7338
ZNF497	0.42025
CDY1B	0.5115
SLC30A4	0.316375
TUB	0.494875
ARHGEF18	0.32675
ARRB1	0.203
KCNK1	1.51875
EREG	-3.2296
SCAMP5	0.336
RUNDC3B	0.56325
ADAMTS20	0.176
IL17RB	1.0035
FLJ20323	-1.3255
MCAM	0.478125
POLR3E	-2.45333333333333
AQR	0.129666666666667
IPMK	-0.0815
CDCA7	-1.14125
CAMP	2.4085
GRHL3	2.2405
ADAMTSL2	0.962
CLMN	0.188666666666667
SSTR3	0.5175
MAGEA5	-1.8515
OVOL2	3.54525
JMJD1B	-0.11225
RBL2	-0.1087
PYGO2	0.92775
PPP1R10	0.1125
CSE1L	-0.6415
LCA5	-0.48975
RDH16	0.75925
ASRGL1	-0.5945
TOM1	0.187333333333333
PTX3	-3.2175
TTC15	0.5705
SCGB3A1	1.59433333333333
MRPL50	-1.285
RCAN3	1.1635
SLC26A11	0.6385
STYX	0.0193333333333333
CINP	-0.0995
MARCH7	0.5425
PFKM	-0.759833333333333
SGMS1	-0.812166666666667
RIOK3	0.0299
C1orf110	0.955
CES7	0.97875
LOC440248	-1.75975
PPP1R12C	-0.519
C10orf27	0.818
ATG9A	0.65975
MRPS26	0.64075
TMEM40	1.37625
ELP3	0.6372
ZNF787	-0.1512
HIAT1	0.853
C8orf34	1.3685
MGC4655	-0.0342
PELI1	1.4585
PPT1	0.4422
SLC35C2	-0.171
C6orf125	-0.1015
MUC4	-0.989166666666667
RFC4	-0.459571428571429
GNB2	0.6825
NUP50	-0.198214285714286
SULT4A1	1.43416666666667
C7	0.339714285714286
CCDC130	0.255833333333333
ARRDC4	-0.94475
RQCD1	0.92925
GLYCTK	-0.87625
AYTL2	-0.576818181818182
MTUS1	-0.1373
LEMD3	-0.541833333333333
PLEKHF2	-0.47675
HOXA7	-1.347625
GTF3C2	-0.028
DYNLRB2	0.176
CNOT10	-0.3765
MR1	0.558333333333333
FFAR1	-0.18725
PRIC285	0.82475
SLITRK6	2.8265
LIX1	-2.3423
UBE1L2	-0.373416666666667
F8	1.257875
ACHE	0.669833333333333
KPNA5	0.88175
TNFRSF12A	-1.27416666666667
EGR3	-0.2485
SERPIND1	-4.20016666666667
OASL	3.008
IFRD1	0.51325
WDFY1	0.114
ZNF267	0.514875
ACCN5	-0.5415
ZBTB6	0.17875
PPP1R3A	-0.237
PRRT3	0.06925
FBXL19	0.292
TXNIP	-0.212571428571429
ACTN2	2.951
ATG9B	-0.260625
C9orf117	-0.178375
IL27	-0.784
RPL36AL	-0.172166666666667
KLK15	-0.3815
CHAD	0.0045
RAP2B	0.3289
HEBP2	1.75225
ZNF342	1.304
CAMK2G	-0.1815
TLR3	1.591
FGF14	1.1605
HMGB2	-0.636
TRPM5	0.4525
OR5M11	0.513
KIF3B	-0.107263157894737
PRICKLE2	-1.319
MTMR9	-0.00875000000000001
C3orf27	0.54
GLRA3	-1.884
NSDHL	-0.208833333333333
TMEM32	0.34175
POLR2D	-0.363
MYADML	0.2765
C9orf114	-0.55525
MRGPRX1	0.24
TOPORS	0.69375
CLDN19	-1.0815
C1QL4	0.00899999999999999
RNF165	1.824
DHRS9	0.4635
DNAH2	-1.20033333333333
FXR1	-0.300666666666667
ZMYM3	-0.872375
CASP3	0.232833333333333
FAM120C	-0.050125
SCLY	-0.47
CA7	-0.039
ENTPD5	-0.371666666666667
ZNF461	0.224
PDIA5	0.18575
C1orf19	0.361333333333333
TMEM67	0.681
KCTD20	-0.82925
WDR47	0.383
FLJ38723	-0.0305
KLRF1	0.774
TAS2R16	1.2345
CLDN12	0.0805
PRKCE	-0.135
UBXD4	-0.36925
ITGAM	2.671
GLT8D3	-0.407
WDR31	0.144
RGS2	1.2875
OR51L1	0.408
MST1R	1.15225
KIAA1737	0.5455
OR4A5	0.123
GLIS1	-2.09733333333333
PTMA	0.885928571428572
NAPA	1.14675
PRDM11	-0.281
LIPF	0.00900000000000001
DIRAS3	2.1145
ASGR2	-4.1885
C1QTNF4	0.3835
PIK3R4	-0.735166666666667
ARMC3	4.179
NDUFV3	-0.37025
BTBD3	0.362666666666667
PPP1R2	0.645666666666667
UBE2NL	0.3135
FOSL2	1.66514285714286
FAM119A	-0.286833333333333
TUBA4A	1.0333
KRTAP12-1	0.248
SFRS2	-0.47725
RHPN1	-0.1359
EEF2	-0.964333333333333
ZDHHC11	-3.29083333333333
EPHA3	-2.2198
RBM12	-1.0575
H2AFJ	-0.38125
EDIL3	1.6185
KIF26A	-2.221
SERGEF	-0.1695
B3GALT4	1.7665
LOC90925	4.68916666666667
OSCAR	0.346625
NPFF	-0.7035
DEDD	0.631375
TMEM155	-0.42175
PTPN1	-0.0585
SCYL2	0.347666666666667
SKAP1	2.002
LEAP2	-3.09366666666667
GADD45G	1.5079
IFITM3	1.13925
PILRB	-1.41616666666667
SLU7	-0.110375
DSC3	3.69625
DNMT3L	-1.62625
PAPD5	-0.245125
B3GNT3	-0.519166666666667
LHCGR	0.863
MSL-1	0.1755
UBE2S	-0.695375
SAP130	0.08325
ANAPC11	-0.041
MAGED4B	0.8485
ATP6V1B2	1.0605
C14orf179	0.340375
CAPZA1	0.545375
CDYL2	-0.91
GLRX3	-0.570333333333333
LOC136288	-1.339
MOBKL1A	-0.63075
HTR2B	1.53025
CRYGD	-0.578166666666667
NUS1	0.908666666666667
PGRMC1	1.038
MYOM2	1.4085
FLJ39653	-3.653
CHM	-0.2365
OR5M8	0.3275
ZNF619	-0.57
FAM105A	1.13525
CCNL1	-0.794875
NAP1L3	-1.2325
C10orf57	3.13266666666667
B3GALNT1	1.501
CSN1S2A	0.166
TCP10L	0.75875
GDAP2	0.634875
DMKN	-1.29933333333333
COX6B1	0.605
DNASE2	1.50116666666667
MSH5	-1.89675
LGMN	0.334
USP31	-0.3804
OR13C8	0.395
SDCBP	0.6888
NUDT11	0.639166666666667
PYGL	-2.12316666666667
SNPH	-1.29666666666667
B3GNT4	-0.8
MIZF	0.0924
NUBPL	-1.581875
NOD1	0.0595
CDH22	2.083
NUBP1	0.015
DSCAM	-3.70875
DGKI	-0.077
FAM136A	-0.11025
AKAP1	-0.288
SLC16A6	-2.45225
RIN3	0.8625
PSG2	0.409
DIP2B	-0.645083333333333
PSORS1C1	-1.0433
KIAA0495	-0.449
FLJ90709	-0.484333333333333
LPA	0.011
PIGA	0.122333333333333
LY75	2.7515
UTS2	-5.00233333333333
RREB1	-0.217625
GALNACT-2	0.2454
MGC3196	-0.049
FLJ31568	0.485
LPHN1	-0.292125
SP1	0.459625
TOX4	-0.405333333333333
HSPA9	-0.6515
APOBEC1	0.886
SLC35E4	-1.86375
LSM5	-1.39825
SURF1	-0.39725
ZBTB1	0.260833333333333
GTF2F1	0.5385
RPS15A	-0.606071428571428
DUSP21	-1.02983333333333
GINS4	-2.11216666666667
MYO15A	-0.861166666666667
GIMAP7	3.77275
MGC13379	0.9445
ATP6V1E2	0.961166666666667
UTP3	-0.82975
HNRPA3	-0.140625
MT4	-0.0575
C14orf155	0.2755
U1SNRNPBP	-0.057
CKLF	-0.275333333333333
PLEKHN1	0.237333333333333
MBNL1	-0.00424999999999999
NUP160	-0.86275
ACSM2A	-0.794
LOC129881	-1.88625
KIAA1529	0.113
FLJ22639	-0.6265
HAND1	-0.9905
GSX1	0.4175
FGA	-4.95566666666667
SERPINB1	-0.65525
ZNF642	1.02325
IGFBP1	-8.625625
SLC1A1	2.096875
DHX57	0.129875
ZNF766	-0.9535
PTPN21	-0.2174
GDPD3	-1.97416666666667
PNPLA5	-0.087
TBR1	-0.364333333333333
FAM116A	-0.3305
IQGAP1	-0.197375
FOS	-1.12325
ZNF226	-0.55875
FIGNL1	-1.03183333333333
C14orf1	-0.0651666666666667
ZMYND17	0.275
PUS7	-0.1995
TUBB6	-0.485125
KCNQ2	-0.4575
MARCH6	-0.86825
CCDC33	0.3345
PRODH	-1.21875
RBM11	1.28125
EPHA6	-0.565857142857143
SLC43A1	-1.34625
LOC196541	3.6705
NTN1	0.701666666666667
ING4	1.288
PCDHB10	1.511
DPH2	-0.0881666666666667
SPACA4	0.14225
FBXL21	-4.505
DIAPH1	-0.2575
ZNF71	0.4165
CEP76	0.263
CORO1A	0.81725
RRM2	-0.8365
EDG4	1.36575
OS9	0.5155
SLC4A1AP	0.26975
COG5	0.15375
COPS8	0.1385
NGLY1	-0.85275
NCBP2	0.13475
C17orf42	-0.1645
GPSM3	0.369875
SIL1	0.597833333333333
ASB6	-0.42475
SMAD5OS	-0.1615
UNC93A	-3.19875
A1BG	-0.128333333333333
C21orf62	0.19975
FMO5	-2.18758333333333
ATRIP	-0.4255
CEBPG	1.03283333333333
C7orf38	-0.235833333333333
TNFRSF1B	1.29066666666667
CLEC1A	1.706
IQSEC1	-0.351
PATZ1	-0.2248
RBM22	0.47375
BAG2	0.923333333333333
PAQR5	-2.98783333333333
C9orf127	1.0653
THNSL1	1.44475
SHROOM3	1.9949
JAM2	0.30275
SNRPN	-3.7185
ALX4	0.7645
CACNA1S	-0.144
FAM130A1	0.47475
CORIN	1.4995
CD300LB	0.527
PLEKHG6	1.4
LRRC40	0.028
PCLKC	-0.81675
PCDHB16	-1.9695
WNT2B	-0.286166666666667
ASNS	-0.816888888888889
MRPL49	0.36975
FLJ46111	-0.44325
ISG20	1.214875
SMU1	0.6865
CASZ1	0.093
POLR1D	0.552
GIN1	-0.759
SNAG1	0.123
ANKRD29	-2.707
CDKN2AIP	-0.53975
KRR1	-0.841
CXCL1	0.663
EPM2A	0.0518
PC	0.267666666666667
DEFB127	1.3015
PDZRN4	1.53433333333333
FAH	-0.47075
OR51E1	1.646
CDC2L6	0.456333333333333
DNTTIP1	0.11425
PAX8	-0.1695
TMEM116	-0.5755
C1orf150	0.427
PRO2012	0.49675
MRPL40	-0.676666666666667
BEX1	-4.1858
SLC2A4	-1.83983333333333
PKMYT1	-0.552
FEZF2	-0.668
SLC26A9	2.5835
MAP2	2.86433333333333
LYL1	-1.0655
SLC25A19	0.0793333333333334
NOS3	0.4495
ZNF34	0.656666666666667
TMPRSS11F	-1.4005
FAM43A	-0.455
FCRL4	2.55916666666667
KLF14	-0.75625
FLRT2	-1.40566666666667
WRN	0.016
SDF2	0.1904
KRT8P12	-0.3525
C6orf195	0.316
C9orf125	-2.29866666666667
DZIP3	-1.247625
RIT1	1.1315
SCML1	-0.677166666666667
RHBDF2	1.03
OR2G3	-0.2415
REXO1L1	0.2245
MAP3K7IP3	-0.37225
C3orf57	-5.09475
FBXW11	-1.25066666666667
ETAA1	-0.80075
C14orf131	-0.7507
AKT1S1	-0.82475
SLC12A5	-0.9185
C9orf164	1.65925
NRIP3	-0.8705
NOS1AP	-0.9195
TMEM121	-0.3435
SAP30BP	0.5532
DGCR6	-0.19025
WDR76	-0.60575
FAM82B	-0.654416666666667
LOC606495	-0.2485
MAP9	0.424416666666667
BCDIN3D	-0.10575
CXorf36	3.0605
DSCR3	0.0498
ZFAND3	0.599625
C7orf43	0.880166666666667
SPSB3	-0.225
C19orf19	-0.06275
FAM133A	-3.060625
C12orf25	0.14025
SLC39A3	-0.36425
DISP2	0.26125
PI4KAP2	-2.0445
MKRN3	0.245833333333333
ADAMTS13	-0.745375
CBLN3	0.3626
TTYH1	-1.563
C3orf18	0.34825
FLJ13236	-1.97275
ZMYND12	1.93975
C18orf25	1.024375
GLB1L3	-0.379
ATP13A5	4.068
RANBP10	-0.7545
CD96	0.5306
DENND1C	1.20775
RBMS3	-0.8079
SLC41A3	0.148166666666667
DGCR6L	-0.2065
TMEM128	-0.220166666666667
CSNK1G3	-0.599571428571429
MOBKL2C	1.2855
TSPAN6	0.6685
MATN2	-2.5918
MSL2L1	0.180166666666667
ST6GALNAC2	-1.6305
FGFBP2	0.48925
FGL1	-6.71666666666667
MPP3	-0.948166666666667
ARHGEF6	0.674666666666667
TGFBR2	0.42225
ACMSD	-1.51425
IL33	4.534
C9orf5	-0.886333333333333
DEAF1	0.4502
AMN	-0.1625
DEFA6	-0.0635
RNF212	-2.44725
METT5D1	-0.8975
CIB1	-0.1312
TSSK1B	0.77025
KIAA1727	1.08975
ZNF680	-0.263083333333333
LOC399900	-0.6085
LOC152217	-0.0150833333333333
CTNNAL1	-3.559
CIT	-1.7095
TLE6	-0.9205
ZNF607	-0.07775
HERC4	-1.181
DRAP1	0.4511
PEMT	-0.37725
C10orf111	1.496
ZNF575	0.470625
KCTD7	-0.09675
MYO1F	1.2255
LOC285382	-0.70025
RAB11A	0.1629
PLCD3	-1.202
C15orf28	-0.08475
PTBP2	0.344625
CTB-1048E9.5	-0.508
C19orf60	-0.213333333333333
C7orf25	-0.215333333333333
SETD7	-0.15775
HOXB9	-4.1215
VANGL1	-0.0363125
CHAF1B	-0.4865
NDUFA3	0.67425
KIAA1328	0.485
SHARPIN	0.662625
TTC23	0.18225
UGP2	0.17775
ANKIB1	0.3701
CIRBP	-0.675714285714286
SEC14L4	-2.14133333333333
OVCH1	0.278333333333333
VPS52	-0.1915
FAT	-0.296625
M6PRBP1	0.19775
GPRIN3	1.0315
PPM1F	-0.3165
TSR1	-0.685
CCDC85A	2.35825
PCSK5	0.9475
ZFHX3	-0.4585
HEMK1	-0.6239
PGBD2	0.27775
RSRC2	-0.013
AURKC	-1.142
SCRIB	0.210375
ORM2	-4.327
FAM115A	0.0154
FZD6	0.5995
UNC119	0.5545
GPX3	-0.7013
NOV	1.197
CABC1	-0.16275
CDC42SE2	0.7218125
EIF2S2	-0.2222
RNF130	0.85225
CKAP5	0.2085
RP11-413M3.2	0.770625
C10orf18	2.0308
TMEM93	-0.45325
DYX1C1	0.79875
KCNMB2	-2.52625
ANK3	0.88725
KRT5	1.9454
CDH12	-1.314625
QRSL1	-0.38475
JUB	-2.0345
SHC4	-1.135625
CCL15	0.854666666666667
CCDC22	0.29825
SNX24	-0.8375
RARS	-0.84225
MORC2	-0.364625
FAM48A	0.6525
MT1H	0.921
PPP1R14C	1.84233333333333
FOXD1	-2.89685714285714
C1orf213	-0.686
AMT	-2.0093
DSN1	-0.84275
PTPLAD2	3.8195
DIS3L	-1.07225
RASL11A	-0.12525
GPRC5B	0.3485
FRMD7	0.606
STRN4	1.39975
KITLG	-0.184772727272727
HDGF	0.37575
OR1S1	0.1605
SETX	-0.00429999999999999
DDR2	0.00474999999999999
KCTD12	1.9035
LYZL2	1.496
WDR52	-2.0265
TMEM2	-0.043
ZNF579	-0.944
LOC200810	-0.51
TNFSF9	-1.218375
PPFIA4	-2.83175
CNIH3	-1.11133333333333
MAP4K4	0.0585
ROD1	-0.133357142857143
ALS2CR12	-0.413
DOCK3	0.733
PAQR9	-4.96025
ASB17	0.0181666666666667
STX16	-1.105375
FEZ2	-0.228666666666667
DLAT	0.1725
KIF21B	-1.09766666666667
CDC5L	1.304
TMEM119	1.26766666666667
CRIP3	0.55225
TPSD1	-0.212333333333333
TEPP	-0.571
GNGT2	1.65725
C21orf121	-0.24025
WNK1	0.529
FLJ10490	0.3338
OR51B5	-2.8305
LOC203547	-0.36775
HAS1	-0.544
PPA1	0.264
ST7	0.2355
C11orf46	1.0789
POPDC3	-3.90333333333333
ACOX2	-1.99633333333333
ATCAY	-0.687333333333333
TM4SF19	-1.549
MFSD9	0.1935
PDHB	-0.54275
ERN1	0.28075
LCE3C	0.4635
GPR111	-0.985
NOTCH3	1.38583333333333
ADAMTS5	1.6165
B3GALT1	-1.337
UGCGL1	-0.0141666666666667
FAM58A	1.069
FBXO32	2.7615
CLPP	0.31725
NXPH1	-1.74
MTMR3	-0.0528333333333333
ATP1B3	-0.109875
TMEM16A	3.53675
HIST1H3F	-0.285333333333333
TRIM25	-0.350333333333333
SDCBP2	1.415
CRKL	-1.54625
HOXB2	-0.975166666666667
ANP32B	-0.518375
GATM	1.817
AP4E1	-0.521
EDG5	0.381125
CDKN3	-1.27233333333333
CDH4	-2.2575
PGD	0.256833333333333
RND1	-0.2715
GAD1	-3.1225
MPG	0.24325
LOC440350	-0.2845
ZNF133	0.33175
SERPINB12	0.634
AMELY	0.23
DHX36	-0.1125
TNFAIP8L2	3.384
PHTF2	-0.3515
CCDC112	-0.346666666666667
IQCC	-0.934
HEYL	2.30133333333333
FTSJ2	-0.894833333333333
APPL1	0.24875
RAB43	-0.141928571428571
OR10G2	0.631
WAC	1.03733333333333
ADCY9	-1.54875
RUNDC2B	-0.428833333333333
PYCRL	-0.0138
AGPAT7	0.631166666666667
SLC22A9	-0.733333333333333
CDKAL1	0.299
PDYN	-0.886166666666667
C20orf74	-0.67975
MTMR11	1.0445
VAV3	1.95966666666667
DAPL1	0.83175
STXBP3	0.7475
EIF3G	0.11375
ARHGAP22	-0.82025
NPFFR1	0.437
NPC1	-0.107166666666667
ALDH9A1	0.568333333333333
ZNF600	-0.20175
ZNF678	0.0793333333333333
RASSF1	0.4655
ADD2	-2.37175
PITPNB	-0.3065
PKD2L2	0.309875
LRP11	0.318
CDKL1	-0.2015
SMEK2	0.21275
PRODH2	-3.408
C11orf54	-0.188833333333333
SFRS11	-0.305833333333333
IL7	1.04283333333333
ALS2CR16	0.56925
BTG3	0.783333333333333
PAK2	-0.277555555555556
RP11-679B17.1	-2.29525
GATA4	-1.8445
ATP2B1	-0.90825
LOC130940	0.171
C1orf172	2.54383333333333
ATF7IP2	-1.02175
SLC25A43	0.432833333333333
CENTG3	0.198583333333333
IGF2BP1	-4.2329
FCHSD1	0.511
CAMK2N2	-0.155166666666667
ELAVL3	0.7605
NBPF15	-0.6975
UBE2J2	0.353166666666667
GNL2	0.25225
PRR3	-0.2459
NLF2	0.11
OR4F6	0.0505000000000001
KLHL24	0.970166666666667
CCDC88A	-0.7959
SGPP1	-1.57433333333333
C10orf11	0.594833333333333
SLC35B4	-1.0715
UGT3A2	-0.7735
ARNT2	0.561
CBR1	0.5305
ITPR3	-0.338833333333333
TRAPPC6B	-0.7049
AMZ1	-0.8405
ARP11	1.73825
WDSUB1	0.1385
APBA1	0.442666666666667
RAB2A	1.1281
C6orf162	0.36425
HPSE2	0.042
PLCE1	2.341
INSL3	0.793
DLG1	-0.0002
PTPLA	0.917
PIGX	-0.522625
TFIP11	-0.258666666666667
FIBIN	2.694
POLR2G	0.00849999999999999
GRAP2	-0.1291
DNAJB8	-0.04575
CNBP	-0.123833333333333
WASF1	-0.75175
INPP5E	-0.9464
HSPB1	-1.9835625
TMEM167	-0.472
CUBN	0.246
IGF1	1.2511875
ITPK1	-0.0596
NAALAD2	-1.808625
G3BP1	-0.3911
NT5DC1	0.072625
CYP39A1	3.4355
TMEM139	-0.708916666666667
POLK	-0.4946
GLULD1	-1.9675
RBM15	-0.667666666666667
AMZ2	0.6735
GDF15	-4.40866666666667
MESDC2	-0.62
INCA	3.01216666666667
ACY1L2	-0.5745
GZMM	0.1445
PAIP1	-0.18575
CACNA2D1	-0.537
STK32C	-0.295333333333333
SH3BP4	-0.939833333333333
DEC1	-0.873
PADI1	-1.063
UBB	0.0112
PON3	1.8345
PROP1	0.65
ANKRD13B	1.524
ADCK1	-0.0835
TCF25	-0.233416666666667
SLC38A5	-1.668
CXorf26	0.868
C19orf39	0.032
PPP1R13B	-0.367
ARL2	-0.468
TCL6	0.5235
TOP3A	-0.7175
SLC16A14	1.449625
FXYD6	2.60133333333333
HIST1H4E	-0.55975
BBC3	-0.562842105263158
UNC5A	0.452833333333333
FAM86C	-0.2035
PI4KB	0.7365
B3GAT1	0.701
SUSD2	1.96466666666667
OAZ2	-0.292833333333333
NOC4L	0.0175
C10orf12	0.4695
FADS1	-1.98316666666667
LOC144097	0.8635
DKK2	0.6695
KIAA1949	0.59675
RHOT1	-0.1571
OXT	1.15616666666667
GPR153	-0.30625
ARL4A	-1.41716666666667
SAAL1	0.165
CCDC64	0.04
USE1	0.463166666666667
HNMT	0.0436666666666667
PCGF3	-0.3919375
