Hybridization REF	TCGA-BH-A0DD-01A-31R-A12P-07
RY1	-0.190166666666667
ATAD2B	0.486875
ARHGAP17	-0.6928
KCNIP3	-1.71475
SFPQ	0.596875
GFRA4	0.197166666666667
AKR1B10	-3.68525
TIGD6	1.196
RGS16	1.678125
URB1	-0.613
OR4C46	0.4282
TOP3B	-1.66025
NFATC4	-0.3365
CA14	-4.32625
BMPR1A	0.680666666666667
SNRP70	-1.951375
PRL	-0.0420833333333333
C6orf130	0.20625
STAG2	-0.19625
CD55	-0.803714285714286
RPS23	1.37866666666667
SSX2	-2.09366666666667
FDPSL2A	-0.82975
FBXO27	-1.03925
SYNGR3	-0.9325
TMSL3	1.6355
EML1	-1.0135
NUP93	-0.621083333333333
SMAD3	0.0735
KIAA1189	1.38616666666667
HNRPUL2	-0.758833333333333
TBC1D12	1.18983333333333
C16orf24	0.18275
MRVI1	2.13216666666667
ZNF581	-0.5195
ELOVL3	-0.7385
OR51Q1	0.5245
CACNB3	0.790666666666667
GALNT13	-0.166375
C10orf84	0.7310625
NEDD4	0.3741
SPO11	0.587
OR5AU1	0.4605
NEK4	0.954785714285714
PRKAR2A	-0.391333333333333
IHPK1	-0.619666666666667
ATP6V0B	-0.320125
CACNA1E	-0.689
CEACAM8	-0.0228
PEX14	-0.9915
FLJ12993	-0.239
ZBTB38	-0.99
PCTK2	1.52083333333333
LRRC16	1.2547
FBLIM1	-1.2625
FYCO1	1.36875
RP5-1022P6.2	-0.654083333333333
CMTM1	1.18
PLTP	-0.880166666666667
RAPH1	1.106625
DOCK8	0.14125
EZH2	-0.226533333333333
SLC25A1	-1.72866666666667
PLEKHB1	0.5023
GRB7	1.9947
ZFP37	1.33575
MRPL33	0.4235
PELO	-0.501
ARMC1	0.997818181818182
C9orf27	0.179875
FLJ25778	0.251
C9orf37	-1.67883333333333
TMEM66	1.2355
SPRN	0.28475
HBEGF	-0.211625
PI4KA	-1.152
LEPRE1	-1.00475
POU2AF1	-3.535
MRPL12	-1.00783333333333
REP15	-0.0145
ZC3H3	-0.762
RASAL1	-1.6045
DDAH1	0.396
ACBD5	1.16625
TMC2	-0.3595
CCDC137	-0.91325
SAMD13	-1.7
UGT2B15	-3.71166666666667
TIPARP	-0.20275
DNASE1L3	0.817
TRIM72	0.369333333333333
DBX2	0.56075
IPO8	-0.5005
C21orf88	0.5223
MAP3K14	-1.12225
LOC51233	0.424166666666667
GGTLA4	-1.87725
PDE6D	0.67075
ZNF117	0.922
CLK2	-0.6775
NKRF	0.29625
TNFSF15	0.3826
DUSP2	-0.79775
SECISBP2	0.8087
GABRR2	-0.085
PPAP2C	-0.341
LOC51145	0.147833333333333
PAG1	-0.66775
PIK3C3	0.471
GNG10	0.3925
APOL4	0.435833333333333
ANKRD28	-0.058125
STMN3	-0.5269
RAB14	0.7802
CDK2AP2	-0.30325
HDDC3	-0.00100000000000001
COMMD7	-0.224125
CXXC1	-0.94175
HMCN1	-0.588166666666667
CD40	0.16675
DYNC1LI2	0.1813125
GDI1	0.06675
LOC646938	0.00499999999999995
VSNL1	-1.84133333333333
PIH1D1	-0.378666666666667
RAET1G	-0.915
KRTAP5-9	0.107
EFTUD2	-0.93325
ZNF311	1.09016666666667
ATP6V1G3	0.08625
OR2W3	-0.02075
SCN4A	0.15225
MED10	-1.335125
FAM135A	-0.9305
ARHGAP4	-2.17275
EHMT2	-1.500875
UFD1L	-0.1535
ERMP1	0.79875
MAG1	-1.74816666666667
THAP8	0.377166666666667
HACE1	0.217666666666667
FAM82C	0.364333333333333
C3orf20	-0.014
UNC84A	-0.084
SCD5	-0.183076923076923
LASS6	2.033
LSG1	-0.0550833333333333
MAL	-5.05975
GPR22	-0.1905
WDR5B	1.941
ACTRT1	0.6335
C17orf60	0.5375
GRIN2C	0.2411
ARMC8	-0.12175
SLC47A1	-2.4185
DMPK	0.2935
DHRS13	-0.572833333333333
SMC1A	0.3415
KRTAP17-1	1.5975
SMYD5	-0.994
TUSC2	0.170375
CRHR2	0.724
KIR3DL2	0.3965
CCDC104	1.011
ATP2C1	1.15425
CROT	3.14525
PABPC3	0.0846666666666667
EGR1	-1.02633333333333
THSD1	0.0205
KHK	-1.50475
SLC12A2	2.09325
CD58	-0.13625
STOX2	-2.225
CCDC76	-0.6913
CCDC48	3.58575
DNAH1	-0.138
ZIC4	-0.41
OR1G1	0.4415
PSMC6	0.0171666666666667
PROKR1	0.46
ABCB1	-1.069
TRAT1	-0.53375
LLGL1	-0.628
MTF1	1.04675
USP54	0.5335
PAGE2B	-2.3245
ITGB7	-4.3095
CCDC81	-0.1095
LOC149837	1.98775
SCUBE1	0.403
ZSCAN10	-0.596
HUWE1	-0.388714285714286
CDH17	-0.494
CD180	0.05375
IL17A	0.07625
TMPO	0.535625
KIAA1524	0.193333333333333
HDGFRP3	0.887166666666667
OXCT1	-1.69272727272727
RRAS2	-1.48216666666667
LTBP2	2.6826875
SV2B	-0.4305
CYP2A6	0.453375
PKD1L2	-0.833333333333333
PPM1M	-0.25175
FLJ22662	2.03316666666667
ZNF502	2.23125
GP6	-0.4395
CRYBA2	-1.437
LEF1	-2.0718
CTPS	-1.13757142857143
EYA1	-1.49683333333333
EPS8L1	-1.13275
MAPK14	-0.513416666666667
SERPINB2	-5.714125
GTF2F2	-0.878
ZNHIT4	-0.4155
PLA1A	0.76725
C20orf114	2.88525
HPR	-5.1655
C18orf2	0.494333333333333
SATB2	-1.98725
KCNJ9	0.251
MGC157906	0.722
MOCS3	-0.1675
C17orf71	0.358666666666667
PPHLN1	0.2471
HIST1H2BN	-1.685375
RAPGEF1	-0.67775
MAP3K8	0.062
DLG4	-0.4075
STC1	1.65141666666667
CDGAP	0.70425
DDX26B	-0.46675
LOC150223	-2.161
CPSF3	-0.192
TMEM14A	0.761
MYH3	-1.66025
GPKOW	0.06125
SULT1A1	-2.02083333333333
SPON1	3.2006
YY1AP1	0.00533333333333334
RAB23	0.49625
PLA2G4A	-4.1285
MAPRE3	-0.545
ZNF516	1.27842857142857
GGPS1	1.46625
EXOC3L2	-0.623125
C19orf42	0.9534
MAP2K2	-1.54583333333333
HIST1H2BB	-1.495
RNF19B	0.447833333333333
C6orf128	-0.494333333333333
TLR8	2.96775
PCDHA9	-0.479
CARS2	-2.03975
CLUL1	3.87666666666667
RHAG	-4.49383333333333
UNK	-0.6695
EXOC8	1.0333
C9orf95	1.37775
C14orf143	1.64316666666667
MAML3	0.404375
LDHA	-1.527
MRPL20	-0.246125
KLHDC6	0.102
ATP5S	-0.493
C8orf55	-0.839
PHF19	-1.81225
KRTAP13-4	0.467
TTC5	-0.4975
XKR5	-0.478
SILV	-5.24333333333333
TEX28	0.0285
TCTN1	1.372
CX40.1	-0.13175
PPP2R5C	0.242875
C12orf30	-1.22616666666667
CAPG	2.27475
MPZL1	0.63795
ARSB	-1.43
TDH	-2.22325
WASF4	-0.884
TSSK3	-1.274
7A5	0.8665
CRISPLD1	2.12075
MAD1L1	-1.455
SPIN4	-0.298666666666667
AMPD1	-0.81
DPYSL5	-0.0715
INPP1	-0.243166666666667
ANKRD11	-0.753333333333333
NPAS4	0.058125
GCET2	0.4677
RNASE9	-0.4045
GUCY2D	0.212166666666667
CCDC98	0.69125
FGF4	2.132
CPM	-0.639666666666667
SLC26A4	0.307333333333333
PLD5	0.28225
FAM59A	0.2351
FBXO5	0.00433333333333333
SIPA1L1	0.10175
DPYS	0.94825
ATG4D	-0.84275
TGM3	0.53
MTCH1	-1.472375
HK1	-0.474428571428571
CDC26	0.290625
GALNT12	-3.68416666666667
LOC339229	-0.4335
MRPL35	0.102
ORC4L	0.95125
TNKS	-0.278357142857143
C2orf24	-0.553333333333333
ZNF553	0.3255
GGTLA1	2.1917
ZNF497	0.51325
CDY1B	0.887
SLC30A4	0.00912499999999999
TUB	-1.63
ARHGEF18	-0.197
ARRB1	0.60425
KCNK1	2.77025
EREG	-0.7317
SCAMP5	-0.30775
RUNDC3B	1.754
ADAMTS20	-0.0803333333333333
IL17RB	2.966375
FLJ20323	-0.4375
MCAM	-1.166875
POLR3E	-2.075
AQR	0.4345
IPMK	-0.4535
CDCA7	-2.4205
CAMP	2.59975
GRHL3	-0.58375
ADAMTSL2	-0.262833333333333
CLMN	0.490666666666667
SSTR3	0.281
MAGEA5	-1.37716666666667
OVOL2	3.92625
JMJD1B	-0.00924999999999999
RBL2	0.794
PYGO2	0.385
PPP1R10	0.636833333333333
CSE1L	-0.414166666666667
LCA5	2.3115
RDH16	0.86575
ASRGL1	-0.380625
TOM1	-1.41433333333333
PTX3	-6.60125
TTC15	-0.0855
SCGB3A1	0.265666666666667
MRPL50	-0.4365
RCAN3	1.02325
SLC26A11	0.6055
STYX	-0.0455
CINP	0.19475
MARCH7	0.6305
PFKM	-0.723333333333333
SGMS1	1.16883333333333
RIOK3	-0.00390000000000001
C1orf110	-1.096
CES7	0.340375
LOC440248	-0.5025
PPP1R12C	-1.99
C10orf27	0.414
ATG9A	-1.65325
MRPS26	0.31475
TMEM40	-0.82975
ELP3	-0.2491
ZNF787	-1.6971
HIAT1	0.195125
C8orf34	1.35616666666667
MGC4655	-0.6035
PELI1	0.908
PPT1	0.8119
SLC35C2	-1.6695
C6orf125	0.21975
MUC4	-1.53
RFC4	-1.373
GNB2	-1.74
NUP50	0.169714285714286
SULT4A1	-1.53633333333333
C7	0.575714285714286
CCDC130	-0.483166666666667
ARRDC4	-0.723
RQCD1	-0.805
GLYCTK	-1.73625
AYTL2	-1.05990909090909
MTUS1	1.0024
LEMD3	0.683833333333333
PLEKHF2	1.566
HOXA7	-0.364625
GTF3C2	-2.006
DYNLRB2	4.18775
CNOT10	-0.091
MR1	0.0155
FFAR1	0.376
PRIC285	0.297
SLITRK6	5.9845
LIX1	-2.4021
UBE1L2	-0.394583333333333
F8	1.3125
ACHE	-0.519333333333333
KPNA5	-0.31875
TNFRSF12A	-2.46266666666667
EGR3	2.4995
SERPIND1	-4.26383333333333
OASL	3.794
IFRD1	-1.57625
WDFY1	-0.572333333333333
ZNF267	0.465125
ACCN5	-0.328
ZBTB6	0.59125
PPP1R3A	0.376
PRRT3	1.175
FBXL19	-1.413
TXNIP	-0.874142857142857
ACTN2	3.53525
ATG9B	-0.313
C9orf117	0.64025
IL27	-1.767
RPL36AL	0.1035
KLK15	-0.29425
CHAD	1.1765
RAP2B	-0.4663
HEBP2	0.826
ZNF342	-0.3845
CAMK2G	-0.271833333333333
TLR3	2.18225
FGF14	-0.01625
HMGB2	0.974
TRPM5	-0.132166666666667
OR5M11	0.2305
KIF3B	0.545210526315789
PRICKLE2	-0.0525
MTMR9	0.760875
C3orf27	0.176
GLRA3	4.9545
NSDHL	-0.225
TMEM32	0.4275
POLR2D	-0.768916666666667
MYADML	0.367
C9orf114	-1.2015
MRGPRX1	0.31
TOPORS	0.55375
CLDN19	-0.97925
C1QL4	0.333
RNF165	-2.205
DHRS9	-0.07325
DNAH2	-0.33
FXR1	-1.01783333333333
ZMYM3	-1.372375
CASP3	0.808833333333333
FAM120C	-1.52225
SCLY	-1.6435
CA7	0.0535
ENTPD5	-1.30233333333333
ZNF461	0.934375
PDIA5	-1.09775
C1orf19	0.255666666666667
TMEM67	0.7325
KCTD20	-0.9005
WDR47	1.1145
FLJ38723	1.939
KLRF1	0.224333333333333
TAS2R16	-0.075
CLDN12	0.24525
PRKCE	-0.0405
UBXD4	0.20275
ITGAM	3.128
GLT8D3	0.581875
WDR31	0.4139
RGS2	0.848
OR51L1	0.5375
MST1R	1.4185
KIAA1737	1.50975
OR4A5	0.1805
GLIS1	-1.94566666666667
PTMA	0.806928571428572
NAPA	0.43325
PRDM11	0.1485
LIPF	0.832
DIRAS3	1.735
ASGR2	-4.50525
C1QTNF4	0.16875
PIK3R4	1.14233333333333
ARMC3	6.14575
NDUFV3	-0.653166666666667
BTBD3	-0.0848333333333333
PPP1R2	0.134
UBE2NL	0.2585
FOSL2	0.326928571428571
FAM119A	-0.902
TUBA4A	-1.6233
KRTAP12-1	-0.70225
SFRS2	-0.21875
RHPN1	-0.2659
EEF2	-1.47116666666667
ZDHHC11	-1.25066666666667
EPHA3	-1.0568
RBM12	0.5765
H2AFJ	2.14108333333333
EDIL3	2.5215
KIF26A	-2.35
SERGEF	0.1425
B3GALT4	2.48675
LOC90925	0.147
OSCAR	0.0955
NPFF	-0.914125
DEDD	0.721125
TMEM155	-0.901375
PTPN1	0.633
SCYL2	1.38983333333333
SKAP1	3.83375
LEAP2	-2.257
GADD45G	1.2509
IFITM3	2.28975
PILRB	-0.680166666666667
SLU7	0.129875
DSC3	-0.4405
DNMT3L	-1.79875
PAPD5	1.000125
B3GNT3	-2.73983333333333
LHCGR	0.049
MSL-1	3.208
UBE2S	-1.334875
SAP130	-0.02325
ANAPC11	1.078
MAGED4B	-2.6705
ATP6V1B2	0.140166666666667
C14orf179	0.832375
CAPZA1	-0.858125
CDYL2	-0.216666666666667
GLRX3	-0.395833333333333
LOC136288	-0.61275
MOBKL1A	0.2055
HTR2B	2.19625
CRYGD	-0.0136666666666667
NUS1	-0.593
PGRMC1	0.5445
MYOM2	-2.7465
FLJ39653	-2.24316666666667
CHM	0.4162
OR5M8	-0.078
ZNF619	0.1285
FAM105A	0.149
CCNL1	-0.885625
NAP1L3	-0.012
C10orf57	2.19016666666667
B3GALNT1	1.36833333333333
CSN1S2A	-0.5895
TCP10L	1.356
GDAP2	0.38375
DMKN	-1.8755
COX6B1	0.28175
DNASE2	-0.175833333333333
MSH5	-1.6295
LGMN	-0.193375
USP31	-0.1843
OR13C8	0.7825
SDCBP	-0.2492
NUDT11	-3.08533333333333
PYGL	-0.2195
SNPH	-1.39483333333333
B3GNT4	-0.5655
MIZF	-1.1088
NUBPL	0.46125
NOD1	-0.260666666666667
CDH22	-1.053375
NUBP1	-0.382666666666667
DSCAM	-3.6
DGKI	-0.5915
FAM136A	-0.809
AKAP1	0.675166666666667
SLC16A6	1.735
RIN3	-1.7265
PSG2	0.28025
DIP2B	-0.13425
PSORS1C1	2.1371
KIAA0495	-0.756
FLJ90709	0.165
LPA	0.3015
PIGA	-0.347166666666667
LY75	2.66266666666667
UTS2	-5.9865
RREB1	-1.12725
GALNACT-2	1.2684
MGC3196	-0.64125
FLJ31568	-0.32275
LPHN1	-0.05275
SP1	0.700375
TOX4	0.525833333333333
HSPA9	0.0554
APOBEC1	-0.0565
SLC35E4	-1.38525
LSM5	-0.19525
SURF1	0.04675
ZBTB1	0.385333333333333
GTF2F1	-0.518625
RPS15A	0.0185714285714285
DUSP21	-0.646166666666667
GINS4	-2.13516666666667
MYO15A	-0.5245
GIMAP7	4.2145
MGC13379	0.21625
ATP6V1E2	-0.681333333333333
UTP3	0.48225
HNRPA3	0.031375
MT4	-0.358
C14orf155	0.412
U1SNRNPBP	0.6085
CKLF	-0.0498333333333333
PLEKHN1	-0.1665
MBNL1	-0.936083333333333
NUP160	-1.37675
ACSM2A	-1.368
LOC129881	3.03275
KIAA1529	0.75575
FLJ22639	-0.239
HAND1	-0.804
GSX1	0.5475
FGA	-5.36773333333333
SERPINB1	0.4725
ZNF642	1.491
IGFBP1	-8.377375
SLC1A1	3.0365
DHX57	-0.668125
ZNF766	1.1815
PTPN21	-0.7384
GDPD3	-2.22066666666667
PNPLA5	0.4135
TBR1	0.00449999999999998
FAM116A	0.45175
IQGAP1	0.897875
FOS	-0.2035
ZNF226	0.7865
FIGNL1	1.05283333333333
C14orf1	-0.458166666666667
ZMYND17	0.023
PUS7	-0.916666666666667
TUBB6	-1.327125
KCNQ2	-1.34175
MARCH6	0.14575
CCDC33	-0.1915
PRODH	-1.29
RBM11	5.26825
EPHA6	0.191285714285714
SLC43A1	-1.83075
LOC196541	0.8255
NTN1	-0.038
ING4	-0.20625
PCDHB10	0.37775
DPH2	-0.365833333333333
SPACA4	0.14175
FBXL21	-5.349
DIAPH1	-1.45466666666667
ZNF71	1.04216666666667
CEP76	0.9865
CORO1A	-2.52075
RRM2	-1.962875
EDG4	-0.24525
OS9	-0.992833333333333
SLC4A1AP	0.241
COG5	-0.07175
COPS8	0.11075
NGLY1	-0.31975
NCBP2	-0.39225
C17orf42	1.63033333333333
GPSM3	-1.293625
SIL1	-0.540333333333333
ASB6	-1.2555
SMAD5OS	0.0508333333333333
UNC93A	-3.601625
A1BG	0.841
C21orf62	0.8355
FMO5	0.00766666666666666
ATRIP	-0.521
CEBPG	0.5645
C7orf38	1.23166666666667
TNFRSF1B	-0.842333333333333
CLEC1A	1.38216666666667
IQSEC1	-0.582875
PATZ1	0.9938
RBM22	0.851375
BAG2	-2.26216666666667
PAQR5	-1.01383333333333
C9orf127	0.3626
THNSL1	-0.02675
SHROOM3	4.2386
JAM2	1.0295
SNRPN	-2.819
ALX4	0.5055
CACNA1S	0.192
FAM130A1	0.866
CORIN	1.9785
CD300LB	0.526
PLEKHG6	0.2495
LRRC40	-0.881
PCLKC	-1.1555
PCDHB16	-0.884833333333333
WNT2B	-0.4095
ASNS	-1.00633333333333
MRPL49	-0.23475
FLJ46111	-1.01725
ISG20	0.025
SMU1	-0.66
CASZ1	0.0025
POLR1D	0.106
GIN1	0.39
SNAG1	0.434166666666667
ANKRD29	-1.75375
CDKN2AIP	0.63625
KRR1	0.553
CXCL1	-4.19466666666667
EPM2A	0.4942
PC	0.0816666666666667
DEFB127	-1.003
PDZRN4	1.8975
FAH	-1.025
OR51E1	2.0195
CDC2L6	0.0518333333333333
DNTTIP1	-0.95025
PAX8	0.8265
TMEM116	0.37625
C1orf150	0.365
PRO2012	0.7975
MRPL40	0.096
BEX1	-4.0986
SLC2A4	-2.108
PKMYT1	-1.74575
FEZF2	-0.3392
SLC26A9	-1.905
MAP2	0.644083333333333
LYL1	-2.80375
SLC25A19	-1.04483333333333
NOS3	-1.129
ZNF34	1.8405
TMPRSS11F	-0.59375
FAM43A	-2.5585
FCRL4	-0.1436
KLF14	0.116
FLRT2	-1.142
WRN	-0.74775
SDF2	1.1083
KRT8P12	-1.0775
C6orf195	0.654
C9orf125	-2.95133333333333
DZIP3	0.075375
RIT1	1.1225
SCML1	-0.407
RHBDF2	-0.52725
OR2G3	0.752
REXO1L1	2.353
MAP3K7IP3	0.40575
C3orf57	-3.703
FBXW11	-0.169
ETAA1	0.0665
C14orf131	-0.4137
AKT1S1	-1.85375
SLC12A5	-1.056625
C9orf164	1.7525
NRIP3	0.240125
NOS1AP	-0.5165
TMEM121	-0.78525
SAP30BP	-0.9823
DGCR6	-0.25225
WDR76	-0.6815
FAM82B	0.704833333333333
LOC606495	-0.4245
MAP9	2.76841666666667
BCDIN3D	1.61175
CXorf36	2.855
DSCR3	-0.3231
ZFAND3	-0.248875
C7orf43	0.1415
SPSB3	-1.3076
C19orf19	0.48625
FAM133A	-2.29775
C12orf25	0.5075
SLC39A3	-0.805875
DISP2	-0.73925
PI4KAP2	-2.7015
MKRN3	-2.70283333333333
ADAMTS13	-0.38
CBLN3	0.5624
TTYH1	-2.1275
C3orf18	0.20825
FLJ13236	-0.95925
ZMYND12	4.1705
C18orf25	1.22625
GLB1L3	-1.056
ATP13A5	0.6995
RANBP10	-0.20025
CD96	-0.2519
DENND1C	-0.7175
RBMS3	-0.3093
SLC41A3	0.579833333333333
DGCR6L	-0.5305
TMEM128	1.3755
CSNK1G3	1.27771428571429
MOBKL2C	0.5845
TSPAN6	0.31575
MATN2	-2.3235
MSL2L1	-0.550833333333333
ST6GALNAC2	-1.41616666666667
FGFBP2	-1.311875
FGL1	-6.44033333333333
MPP3	-0.232666666666667
ARHGEF6	1.59933333333333
TGFBR2	-0.468625
ACMSD	5.766
IL33	1.43475
C9orf5	0.165583333333333
DEAF1	-1.1783
AMN	-0.3305
DEFA6	0.037875
RNF212	1.41325
METT5D1	0.758833333333333
CIB1	-0.1014
TSSK1B	0.43325
KIAA1727	2.4975
ZNF680	1.912
LOC399900	0.328
LOC152217	-1.02158333333333
CTNNAL1	-2.0605
CIT	-0.356333333333333
TLE6	0.32975
ZNF607	0.0275
HERC4	-0.395166666666667
DRAP1	-0.8719
PEMT	-1.77975
C10orf111	-0.4385
ZNF575	0.118375
KCTD7	0.0775
MYO1F	-0.0685
LOC285382	-1.00425
RAB11A	1.1944
PLCD3	-0.7095
C15orf28	0.26025
PTBP2	-0.600375
CTB-1048E9.5	-0.0175
C19orf60	0.708666666666667
C7orf25	1.21883333333333
SETD7	0.818125
HOXB9	-4.5755
VANGL1	0.178875
CHAF1B	-1.052
NDUFA3	0.73725
KIAA1328	1.20066666666667
SHARPIN	-0.415375
TTC23	-0.33075
UGP2	0.789666666666667
ANKIB1	1.0492
CIRBP	-0.114571428571429
SEC14L4	-2.87116666666667
OVCH1	-0.261333333333333
VPS52	-0.1835
FAT	-1.394875
M6PRBP1	-1.64025
GPRIN3	-0.3955
PPM1F	-0.802833333333333
TSR1	-1.20125
CCDC85A	5.072
PCSK5	1.39175
ZFHX3	0.1805
HEMK1	-0.6175
PGBD2	1.0765
RSRC2	0.6315
AURKC	-1.89333333333333
SCRIB	-0.38075
ORM2	-5.24133333333333
FAM115A	0.6362
FZD6	1.624625
UNC119	-0.087
GPX3	-1.5303
NOV	-0.319
CABC1	-0.132125
CDC42SE2	-0.766125
EIF2S2	0.2281
RNF130	1.083625
CKAP5	-0.724333333333333
RP11-413M3.2	-0.8985
C10orf18	1.6004
TMEM93	-0.3285
DYX1C1	2.4175
KCNMB2	-1.102625
ANK3	1.571
KRT5	-3.3225
CDH12	-1.556875
QRSL1	-0.127875
JUB	-1.047
SHC4	-3.559
CCL15	1.13933333333333
CCDC22	-0.5975
SNX24	0.82175
RARS	-0.21525
MORC2	-0.04475
FAM48A	-0.75075
MT1H	-0.055
PPP1R14C	-4.35416666666667
FOXD1	-1.23935714285714
C1orf213	-2.848
AMT	-1.4487
DSN1	0.116
PTPLAD2	4.016
DIS3L	-0.60525
RASL11A	-0.74025
GPRC5B	-0.3715
FRMD7	0.4355
STRN4	-0.6365
KITLG	2.61377272727273
HDGF	-0.66125
OR1S1	0.196
SETX	-0.4532
DDR2	-1.00925
KCTD12	1.40625
LYZL2	2.433
WDR52	-0.175
TMEM2	-0.9065
ZNF579	-1.47583333333333
LOC200810	-1.02075
TNFSF9	-1.57775
PPFIA4	-3.027
CNIH3	0.413
MAP4K4	-0.897571428571428
ROD1	0.452571428571429
ALS2CR12	0.711666666666667
DOCK3	-2.18566666666667
PAQR9	-4.588
ASB17	0.499
STX16	-1.73075
FEZ2	0.111666666666667
DLAT	-0.744333333333333
KIF21B	-1.5155
CDC5L	0.22325
TMEM119	0.588833333333333
CRIP3	-1.1085
TPSD1	0.2045
TEPP	-0.69825
GNGT2	1.143
C21orf121	1.2505
WNK1	0.117166666666667
FLJ10490	-0.0288000000000001
OR51B5	-2.234
LOC203547	-0.546625
HAS1	-0.251
PPA1	0.293
ST7	0.25075
C11orf46	0.5549
POPDC3	-4.06683333333333
ACOX2	0.47
ATCAY	-0.520583333333333
TM4SF19	-0.79875
MFSD9	-0.680666666666667
PDHB	0.4965
ERN1	0.1715
LCE3C	0.273
GPR111	0.026
NOTCH3	1.7015
ADAMTS5	0.13275
B3GALT1	-1.0025
UGCGL1	0.210666666666667
FAM58A	0.0353333333333333
FBXO32	1.108
CLPP	-0.38325
NXPH1	-2.31775
MTMR3	0.699166666666667
ATP1B3	-1.161375
TMEM16A	5.394625
HIST1H3F	0.2995
TRIM25	-0.0356666666666667
SDCBP2	-0.5365
CRKL	-0.973
HOXB2	1.1335
ANP32B	-0.37375
GATM	4.306
AP4E1	0.1235
EDG5	0.46075
CDKN3	0.692833333333333
CDH4	-2.715
PGD	-1.68266666666667
RND1	0.0495
GAD1	-2.7434
MPG	-0.96075
LOC440350	-0.166
ZNF133	0.031
SERPINB12	-0.1585
AMELY	0.287833333333333
DHX36	-0.449
TNFAIP8L2	3.12633333333333
PHTF2	0.419444444444444
CCDC112	0.576
IQCC	-0.47875
HEYL	2.52383333333333
FTSJ2	-0.4185
APPL1	0.80775
RAB43	-0.780857142857143
OR10G2	1.161
WAC	0.666333333333333
ADCY9	0.510625
RUNDC2B	-1.1875
PYCRL	-0.00639999999999998
AGPAT7	-0.7305
SLC22A9	-1.98366666666667
CDKAL1	-0.455
PDYN	-1.09433333333333
C20orf74	-0.75075
MTMR11	1.344
VAV3	3.137
DAPL1	3.65025
STXBP3	0.88
EIF3G	-0.81375
ARHGAP22	-0.68825
NPFFR1	-0.0275
NPC1	-0.457333333333333
ALDH9A1	1.1485
ZNF600	1.138375
ZNF678	1.20966666666667
RASSF1	-0.258083333333333
ADD2	-2.621875
PITPNB	0.57425
PKD2L2	0.21775
LRP11	0.475
CDKL1	-0.9285
SMEK2	0.95975
PRODH2	-3.38883333333333
C11orf54	-0.134166666666667
SFRS11	-0.536666666666667
IL7	0.519
ALS2CR16	-1.191
BTG3	0.02
PAK2	-0.600111111111111
RP11-679B17.1	0.12875
GATA4	-0.734666666666667
ATP2B1	-0.89225
LOC130940	2.0205
C1orf172	1.95616666666667
ATF7IP2	-1.81875
SLC25A43	1.17183333333333
CENTG3	-1.5495
IGF2BP1	-4.1728
FCHSD1	0.6435
CAMK2N2	-1.99816666666667
ELAVL3	-0.0365
NBPF15	-0.422
UBE2J2	-1.04541666666667
GNL2	-0.57725
PRR3	-1.0341
NLF2	-0.6795
OR4F6	0.31
KLHL24	0.5475
CCDC88A	-2.1448
SGPP1	-1.92166666666667
C10orf11	0.881333333333333
SLC35B4	-1.262
UGT3A2	-0.3095
ARNT2	1.8842
CBR1	-2.547125
ITPR3	-1.17233333333333
TRAPPC6B	0.2519
AMZ1	0.9505
ARP11	1.575
WDSUB1	1.69
APBA1	0.2785
RAB2A	0.8194
C6orf162	0.890375
HPSE2	-0.82875
PLCE1	-1.18275
INSL3	0.5115
DLG1	0.2536
PTPLA	-4.39675
PIGX	-0.466
TFIP11	-0.377
FIBIN	3.873
POLR2G	-0.12175
GRAP2	-2.2999
DNAJB8	-0.28425
CNBP	0.350833333333333
WASF1	0.26325
INPP5E	-0.9298
HSPB1	0.6323125
TMEM167	-0.0959
CUBN	0.588
IGF1	2.011125
ITPK1	0.2724
NAALAD2	-1.799125
G3BP1	0.1207
NT5DC1	1.624875
CYP39A1	-0.7785
TMEM139	0.668666666666667
POLK	0.445125
GLULD1	-1.5805
RBM15	-1.15583333333333
AMZ2	1.0915
GDF15	-3.68883333333333
MESDC2	0.29475
INCA	1.06016666666667
ACY1L2	-3.516
GZMM	-0.697833333333333
PAIP1	0.853
CACNA2D1	-0.78925
STK32C	-0.711666666666667
SH3BP4	0.930666666666667
DEC1	0.283
PADI1	0.3985
UBB	-0.425
PON3	3.35816666666667
PROP1	0.5075
ANKRD13B	0.082
ADCK1	-0.801
TCF25	-0.926833333333334
SLC38A5	-3.394
CXorf26	0.227666666666667
C19orf39	0.166
PPP1R13B	0.603
ARL2	-1.421
TCL6	0.2125
TOP3A	-2.4105
SLC16A14	1.629375
FXYD6	0.517833333333333
HIST1H4E	-0.42975
BBC3	-0.77621052631579
UNC5A	0.365666666666667
FAM86C	-0.1061
PI4KB	-0.63925
B3GAT1	-3.79975
SUSD2	0.537
OAZ2	-0.479166666666667
NOC4L	-1.00925
C10orf12	0.2195
FADS1	-1.0745
LOC144097	-0.705
DKK2	1.95633333333333
KIAA1949	-0.31625
RHOT1	1.0784
OXT	0.440166666666667
GPR153	-1.8235
ARL4A	-0.9275
SAAL1	-0.54225
CCDC64	-0.5815
USE1	0.233666666666667
HNMT	1.45066666666667
PCGF3	0.4958125
CYP2C19	0.50075
C20orf4	-0.131
CCDC11	2.73375
ACSBG2	-0.296
RWDD2A	0.36825
PALLD	2.104
CPLX4	1.013
LOC492311	1.01375
KPNA2	0.366166666666667
MACROD1	-0.8358
TMCO3	-0.877
