Hybridization REF	TCGA-AR-A1AL-01A-21R-A12P-07
SFPQ	-0.084625
GFRA4	0.278333333333333
AKR1B10	-4.242625
TIGD6	0.0451666666666667
RGS16	0.942875
URB1	-0.784833333333333
OR4C46	0.297
TOP3B	-0.77775
NFATC4	0.8715
CA14	-4.904
BMPR1A	0.999
SNRP70	-1.022625
PRL	0.84325
C6orf130	-1.36825
STAG2	-0.5605
CD55	-0.144857142857143
RPS23	1.22483333333333
SSX2	-2.25316666666667
FDPSL2A	-0.51975
FBXO27	0.186375
SYNGR3	-0.1455
TMSL3	1.2485
EML1	-0.7695
NUP93	-1.25641666666667
SMAD3	-1.0149
KIAA1189	1.49916666666667
HNRPUL2	-0.0276666666666667
TBC1D12	1.4315
C16orf24	0.92575
MRVI1	1.0725
ZNF581	0.443
ELOVL3	1.27
OR51Q1	0.50825
CACNB3	0.757166666666667
GALNT13	-0.16425
C10orf84	0.878875
NEDD4	0.6212
SPO11	-0.4105
OR5AU1	0.1865
NEK4	0.449285714285714
PRKAR2A	-0.542
IHPK1	-0.278666666666667
ATP6V0B	1.0565
CACNA1E	0.6775
CEACAM8	1.393
PEX14	0.105
FLJ12993	-2.343
ZBTB38	-0.0565833333333333
PCTK2	1.31416666666667
LRRC16	-0.2517
FBLIM1	1.26666666666667
FYCO1	1.3545
RP5-1022P6.2	-0.223083333333333
CMTM1	0.753333333333333
PLTP	1.57866666666667
RAPH1	-0.23325
DOCK8	0.858375
EZH2	-1.9912
SLC25A1	0.00883333333333334
PLEKHB1	-0.4793
GRB7	-0.6378
ZFP37	0.86875
MRPL33	-0.88625
PELO	-0.26225
ARMC1	-0.869
C9orf27	-0.423
FLJ25778	0.3615
C9orf37	-1.27383333333333
TMEM66	1.7925
SPRN	0.56475
HBEGF	0.16225
PI4KA	-0.7325
LEPRE1	0.60075
POU2AF1	-3.086375
MRPL12	-0.541666666666667
REP15	-0.14
ZC3H3	1.1565
RASAL1	-0.42775
DDAH1	1.482875
ACBD5	-0.41
TMC2	0.6035
CCDC137	-1.40675
SAMD13	-0.545833333333333
UGT2B15	-3.464
TIPARP	0.23025
DNASE1L3	2.226
TRIM72	0.176333333333333
DBX2	3.65275
IPO8	0.086
C21orf88	-1.372
MAP3K14	0.1735
LOC51233	0.473
GGTLA4	-0.34175
PDE6D	-0.7545
ZNF117	0.83625
CLK2	-0.178875
NKRF	-0.69525
TNFSF15	0.0674
DUSP2	0.032625
SECISBP2	0.0096
GABRR2	-0.3325
PPAP2C	1.46
LOC51145	-0.372166666666667
PAG1	-1.035125
PIK3C3	0.1715
GNG10	0.917
APOL4	0.641
ANKRD28	-0.789375
STMN3	-0.8018
RAB14	0.9819
CDK2AP2	0.6745
HDDC3	0.284
COMMD7	0.647625
CXXC1	-0.0245
HMCN1	1.387
CD40	0.778
DYNC1LI2	-0.054875
GDI1	1.00925
LOC646938	0.99725
VSNL1	-1.96933333333333
PIH1D1	-0.3735
RAET1G	-0.282
KRTAP5-9	0.4375
EFTUD2	-0.96
ZNF311	-0.833833333333333
ATP6V1G3	0.389
OR2W3	1.821
SCN4A	1.04525
MED10	-0.572125
FAM135A	-1.0478
ARHGAP4	-0.5955
EHMT2	-0.6165
UFD1L	-1.0815
ERMP1	1.86375
MAG1	-0.117833333333333
THAP8	-0.00366666666666666
HACE1	-0.274166666666667
FAM82C	0.808
C3orf20	0.293
UNC84A	-0.176166666666667
SCD5	-0.388357142857143
LASS6	1.049875
LSG1	-0.0569166666666667
MAL	-4.75875
GPR22	-1.665
WDR5B	0.79025
ACTRT1	1.2435
C17orf60	0.115
GRIN2C	0.6195
ARMC8	-0.2675
SLC47A1	-2.901
DMPK	0.82775
DHRS13	-1.4215
SMC1A	-0.739166666666667
KRTAP17-1	1.285
SMYD5	-0.02475
TUSC2	0.465625
CRHR2	0.6545
KIR3DL2	1.05
CCDC104	-0.616
ATP2C1	0.86125
CROT	-0.55925
PABPC3	-0.0165
EGR1	0.186666666666667
THSD1	1.0255
KHK	-1.323
SLC12A2	0.766
CD58	-0.302
STOX2	-0.819333333333333
CCDC76	-1.1592
CCDC48	3.86625
DNAH1	0.4715
ZIC4	-0.580125
OR1G1	0.7125
PSMC6	-0.400666666666667
PROKR1	0.5415
ABCB1	-0.824375
TRAT1	-1.05225
LLGL1	-0.164
MTF1	0.163
USP54	1.92775
PAGE2B	-3.2235
ITGB7	-3.68575
CCDC81	-0.209
LOC149837	1.309
SCUBE1	0.126
ZSCAN10	0.388
HUWE1	0.102214285714286
CDH17	2.3755
CD180	1.403
IL17A	0.3025
TMPO	-1.487875
KIAA1524	-1.46433333333333
HDGFRP3	-0.0725
OXCT1	-1.23654545454545
RRAS2	-0.790666666666667
LTBP2	3.1816875
SV2B	1.44316666666667
CYP2A6	4.22425
PKD1L2	-0.796833333333333
PPM1M	1.199
FLJ22662	1.52466666666667
ZNF502	2.4505
GP6	-1.06025
CRYBA2	-0.37575
LEF1	-0.612
CTPS	-1.82557142857143
EYA1	-2.73316666666667
EPS8L1	1.65575
MAPK14	-0.35925
SERPINB2	-5.63875
GTF2F2	-0.3235
ZNHIT4	0.1615
PLA1A	-0.3335
C20orf114	4.1985
HPR	-1.5665
C18orf2	-4.04716666666667
SATB2	-1.92475
KCNJ9	0.107
MGC157906	1.1155
MOCS3	-0.28875
C17orf71	-0.85
PPHLN1	-0.0435
HIST1H2BN	-0.797625
RAPGEF1	-0.129125
MAP3K8	1.01475
DLG4	0.227333333333333
STC1	-0.309583333333333
CDGAP	2.48375
DDX26B	-1.57525
LOC150223	-1.338
CPSF3	-1.51883333333333
TMEM14A	0.09225
MYH3	-1.89375
GPKOW	-0.4585
SULT1A1	-0.423
SPON1	4.6677
YY1AP1	0.4965
RAB23	0.63275
PLA2G4A	-2.878
MAPRE3	0.45075
ZNF516	1.0295
GGPS1	1.23975
EXOC3L2	-0.679875
C19orf42	0.5164
MAP2K2	0.1095
HIST1H2BB	0.1605
RNF19B	1.739
C6orf128	-0.254666666666667
TLR8	3.30225
PCDHA9	-1.0225
CARS2	1.83325
CLUL1	0.929166666666667
RHAG	-4.22466666666667
UNK	-0.422
EXOC8	1.1946
C9orf95	0.75375
C14orf143	-0.791833333333333
MAML3	0.132
LDHA	-1.67625
MRPL20	0.55275
KLHDC6	0.822666666666667
ATP5S	-0.394333333333333
C8orf55	1.19875
PHF19	-1.761125
KRTAP13-4	0.3675
TTC5	0.00725
XKR5	-0.6035
SILV	-4.85166666666667
TEX28	0.06
TCTN1	0.91275
CX40.1	0.12475
PPP2R5C	-0.097875
C12orf30	-0.512166666666667
CAPG	1.69225
MPZL1	1.34445
ARSB	-0.439333333333333
TDH	-2.64325
WASF4	0.722
TSSK3	-1.39716666666667
7A5	1.7755
CRISPLD1	0.559
MAD1L1	-0.610666666666667
SPIN4	-0.756
AMPD1	-1.25975
DPYSL5	0.2915
INPP1	-0.1835
ANKRD11	-1.4605
NPAS4	0.168
GCET2	0.4757
RNASE9	0.162
GUCY2D	0.764833333333333
CCDC98	-0.26825
FGF4	-0.27125
CPM	-0.7625
SLC26A4	0.258166666666667
PLD5	1.29666666666667
FAM59A	0.9247
FBXO5	-1.84422222222222
SIPA1L1	-0.04325
DPYS	2.784
ATG4D	0.078
TGM3	1.7685
MTCH1	0.0975
HK1	-0.189357142857143
CDC26	-0.0975
GALNT12	-1.97883333333333
LOC339229	-0.60575
MRPL35	-0.4175
ORC4L	-0.75625
TNKS	-0.361428571428571
C2orf24	0.178666666666667
ZNF553	0.143666666666667
GGTLA1	3.5231
ZNF497	0.19925
CDY1B	-0.75525
SLC30A4	0.0925
TUB	-0.80125
ARHGEF18	-0.01425
ARRB1	0.36875
KCNK1	-2.130375
EREG	-1.3761
SCAMP5	0.0635
RUNDC3B	1.28
ADAMTS20	-1.327
IL17RB	-1.09625
FLJ20323	-0.903
MCAM	0.276375
POLR3E	-2.71783333333333
AQR	0.0171666666666667
IPMK	-0.606
CDCA7	-3.694875
CAMP	0.000999999999999997
GRHL3	0.9305
ADAMTSL2	1.48233333333333
CLMN	1.76516666666667
SSTR3	0.4535
MAGEA5	-2.538
OVOL2	3.3525
JMJD1B	-0.16275
RBL2	0.3841
PYGO2	0.92225
PPP1R10	0.3825
CSE1L	0.45
LCA5	1.2675
RDH16	0.35175
ASRGL1	-1.094625
TOM1	0.676833333333333
PTX3	-3.1935
TTC15	0.32525
SCGB3A1	3.79883333333333
MRPL50	-1.0735
RCAN3	0.33975
SLC26A11	-0.17575
STYX	0.3255
CINP	-0.11475
MARCH7	-0.1955
PFKM	-1.6595
SGMS1	0.0621666666666667
RIOK3	0.4725
C1orf110	1.058
CES7	-0.077
LOC440248	-1.78
PPP1R12C	0.1335
C10orf27	0.4985
ATG9A	-0.5365
MRPS26	0.69475
TMEM40	-0.864
ELP3	0.7112
ZNF787	0.0346
HIAT1	0.536125
C8orf34	1.82516666666667
MGC4655	0.1728
PELI1	0.305833333333333
PPT1	1.6178
SLC35C2	-0.153
C6orf125	-1.00575
MUC4	-1.20983333333333
RFC4	-2.33085714285714
GNB2	0.345166666666667
NUP50	-0.403857142857143
SULT4A1	-0.497166666666667
C7	3.875875
CCDC130	-0.1825
ARRDC4	0.197
RQCD1	-0.20275
GLYCTK	-0.0945
AYTL2	-0.841090909090909
MTUS1	0.4451
LEMD3	0.471
PLEKHF2	0.5285
HOXA7	0.21425
GTF3C2	-0.6285
DYNLRB2	1.34325
CNOT10	-0.315
MR1	-0.6665
FFAR1	0.06775
PRIC285	0.191
SLITRK6	6.027
LIX1	-2.6123
UBE1L2	-0.1705
F8	0.601
ACHE	0.6085
KPNA5	0.108
TNFRSF12A	-0.350333333333333
EGR3	0.2755
SERPIND1	-4.12066666666667
OASL	0.99975
IFRD1	-0.972875
WDFY1	-0.0208333333333333
ZNF267	0.236375
ACCN5	-0.38
ZBTB6	0.38625
PPP1R3A	-0.176
PRRT3	0.96175
FBXL19	-0.796
TXNIP	0.571
ACTN2	-0.11875
ATG9B	-0.404375
C9orf117	0.446875
IL27	1.5945
RPL36AL	0.299
KLK15	-0.062
CHAD	2.73
RAP2B	0.0949
HEBP2	1.547
ZNF342	1.1515
CAMK2G	-0.1375
TLR3	-0.0845
FGF14	1.858
HMGB2	-2.151625
TRPM5	-0.336666666666667
OR5M11	0.511
KIF3B	0.111842105263158
PRICKLE2	1.145
MTMR9	0.45575
C3orf27	0.431
GLRA3	-2.51366666666667
NSDHL	-0.494
TMEM32	-0.35925
POLR2D	-0.875083333333333
MYADML	0.224
C9orf114	0.25175
MRGPRX1	0.5225
TOPORS	0.09475
CLDN19	-1.566
C1QL4	0.378
RNF165	-1.121
DHRS9	0.3585
DNAH2	-0.953
FXR1	0.289166666666667
ZMYM3	-0.905875
CASP3	-0.596333333333333
FAM120C	-1.003
SCLY	-1.39575
CA7	0.3455
ENTPD5	0.922666666666667
ZNF461	0.331625
PDIA5	0.27475
C1orf19	-0.6735
TMEM67	0.149
KCTD20	0.00600000000000001
WDR47	0.564
FLJ38723	3.4735
KLRF1	0.363833333333333
TAS2R16	0.5705
CLDN12	1.9345
PRKCE	-0.0305
UBXD4	-1.21325
ITGAM	2.41516666666667
GLT8D3	-0.542625
WDR31	0.124
RGS2	0.174
OR51L1	0.3345
MST1R	0.67475
KIAA1737	0.90575
OR4A5	-0.426
GLIS1	-1.13416666666667
PTMA	-0.138428571428571
NAPA	2.2555
PRDM11	-0.101
LIPF	1.432
DIRAS3	0.6165
ASGR2	-4.050125
C1QTNF4	1.76225
PIK3R4	0.1705
ARMC3	0.3735
NDUFV3	-0.151833333333333
BTBD3	0.0953333333333333
PPP1R2	0.20375
UBE2NL	-0.02375
FOSL2	1.44607142857143
FAM119A	-1.80033333333333
TUBA4A	-0.9049
KRTAP12-1	0.26625
SFRS2	-0.7465
RHPN1	-0.4541
EEF2	0.810666666666667
ZDHHC11	-0.161333333333333
EPHA3	-1.0961
RBM12	-0.7645
H2AFJ	-0.2555
EDIL3	2.4255
KIF26A	-0.93875
SERGEF	0.1965
B3GALT4	1.533
LOC90925	0.2315
OSCAR	1.102125
NPFF	-0.5625
DEDD	0.69475
TMEM155	-0.8015
PTPN1	-1.4765
SCYL2	0.186666666666667
SKAP1	2.27125
LEAP2	-3.50916666666667
GADD45G	0.932
IFITM3	1.227375
PILRB	-1.56883333333333
SLU7	-0.347125
DSC3	-1.946
DNMT3L	-1.88875
PAPD5	0.647625
B3GNT3	-1.19983333333333
LHCGR	1.252
MSL-1	0.094
UBE2S	-1.744875
SAP130	-0.68925
ANAPC11	-0.08
MAGED4B	-1.2415
ATP6V1B2	0.681333333333333
C14orf179	0.642
CAPZA1	0.268
CDYL2	-0.816333333333333
GLRX3	-0.6225
LOC136288	-0.68875
MOBKL1A	-0.10725
HTR2B	3.5105
CRYGD	-0.00133333333333334
NUS1	0.179833333333333
PGRMC1	0.692
MYOM2	0.61225
FLJ39653	-3.06016666666667
CHM	0.1757
OR5M8	0.1295
ZNF619	0.138
FAM105A	1.77625
CCNL1	-0.91075
NAP1L3	0.626
C10orf57	1.8955
B3GALNT1	1.0665
CSN1S2A	0.1455
TCP10L	1.48575
GDAP2	0.31575
DMKN	0.567666666666667
COX6B1	0.46225
DNASE2	1.04933333333333
MSH5	-2.57575
LGMN	0.354125
USP31	-0.0457
OR13C8	0.6115
SDCBP	-0.1633
NUDT11	-1.28083333333333
PYGL	-1.346
SNPH	-0.202666666666667
B3GNT4	-0.056
MIZF	0.0926
NUBPL	-0.511375
NOD1	0.398833333333333
CDH22	-1.078375
NUBP1	0.0525
DSCAM	-3.643
DGKI	2.1535
FAM136A	-0.99525
AKAP1	-0.3765
SLC16A6	-2.058
RIN3	0.5215
PSG2	0.15425
DIP2B	0.325
PSORS1C1	0.7426
KIAA0495	0.0755
FLJ90709	-0.202166666666667
LPA	-0.299
PIGA	0.191
LY75	1.89233333333333
UTS2	-6.37366666666667
RREB1	0.299625
GALNACT-2	1.5074
MGC3196	-0.39475
FLJ31568	-1.7925
LPHN1	0.493125
SP1	1.302375
TOX4	0.268833333333333
HSPA9	-0.6448
APOBEC1	0.5715
SLC35E4	-2.33825
LSM5	-0.8715
SURF1	0.2075
ZBTB1	0.84375
GTF2F1	0.461375
RPS15A	-0.351357142857143
DUSP21	0.09
GINS4	-3.48666666666667
MYO15A	-0.7655
GIMAP7	3.62175
MGC13379	1.28125
ATP6V1E2	-1.505
UTP3	1.14075
HNRPA3	-1.1785625
MT4	0.0865
C14orf155	0.394
U1SNRNPBP	0.14025
CKLF	-0.7115
PLEKHN1	-0.465666666666667
MBNL1	-0.14875
NUP160	-0.9
ACSM2A	-1.53775
LOC129881	-0.01
KIAA1529	-0.63275
FLJ22639	-2.6395
HAND1	-1.4515
GSX1	0.538
FGA	-4.6655
SERPINB1	-0.30575
ZNF642	0.9735
IGFBP1	-8.217875
SLC1A1	4.705625
DHX57	-0.843625
ZNF766	0.1355
PTPN21	0.4876
GDPD3	-1.95066666666667
PNPLA5	0.6355
TBR1	0.15125
FAM116A	-0.244
IQGAP1	0.772375
FOS	0.444375
ZNF226	0.32975
FIGNL1	-1.17666666666667
C14orf1	0.467166666666667
ZMYND17	-1.015
PUS7	-0.855
TUBB6	-0.654875
KCNQ2	-1.55125
MARCH6	-0.260666666666667
CCDC33	-0.04
PRODH	-0.76025
RBM11	0.0685
EPHA6	-0.6335
SLC43A1	1.66525
LOC196541	1.28971428571429
NTN1	-0.341916666666667
ING4	0.40725
PCDHB10	2.178
DPH2	0.168166666666667
SPACA4	0.06125
FBXL21	-5.955
DIAPH1	-0.9985
ZNF71	0.661833333333333
CEP76	-0.045
CORO1A	-0.52575
RRM2	-2.6455
EDG4	0.6445
OS9	0.1595
SLC4A1AP	-0.53575
COG5	0.277
COPS8	-0.72225
NGLY1	-0.62675
NCBP2	-0.060875
C17orf42	-0.807666666666667
GPSM3	0.891125
SIL1	0.0675
ASB6	0.392
SMAD5OS	-0.0943333333333333
UNC93A	-3.55025
A1BG	0.211166666666667
C21orf62	0.969
FMO5	0.516416666666667
ATRIP	0.0851666666666667
CEBPG	-0.2735
C7orf38	0.2395
TNFRSF1B	0.0486666666666667
CLEC1A	2.8045
IQSEC1	-0.0825
PATZ1	0.6354
RBM22	0.52525
BAG2	-1.85016666666667
PAQR5	-1.48283333333333
C9orf127	0.5027
THNSL1	-1.73925
SHROOM3	1.8889
JAM2	1.8755
SNRPN	-3.2635
ALX4	0.3425
CACNA1S	0.203
FAM130A1	0.723
CORIN	2.754
CD300LB	0.816
PLEKHG6	0.644
LRRC40	-0.84375
PCLKC	-1.18925
PCDHB16	0.711166666666667
WNT2B	0.643333333333333
ASNS	-2.47022222222222
MRPL49	-0.0315
FLJ46111	-0.447
ISG20	-0.121625
SMU1	0.489666666666667
CASZ1	1.0305
POLR1D	0.309416666666667
GIN1	-0.45025
SNAG1	0.569666666666667
ANKRD29	-0.74725
CDKN2AIP	-0.36125
KRR1	-0.05675
CXCL1	-0.1565
EPM2A	0.9027
PC	0.380333333333333
DEFB127	null
PDZRN4	2.33583333333333
FAH	1.097625
OR51E1	3.271
CDC2L6	0.163666666666667
DNTTIP1	-0.4195
PAX8	0.01225
TMEM116	-0.5825
C1orf150	0.8005
PRO2012	0.18775
MRPL40	-0.899833333333333
BEX1	-3.772
SLC2A4	1.63316666666667
PKMYT1	-1.671
FEZF2	-1.11383333333333
SLC26A9	-1.7895
MAP2	-0.20175
LYL1	-0.9015
SLC25A19	-1.01916666666667
NOS3	0.371
ZNF34	0.910666666666667
TMPRSS11F	-0.971666666666667
FAM43A	0.82675
FCRL4	1.09216666666667
KLF14	0.16175
FLRT2	0.0223333333333333
WRN	-1.705
SDF2	0.0833
KRT8P12	-0.3375
C6orf195	1.463
C9orf125	-1.53683333333333
DZIP3	-1.35825
RIT1	0.719333333333333
SCML1	-1.758
RHBDF2	-0.9655
OR2G3	0.747
REXO1L1	0.8685
MAP3K7IP3	0.113125
C3orf57	-2.27775
FBXW11	-1.17166666666667
ETAA1	-1.18225
C14orf131	-0.3326
AKT1S1	0.441
SLC12A5	-0.939625
C9orf164	1.78625
NRIP3	0.1765
NOS1AP	-0.06425
TMEM121	1.5735
SAP30BP	-0.4293
DGCR6	-0.00600000000000001
WDR76	-1.95175
FAM82B	-0.649666666666667
LOC606495	-1.025
MAP9	-0.465666666666667
BCDIN3D	0.829
CXorf36	3.97866666666667
DSCR3	-0.3833
ZFAND3	0.598875
C7orf43	0.413666666666667
SPSB3	0.7058
C19orf19	0.1405
FAM133A	-3.717625
C12orf25	0.3015
SLC39A3	-0.10775
DISP2	0.499
PI4KAP2	-2.323
MKRN3	-3.1595
ADAMTS13	-1.07175
CBLN3	0.2853
TTYH1	-1.90433333333333
C3orf18	1.3125
FLJ13236	-0.57225
ZMYND12	3.211
C18orf25	0.091125
GLB1L3	-1.051
ATP13A5	1.699
RANBP10	-0.241
CD96	-1.5512
DENND1C	0.07425
RBMS3	1.3856
SLC41A3	0.704666666666667
DGCR6L	-0.0895
TMEM128	-0.0501666666666667
CSNK1G3	-0.396928571428571
MOBKL2C	0.697125
TSPAN6	-0.886
MATN2	-0.0562
MSL2L1	-0.264166666666667
ST6GALNAC2	-0.726333333333333
FGFBP2	0.665625
FGL1	-6.44383333333333
MPP3	-0.743
ARHGEF6	0.7925
TGFBR2	1.237125
ACMSD	0.92775
IL33	3.859
C9orf5	-0.359916666666667
DEAF1	0.0985
AMN	-0.3555
DEFA6	0.4935
RNF212	-1.967
METT5D1	-0.0705
CIB1	0.8652
TSSK1B	0.104
KIAA1727	0.2615
ZNF680	0.670833333333333
LOC399900	-1.696
LOC152217	-0.276416666666667
CTNNAL1	-2.158
CIT	-1.007
TLE6	0.034
ZNF607	-0.67775
HERC4	-0.8755
DRAP1	-0.3233
PEMT	-0.19675
C10orf111	-1.959
ZNF575	0.706375
KCTD7	-0.099
MYO1F	0.36725
LOC285382	0.99875
RAB11A	0.8755
PLCD3	-0.74225
C15orf28	-0.5645
PTBP2	-0.85625
CTB-1048E9.5	-0.533
C19orf60	0.412333333333333
C7orf25	0.1985
SETD7	1.249875
HOXB9	-2.271
VANGL1	0.06625
CHAF1B	-2.408
NDUFA3	0.705
KIAA1328	-0.223
SHARPIN	0.47175
TTC23	-0.258
UGP2	0.330583333333333
ANKIB1	-0.341
CIRBP	1.48014285714286
SEC14L4	-3.459
OVCH1	-0.206666666666667
VPS52	0.36575
FAT	-0.697875
M6PRBP1	0.44875
GPRIN3	0.413
PPM1F	0.4025
TSR1	-0.8105
CCDC85A	3.33175
PCSK5	2.15425
ZFHX3	-0.018
HEMK1	-0.737
PGBD2	0.1645
RSRC2	-0.295333333333333
AURKC	-1.06016666666667
SCRIB	-0.309625
ORM2	-3.4585
FAM115A	-0.6332
FZD6	-0.045375
UNC119	-0.184666666666667
GPX3	0.4932
NOV	-0.707
CABC1	0.6535
CDC42SE2	-0.3365
EIF2S2	-0.5492
RNF130	0.91725
CKAP5	-0.647833333333333
RP11-413M3.2	1.0195
C10orf18	0.5539
TMEM93	-0.6755
DYX1C1	2.4555
KCNMB2	-1.78
ANK3	0.441666666666667
KRT5	-3.1585
CDH12	-2.024
QRSL1	-0.6745
JUB	-0.47775
SHC4	-2.972625
CCL15	1.9895
CCDC22	-0.2165
SNX24	-1.06175
RARS	-0.9925
MORC2	-0.3505
FAM48A	0.3545
MT1H	-1.5225
PPP1R14C	-4.06716666666667
FOXD1	-2.53421428571429
C1orf213	-1.997
AMT	-2.2892
DSN1	-2.52525
PTPLAD2	3.05925
DIS3L	-0.1975
RASL11A	0.82625
GPRC5B	0.083375
FRMD7	0.3515
STRN4	0.6495
KITLG	1.51040909090909
HDGF	-0.72775
OR1S1	0.3605
SETX	-0.2374
DDR2	1.844875
KCTD12	2.197
LYZL2	-1.1985
WDR52	-0.0525
TMEM2	0.394625
ZNF579	0.281
LOC200810	0.26325
TNFSF9	-1.739
PPFIA4	-3.66825
CNIH3	0.881833333333333
MAP4K4	-0.493285714285714
ROD1	0.079
ALS2CR12	-0.664
DOCK3	-1.87733333333333
PAQR9	-4.83075
ASB17	-1.771
STX16	-0.188125
FEZ2	-0.245
DLAT	0.0591666666666666
KIF21B	-1.34316666666667
CDC5L	-0.5205
TMEM119	2.43183333333333
CRIP3	-1.747
TPSD1	0.774166666666667
TEPP	-0.47675
GNGT2	1.7885
C21orf121	1.765
WNK1	-0.251083333333333
FLJ10490	0.3787
OR51B5	-2.516
LOC203547	-0.4455
HAS1	0.243
PPA1	0.442166666666667
ST7	1.046125
C11orf46	0.4486
POPDC3	-3.503
ACOX2	0.542666666666667
ATCAY	-0.751916666666667
TM4SF19	1.983
MFSD9	-0.392166666666667
PDHB	0.219
ERN1	0.23825
LCE3C	0.5485
GPR111	0.809
NOTCH3	1.74
ADAMTS5	2.9695
B3GALT1	-1.02975
UGCGL1	-0.9265
FAM58A	0.463166666666667
FBXO32	1.64325
CLPP	0.3465
NXPH1	-1.316
MTMR3	0.658166666666667
ATP1B3	-0.47125
TMEM16A	4.0225
HIST1H3F	0.165333333333333
TRIM25	-0.440333333333333
SDCBP2	2.1035
CRKL	-0.998
HOXB2	2.05116666666667
ANP32B	-0.74225
GATM	3.972
AP4E1	0.0905
EDG5	0.429375
CDKN3	-2.25533333333333
CDH4	-1.86525
PGD	-0.263666666666667
RND1	1.2355
GAD1	0.4694
MPG	0.15625
LOC440350	-0.1
ZNF133	-0.48375
SERPINB12	0.9335
AMELY	-0.6616
DHX36	-0.9645
TNFAIP8L2	3.25483333333333
PHTF2	0.394055555555556
CCDC112	-1.37033333333333
IQCC	-0.68525
HEYL	3.307
FTSJ2	-0.942166666666667
APPL1	-0.224625
RAB43	0.449214285714286
OR10G2	0.4445
WAC	-0.346333333333333
ADCY9	0.119875
RUNDC2B	-0.642166666666667
PYCRL	0.1143
AGPAT7	-0.396833333333333
SLC22A9	-1.88616666666667
CDKAL1	-0.0695
PDYN	-0.982
C20orf74	-0.876
MTMR11	1.0735
VAV3	4.41858333333333
DAPL1	1.45175
STXBP3	0.46825
EIF3G	0.04075
ARHGAP22	0.214
NPFFR1	0.0915
NPC1	-0.448166666666667
ALDH9A1	0.696333333333333
ZNF600	1.012125
ZNF678	0.935
RASSF1	0.340916666666667
ADD2	-2.990375
PITPNB	-0.4645
PKD2L2	0.21275
LRP11	-0.2875
CDKL1	-0.3605
SMEK2	0.25525
PRODH2	-3.217
C11orf54	-0.103166666666667
SFRS11	-0.8485
IL7	-1.03716666666667
ALS2CR16	-0.5275
BTG3	-1.245
PAK2	-0.1635
RP11-679B17.1	-0.51425
GATA4	-2.0875
ATP2B1	-1.9005
LOC130940	-0.839
C1orf172	2.51933333333333
ATF7IP2	-3.00575
SLC25A43	0.6015
CENTG3	0.17275
IGF2BP1	-4.1817
FCHSD1	0.5105
CAMK2N2	0.339166666666667
ELAVL3	-0.3639
NBPF15	0.16
UBE2J2	0.446272727272727
GNL2	-0.612
PRR3	0.0318
NLF2	0.683
OR4F6	-0.0925
KLHL24	0.651666666666667
CCDC88A	-1.3105
SGPP1	0.789166666666667
C10orf11	-0.2535
SLC35B4	-1.36666666666667
UGT3A2	-0.976
ARNT2	1.2442
CBR1	-0.287375
ITPR3	-1.00083333333333
TRAPPC6B	-0.2819
AMZ1	-1.1345
ARP11	0.35425
WDSUB1	-0.36925
APBA1	1.20566666666667
RAB2A	1.4057
C6orf162	-0.053375
HPSE2	2.98275
PLCE1	-0.2825
INSL3	1.16075
DLG1	0.3936
PTPLA	-3.327
PIGX	-0.252875
TFIP11	-0.110166666666667
FIBIN	3.442
POLR2G	-0.29075
GRAP2	-2.0719
DNAJB8	0.06575
CNBP	0.5405
WASF1	-0.30675
INPP5E	-0.4065
HSPB1	-0.315125
TMEM167	0.28
CUBN	0.28075
IGF1	3.7275
ITPK1	0.564
NAALAD2	-0.72425
G3BP1	-0.1952
NT5DC1	0.293875
CYP39A1	0.0645
TMEM139	0.521916666666667
POLK	-0.570111111111111
GLULD1	-3.50975
RBM15	-1.13283333333333
AMZ2	-0.9875
GDF15	-0.827333333333333
MESDC2	-0.091
INCA	0.337833333333333
ACY1L2	-3.044
GZMM	-0.332666666666667
PAIP1	0.27225
CACNA2D1	0.839
STK32C	0.2655
SH3BP4	1.0795
DEC1	-0.161
PADI1	0.416
UBB	-0.2616
PON3	-1.23316666666667
PROP1	0.5495
ANKRD13B	-0.144
ADCK1	0.41125
TCF25	-0.547833333333333
SLC38A5	-1.7465
CXorf26	0.0155
C19orf39	0.478
PPP1R13B	0.8125
ARL2	-0.4155
TCL6	0.146333333333333
TOP3A	-0.8035
SLC16A14	0.397
FXYD6	2.13666666666667
HIST1H4E	-0.58725
BBC3	0.235052631578947
UNC5A	0.643666666666667
FAM86C	-0.1268
PI4KB	0.973125
B3GAT1	-3.975
SUSD2	3.012
OAZ2	-0.5525
NOC4L	0.325
C10orf12	-0.628
FADS1	-2.22166666666667
LOC144097	-0.0755
DKK2	2.88666666666667
KIAA1949	0.7405
RHOT1	0.51
OXT	2.19883333333333
GPR153	0.47275
ARL4A	-1.67616666666667
SAAL1	-1.29525
CCDC64	0.325
USE1	-0.140333333333333
HNMT	0.220333333333333
PCGF3	-0.225125
CYP2C19	-0.24475
C20orf4	0.5845
CCDC11	-0.29025
ACSBG2	0.07225
RWDD2A	0.355
PALLD	2.426
CPLX4	-0.698
LOC492311	0.95675
KPNA2	-2.29866666666667
MACROD1	-0.1971
TMCO3	2.59333333333333
C15orf52	-0.6385
BIRC5	-2.1426
PRR16	0.696333333333333
FAM63B	-0.73
KATNB1	-0.767
WNT8B	0.0475
CPLX3	-0.37675
GHR	2.723875
CCDC124	-0.14925
BCLAF1	-0.26125
GOLGA3	0.9281
CLEC4E	4.25133333333333
AKR1CL1	-0.371
