Hybridization REF	TCGA-BH-A18M-01A-11R-A12D-07
SMARCD1	-0.389666666666667
ZFP106	-0.1925
ZNF347	0.1002
GTF2E1	0.223
RY1	-0.141666666666667
ATAD2B	0.148375
ARHGAP17	-0.4679
KCNIP3	-0.54825
SFPQ	0.4135
GFRA4	0.4175
AKR1B10	-4.04025
TIGD6	1.15083333333333
RGS16	1.947125
URB1	-1.14983333333333
OR4C46	0.117833333333333
TOP3B	-1.0795
NFATC4	0.5215
CA14	-3.54575
BMPR1A	-0.155333333333333
SNRP70	-0.7835
PRL	0.0723636363636364
C6orf130	0.08625
STAG2	-0.524
CD55	-0.123714285714286
RPS23	0.954833333333333
SSX2	-2.63133333333333
FDPSL2A	-0.12225
FBXO27	0.211625
SYNGR3	-1.43233333333333
TMSL3	2.227
EML1	-0.606
NUP93	-0.121083333333333
SMAD3	-0.0375
KIAA1189	1.622
HNRPUL2	-0.0316666666666666
TBC1D12	0.771833333333333
C16orf24	1.619
MRVI1	2.63716666666667
ZNF581	-0.0565
ELOVL3	0.264
OR51Q1	0.5035
CACNB3	1.342
GALNT13	-1.003125
C10orf84	1.6483125
NEDD4	-0.0963
SPO11	-0.099
OR5AU1	0.4705
NEK4	0.0811428571428572
PRKAR2A	-1.0695
IHPK1	-0.0725
ATP6V0B	0.069
CACNA1E	1.802
CEACAM8	0.2984
PEX14	0.092
FLJ12993	-0.896
ZBTB38	-0.587916666666667
PCTK2	0.886166666666667
LRRC16	0.5168
FBLIM1	0.623583333333333
FYCO1	1.60225
RP5-1022P6.2	-0.477666666666667
CMTM1	0.629333333333333
PLTP	0.4155
RAPH1	0.315125
DOCK8	0.11825
EZH2	-1.992
SLC25A1	-0.7905
PLEKHB1	0.9685
GRB7	0.5246
ZFP37	-0.20425
MRPL33	-0.52275
PELO	-0.231
ARMC1	-0.901636363636364
C9orf27	0.1135
FLJ25778	0.262
C9orf37	-0.8105
TMEM66	1.33775
SPRN	0.12825
HBEGF	1.359625
PI4KA	-1.172
LEPRE1	-0.15725
POU2AF1	-1.6565
MRPL12	-0.586333333333333
REP15	0.2955
ZC3H3	0.194
RASAL1	-1.57975
DDAH1	1.959
ACBD5	0.525875
TMC2	0.023
CCDC137	-1.18375
SAMD13	-0.613166666666667
UGT2B15	-3.5825
TIPARP	0.15425
DNASE1L3	2.884
TRIM72	-0.0765000000000001
DBX2	1.5765
IPO8	-0.39025
C21orf88	-0.1824
MAP3K14	0.646
LOC51233	0.473166666666667
GGTLA4	-1.314
PDE6D	0.24575
ZNF117	-0.75525
CLK2	-1.06375
NKRF	-1.1735
TNFSF15	0.3569
DUSP2	0.637875
SECISBP2	-0.2448
GABRR2	-0.515
PPAP2C	1.66275
LOC51145	0.067
PAG1	-0.424875
PIK3C3	0.007
GNG10	0.7065
APOL4	0.2275
ANKRD28	-0.87525
STMN3	-0.7629
RAB14	0.4521
CDK2AP2	0.014
HDDC3	0.037625
COMMD7	0.564875
CXXC1	-0.294
HMCN1	0.3475
CD40	0.601
DYNC1LI2	-0.3980625
GDI1	-0.4075
LOC646938	-0.25825
VSNL1	-0.784
PIH1D1	-0.124166666666667
RAET1G	0.326
KRTAP5-9	0.0635
EFTUD2	-0.67375
ZNF311	0.8145
ATP6V1G3	0.638
OR2W3	0.151
SCN4A	0.80625
MED10	-0.36175
FAM135A	-0.959
ARHGAP4	-1.29975
EHMT2	-0.9545
UFD1L	-0.8535
ERMP1	0.65175
MAG1	-1.90483333333333
THAP8	0.305833333333333
HACE1	-0.530833333333333
FAM82C	-0.0876666666666667
C3orf20	-0.0035
UNC84A	-1.05833333333333
SCD5	0.0538571428571429
LASS6	1.36275
LSG1	-0.353333333333333
MAL	-4.44975
GPR22	0.165
WDR5B	0.7815
ACTRT1	0.267
C17orf60	0.373166666666667
GRIN2C	0.7854
ARMC8	-0.205416666666667
SLC47A1	-1.66783333333333
DMPK	0.4775
DHRS13	-0.6075
SMC1A	-0.787
KRTAP17-1	-0.5635
SMYD5	-0.8415
TUSC2	0.4655
CRHR2	0.579
KIR3DL2	-0.1545
CCDC104	0.61425
ATP2C1	0.503625
CROT	0.37625
PABPC3	-1.35833333333333
EGR1	2.66416666666667
THSD1	1.35275
KHK	-1.2575
SLC12A2	1.99075
CD58	-0.78775
STOX2	-0.893833333333333
CCDC76	-0.4593
CCDC48	4.20075
DNAH1	0.256833333333333
ZIC4	-0.8255
OR1G1	0.4975
PSMC6	-0.599666666666667
PROKR1	0.641
ABCB1	0.566625
TRAT1	-0.89925
LLGL1	0.152
MTF1	0.80825
USP54	0.184875
PAGE2B	-2.063
ITGB7	-3.7075
CCDC81	0.073
LOC149837	0.29625
SCUBE1	0.2675
ZSCAN10	0.956
HUWE1	-0.390785714285714
CDH17	-0.4065
CD180	-0.294
IL17A	-0.40425
TMPO	-1.17025
KIAA1524	-1.18683333333333
HDGFRP3	0.5515
OXCT1	-0.682818181818182
RRAS2	-0.100833333333333
LTBP2	2.852125
SV2B	1.95183333333333
CYP2A6	0.564875
PKD1L2	-0.993666666666667
PPM1M	0.728
FLJ22662	1.796
ZNF502	1.53125
GP6	-1.00725
CRYBA2	-1.45625
LEF1	-1.4271
CTPS	-1.52057142857143
EYA1	-3.40083333333333
EPS8L1	1.577
MAPK14	-0.678666666666667
SERPINB2	-4.77925
GTF2F2	0.264166666666667
ZNHIT4	-0.554
PLA1A	0.614375
C20orf114	3.3885
HPR	-2.7825
C18orf2	-3.4595
SATB2	-1.83825
KCNJ9	0.327125
MGC157906	0.6345
MOCS3	-0.38225
C17orf71	-0.484833333333333
PPHLN1	-0.2562
HIST1H2BN	-0.506875
RAPGEF1	-0.5385
MAP3K8	0.62825
DLG4	0.975
STC1	1.16733333333333
CDGAP	0.87575
DDX26B	-1.003
LOC150223	-1.61775
CPSF3	-0.630666666666667
TMEM14A	0.365
MYH3	-0.8385
GPKOW	0.3435
SULT1A1	0.918166666666667
SPON1	4.996
YY1AP1	0.198166666666667
RAB23	0.49075
PLA2G4A	-3.08625
MAPRE3	-0.45525
ZNF516	0.7755
GGPS1	1.49425
EXOC3L2	-0.398
C19orf42	1.0714
MAP2K2	-0.2645
HIST1H2BB	-0.8965
RNF19B	0.439
C6orf128	-0.0831666666666667
TLR8	2.70425
PCDHA9	-0.26
CARS2	0.72575
CLUL1	2.577
RHAG	-3.937
UNK	-0.044
EXOC8	1.1946
C9orf95	0.9505
C14orf143	0.5885
MAML3	0.271875
LDHA	-1.44275
MRPL20	0.4965
KLHDC6	0.659333333333333
ATP5S	0.135666666666667
C8orf55	0.61375
PHF19	-2.18375
KRTAP13-4	0.57
TTC5	-0.18875
XKR5	-0.4695
SILV	-4.1695
TEX28	-0.395
TCTN1	0.97075
CX40.1	0.0795
PPP2R5C	-0.238
C12orf30	-1.5025
CAPG	2.02375
MPZL1	0.6433
ARSB	-1.08116666666667
TDH	-2.18125
WASF4	0.75425
TSSK3	-1.11533333333333
7A5	1.762
CRISPLD1	2.429875
MAD1L1	-0.360666666666667
SPIN4	-0.59
AMPD1	1.9855
DPYSL5	-0.763
INPP1	0.370166666666667
ANKRD11	-1.72583333333333
NPAS4	0.1365
GCET2	0.5605
RNASE9	-0.6225
GUCY2D	0.425333333333333
CCDC98	0.5945
FGF4	-0.304625
CPM	-1.1115
SLC26A4	-1.7195
PLD5	-0.1445
FAM59A	-0.7314
FBXO5	-2.05688888888889
SIPA1L1	0.06
DPYS	0.813
ATG4D	0.10875
TGM3	-0.0045
MTCH1	-0.244625
HK1	0.178285714285714
CDC26	0.31725
GALNT12	-2.79566666666667
LOC339229	-0.1255
MRPL35	-0.313
ORC4L	-0.220125
TNKS	-0.0552857142857143
C2orf24	0.0113333333333333
ZNF553	0.739333333333333
GGTLA1	3.3
ZNF497	0.382
CDY1B	-0.416
SLC30A4	-0.316875
TUB	0.191875
ARHGEF18	0.34325
ARRB1	1.4555
KCNK1	1.796625
EREG	-3.9317
SCAMP5	-0.40725
RUNDC3B	2.72175
ADAMTS20	-0.00475
IL17RB	0.262
FLJ20323	-0.41375
MCAM	-0.333
POLR3E	-1.83275
AQR	0.369666666666667
IPMK	-0.901
CDCA7	-4.039375
CAMP	1.23425
GRHL3	1.687
ADAMTSL2	1.449
CLMN	1.6495
SSTR3	0.429
MAGEA5	-2.36583333333333
OVOL2	3.655
JMJD1B	0.64925
RBL2	0.6893
PYGO2	0.23625
PPP1R10	0.032
CSE1L	-1.114
LCA5	1.9055
RDH16	2.13025
ASRGL1	-1.286875
TOM1	-0.2555
PTX3	-4.4665
TTC15	0.2135
SCGB3A1	2.1775
MRPL50	-0.98075
RCAN3	-0.153875
SLC26A11	0.8695
STYX	-0.108833333333333
CINP	-0.06125
MARCH7	0.22825
PFKM	-0.315
SGMS1	1.042
RIOK3	-0.2916
C1orf110	-0.149
CES7	-0.0487142857142857
LOC440248	-1.19425
PPP1R12C	-0.14775
C10orf27	0.3345
ATG9A	-0.677
MRPS26	0.830125
TMEM40	1.2725
ELP3	0.0401
ZNF787	0.1351
HIAT1	0.49975
C8orf34	2.2165
MGC4655	-0.0939
PELI1	-0.133833333333333
PPT1	0.7148
SLC35C2	-0.322666666666667
C6orf125	-0.2745
MUC4	-1.2015
RFC4	-1.817
GNB2	0.097
NUP50	-0.414142857142857
SULT4A1	-2.2155
C7	4.779875
CCDC130	-0.0108333333333333
ARRDC4	0.278
RQCD1	-0.2025
GLYCTK	-1.22675
AYTL2	-1.07363636363636
MTUS1	1.147
LEMD3	-0.266833333333333
PLEKHF2	1.3085
HOXA7	0.27475
GTF3C2	-1.8435
DYNLRB2	3.25525
CNOT10	-0.37825
MR1	0.749833333333333
FFAR1	0.18275
PRIC285	0.2575
SLITRK6	2.72
LIX1	-2.41988888888889
UBE1L2	-0.355916666666667
F8	1.334875
ACHE	0.0458333333333333
KPNA5	1.5995
TNFRSF12A	-0.609333333333333
EGR3	2.2885
SERPIND1	-3.63566666666667
OASL	3.30275
IFRD1	-1.45725
WDFY1	-0.3565
ZNF267	0.467375
ACCN5	0.336
ZBTB6	-0.0355
PPP1R3A	0.232
PRRT3	1.79425
FBXL19	-0.4735
TXNIP	1.8195
ACTN2	-1.86075
ATG9B	-0.465125
C9orf117	0.511625
IL27	-0.2005
RPL36AL	0.0675
KLK15	-0.6625
CHAD	2.2135
RAP2B	0.4519
HEBP2	1.06675
ZNF342	-0.3375
CAMK2G	-0.6835
TLR3	2.62575
FGF14	2.157
HMGB2	-0.071125
TRPM5	-0.140166666666667
OR5M11	-0.2255
KIF3B	-0.225578947368421
PRICKLE2	1.38375
MTMR9	0.109
C3orf27	-0.1175
GLRA3	-2.07983333333333
NSDHL	-0.238166666666667
TMEM32	-0.48125
POLR2D	-1.1335
MYADML	0.305
C9orf114	-0.67675
MRGPRX1	-0.828
TOPORS	0.50875
CLDN19	1.3465
C1QL4	-0.28
RNF165	0.9615
DHRS9	-0.3625
DNAH2	0.893666666666667
FXR1	-0.274833333333333
ZMYM3	-0.662625
CASP3	0.265833333333333
FAM120C	-0.303
SCLY	-0.8035
CA7	0.3865
ENTPD5	-0.422333333333333
ZNF461	0.283625
PDIA5	-0.39925
C1orf19	-0.754666666666667
TMEM67	-0.25025
KCTD20	-1.06575
WDR47	1.036
FLJ38723	0.7985
KLRF1	0.177166666666667
TAS2R16	0.8075
CLDN12	0.31
PRKCE	-0.4205
UBXD4	-0.6845
ITGAM	2.45216666666667
GLT8D3	-0.2605
WDR31	0.4788
RGS2	1.218
OR51L1	0.1405
MST1R	0.88825
KIAA1737	1.12825
OR4A5	0.922
GLIS1	-0.8165
PTMA	0.103642857142857
NAPA	0.38375
PRDM11	0.35425
LIPF	0.569
DIRAS3	2.415
ASGR2	-3.77825
C1QTNF4	2.4135
PIK3R4	0.0625
ARMC3	4.909
NDUFV3	-0.320083333333333
BTBD3	-0.754666666666667
PPP1R2	0.53025
UBE2NL	0.3575
FOSL2	0.9765
FAM119A	-0.950333333333333
TUBA4A	-0.901
KRTAP12-1	-0.292
SFRS2	-0.862
RHPN1	0.6067
EEF2	-0.525166666666667
ZDHHC11	-1.27116666666667
EPHA3	-1.7279
RBM12	-0.1905
H2AFJ	1.13808333333333
EDIL3	1.9825
KIF26A	-1.151
SERGEF	0.75825
B3GALT4	2.02675
LOC90925	0.373333333333333
OSCAR	0.28925
NPFF	-0.340875
DEDD	0.277625
TMEM155	-1.13242857142857
PTPN1	-0.67825
SCYL2	0.453833333333333
SKAP1	3.04525
LEAP2	-2.39166666666667
GADD45G	2.4776
IFITM3	1.839875
PILRB	-1.31316666666667
SLU7	0.4639375
DSC3	1.43775
DNMT3L	-1.73925
PAPD5	0.371
B3GNT3	-1.74666666666667
LHCGR	0.188
MSL-1	-0.05275
UBE2S	-1.93575
SAP130	-0.44075
ANAPC11	0.16325
MAGED4B	-1.625
ATP6V1B2	0.118166666666667
C14orf179	1.4045
CAPZA1	0.309625
CDYL2	-0.0908333333333333
GLRX3	-0.6495
LOC136288	-1.613
MOBKL1A	-0.139
HTR2B	4.37875
CRYGD	0.312
NUS1	-0.350166666666667
PGRMC1	-0.066
MYOM2	1.23825
FLJ39653	-2.0335
CHM	-0.0401
OR5M8	0.3365
ZNF619	0.9665
FAM105A	1.101
CCNL1	-0.8975
NAP1L3	0.36325
C10orf57	1.46716666666667
B3GALNT1	1.0085
CSN1S2A	0.376
TCP10L	1.655
GDAP2	0.136
DMKN	0.5465
COX6B1	0.0825
DNASE2	0.366333333333333
MSH5	-1.746
LGMN	0.43475
USP31	0.2724
OR13C8	0.3615
SDCBP	0.5921
NUDT11	-1.55466666666667
PYGL	-1.1545
SNPH	-0.056
B3GNT4	-0.9645
MIZF	-0.7647
NUBPL	-0.242375
NOD1	-0.00566666666666666
CDH22	0.994375
NUBP1	0.6085
DSCAM	-3.371
DGKI	0.9655
FAM136A	-0.874
AKAP1	0.075
SLC16A6	-0.89375
RIN3	0.034
PSG2	0.0535
DIP2B	0.431416666666667
PSORS1C1	0.4022
KIAA0495	0.001
FLJ90709	-0.0271666666666667
LPA	-0.454833333333333
PIGA	-0.0898333333333333
LY75	3.20283333333333
UTS2	-5.70116666666667
RREB1	-0.26425
GALNACT-2	0.3648
MGC3196	-0.3345
FLJ31568	0.00974999999999999
LPHN1	-0.2795
SP1	0.79875
TOX4	0.275
HSPA9	0.5466
APOBEC1	0.2945
SLC35E4	-1.91425
LSM5	-1.008
SURF1	0.3375
ZBTB1	0.404083333333333
GTF2F1	0.18825
RPS15A	0.534214285714286
DUSP21	-1.1815
GINS4	-2.99383333333333
MYO15A	0.352166666666667
GIMAP7	4.2875
MGC13379	1.65175
ATP6V1E2	-0.944833333333333
UTP3	0.044
HNRPA3	-0.421125
MT4	-0.174
C14orf155	0.461
U1SNRNPBP	0.698
CKLF	-0.8265
PLEKHN1	-0.389
MBNL1	-0.271666666666667
NUP160	-0.69825
ACSM2A	-1.79275
LOC129881	1.40175
KIAA1529	0.44975
FLJ22639	-1.94325
HAND1	-1.418
GSX1	-0.4055
FGA	-4.38473333333333
SERPINB1	0.41
ZNF642	0.33025
IGFBP1	-7.635625
SLC1A1	1.375875
DHX57	-0.666
ZNF766	-0.0685
PTPN21	0.3834
GDPD3	-0.270166666666667
PNPLA5	0.1435
TBR1	0.0421666666666667
FAM116A	0.37275
IQGAP1	0.265375
FOS	2.07275
ZNF226	0.03675
FIGNL1	-0.762666666666667
C14orf1	0.220333333333333
ZMYND17	-1.331
PUS7	-1.145
TUBB6	-0.71125
KCNQ2	-1.3375
MARCH6	-0.50975
CCDC33	0.1895
PRODH	-0.40025
RBM11	2.80625
EPHA6	0.44425
SLC43A1	-0.42925
LOC196541	-0.0104285714285714
NTN1	0.759166666666667
ING4	0.696
PCDHB10	1.268
DPH2	-0.647
SPACA4	0.24
FBXL21	-4.554
DIAPH1	-0.698333333333333
ZNF71	0.516
CEP76	-0.3575
CORO1A	-0.49925
RRM2	-2.822875
EDG4	0.48975
OS9	-0.219166666666667
SLC4A1AP	-0.843
COG5	-0.5065
COPS8	0.34325
NGLY1	-0.504
NCBP2	-0.016125
C17orf42	-0.0613333333333333
GPSM3	0.361625
SIL1	1.26383333333333
ASB6	-0.44
SMAD5OS	0.914833333333333
UNC93A	-2.92
A1BG	0.657833333333333
C21orf62	0.17925
FMO5	0.508416666666667
ATRIP	0.693166666666667
CEBPG	-0.295666666666667
C7orf38	-0.277666666666667
TNFRSF1B	0.7915
CLEC1A	2.35216666666667
IQSEC1	-0.143375
PATZ1	0.4312
RBM22	0.5225
BAG2	-1.27316666666667
PAQR5	-1.80433333333333
C9orf127	0.9221
THNSL1	0.408
SHROOM3	1.8314
JAM2	2.04425
SNRPN	-2.59175
ALX4	0.161
CACNA1S	0.476
FAM130A1	0.733
CORIN	3.468
CD300LB	0.946
PLEKHG6	0.398
LRRC40	-0.43625
PCLKC	-0.90375
PCDHB16	0.435666666666667
WNT2B	0.6625
ASNS	-2.51155555555556
MRPL49	0.3795
FLJ46111	-0.28975
ISG20	0.2035
SMU1	0.200833333333333
CASZ1	0.76
POLR1D	0.0749166666666667
GIN1	0.60325
SNAG1	0.526833333333333
ANKRD29	-0.78725
CDKN2AIP	-0.00175
KRR1	-0.1215
CXCL1	-2.60516666666667
EPM2A	-0.1978
PC	0.514666666666667
DEFB127	-0.857
PDZRN4	1.76366666666667
FAH	1.22075
OR51E1	1.267
CDC2L6	-0.809
DNTTIP1	-0.503
PAX8	-0.21675
TMEM116	0.7245
C1orf150	0.4135
PRO2012	0.0235
MRPL40	-0.634333333333333
BEX1	-2.7391
SLC2A4	0.145333333333333
PKMYT1	-1.23275
FEZF2	-0.113666666666667
SLC26A9	-2.39925
MAP2	1.26275
LYL1	-1.09725
SLC25A19	-0.606833333333333
NOS3	-0.0405
ZNF34	1.1835
TMPRSS11F	-0.522333333333333
FAM43A	-0.34675
FCRL4	0.233
KLF14	-0.014
FLRT2	0.506
WRN	-1.3675
SDF2	0.7396
KRT8P12	-0.30325
C6orf195	0.38
C9orf125	-1.11033333333333
DZIP3	-1.19275
RIT1	0.659
SCML1	-1.22533333333333
RHBDF2	0.22425
OR2G3	0.3875
REXO1L1	-0.785
MAP3K7IP3	-0.4435
C3orf57	-3.432
FBXW11	-0.860166666666667
ETAA1	-0.5345
C14orf131	-0.2658
AKT1S1	-0.47975
SLC12A5	-0.723
C9orf164	0.8655
NRIP3	0.288125
NOS1AP	-0.3645
TMEM121	1.44625
SAP30BP	-0.0075
DGCR6	0.36325
WDR76	-1.2565
FAM82B	-0.36175
LOC606495	-0.756
MAP9	1.818
BCDIN3D	1.11025
CXorf36	4.0735
DSCR3	0.2011
ZFAND3	0.262875
C7orf43	0.0793333333333333
SPSB3	0.8632
C19orf19	0.335
FAM133A	-2.735625
C12orf25	0.20325
SLC39A3	-0.4125
DISP2	1.20475
PI4KAP2	-2.339
MKRN3	-1.29366666666667
ADAMTS13	-0.52
CBLN3	0.6439
TTYH1	-1.1045
C3orf18	1.592
FLJ13236	0.2355
ZMYND12	3.5785
C18orf25	0.52775
GLB1L3	-0.805
ATP13A5	1.2075
RANBP10	-0.494
CD96	-0.838
DENND1C	0.07975
RBMS3	1.5342
SLC41A3	0.308166666666667
DGCR6L	0.33625
TMEM128	0.863666666666667
CSNK1G3	0.704428571428571
MOBKL2C	1.248625
TSPAN6	-0.433625
MATN2	1.2751
MSL2L1	-0.598833333333333
ST6GALNAC2	-0.3335
FGFBP2	0.945
FGL1	-5.43083333333333
MPP3	0.155166666666667
ARHGEF6	1.45016666666667
TGFBR2	0.80975
ACMSD	2.10475
IL33	4.7735
C9orf5	-0.03925
DEAF1	0.4196
AMN	-0.1005
DEFA6	0.04325
RNF212	-1.09775
METT5D1	0.300333333333333
CIB1	0.8812
TSSK1B	0.0853333333333333
KIAA1727	0.696
ZNF680	0.75525
LOC399900	-1.0055
LOC152217	0.202166666666667
CTNNAL1	-2.9465
CIT	-2.043
TLE6	0.2635
ZNF607	-0.26175
HERC4	-1.04033333333333
DRAP1	-0.2273
PEMT	0.134
C10orf111	-1.7385
ZNF575	1.066875
KCTD7	-0.03825
MYO1F	0.464125
LOC285382	-0.70175
RAB11A	0.9217
PLCD3	-0.42475
C15orf28	-0.18625
PTBP2	-0.45975
CTB-1048E9.5	-0.22675
C19orf60	-0.000833333333333334
C7orf25	0.1845
SETD7	0.4275
HOXB9	-4.142
VANGL1	-0.086625
CHAF1B	-1.496
NDUFA3	0.4365
KIAA1328	0.172
SHARPIN	0.535
TTC23	0.355875
UGP2	0.663
ANKIB1	-0.640888888888889
CIRBP	1.48028571428571
SEC14L4	-3.0135
OVCH1	0.471833333333333
VPS52	-0.6175
FAT	-0.8575
M6PRBP1	-0.5995
GPRIN3	0.6005
PPM1F	-0.683833333333333
TSR1	-0.54825
CCDC85A	2.44275
PCSK5	2.38475
ZFHX3	-0.187
HEMK1	-0.0145
PGBD2	1.1675
RSRC2	0.204166666666667
AURKC	0.7325
SCRIB	0.257875
ORM2	-4.28816666666667
FAM115A	-0.5534
FZD6	-0.89325
UNC119	0.410166666666667
GPX3	0.5094
NOV	1.090375
CABC1	-0.073125
CDC42SE2	0.7491875
EIF2S2	-0.1691
RNF130	1.320625
CKAP5	-0.983833333333333
RP11-413M3.2	0.9415
C10orf18	0.3373
TMEM93	-0.08925
DYX1C1	2.47525
KCNMB2	-2.03942857142857
ANK3	1.11283333333333
KRT5	0.1788
CDH12	-1.442875
QRSL1	-0.82275
JUB	-0.481
SHC4	-1.576875
CCL15	1.93
CCDC22	0.21375
SNX24	0.39675
RARS	0.36075
MORC2	-0.054125
FAM48A	0.0485
MT1H	0.2195
PPP1R14C	-2.07483333333333
FOXD1	-2.54871428571429
C1orf213	-1.27825
AMT	-1.4732
DSN1	-1.96375
PTPLAD2	3.997
DIS3L	-0.13775
RASL11A	2.4675
GPRC5B	0.174
FRMD7	0.272
STRN4	0.10625
KITLG	2.76440909090909
HDGF	-1.969
OR1S1	0.4155
SETX	-0.2743
DDR2	0.94075
KCTD12	2.535
LYZL2	-0.97575
WDR52	-0.5175
TMEM2	0.35275
ZNF579	0.411166666666667
LOC200810	0.00625
TNFSF9	-1.8055
PPFIA4	-3.44575
CNIH3	0.946166666666667
MAP4K4	-1.67021428571429
ROD1	0.00578571428571431
ALS2CR12	0.807166666666667
DOCK3	-1.07916666666667
PAQR9	-4.83475
ASB17	0.3806
STX16	-1.647375
FEZ2	0.167833333333333
DLAT	-0.918833333333333
KIF21B	-1.5915
CDC5L	-0.43975
TMEM119	1.89483333333333
CRIP3	-1.88825
TPSD1	-0.1585
TEPP	0.043
GNGT2	1.28575
C21orf121	-0.1345
WNK1	-0.645416666666667
FLJ10490	0.4532
OR51B5	-2.3125
LOC203547	-0.560625
HAS1	0.657
PPA1	-0.3125
ST7	-0.541625
C11orf46	0.9118
POPDC3	-3.56433333333333
ACOX2	0.690333333333333
ATCAY	-0.66625
TM4SF19	-2.8825
MFSD9	-0.265166666666667
PDHB	0.26175
ERN1	-0.25825
LCE3C	0.2455
GPR111	0.5385
NOTCH3	1.50466666666667
ADAMTS5	2.77925
B3GALT1	-1.37825
UGCGL1	-0.420333333333333
FAM58A	0.556333333333333
FBXO32	2.1595
CLPP	-0.106
NXPH1	-1.745
MTMR3	0.676833333333333
ATP1B3	-0.439
TMEM16A	4.126125
HIST1H3F	0.0628333333333334
TRIM25	-0.7535
SDCBP2	0.8825
CRKL	-0.9805
HOXB2	0.5815
ANP32B	-0.72275
GATM	4.207
AP4E1	0.09325
EDG5	0.397625
CDKN3	-2.13366666666667
CDH4	-2.03775
PGD	-0.742
RND1	1.623
GAD1	-2.5344
MPG	0.50275
LOC440350	-0.7225
ZNF133	-0.063
SERPINB12	0.0945
AMELY	0.3985
DHX36	-0.6445
TNFAIP8L2	3.08783333333333
PHTF2	-0.669388888888889
CCDC112	-0.298833333333333
IQCC	-0.57275
HEYL	3.45433333333333
FTSJ2	-0.5055
APPL1	0.25425
RAB43	0.173785714285714
OR10G2	-0.299
WAC	0.379333333333333
ADCY9	0.71975
RUNDC2B	0.142
PYCRL	0.983
AGPAT7	-0.781666666666667
SLC22A9	-1.2414
CDKAL1	-0.4185
PDYN	-1.0514
C20orf74	-0.88975
MTMR11	1.68025
VAV3	3.87766666666667
DAPL1	1.1415
STXBP3	0.4215
EIF3G	0.15625
ARHGAP22	-0.5105
NPFFR1	0.5525
NPC1	-0.645666666666667
ALDH9A1	0.633666666666667
ZNF600	-0.158125
ZNF678	-0.336166666666667
RASSF1	0.0865
ADD2	-3.278875
PITPNB	-0.605625
PKD2L2	0.150714285714286
LRP11	-0.454
CDKL1	0.20525
SMEK2	0.354
PRODH2	-3.09
C11orf54	0.836666666666667
SFRS11	0.00350000000000004
IL7	-0.1165
ALS2CR16	0.43425
BTG3	-0.522
PAK2	-0.211055555555556
RP11-679B17.1	-0.66425
GATA4	-1.1405
ATP2B1	-1.3315
LOC130940	1.2135
C1orf172	2.44816666666667
ATF7IP2	-0.07175
SLC25A43	-0.212333333333333
CENTG3	-0.12525
IGF2BP1	-3.8487
FCHSD1	0.2005
CAMK2N2	1.01866666666667
ELAVL3	-0.1405
NBPF15	-1.0345
UBE2J2	0.1175
GNL2	-1.04525
PRR3	-0.4978
NLF2	0.82875
OR4F6	0.283
KLHL24	-0.0171666666666667
CCDC88A	-2.0941
SGPP1	-1.13083333333333
C10orf11	0.323666666666667
SLC35B4	-1.03466666666667
UGT3A2	-0.5885
ARNT2	0.4394
CBR1	-1.411
ITPR3	-1.02983333333333
TRAPPC6B	-0.167
AMZ1	1.707
ARP11	1.03225
WDSUB1	-0.0865
APBA1	0.947833333333333
RAB2A	0.6106
C6orf162	0.20875
HPSE2	1.27375
PLCE1	0.1925
INSL3	1.011
DLG1	-0.7815
PTPLA	-3.45675
PIGX	-0.369125
TFIP11	-0.246166666666667
FIBIN	3.7195
POLR2G	0.4375
GRAP2	-1.8643
DNAJB8	-0.00600000000000001
CNBP	1.25466666666667
WASF1	-0.90925
INPP5E	-1.2188
HSPB1	0.7325
TMEM167	-0.05
CUBN	0.0935
IGF1	4.4630625
ITPK1	0.3607
NAALAD2	-1.2975
G3BP1	1.2597
NT5DC1	0.362
CYP39A1	0.986
TMEM139	1.86841666666667
POLK	-0.0177
GLULD1	-2.583
RBM15	-1.191
AMZ2	-0.1345
GDF15	-0.6725
MESDC2	-0.167
INCA	1.26066666666667
ACY1L2	-2.5815
GZMM	-0.593166666666667
PAIP1	0.51475
CACNA2D1	0.13925
STK32C	-1.36783333333333
SH3BP4	0.832333333333333
DEC1	0.853
PADI1	-1.278
UBB	0.735
PON3	2.223
PROP1	0.978
ANKRD13B	0.1015
ADCK1	-0.717
TCF25	-0.38875
SLC38A5	-1.857
CXorf26	0.267333333333333
C19orf39	0.355
PPP1R13B	-0.0715
ARL2	-0.4125
TCL6	0.02875
TOP3A	-0.9585
SLC16A14	1.01275
FXYD6	1.5575
HIST1H4E	-0.46425
BBC3	0.533315789473684
UNC5A	0.537333333333333
FAM86C	0.046
PI4KB	-0.101125
B3GAT1	-3.5635
SUSD2	2.101
OAZ2	-0.0381666666666667
NOC4L	-0.10775
C10orf12	-0.128
FADS1	-0.876666666666667
LOC144097	-0.1905
DKK2	2.22533333333333
KIAA1949	0.00775
RHOT1	0.0882
OXT	2.164
GPR153	0.7215
ARL4A	-0.847
SAAL1	-0.3825
CCDC64	-1.1765
USE1	0.0345
HNMT	1.139
PCGF3	-0.448625
CYP2C19	0.22025
C20orf4	-0.0425
CCDC11	1.31525
ACSBG2	-0.0525
RWDD2A	0.491
PALLD	3.026
CPLX4	0.4385
LOC492311	1.56125
KPNA2	-1.86333333333333
MACROD1	0.0164
TMCO3	-0.0865000000000001
C15orf52	0.218
BIRC5	-1.48646666666667
PRR16	-0.659833333333333
