Hybridization REF	TCGA-BH-A18U-11A-23R-A12D-07
GTF2E1	-0.3345
RY1	-0.284333333333333
ATAD2B	-0.066125
ARHGAP17	0.0743
KCNIP3	-0.461
SFPQ	-0.416125
GFRA4	-0.000999999999999992
AKR1B10	-2.866625
TIGD6	0.758
RGS16	2.43025
URB1	-0.787
OR4C46	0.165
TOP3B	-1.4035
NFATC4	-0.1345
CA14	-3.884
BMPR1A	1.0935
SNRP70	-2.013
PRL	0.131916666666667
C6orf130	-0.36875
STAG2	-0.3455
CD55	0.109714285714286
RPS23	0.736
SSX2	-1.47216666666667
FDPSL2A	-0.71
FBXO27	-0.388
SYNGR3	-1.3325
TMSL3	1.67075
EML1	-0.508
NUP93	-1.16466666666667
SMAD3	-0.2445
KIAA1189	-0.525333333333333
HNRPUL2	-0.6565
TBC1D12	1.07983333333333
C16orf24	-0.30425
MRVI1	2.65183333333333
ZNF581	-0.964333333333333
ELOVL3	1.259
OR51Q1	0.553
CACNB3	0.0838333333333333
GALNT13	-0.976875
C10orf84	0.9356875
NEDD4	0.2961
SPO11	0.414
OR5AU1	0.0445
NEK4	-0.172571428571429
PRKAR2A	-1.07116666666667
IHPK1	0.0723333333333333
ATP6V0B	-0.404875
CACNA1E	-0.62
CEACAM8	-0.0838333333333334
PEX14	0.049
FLJ12993	-0.225
ZBTB38	-0.194916666666667
PCTK2	0.906833333333333
LRRC16	1.0479
FBLIM1	0.344083333333333
FYCO1	1.9075
RP5-1022P6.2	0.9865
CMTM1	0.239833333333333
PLTP	1.3915
RAPH1	0.791625
DOCK8	1.172125
EZH2	-2.7302
SLC25A1	-1.05516666666667
PLEKHB1	0.9309
GRB7	0.6079
ZFP37	0.37125
MRPL33	0.186
PELO	-0.34
ARMC1	-0.491636363636364
C9orf27	0.59875
FLJ25778	-0.8915
C9orf37	-1.19233333333333
TMEM66	1.679
SPRN	-0.25925
HBEGF	1.874875
PI4KA	-1.1015
LEPRE1	-1.152
POU2AF1	-1.650125
MRPL12	-1.63066666666667
REP15	0.3465
ZC3H3	-0.2395
RASAL1	0.172
DDAH1	1.009125
ACBD5	-0.109875
TMC2	0.347
CCDC137	-2.02575
SAMD13	1.20816666666667
UGT2B15	-0.229333333333333
TIPARP	1.711
DNASE1L3	3.74425
TRIM72	0.035
DBX2	1.1215
IPO8	-0.888
C21orf88	0.5968
MAP3K14	1.047
LOC51233	0.5975
GGTLA4	0.07375
PDE6D	-0.07925
ZNF117	-0.14775
CLK2	-1.4505
NKRF	-0.659
TNFSF15	-0.2145
DUSP2	1.011
SECISBP2	-0.1861
GABRR2	-0.0075
PPAP2C	1.3395
LOC51145	0.112
PAG1	-0.48575
PIK3C3	0.2385
GNG10	0.655
APOL4	-0.147666666666667
ANKRD28	-0.96375
STMN3	-1.4501
RAB14	0.7934
CDK2AP2	-0.8485
HDDC3	-0.026375
COMMD7	-0.139875
CXXC1	-0.78125
HMCN1	0.368833333333333
CD40	1.484
DYNC1LI2	0.056875
GDI1	-0.3035
LOC646938	0.19425
VSNL1	0.416666666666667
PIH1D1	-0.708333333333333
RAET1G	0.8275
KRTAP5-9	-0.304
EFTUD2	-1.162
ZNF311	-0.258
ATP6V1G3	-0.78925
OR2W3	-0.031
SCN4A	0.8505
MED10	-0.67925
FAM135A	0.4457
ARHGAP4	-0.98425
EHMT2	-1.61825
UFD1L	-0.80525
ERMP1	-0.55775
MAG1	-0.766
THAP8	-0.452833333333333
HACE1	0.4215
FAM82C	0.106666666666667
C3orf20	0.3105
UNC84A	0.1935
SCD5	0.451428571428571
LASS6	0.35225
LSG1	-0.45525
MAL	-4.01525
GPR22	0.2895
WDR5B	1.3105
ACTRT1	0.5255
C17orf60	0.548666666666667
GRIN2C	0.3153
ARMC8	0.443333333333333
SLC47A1	-1.076
DMPK	0.21125
DHRS13	-1.3765
SMC1A	-0.926333333333333
KRTAP17-1	0.41675
SMYD5	-0.68375
TUSC2	0.365375
CRHR2	0.1425
KIR3DL2	-0.5
CCDC104	1.23675
ATP2C1	0.623875
CROT	0.665
PABPC3	-1.25283333333333
EGR1	4.33183333333333
THSD1	1.95425
KHK	-1.4985
SLC12A2	2.0601875
CD58	0.20875
STOX2	1.19066666666667
CCDC76	-0.0352
CCDC48	4.26475
DNAH1	0.0558333333333334
ZIC4	-0.2705
OR1G1	0.4055
PSMC6	-0.448333333333333
PROKR1	0.108
ABCB1	0.9125
TRAT1	-0.5265
LLGL1	-0.055
MTF1	0.606
USP54	0.752625
PAGE2B	-2.171
ITGB7	-4.092
CCDC81	-0.247
LOC149837	-0.03325
SCUBE1	0.131
ZSCAN10	-1.0015
HUWE1	-0.392857142857143
CDH17	0.0215
CD180	0.127
IL17A	0.33225
TMPO	-1.7355
KIAA1524	-1.90516666666667
HDGFRP3	0.1735
OXCT1	-0.189545454545455
RRAS2	0.124666666666667
LTBP2	2.963
SV2B	3.42683333333333
CYP2A6	1.985125
PKD1L2	0.762833333333333
PPM1M	0.9155
FLJ22662	2.54916666666667
ZNF502	2.375
GP6	-0.83025
CRYBA2	-0.48
LEF1	-3.2613
CTPS	-2.48485714285714
EYA1	-2.13116666666667
EPS8L1	0.04125
MAPK14	-1.03575
SERPINB2	-4.34375
GTF2F2	-0.130333333333333
ZNHIT4	-0.1225
PLA1A	-0.141375
C20orf114	1.925
HPR	-3.444
C18orf2	-2.88416666666667
SATB2	-1.7465
KCNJ9	-0.04925
MGC157906	0.1665
MOCS3	-0.533
C17orf71	-0.300666666666667
PPHLN1	0.0139
HIST1H2BN	-2.539375
RAPGEF1	-0.557
MAP3K8	2.8645
DLG4	-0.0778333333333333
STC1	1.26666666666667
CDGAP	1.5285
DDX26B	1.09525
LOC150223	-2.187
CPSF3	-0.825333333333333
TMEM14A	0.48325
MYH3	0.3915
GPKOW	0.03175
SULT1A1	-0.364833333333333
SPON1	3.3435
YY1AP1	0.348833333333333
RAB23	0.03175
PLA2G4A	-1.06375
MAPRE3	-0.118
ZNF516	0.781285714285714
GGPS1	0.5975
EXOC3L2	-0.652875
C19orf42	0.581
MAP2K2	-1.347
HIST1H2BB	-1.83075
RNF19B	0.723333333333333
C6orf128	0.773833333333333
TLR8	2.35125
PCDHA9	0.213
CARS2	-0.301375
CLUL1	3.28266666666667
RHAG	-3.91133333333333
UNK	-0.1645
EXOC8	1.1825
C9orf95	1.6415
C14orf143	-0.309
MAML3	-0.011375
LDHA	-2.1285
MRPL20	0.443
KLHDC6	0.860166666666667
ATP5S	0.491833333333333
C8orf55	-0.831
PHF19	-2.42825
KRTAP13-4	0.3815
TTC5	-0.118
XKR5	-0.06125
SILV	-3.473
TEX28	0.6315
TCTN1	0.92625
CX40.1	0.2745
PPP2R5C	0.140375
C12orf30	-1.49
CAPG	1.35325
MPZL1	0.981
ARSB	-1.96
TDH	-1.41
WASF4	0.49175
TSSK3	-0.278333333333333
7A5	1.0775
CRISPLD1	4.47975
MAD1L1	-1.42433333333333
SPIN4	-0.527
AMPD1	3.02275
DPYSL5	-0.002
INPP1	1.72666666666667
ANKRD11	-1.31444444444444
NPAS4	0.5595
GCET2	0.8371
RNASE9	0.11
GUCY2D	0.00633333333333335
CCDC98	0.66725
FGF4	-0.105375
CPM	-0.177333333333333
SLC26A4	0.2455
PLD5	2.11225
FAM59A	0.9393
FBXO5	-2.29188888888889
SIPA1L1	0.211125
DPYS	1.27975
ATG4D	-0.7675
TGM3	0.462
MTCH1	-0.362
HK1	-0.973214285714286
CDC26	0.5905
GALNT12	-1.55416666666667
LOC339229	-0.3315
MRPL35	-0.56875
ORC4L	0.235625
TNKS	-0.462642857142857
C2orf24	-0.458833333333333
ZNF553	-0.334
GGTLA1	2.595
ZNF497	0.45075
CDY1B	0.394
SLC30A4	0.221
TUB	0.641625
ARHGEF18	-0.31475
ARRB1	0.49525
KCNK1	-0.366875
EREG	-2.5681
SCAMP5	-0.139
RUNDC3B	3.43675
ADAMTS20	0.093
IL17RB	1.363375
FLJ20323	-0.226
MCAM	0.558875
POLR3E	-1.80766666666667
AQR	0.387833333333333
IPMK	-0.4445
CDCA7	-3.309375
CAMP	-0.918
GRHL3	1.1645
ADAMTSL2	-0.19
CLMN	2.41633333333333
SSTR3	0.3705
MAGEA5	-2.34683333333333
OVOL2	3.35875
JMJD1B	0.663
RBL2	0.5389
PYGO2	-0.13425
PPP1R10	0.189166666666667
CSE1L	-1.45483333333333
LCA5	3.2345
RDH16	-0.21075
ASRGL1	-1.111125
TOM1	-0.75
PTX3	-1.23425
TTC15	0.30025
SCGB3A1	4.89033333333333
MRPL50	-0.454
RCAN3	0.233625
SLC26A11	0.79825
STYX	-0.757166666666667
CINP	0.11875
MARCH7	0.355
PFKM	-0.881333333333333
SGMS1	1.207
RIOK3	0.1734
C1orf110	-0.108
CES7	0.242
LOC440248	-0.26575
PPP1R12C	-0.682
C10orf27	0.343
ATG9A	-0.752
MRPS26	0.277625
TMEM40	2.01475
ELP3	-0.0819
ZNF787	-1.4127
HIAT1	0.488
C8orf34	2.155
MGC4655	-0.4126
PELI1	2.4785
PPT1	0.0237
SLC35C2	-1.06866666666667
C6orf125	-0.857
MUC4	-0.906833333333333
RFC4	-2.108
GNB2	-1.08933333333333
NUP50	-0.633714285714286
SULT4A1	-0.918833333333333
C7	3.671375
CCDC130	-0.0991666666666667
ARRDC4	1.9905
RQCD1	-0.53175
GLYCTK	-1.0105
AYTL2	-1.64145454545455
MTUS1	1.4569
LEMD3	0.637166666666667
PLEKHF2	0.866
HOXA7	1.81125
GTF3C2	-1.621
DYNLRB2	3.626
CNOT10	-0.6625
MR1	0.0635
FFAR1	0.31975
PRIC285	0.32725
SLITRK6	3.67975
LIX1	-2.1528
UBE1L2	-0.0691666666666667
F8	2.01225
ACHE	-0.00966666666666668
KPNA5	0.95525
TNFRSF12A	-0.428
EGR3	5.501
SERPIND1	-3.71533333333333
OASL	0.8055
IFRD1	0.36
WDFY1	-0.478166666666667
ZNF267	0.902375
ACCN5	0.3285
ZBTB6	-0.39675
PPP1R3A	0.376
PRRT3	0.98725
FBXL19	-1.135
TXNIP	2.027
ACTN2	-1.08825
ATG9B	-0.269875
C9orf117	0.054125
IL27	1.6935
RPL36AL	0.6555
KLK15	-0.24325
CHAD	2.781
RAP2B	0.6045
HEBP2	1.35175
ZNF342	-0.088
CAMK2G	-0.42
TLR3	2.308
FGF14	1.2865
HMGB2	-0.9325
TRPM5	-0.368833333333333
OR5M11	0.9005
KIF3B	-0.568105263157895
PRICKLE2	1.72275
MTMR9	0.650625
C3orf27	0.0115
GLRA3	3.50433333333333
NSDHL	-0.616666666666667
TMEM32	0.44275
POLR2D	-1.44625
MYADML	0.509
C9orf114	-1.30725
MRGPRX1	-0.1115
TOPORS	0.71475
CLDN19	1.7105
C1QL4	0.607
RNF165	-0.648
DHRS9	0.83075
DNAH2	0.404333333333333
FXR1	-0.541333333333333
ZMYM3	-1.1015
CASP3	-0.104666666666667
FAM120C	-1.261
SCLY	-1.393
CA7	0.513
ENTPD5	-0.341666666666667
ZNF461	0.625875
PDIA5	-1.03775
C1orf19	-0.1505
TMEM67	0.52625
KCTD20	-1.07225
WDR47	1.2065
FLJ38723	-0.062
KLRF1	2.259
TAS2R16	0.402
CLDN12	1.1695
PRKCE	-0.26225
UBXD4	-0.1095
ITGAM	2.26166666666667
GLT8D3	-0.36875
WDR31	0.189
RGS2	4.93375
OR51L1	0.0825
MST1R	0.21375
KIAA1737	1.34875
OR4A5	0.328
GLIS1	-0.534666666666667
PTMA	-0.0228571428571429
NAPA	0.21325
PRDM11	0.31425
LIPF	-0.296
DIRAS3	3.02025
ASGR2	-3.786
C1QTNF4	2.089
PIK3R4	0.246833333333333
ARMC3	0.2015
NDUFV3	-0.448833333333333
BTBD3	0.244833333333333
PPP1R2	0.7155
UBE2NL	-0.283
FOSL2	0.798285714285714
FAM119A	-1.09816666666667
TUBA4A	-0.5702
KRTAP12-1	0.1865
SFRS2	-0.48175
RHPN1	-0.9082
EEF2	-1.23466666666667
ZDHHC11	0.114166666666667
EPHA3	-1.3292
RBM12	0.44125
H2AFJ	0.96475
EDIL3	1.6985
KIF26A	-0.123
SERGEF	0.512
B3GALT4	2.40325
LOC90925	0.319833333333333
OSCAR	-0.273625
NPFF	0.048375
DEDD	0.42875
TMEM155	-0.93825
PTPN1	-0.7585
SCYL2	0.244666666666667
SKAP1	2.30675
LEAP2	-2.067
GADD45G	0.8893
IFITM3	1.076625
PILRB	-0.548833333333333
SLU7	0.6248125
DSC3	2.884
DNMT3L	-1.82775
PAPD5	-0.421125
B3GNT3	0.743833333333333
LHCGR	0.2895
MSL-1	-0.59775
UBE2S	-2.82875
SAP130	-0.2645
ANAPC11	-0.33725
MAGED4B	-1.1095
ATP6V1B2	-0.101833333333333
C14orf179	0.97025
CAPZA1	-0.456125
CDYL2	-1.24166666666667
GLRX3	-0.889166666666667
LOC136288	-0.69825
MOBKL1A	0.58325
HTR2B	3.44475
CRYGD	0.182833333333333
NUS1	-0.698
PGRMC1	0.5195
MYOM2	2.166
FLJ39653	-1.692
CHM	-0.1527
OR5M8	0.085
ZNF619	0.8925
FAM105A	1.30875
CCNL1	0.87925
NAP1L3	1.27525
C10orf57	1.49483333333333
B3GALNT1	0.701
CSN1S2A	-0.3785
TCP10L	-0.2965
GDAP2	0.080625
DMKN	1.1175
COX6B1	-0.09025
DNASE2	-0.75
MSH5	-1.9465
LGMN	0.13475
USP31	1.2525
OR13C8	0.1265
SDCBP	0.9192
NUDT11	-0.477
PYGL	-0.211833333333333
SNPH	-0.302666666666667
B3GNT4	-1.182
MIZF	-0.7327
NUBPL	-0.108625
NOD1	0.4775
CDH22	2.1545
NUBP1	-0.149666666666667
DSCAM	-3.466
DGKI	2.8275
FAM136A	-1.08825
AKAP1	0.567833333333333
SLC16A6	-1.8
RIN3	-0.41175
PSG2	0.0015
DIP2B	0.08825
PSORS1C1	-0.6302
KIAA0495	-0.432
FLJ90709	0.197666666666667
LPA	-0.128166666666667
PIGA	0.628666666666667
LY75	4.54283333333333
UTS2	-6.09183333333333
RREB1	-0.78025
GALNACT-2	0.1695
MGC3196	-1.0395
FLJ31568	-0.0925
LPHN1	-0.4165
SP1	0.07425
TOX4	0.605833333333333
HSPA9	-0.2574
APOBEC1	-0.2915
SLC35E4	-1.42525
LSM5	-0.85825
SURF1	-0.123
ZBTB1	-0.187166666666667
GTF2F1	-0.143125
RPS15A	0.692142857142857
DUSP21	-0.510666666666667
GINS4	-3.61066666666667
MYO15A	0.453166666666667
GIMAP7	4.69825
MGC13379	1.62775
ATP6V1E2	0.0823333333333333
UTP3	1.00025
HNRPA3	-0.3355
MT4	-0.443
C14orf155	0.716
U1SNRNPBP	0.48125
CKLF	-0.602666666666667
PLEKHN1	-0.968333333333333
MBNL1	0.176916666666667
NUP160	-0.72025
ACSM2A	-0.83775
LOC129881	1.986
KIAA1529	0.71175
FLJ22639	-1.8065
HAND1	-0.2055
GSX1	0.329
FGA	-3.499625
SERPINB1	0.454
ZNF642	0.177
IGFBP1	-6.768125
SLC1A1	0.53475
DHX57	-0.356375
ZNF766	-0.3625
PTPN21	0.2332
GDPD3	-0.504
PNPLA5	0.19
TBR1	0.4674
FAM116A	0.797
IQGAP1	1.004625
FOS	3.123
ZNF226	0.723875
FIGNL1	-0.610166666666667
C14orf1	-0.209166666666667
ZMYND17	0.1955
PUS7	-1.22316666666667
TUBB6	-0.090625
KCNQ2	-1.4415
MARCH6	0.216166666666667
CCDC33	-0.066
PRODH	0.44625
RBM11	2.30625
EPHA6	0.388125
SLC43A1	-0.3365
LOC196541	0.409
NTN1	0.580916666666667
ING4	0.65425
PCDHB10	1.61225
DPH2	-1.12533333333333
SPACA4	0.277
FBXL21	-4.7355
DIAPH1	-1.21516666666667
ZNF71	0.335833333333333
CEP76	-0.419
CORO1A	-1.56975
RRM2	-4.896
EDG4	0.0745
OS9	-0.625666666666667
SLC4A1AP	-0.2195
COG5	-0.1515
COPS8	-0.27275
NGLY1	-0.5315
NCBP2	-0.64875
C17orf42	0.247666666666667
GPSM3	-0.527875
SIL1	0.0665
ASB6	-0.62225
SMAD5OS	0.8355
UNC93A	-3.159125
A1BG	0.1745
C21orf62	0.6655
FMO5	1.08575
ATRIP	-0.858
CEBPG	0.505666666666667
C7orf38	-0.2635
TNFRSF1B	0.470833333333333
CLEC1A	2.192
IQSEC1	0.20525
PATZ1	0.0995
RBM22	0.457
BAG2	-1.5995
PAQR5	-1.9075
C9orf127	0.6171
THNSL1	-0.031
SHROOM3	2.5314
JAM2	2.818
SNRPN	-1.303
ALX4	0.0385
CACNA1S	0.037
FAM130A1	0.7985
CORIN	0.46
CD300LB	0.2125
PLEKHG6	0.232
LRRC40	-0.24775
PCLKC	-0.705
PCDHB16	2.37283333333333
WNT2B	0.887
ASNS	-2.12811111111111
MRPL49	-0.55025
FLJ46111	-1.64225
ISG20	0.234125
SMU1	0.4145
CASZ1	0.0005
POLR1D	0.286666666666667
GIN1	0.47525
SNAG1	1.2675
ANKRD29	0.905
CDKN2AIP	0.3765
KRR1	0.116
CXCL1	-0.253333333333333
EPM2A	0.3
PC	0.0156666666666667
DEFB127	0.652
PDZRN4	2.901
FAH	0.229375
OR51E1	1.2885
CDC2L6	-0.724333333333333
DNTTIP1	-0.362
PAX8	0.584
TMEM116	0.5445
C1orf150	0.735
PRO2012	-0.25475
MRPL40	-0.190666666666667
BEX1	-2.6489
SLC2A4	1.41016666666667
PKMYT1	-2.21825
FEZF2	-0.208166666666667
SLC26A9	-1.1495
MAP2	0.391666666666667
LYL1	-1.60625
SLC25A19	-1.54116666666667
NOS3	-0.427
ZNF34	0.482
TMPRSS11F	-0.6945
FAM43A	-0.06525
FCRL4	0.0915
KLF14	0.3805
FLRT2	1.421
WRN	-0.8635
SDF2	0.7829
KRT8P12	-1.272
C6orf195	-0.2875
C9orf125	0.287333333333333
DZIP3	-0.2155
RIT1	0.449583333333333
SCML1	-0.869
RHBDF2	-0.221
OR2G3	-0.1105
REXO1L1	0.501
MAP3K7IP3	-0.269
C3orf57	-4.052
FBXW11	-0.409833333333333
ETAA1	-0.419
C14orf131	-0.5205
AKT1S1	-1.234
SLC12A5	-0.63925
C9orf164	0.39
NRIP3	-0.35975
NOS1AP	-0.23825
TMEM121	0.33275
SAP30BP	-0.0451
DGCR6	0.533
WDR76	-2.048
FAM82B	-0.12375
LOC606495	-1.281
MAP9	1.60208333333333
BCDIN3D	0.73475
CXorf36	4.12316666666667
DSCR3	-0.3803
ZFAND3	-0.51175
C7orf43	0.0456666666666667
SPSB3	-0.2294
C19orf19	0.266
FAM133A	-1.33175
C12orf25	0.30375
SLC39A3	-1.160875
DISP2	0.6455
PI4KAP2	-2.747
MKRN3	-2.6885
ADAMTS13	-0.4245
CBLN3	0.3056
TTYH1	1.746
C3orf18	1.339
FLJ13236	-1.3965
ZMYND12	3.48775
C18orf25	0.28925
GLB1L3	-0.2625
ATP13A5	2.456
RANBP10	0.0565
CD96	-0.8603
DENND1C	-0.01225
RBMS3	2.2385
SLC41A3	0.973833333333333
DGCR6L	0.47175
TMEM128	1.07216666666667
CSNK1G3	0.0554285714285714
MOBKL2C	1.411
TSPAN6	1.185875
MATN2	2.2219
MSL2L1	-0.275833333333333
ST6GALNAC2	0.706833333333333
FGFBP2	1.753
FGL1	-5.0615
MPP3	0.205666666666667
ARHGEF6	1.73683333333333
TGFBR2	1.712
ACMSD	1.562
IL33	5.92475
C9orf5	0.494083333333333
DEAF1	-0.9065
AMN	-0.413
DEFA6	-0.128875
RNF212	-0.48675
METT5D1	-0.355666666666667
CIB1	0.0591
TSSK1B	-0.015
KIAA1727	0.579
ZNF680	0.730416666666667
LOC399900	-1.139
LOC152217	0.242583333333333
CTNNAL1	-1.538
CIT	-3.34058333333333
TLE6	0.0005
ZNF607	-0.918
HERC4	-0.782166666666667
DRAP1	-1.1615
PEMT	0.19725
C10orf111	-0.556
ZNF575	-0.160875
KCTD7	-0.02875
MYO1F	0.442125
LOC285382	0.70125
RAB11A	1.1059
PLCD3	-0.74625
C15orf28	-0.261
PTBP2	0.29275
CTB-1048E9.5	-0.509875
C19orf60	0.189
C7orf25	0.339666666666667
SETD7	0.710375
HOXB9	-4.3355
VANGL1	-1.020125
CHAF1B	-1.82475
NDUFA3	0.5665
KIAA1328	0.733166666666667
SHARPIN	-0.74725
TTC23	0.473875
UGP2	1.43783333333333
ANKIB1	-0.7955
CIRBP	2.04028571428571
SEC14L4	-1.21116666666667
OVCH1	0.542333333333333
VPS52	-0.83475
FAT	0.48775
M6PRBP1	-1.38675
GPRIN3	0.0245
PPM1F	-0.748
TSR1	-1.205
CCDC85A	3.64875
PCSK5	2.689
ZFHX3	0.003
HEMK1	-0.3057
PGBD2	0.8515
RSRC2	0.0136666666666666
AURKC	-0.847833333333333
SCRIB	-0.536
ORM2	-4.52183333333333
FAM115A	-0.5009
FZD6	0.782625
UNC119	-0.3585
GPX3	1.5637
NOV	2.087125
CABC1	0.280375
CDC42SE2	0.5735
EIF2S2	-0.2915
RNF130	1.7375
CKAP5	-1.76583333333333
RP11-413M3.2	-0.310375
C10orf18	0.5961
TMEM93	-0.2675
DYX1C1	1.99475
KCNMB2	-0.799875
ANK3	1.49575
KRT5	2.8477
CDH12	0.635375
QRSL1	-0.20075
JUB	-0.213
SHC4	-0.748
CCL15	2.72966666666667
CCDC22	-0.4
SNX24	0.0575
RARS	-0.31475
MORC2	-0.211125
FAM48A	0.06175
MT1H	-0.022
PPP1R14C	1.03966666666667
FOXD1	-2.95457142857143
C1orf213	-0.2815
AMT	-0.2063
DSN1	-2.351
PTPLAD2	3.074
DIS3L	-0.1755
RASL11A	1.40275
GPRC5B	0.879
FRMD7	0.815
STRN4	0.05725
KITLG	1.10418181818182
HDGF	-2.44775
OR1S1	-0.0575
SETX	-0.1662
DDR2	2.105
KCTD12	3.2625
LYZL2	0.1055
WDR52	-1.055
TMEM2	0.17
ZNF579	-1.3765
LOC200810	-0.60125
TNFSF9	-1.06625
PPFIA4	-2.80575
CNIH3	0.140166666666667
MAP4K4	-1.08685714285714
ROD1	-0.453142857142857
ALS2CR12	-0.491166666666667
DOCK3	-0.753166666666667
PAQR9	-3.73675
ASB17	0.3968
STX16	-1.18775
FEZ2	0.578333333333333
DLAT	-0.8855
KIF21B	-1.34083333333333
CDC5L	-0.21925
TMEM119	0.780333333333333
CRIP3	-1.061
TPSD1	-0.424833333333333
TEPP	0.951
GNGT2	0.94425
C21orf121	0.22325
WNK1	-0.710166666666667
FLJ10490	-0.2691
OR51B5	-1.763
LOC203547	-1.110875
HAS1	0.971
PPA1	0.0965
ST7	-0.221875
C11orf46	0.7835
POPDC3	-2.1115
ACOX2	1.51716666666667
ATCAY	-0.441833333333333
TM4SF19	-2.24325
MFSD9	-0.549666666666667
PDHB	-0.04375
ERN1	-0.19125
LCE3C	0.048
GPR111	0.054
NOTCH3	1.18183333333333
ADAMTS5	5.23825
B3GALT1	0.04225
UGCGL1	-1.3275
FAM58A	0.331166666666667
FBXO32	2.646
CLPP	-0.886
NXPH1	-0.8095
MTMR3	0.900833333333333
ATP1B3	-0.32875
TMEM16A	4.887875
HIST1H3F	-0.950166666666667
TRIM25	-1.03583333333333
SDCBP2	0.9675
CRKL	-1.14325
HOXB2	1.3465
ANP32B	-1.015375
GATM	4.16
AP4E1	-0.42525
EDG5	0.627875
CDKN3	-3.67683333333333
CDH4	-0.74525
PGD	-1.69583333333333
RND1	0.432
GAD1	-2.9928
MPG	-0.50425
LOC440350	-0.259
ZNF133	0.3
SERPINB12	-0.868
AMELY	-0.2526
DHX36	-0.162
TNFAIP8L2	3.012
PHTF2	-0.930444444444445
CCDC112	-0.501333333333333
IQCC	-1.43075
HEYL	2.2
FTSJ2	-1.08716666666667
APPL1	-0.17
RAB43	0.475214285714286
OR10G2	-0.0185
WAC	0.480666666666667
ADCY9	-0.226
RUNDC2B	-0.784833333333333
PYCRL	-0.789
AGPAT7	-0.196833333333333
SLC22A9	-0.900333333333333
CDKAL1	-0.404
PDYN	-1.2165
C20orf74	-0.387
MTMR11	1.27925
VAV3	2.16141666666667
DAPL1	3.44175
STXBP3	0.91
EIF3G	0.14725
ARHGAP22	-0.47325
NPFFR1	-0.1215
NPC1	0.0795
ALDH9A1	1.32083333333333
ZNF600	-0.084625
ZNF678	0.1905
RASSF1	-0.0935833333333333
ADD2	-2.09375
PITPNB	-0.29475
PKD2L2	0.301625
LRP11	-0.10925
CDKL1	-0.11075
SMEK2	0.17475
PRODH2	-3.22183333333333
C11orf54	0.757333333333333
SFRS11	-0.0133333333333333
IL7	2.01216666666667
ALS2CR16	0.423
BTG3	0.135166666666667
PAK2	-0.802166666666666
RP11-679B17.1	0.12575
GATA4	-1.921
ATP2B1	-0.866
LOC130940	2.1815
C1orf172	2.44416666666667
ATF7IP2	-1.00575
SLC25A43	0.8445
CENTG3	-0.543
IGF2BP1	-4.1873
FCHSD1	0.5005
CAMK2N2	-1.18083333333333
ELAVL3	-0.1537
NBPF15	-1.5615
UBE2J2	-0.944916666666667
GNL2	-0.87
PRR3	-0.5388
NLF2	-0.58275
OR4F6	0.227
KLHL24	0.4495
CCDC88A	-1.5885
SGPP1	0.202833333333333
C10orf11	1.28266666666667
SLC35B4	-1.40783333333333
UGT3A2	-2.1075
ARNT2	-1.3089
CBR1	-0.09175
ITPR3	-1.63666666666667
TRAPPC6B	0.3179
AMZ1	-0.24
ARP11	1.5825
WDSUB1	0.8555
APBA1	1.35866666666667
RAB2A	0.4397
C6orf162	0.912125
HPSE2	1.081
PLCE1	1.0555
INSL3	1.577
DLG1	0.1919
PTPLA	-0.7545
PIGX	-0.5555
TFIP11	0.0295
FIBIN	3.5765
POLR2G	-0.61975
GRAP2	-1.5816
DNAJB8	0.07225
CNBP	1.32066666666667
WASF1	-0.587
INPP5E	-1.1945
HSPB1	-0.391875
TMEM167	-0.3404
CUBN	0.8235
IGF1	4.6315625
ITPK1	-0.1995
NAALAD2	-0.187625
G3BP1	-0.0656
NT5DC1	0.859875
CYP39A1	3.1395
TMEM139	2.37175
POLK	0.3643
GLULD1	-2.3435
RBM15	-1.69633333333333
AMZ2	-0.16
GDF15	-2.6505
MESDC2	-0.365
INCA	1.33266666666667
ACY1L2	-0.1085
GZMM	-0.6605
PAIP1	0.11275
CACNA2D1	0.26625
STK32C	-1.49416666666667
SH3BP4	0.680833333333333
DEC1	-0.3255
PADI1	-0.0445
UBB	0.201
PON3	2.254
PROP1	0.3185
ANKRD13B	-1.0305
ADCK1	-0.8065
TCF25	-0.520916666666667
SLC38A5	-2.98625
CXorf26	-0.271666666666667
C19orf39	0.2715
PPP1R13B	0.452
ARL2	-0.933
TCL6	0.228333333333333
TOP3A	-1.5
SLC16A14	0.316
FXYD6	2.75816666666667
HIST1H4E	-0.56175
BBC3	-1.06757894736842
UNC5A	0.290333333333333
FAM86C	-0.6853
PI4KB	0.084625
B3GAT1	-0.97925
SUSD2	2.21683333333333
OAZ2	-0.172833333333333
NOC4L	-0.76
C10orf12	-0.582
FADS1	-2.90083333333333
LOC144097	-0.641
DKK2	2.0665
KIAA1949	0.236
RHOT1	0.4187
OXT	1.125
GPR153	-1.16875
ARL4A	0.682
SAAL1	-1.19225
CCDC64	-0.637
USE1	0.0536666666666666
HNMT	1.58183333333333
PCGF3	-0.077875
CYP2C19	-0.00475
C20orf4	-0.1015
CCDC11	0.81575
ACSBG2	1.09775
RWDD2A	0.69225
PALLD	3.206
CPLX4	-0.3485
LOC492311	2.01525
KPNA2	-2.637
MACROD1	-0.7064
TMCO3	-0.4495
C15orf52	1.91983333333333
BIRC5	-3.60126666666667
PRR16	0.119833333333333
FAM63B	0.084625
KATNB1	-0.899666666666667
WNT8B	-0.101
CPLX3	0.1705
