Hybridization REF	TCGA-C8-A133-01A-32R-A12D-07
GTF2E1	-0.95325
RY1	-0.210333333333333
ATAD2B	-0.754
ARHGAP17	-1.3997
KCNIP3	1.21125
SFPQ	-0.18325
GFRA4	0.692166666666667
AKR1B10	-3.634
TIGD6	0.6055
RGS16	2.9215
URB1	-0.1115
OR4C46	-0.077
TOP3B	-0.784
NFATC4	0.9485
CA14	-0.87375
BMPR1A	-0.0165
SNRP70	-0.770375
PRL	0.405272727272727
C6orf130	0.13875
STAG2	0.44325
CD55	-0.857357142857143
RPS23	1.04183333333333
SSX2	-0.818666666666667
FDPSL2A	-0.4245
FBXO27	2.121875
SYNGR3	-1.219
TMSL3	0.472
EML1	-0.677
NUP93	-1.41233333333333
SMAD3	-1.9358
KIAA1189	0.041
HNRPUL2	0.523
TBC1D12	1.93016666666667
C16orf24	0.87075
MRVI1	-0.144
ZNF581	0.668166666666667
ELOVL3	-0.212
OR51Q1	0.442333333333333
CACNB3	2.5015
GALNT13	-1.669125
C10orf84	1.55175
NEDD4	-0.8215
SPO11	1.584
OR5AU1	0.033
NEK4	0.962214285714286
PRKAR2A	0.304
IHPK1	-0.943
ATP6V0B	0.81125
CACNA1E	2.749
CEACAM8	0.907166666666667
PEX14	0.243
FLJ12993	-1.632
ZBTB38	0.965666666666667
PCTK2	1.228
LRRC16	-0.397
FBLIM1	0.179416666666667
FYCO1	1.015
RP5-1022P6.2	-1.3475
CMTM1	-0.3615
PLTP	-1.14033333333333
RAPH1	0.013
DOCK8	0.765
EZH2	-2.61066666666667
SLC25A1	0.00633333333333333
PLEKHB1	2.4118
GRB7	0.673
ZFP37	-2.23475
MRPL33	-0.13525
PELO	-0.25025
ARMC1	-0.201909090909091
C9orf27	0.46325
FLJ25778	0.169
C9orf37	-0.650833333333333
TMEM66	1.10025
SPRN	0.41
HBEGF	0.19575
PI4KA	0.177
LEPRE1	-1.21625
POU2AF1	-5.57175
MRPL12	0.3855
REP15	-1.4635
ZC3H3	0.8455
RASAL1	-1.66075
DDAH1	2.446875
ACBD5	1.09475
TMC2	-0.257
CCDC137	-0.3125
SAMD13	6.48183333333333
UGT2B15	-3.0145
TIPARP	0.33175
DNASE1L3	0.01
TRIM72	0.5266
DBX2	0.431333333333333
IPO8	0.08275
C21orf88	-1.256125
MAP3K14	-0.6105
LOC51233	1.03083333333333
GGTLA4	-0.81575
PDE6D	-0.14075
ZNF117	0.05075
CLK2	-1.758625
NKRF	-1.0105
TNFSF15	0.1292
DUSP2	-0.502125
SECISBP2	0.254
GABRR2	0.2145
PPAP2C	1.40325
LOC51145	-0.835666666666667
PAG1	-1.154625
PIK3C3	0.3295
GNG10	-0.1785
APOL4	0.5608
ANKRD28	-1.178
STMN3	-0.2584
RAB14	1.0941
CDK2AP2	-0.0645
HDDC3	0.70975
COMMD7	0.2165
CXXC1	-0.40175
HMCN1	-2.7695
CD40	-1.177
DYNC1LI2	0.665375
GDI1	0.465
LOC646938	0.18
VSNL1	-4.87583333333333
PIH1D1	0.575
RAET1G	0.568
KRTAP5-9	0.793
EFTUD2	-0.7255
ZNF311	-0.667666666666667
ATP6V1G3	0.512666666666667
OR2W3	0.279333333333333
SCN4A	0.07575
MED10	-1.793
FAM135A	-1.2893
ARHGAP4	-1.8835
EHMT2	0.244625
UFD1L	-0.4535
ERMP1	1.05275
MAG1	-3.56683333333333
THAP8	0.488166666666667
HACE1	-0.0781666666666667
FAM82C	0.1075
C3orf20	-0.061
UNC84A	-0.931166666666667
SCD5	-0.707769230769231
LASS6	1.98275
LSG1	-0.3345
MAL	-5.20775
GPR22	0.1475
WDR5B	2.07075
ACTRT1	0.197
C17orf60	-0.367166666666667
GRIN2C	-0.00699999999999992
ARMC8	-0.515583333333333
SLC47A1	-3.1075
DMPK	1.01175
DHRS13	0.603833333333333
SMC1A	-0.6
KRTAP17-1	0.63625
SMYD5	-0.15475
TUSC2	0.760625
CRHR2	0.764
KIR3DL2	0.5395
CCDC104	0.922
ATP2C1	0.407375
CROT	-0.52575
PABPC3	-0.317
EGR1	-3.81516666666667
THSD1	-0.884
KHK	0.21925
SLC12A2	0.7428125
CD58	-3.15625
STOX2	-1.63616666666667
CCDC76	-0.5652
CCDC48	4.5225
DNAH1	0.110166666666667
ZIC4	-0.264875
OR1G1	1.811
PSMC6	-0.522
PROKR1	1.3335
ABCB1	-2.047
TRAT1	-2.38833333333333
LLGL1	0.00800000000000001
MTF1	1.8
USP54	0.860625
PAGE2B	-2.097
ITGB7	-2.9685
CCDC81	-1.431
LOC149837	0.1915
SCUBE1	-0.3205
ZSCAN10	2.4235
HUWE1	-0.0840714285714285
CDH17	1.049
CD180	-0.356
IL17A	-0.17275
TMPO	-2.515875
KIAA1524	-2.1625
HDGFRP3	0.126
OXCT1	0.246363636363636
RRAS2	-1.0475
LTBP2	0.0214375
SV2B	-0.704666666666667
CYP2A6	3.47525
PKD1L2	-1.251
PPM1M	0.611
FLJ22662	0.5985
ZNF502	-0.12875
GP6	-0.697
CRYBA2	3.318
LEF1	-3.1889
CTPS	-2.16342857142857
EYA1	-2.62333333333333
EPS8L1	2.4645
MAPK14	-0.608916666666667
SERPINB2	-4.457375
GTF2F2	1.60183333333333
ZNHIT4	0.2265
PLA1A	-0.669125
C20orf114	0.046
HPR	-4.585
C18orf2	-2.82933333333333
SATB2	-0.64125
KCNJ9	0.579
MGC157906	0.412
MOCS3	-0.254
C17orf71	-0.775333333333333
PPHLN1	-0.3561
HIST1H2BN	0.278625
RAPGEF1	-0.023
MAP3K8	3.01825
DLG4	0.907833333333333
STC1	-0.995583333333333
CDGAP	-0.94575
DDX26B	-2.78575
LOC150223	-1.653
CPSF3	-1.2645
TMEM14A	-0.721
MYH3	-1.54625
GPKOW	-0.039
SULT1A1	0.764
SPON1	-1
YY1AP1	-0.1625
RAB23	-0.15775
PLA2G4A	-3.20425
MAPRE3	0.66075
ZNF516	1.13914285714286
GGPS1	1.18775
EXOC3L2	0.12275
C19orf42	0.0508
MAP2K2	0.491666666666667
HIST1H2BB	1.05525
RNF19B	0.809833333333333
C6orf128	1.001
TLR8	1.5515
PCDHA9	0.118
CARS2	1.539125
CLUL1	2.7715
RHAG	-3.81833333333333
UNK	-0.808
EXOC8	0.2913
C9orf95	2.21125
C14orf143	0.737333333333333
MAML3	0.0525
LDHA	-1.8985
MRPL20	0.611125
KLHDC6	0.566166666666667
ATP5S	0.605
C8orf55	0.82625
PHF19	-2.503375
KRTAP13-4	0.633
TTC5	-0.49725
XKR5	-0.10975
SILV	-4.65866666666667
TEX28	0.4145
TCTN1	1.87525
CX40.1	0.561
PPP2R5C	0.00437500000000002
C12orf30	-1.20083333333333
CAPG	0.08275
MPZL1	0.2442
ARSB	-1.1115
TDH	-2.3
WASF4	1.2415
TSSK3	-0.858
7A5	0.743
CRISPLD1	-0.642375
MAD1L1	0.271166666666667
SPIN4	-1.12716666666667
AMPD1	-2.2605
DPYSL5	0.139
INPP1	1.5555
ANKRD11	-0.388388888888889
NPAS4	-0.079625
GCET2	-0.3624
RNASE9	-0.277
GUCY2D	0.333666666666667
CCDC98	-0.68125
FGF4	-0.53375
CPM	0.706
SLC26A4	-1.10766666666667
PLD5	0.9645
FAM59A	-2.7072
FBXO5	-2.53433333333333
SIPA1L1	-0.551375
DPYS	0.52725
ATG4D	0.56375
TGM3	2.551
MTCH1	0.2415
HK1	1.29192857142857
CDC26	-0.26825
GALNT12	-4.58033333333333
LOC339229	0.28475
MRPL35	-0.5225
ORC4L	0.717875
TNKS	-0.210714285714286
C2orf24	0.8595
ZNF553	0.379333333333333
GGTLA1	2.6981
ZNF497	0.47325
CDY1B	1.92766666666667
SLC30A4	0.868285714285714
TUB	-0.093625
ARHGEF18	-0.7405
ARRB1	1.761
KCNK1	0.12425
EREG	-2.71322222222222
SCAMP5	1.334
RUNDC3B	0.44525
ADAMTS20	0.742
IL17RB	0.85375
FLJ20323	-0.67525
MCAM	-0.188375
POLR3E	-1.71458333333333
AQR	0.0171666666666667
IPMK	-0.802
CDCA7	-4.89085714285714
CAMP	-1.11525
GRHL3	-0.08675
ADAMTSL2	0.646333333333333
CLMN	2.30983333333333
SSTR3	0.7445
MAGEA5	-1.38416666666667
OVOL2	4.39775
JMJD1B	-0.261
RBL2	0.487
PYGO2	0.99925
PPP1R10	0.0218333333333333
CSE1L	-0.836166666666667
LCA5	0.2245
RDH16	-0.1315
ASRGL1	-3.7415
TOM1	0.837
PTX3	-6.4165
TTC15	0.89625
SCGB3A1	2.352
MRPL50	-0.415
RCAN3	0.94825
SLC26A11	0.5685
STYX	-0.273666666666667
CINP	0.084
MARCH7	-0.391
PFKM	-0.3625
SGMS1	-0.398
RIOK3	-0.2593
C1orf110	-0.7665
CES7	-0.510428571428571
LOC440248	-3.4555
PPP1R12C	0.10175
C10orf27	0.7035
ATG9A	-0.161
MRPS26	1.110375
TMEM40	-0.7505
ELP3	-0.3215
ZNF787	1.3413
HIAT1	0.233375
C8orf34	0.548166666666667
MGC4655	0.8387
PELI1	-0.820333333333333
PPT1	0.3302
SLC35C2	-0.007
C6orf125	0.888
MUC4	-1.2564
RFC4	-2.96214285714286
GNB2	1.011
NUP50	-0.0821428571428571
SULT4A1	-0.544666666666667
C7	0.609625
CCDC130	0.00133333333333334
ARRDC4	1.09575
RQCD1	-0.77725
GLYCTK	-0.68225
AYTL2	-0.263
MTUS1	1.6682
LEMD3	0.192
PLEKHF2	1.33325
HOXA7	-1.348875
GTF3C2	-1.001
DYNLRB2	5.31775
CNOT10	-0.07525
MR1	0.474666666666667
FFAR1	-0.4775
PRIC285	0.421
SLITRK6	1.0675
LIX1	-2.2205
UBE1L2	-0.346833333333333
F8	1.969
ACHE	-0.314666666666667
KPNA5	-0.36075
TNFRSF12A	-1.65833333333333
EGR3	0.6705
SERPIND1	-3.63983333333333
OASL	2.856
IFRD1	-2.48175
WDFY1	-0.0968333333333333
ZNF267	-0.942375
ACCN5	0.0665
ZBTB6	0.50275
PPP1R3A	-0.314
PRRT3	0.8105
FBXL19	-1.145
TXNIP	1.44821428571429
ACTN2	-0.74375
ATG9B	-0.289375
C9orf117	0.850375
IL27	-0.8865
RPL36AL	-0.105833333333333
KLK15	1.85566666666667
CHAD	0.2625
RAP2B	-0.7741
HEBP2	1.50825
ZNF342	-0.3445
CAMK2G	-0.659666666666667
TLR3	1.75675
FGF14	-0.15525
HMGB2	-1.943375
TRPM5	-0.262
OR5M11	0.676
KIF3B	1.13789473684211
PRICKLE2	0.2145
MTMR9	-0.331625
C3orf27	0.142
GLRA3	-1.79883333333333
NSDHL	-0.487833333333333
TMEM32	-0.824
POLR2D	-0.995
MYADML	0.383
C9orf114	0.626
MRGPRX1	-0.591
TOPORS	0.969
CLDN19	-0.8585
C1QL4	0.576
RNF165	1.367
DHRS9	-0.49675
DNAH2	-0.767
FXR1	-0.8175
ZMYM3	-0.719125
CASP3	-0.287333333333333
FAM120C	0.0413749999999999
SCLY	-1.35075
CA7	0.806
ENTPD5	0.909333333333333
ZNF461	-0.01075
PDIA5	-0.56725
C1orf19	-0.9995
TMEM67	-0.6035
KCTD20	-0.6055
WDR47	1.084
FLJ38723	2.8705
KLRF1	-0.8114
TAS2R16	0.921
CLDN12	0.2025
PRKCE	1.127
UBXD4	-1.398
ITGAM	1.37
GLT8D3	0.00212500000000002
WDR31	1.9926
RGS2	-3.341
OR51L1	0.5075
MST1R	0.3995
KIAA1737	1.73525
OR4A5	null
GLIS1	-2.171
PTMA	-0.761285714285714
NAPA	2.12525
PRDM11	0.27125
LIPF	-0.057
DIRAS3	0.00900000000000001
ASGR2	-4.320375
C1QTNF4	0.09
PIK3R4	-0.235833333333333
ARMC3	3.16725
NDUFV3	-0.0126666666666667
BTBD3	-0.95
PPP1R2	0.353416666666667
UBE2NL	-1.2305
FOSL2	-0.180285714285714
FAM119A	-1.49516666666667
TUBA4A	-0.3254
KRTAP12-1	0.1195
SFRS2	-1.96475
RHPN1	0.541
EEF2	0.224
ZDHHC11	1.04133333333333
EPHA3	-2.2661
RBM12	0.0685
H2AFJ	1.16741666666667
EDIL3	0.786
KIF26A	-1.94925
SERGEF	1.4565
B3GALT4	2.649
LOC90925	-0.501166666666667
OSCAR	-0.800625
NPFF	-0.88775
DEDD	0.186375
TMEM155	-1.29828571428571
PTPN1	-0.02525
SCYL2	-0.0913333333333333
SKAP1	3.6175
LEAP2	-3.70116666666667
GADD45G	2.4971
IFITM3	1.62075
PILRB	-2.97066666666667
SLU7	0.00887500000000001
DSC3	-2.2625
DNMT3L	-1.21275
PAPD5	2.944
B3GNT3	-2.22
LHCGR	-0.241
MSL-1	-0.22925
UBE2S	-1.50325
SAP130	-0.90325
ANAPC11	0.52325
MAGED4B	-3.931
ATP6V1B2	0.3715
C14orf179	1.471875
CAPZA1	-0.38375
CDYL2	2.10716666666667
GLRX3	-0.784
LOC136288	0.251
MOBKL1A	0.4725
HTR2B	-0.83
CRYGD	-0.2295
NUS1	-0.91
PGRMC1	-1.5315
MYOM2	1.6125
FLJ39653	-2.034
CHM	0.5688
OR5M8	0.345
ZNF619	-0.0615
FAM105A	-0.8325
CCNL1	-2.01
NAP1L3	-1.648
C10orf57	2.14633333333333
B3GALNT1	1.58
CSN1S2A	-1.8575
TCP10L	0.46175
GDAP2	0.198
DMKN	-0.087
COX6B1	0.17725
DNASE2	1.76083333333333
MSH5	-2.55325
LGMN	-0.01075
USP31	0.1202
OR13C8	1.0175
SDCBP	-0.0704
NUDT11	-4.478
PYGL	-2.888
SNPH	2.325
B3GNT4	-0.508
MIZF	-0.4588
NUBPL	0.6925
NOD1	-1.1685
CDH22	-0.699714285714286
NUBP1	0.275
DSCAM	-3.1385
DGKI	-1.7245
FAM136A	-1.123
AKAP1	-0.357166666666667
SLC16A6	2.07625
RIN3	-0.3335
PSG2	-0.60675
DIP2B	-0.138333333333333
PSORS1C1	0.2578
KIAA0495	-0.0975
FLJ90709	-0.646333333333333
LPA	-0.159333333333333
PIGA	-1.626
LY75	-1.32583333333333
UTS2	-6.26183333333333
RREB1	-0.345125
GALNACT-2	-0.2407
MGC3196	-0.5085
FLJ31568	0.192
LPHN1	0.238375
SP1	0.95525
TOX4	0.319833333333333
HSPA9	0.5581
APOBEC1	-0.194
SLC35E4	-1.656
LSM5	-1.175
SURF1	1.08575
ZBTB1	0.395416666666667
GTF2F1	0.607375
RPS15A	-0.0437857142857143
DUSP21	-0.3176
GINS4	-3.04633333333333
MYO15A	1.816
GIMAP7	2.9715
MGC13379	0.584
ATP6V1E2	-0.404666666666667
UTP3	-0.32425
HNRPA3	-0.8405
MT4	0.604
C14orf155	0.1775
U1SNRNPBP	0.82325
CKLF	-0.975
PLEKHN1	0.2645
MBNL1	-0.889166666666667
NUP160	-2.36025
ACSM2A	-1.69875
LOC129881	1.25675
KIAA1529	-1.648
FLJ22639	-2.34675
HAND1	-0.399
GSX1	0.6135
FGA	-3.06678571428571
SERPINB1	0.5895
ZNF642	-2.10475
IGFBP1	-7.96775
SLC1A1	-0.806625
DHX57	-0.267625
ZNF766	1.361
PTPN21	-0.794375
GDPD3	-2.905
PNPLA5	0.3985
TBR1	0.203
FAM116A	-0.15375
IQGAP1	0.029125
FOS	-2.060375
ZNF226	0.635875
FIGNL1	-1.51533333333333
C14orf1	-0.0875
ZMYND17	0.903
PUS7	-1.23566666666667
TUBB6	-2.184
KCNQ2	-1.3835
MARCH6	-0.570666666666667
CCDC33	0.491
PRODH	-1.04275
RBM11	1.9455
EPHA6	1.337
SLC43A1	1.60675
LOC196541	0.0352857142857143
NTN1	-0.0260909090909092
ING4	0.60925
PCDHB10	-0.88975
DPH2	-0.469833333333333
SPACA4	-1.0035
FBXL21	-4.702
DIAPH1	-0.9765
ZNF71	0.589333333333333
CEP76	-0.5895
CORO1A	-1.29525
RRM2	-3.54925
EDG4	0.2325
OS9	1.74683333333333
SLC4A1AP	0.0245
COG5	0.119
COPS8	-0.75275
NGLY1	-0.43975
NCBP2	-0.604375
C17orf42	-0.4025
GPSM3	0.7585
SIL1	2.0155
ASB6	-0.4405
SMAD5OS	1.57383333333333
UNC93A	-3.89714285714286
A1BG	0.582666666666667
C21orf62	0.3535
FMO5	-0.278916666666667
ATRIP	0.9675
CEBPG	0.186
C7orf38	0.128333333333333
TNFRSF1B	0.247166666666667
CLEC1A	0.915
IQSEC1	0.4475
PATZ1	0.9105
RBM22	1.532375
BAG2	-2.34683333333333
PAQR5	-2.06616666666667
C9orf127	1.0282
THNSL1	1.14875
SHROOM3	2.8418
JAM2	0.04475
SNRPN	-4.529
ALX4	0.4415
CACNA1S	-0.017
FAM130A1	-0.2555
CORIN	-0.294
CD300LB	0.6845
PLEKHG6	0.1045
LRRC40	-1.23975
PCLKC	-0.70775
PCDHB16	-2.3445
WNT2B	-0.8595
ASNS	-1.11844444444444
MRPL49	0.325375
FLJ46111	-0.97
ISG20	1.646875
SMU1	-0.399833333333333
CASZ1	1.557
POLR1D	0.0953333333333333
GIN1	0.202
SNAG1	0.526833333333333
ANKRD29	-0.4485
CDKN2AIP	0.17775
KRR1	0.45375
CXCL1	-3.57183333333333
EPM2A	-0.0513
PC	1.00033333333333
DEFB127	1.301
PDZRN4	0.092
FAH	0.74575
OR51E1	0.3435
CDC2L6	-0.2285
DNTTIP1	-0.9045
PAX8	-0.31325
TMEM116	0.645
C1orf150	-0.3385
PRO2012	0.484666666666667
MRPL40	-0.0976666666666667
BEX1	-3.8159
SLC2A4	-0.653166666666667
PKMYT1	-1.837
FEZF2	0.8486
SLC26A9	-1.058
MAP2	0.919916666666666
LYL1	-1.164
SLC25A19	-0.409833333333333
NOS3	0.085
ZNF34	0.678333333333333
TMPRSS11F	-0.763
FAM43A	-0.272
FCRL4	0.0188
KLF14	0.909
FLRT2	-2.64116666666667
WRN	-1.23975
SDF2	1.0715
KRT8P12	-0.9935
C6orf195	-0.2175
C9orf125	-2.65266666666667
DZIP3	1.04525
RIT1	-0.701
SCML1	-0.029
RHBDF2	-0.11325
OR2G3	0.5025
REXO1L1	-0.089
MAP3K7IP3	-0.603
C3orf57	-4.43825
FBXW11	-1.33566666666667
ETAA1	-0.3885
C14orf131	0.7322
AKT1S1	1.19075
SLC12A5	-0.609
C9orf164	0.971
NRIP3	-0.364125
NOS1AP	-1.9325
TMEM121	1.49575
SAP30BP	-0.5632
DGCR6	1.67375
WDR76	-0.84225
FAM82B	0.113666666666667
LOC606495	-0.449
MAP9	3.95225
BCDIN3D	1.255
CXorf36	2.71416666666667
DSCR3	-0.69
ZFAND3	0.6375
C7orf43	0.297666666666667
SPSB3	0.9243
C19orf19	0.60625
FAM133A	-3.8334
C12orf25	0.7205
SLC39A3	-0.1895
DISP2	1.5995
PI4KAP2	-1.732
MKRN3	-2.136
ADAMTS13	-0.160375
CBLN3	0.7022
TTYH1	-2.59633333333333
C3orf18	-0.542
FLJ13236	1.14825
ZMYND12	3.6695
C18orf25	-0.177875
GLB1L3	-0.8035
ATP13A5	0.889
RANBP10	0.72225
CD96	-2.987
DENND1C	-1.61775
RBMS3	-1.8296
SLC41A3	0.944666666666667
DGCR6L	1.6295
TMEM128	0.393833333333333
CSNK1G3	0.874714285714286
MOBKL2C	0.619875
TSPAN6	-0.880625
MATN2	-3.0132
MSL2L1	0.5455
ST6GALNAC2	-0.6685
FGFBP2	-0.241875
FGL1	-5.53583333333333
MPP3	-1.43333333333333
ARHGEF6	0.450833333333333
TGFBR2	-0.866375
ACMSD	0.3495
IL33	-0.358
C9orf5	0.239333333333333
DEAF1	1.4961
AMN	0.475
DEFA6	-0.34
RNF212	-1.627
METT5D1	0.350666666666667
CIB1	0.9378
TSSK1B	-0.43175
KIAA1727	1.236
ZNF680	-0.0795833333333333
LOC399900	-1.1625
LOC152217	0.0183333333333333
CTNNAL1	-2.0445
CIT	-2.90408333333333
TLE6	1.788
ZNF607	-0.97525
HERC4	-1.05833333333333
DRAP1	-0.0631
PEMT	0.51825
C10orf111	-0.0675
ZNF575	1.704
KCTD7	-0.188
MYO1F	0.07175
LOC285382	-1.07575
RAB11A	1.2301
PLCD3	-0.46125
C15orf28	-0.2865
PTBP2	-1.98475
CTB-1048E9.5	-0.064625
C19orf60	0.922333333333333
C7orf25	0.883333333333333
SETD7	1.2345
HOXB9	-3.8275
VANGL1	-0.2785625
CHAF1B	-2.6405
NDUFA3	0.23775
KIAA1328	-0.194833333333333
SHARPIN	0.898125
TTC23	-1.025625
UGP2	0.363416666666667
ANKIB1	0.7366
CIRBP	1.084
SEC14L4	-2.71383333333333
OVCH1	-0.286166666666667
VPS52	0.5775
FAT	-1.539875
M6PRBP1	0.0655
GPRIN3	4.0375
PPM1F	0.267166666666667
TSR1	-0.34825
CCDC85A	0.22475
PCSK5	-1.501
ZFHX3	-0.285
HEMK1	-0.6885
PGBD2	-0.34175
RSRC2	-0.3415
AURKC	-1.30166666666667
SCRIB	-0.37425
ORM2	-3.758
FAM115A	0.6252
FZD6	-0.205
UNC119	0.705666666666667
GPX3	-0.2717
NOV	-0.647875
CABC1	-0.10775
CDC42SE2	-1.2415625
EIF2S2	-0.8799
RNF130	0.41975
CKAP5	-1.28266666666667
RP11-413M3.2	0.97825
C10orf18	0.6364
TMEM93	0.106
DYX1C1	2.07625
KCNMB2	-2.08725
ANK3	0.306916666666667
KRT5	-2.4107
CDH12	-1.60416666666667
QRSL1	0.017875
JUB	-3.51
SHC4	-3.087
CCL15	0.528166666666667
CCDC22	0.83375
SNX24	0.6205
RARS	-0.3215
MORC2	-0.37925
FAM48A	-0.9015
MT1H	0.285
PPP1R14C	-3.72483333333333
FOXD1	-2.23485714285714
C1orf213	-1.703
AMT	-2.3821
DSN1	-1.73375
PTPLAD2	-0.65125
DIS3L	1.091
RASL11A	0.321
GPRC5B	-0.516375
FRMD7	0.243
STRN4	0.015
KITLG	0.422909090909091
HDGF	0.572
OR1S1	-0.283
SETX	0.213
DDR2	-2.943875
KCTD12	0.42225
LYZL2	4.42375
WDR52	-0.073
TMEM2	-0.655
ZNF579	1.57866666666667
LOC200810	0.76775
TNFSF9	-1.4155
PPFIA4	-3.49425
CNIH3	-1.02183333333333
MAP4K4	-1.94507142857143
ROD1	0.00828571428571429
ALS2CR12	-0.487833333333333
DOCK3	0.473833333333333
PAQR9	-3.7535
ASB17	0.306833333333333
STX16	-1.267875
FEZ2	0.2335
DLAT	-0.1105
KIF21B	-1.39166666666667
CDC5L	0.296
TMEM119	1.2385
CRIP3	-1.31625
TPSD1	-0.1964
TEPP	0.70475
GNGT2	0.79975
C21orf121	0.295666666666667
WNK1	-0.73675
FLJ10490	1.7692
OR51B5	-1.6525
LOC203547	-1.16125
HAS1	-0.484
PPA1	0.642666666666667
ST7	0.583
C11orf46	0.6159
POPDC3	-0.356
ACOX2	0.452666666666667
ATCAY	-0.353727272727273
TM4SF19	-3.64075
MFSD9	-0.0768333333333334
PDHB	0.40875
ERN1	-0.488
LCE3C	0.377
GPR111	null
NOTCH3	-0.134666666666667
ADAMTS5	-0.30575
B3GALT1	-0.8005
UGCGL1	-0.647166666666667
FAM58A	0.716333333333333
FBXO32	1.273
CLPP	0.511
NXPH1	-1.0115
MTMR3	1.12033333333333
ATP1B3	-0.91925
TMEM16A	0.68775
HIST1H3F	0.191166666666667
TRIM25	0.468666666666667
SDCBP2	1.293
CRKL	-1.043375
HOXB2	1.84616666666667
ANP32B	-0.22625
GATM	2.4495
AP4E1	-0.079875
EDG5	0.22475
CDKN3	-2.81183333333333
CDH4	-2.23475
PGD	-0.167666666666667
RND1	1.1385
GAD1	-2.8324
MPG	0.44575
LOC440350	-1.071
ZNF133	-0.0345
SERPINB12	-0.136
AMELY	0.2676
DHX36	-0.9045
TNFAIP8L2	2.649
PHTF2	-0.310333333333333
CCDC112	-0.238833333333333
IQCC	0.01575
HEYL	2.53816666666667
FTSJ2	-0.480833333333333
APPL1	1.186625
RAB43	0.449785714285714
OR10G2	0.261
WAC	0.1585
ADCY9	0.611625
RUNDC2B	-0.738166666666667
PYCRL	1.0078
AGPAT7	-0.859666666666667
SLC22A9	-0.438833333333333
CDKAL1	-1.3875
PDYN	0.0855
C20orf74	-0.44975
MTMR11	-1.5625
VAV3	-0.651
DAPL1	-1.587
STXBP3	1.156
EIF3G	0.2895
ARHGAP22	-0.456
NPFFR1	0.297
NPC1	-1.45466666666667
ALDH9A1	2.1955
ZNF600	-0.55
ZNF678	-0.0668333333333333
RASSF1	0.731
ADD2	-2.16014285714286
PITPNB	0.0661249999999999
PKD2L2	-0.18
LRP11	0.8425
CDKL1	-0.906
SMEK2	0.095
PRODH2	-2.92266666666667
C11orf54	0.081
SFRS11	-0.323333333333333
IL7	-0.9486
ALS2CR16	0.55325
BTG3	-2.65366666666667
PAK2	-0.0265
RP11-679B17.1	0.9615
GATA4	0.828166666666667
ATP2B1	-1.099
LOC130940	0.83
C1orf172	2.71583333333333
ATF7IP2	-3.9585
SLC25A43	-0.8685
CENTG3	0.633166666666667
IGF2BP1	-3.51722222222222
FCHSD1	0.455
CAMK2N2	2.43266666666667
ELAVL3	0.1343
NBPF15	-0.3385
UBE2J2	0.313363636363636
GNL2	-0.6425
PRR3	-0.6744
NLF2	1.98775
OR4F6	1.581
KLHL24	0.357166666666667
CCDC88A	-2.7034
SGPP1	0.876
C10orf11	-0.5935
SLC35B4	-1.4425
UGT3A2	-0.19
ARNT2	1.6418
CBR1	-1.2175
ITPR3	-1.20416666666667
TRAPPC6B	-0.4328
AMZ1	-3.036
ARP11	2.9875
WDSUB1	0.5015
APBA1	-0.5085
RAB2A	0.7882
C6orf162	-0.477
HPSE2	0.434
PLCE1	-2.3815
INSL3	-0.55
DLG1	-0.3976
PTPLA	-3.841
PIGX	0.82575
TFIP11	0.4145
FIBIN	-0.173
POLR2G	-0.3255
GRAP2	-1.6901
DNAJB8	0.524
CNBP	0.929666666666667
WASF1	-0.5185
INPP5E	-0.8505
HSPB1	-0.8276875
TMEM167	-0.4921
CUBN	-0.3685
IGF1	0.965375
ITPK1	1.1686
NAALAD2	-0.913
G3BP1	-0.6128
NT5DC1	0.909875
CYP39A1	2.4915
TMEM139	-2.07145454545455
POLK	0.257555555555556
GLULD1	-1.31475
RBM15	-1.2155
AMZ2	0.6715
GDF15	1.40783333333333
MESDC2	0.11175
INCA	-1.02316666666667
ACY1L2	-1.9325
GZMM	-1.0185
PAIP1	0.5615
CACNA2D1	-0.505666666666667
STK32C	-0.350333333333333
SH3BP4	2.2325
DEC1	1.186
PADI1	0.703
UBB	0.4216
PON3	-3.51533333333333
PROP1	1.628
ANKRD13B	-0.545
ADCK1	0.199
TCF25	1.49083333333333
SLC38A5	-3.08275
CXorf26	0.351333333333333
C19orf39	0.79775
PPP1R13B	0.9075
ARL2	0.4895
TCL6	-0.0361666666666666
TOP3A	-0.5275
SLC16A14	1.284375
FXYD6	-0.549166666666667
HIST1H4E	-0.45875
BBC3	1.10052631578947
UNC5A	0.942666666666667
FAM86C	0.0431
PI4KB	0.216875
B3GAT1	-5.36366666666667
SUSD2	1.552
OAZ2	0.661166666666667
NOC4L	-0.5705
C10orf12	-0.9355
FADS1	-2.45316666666667
LOC144097	-0.82975
DKK2	-0.469
KIAA1949	-2.177
RHOT1	-0.0281
OXT	0.6585
GPR153	2.0375
ARL4A	-2.05883333333333
SAAL1	-0.76075
CCDC64	0.407
USE1	0.170833333333333
HNMT	0.210166666666667
PCGF3	0.00031249999999999
CYP2C19	0.260666666666667
C20orf4	0.203
CCDC11	2.938
ACSBG2	0.0723333333333333
RWDD2A	1.1795
PALLD	-0.207375
CPLX4	0.007
LOC492311	1.6995
KPNA2	-2.4855
MACROD1	0.7721
TMCO3	-0.7825
C15orf52	1.082
BIRC5	-1.79413333333333
PRR16	-1.8052
FAM63B	0.044875
