Hybridization REF	TCGA-BH-A0AU-11A-11R-A12P-07
ZNF347	0.1186
GTF2E1	-0.51175
RY1	-0.331
ATAD2B	-0.1195
ARHGAP17	-0.6603
KCNIP3	-0.4875
SFPQ	-0.369375
GFRA4	1.116
AKR1B10	-3.817125
TIGD6	0.700333333333333
RGS16	-0.420375
URB1	-0.304166666666667
OR4C46	0.317833333333333
TOP3B	-0.3115
NFATC4	-0.086
CA14	-4.63525
BMPR1A	-0.222166666666667
SNRP70	-0.692875
PRL	-0.6715
C6orf130	0.42575
STAG2	0.09925
CD55	-1.1085
RPS23	1.132
SSX2	-1.67
FDPSL2A	-0.48775
FBXO27	0.04475
SYNGR3	-0.848666666666667
TMSL3	0.73125
EML1	-1.5
NUP93	-1.2295
SMAD3	-0.664
KIAA1189	-0.192333333333333
HNRPUL2	-1.041
TBC1D12	0.0281666666666667
C16orf24	-0.18075
MRVI1	1.511
ZNF581	0.0291666666666667
ELOVL3	0.3165
OR51Q1	0.1905
CACNB3	0.104166666666667
GALNT13	-0.707375
C10orf84	0.659375
NEDD4	-0.242
SPO11	-0.5515
OR5AU1	-0.1625
NEK4	-0.116642857142857
PRKAR2A	-1.21516666666667
IHPK1	-0.351666666666667
ATP6V0B	-0.503875
CACNA1E	1.8955
CEACAM8	-0.2645
PEX14	0.075
FLJ12993	0.0815
ZBTB38	-0.0924166666666667
PCTK2	-0.252
LRRC16	0.4558
FBLIM1	0.440916666666667
FYCO1	0.83225
RP5-1022P6.2	1.18933333333333
CMTM1	-0.359
PLTP	0.748666666666667
RAPH1	1.0555
DOCK8	1.0705
EZH2	-2.21413333333333
SLC25A1	-0.663
PLEKHB1	1.199
GRB7	1.4669
ZFP37	0.68425
MRPL33	-0.26675
PELO	-0.17675
ARMC1	-0.781363636363636
C9orf27	-0.266
FLJ25778	-0.3025
C9orf37	-0.7675
TMEM66	0.9625
SPRN	0.296375
HBEGF	0.106625
PI4KA	-0.73
LEPRE1	-1.70825
POU2AF1	-1.4925
MRPL12	-1.0925
REP15	-0.525
ZC3H3	0.17475
RASAL1	0.555
DDAH1	1.241
ACBD5	-0.0265
TMC2	-0.0095
CCDC137	-1.33125
SAMD13	1.33433333333333
UGT2B15	0.501333333333333
TIPARP	0.082
DNASE1L3	2.75125
TRIM72	0.180333333333333
DBX2	2.112
IPO8	-0.83925
C21orf88	0.469
MAP3K14	0.4645
LOC51233	0.5555
GGTLA4	1.0795
PDE6D	-0.6345
ZNF117	0.082
CLK2	-0.32975
NKRF	-0.61625
TNFSF15	0.31
DUSP2	-0.268375
SECISBP2	0.2706
GABRR2	0.074
PPAP2C	2.1235
LOC51145	-0.00116666666666665
PAG1	-0.705375
PIK3C3	0.3355
GNG10	-0.6905
APOL4	0.549166666666667
ANKRD28	-0.688375
STMN3	-1.12
RAB14	0.6594
CDK2AP2	-0.36625
HDDC3	-0.13625
COMMD7	0.183875
CXXC1	0.52525
HMCN1	-1.03416666666667
CD40	0.7935
DYNC1LI2	0.2849375
GDI1	-0.2225
LOC646938	-0.085
VSNL1	0.08
PIH1D1	-0.431833333333333
RAET1G	-0.2395
KRTAP5-9	0.219
EFTUD2	-0.8865
ZNF311	0.0365
ATP6V1G3	0.194
OR2W3	0.3045
SCN4A	0.5995
MED10	-0.648375
FAM135A	-0.1035
ARHGAP4	-1.00875
EHMT2	-0.811375
UFD1L	-0.74375
ERMP1	-0.92725
MAG1	-1.285
THAP8	-0.338
HACE1	0.371833333333333
FAM82C	-0.0321666666666666
C3orf20	0.3005
UNC84A	-0.214666666666667
SCD5	-0.268384615384615
LASS6	0.086
LSG1	-0.556
MAL	-4.67875
GPR22	-1.2945
WDR5B	1.5555
ACTRT1	0.5205
C17orf60	-1.0085
GRIN2C	0.4954
ARMC8	-0.570666666666667
SLC47A1	-1.30783333333333
DMPK	-0.30225
DHRS13	-0.361166666666667
SMC1A	-0.708666666666667
KRTAP17-1	0.01275
SMYD5	-0.5045
TUSC2	-0.003125
CRHR2	0.205
KIR3DL2	0.931
CCDC104	0.98375
ATP2C1	0.4055
CROT	0.75475
PABPC3	-0.692
EGR1	3.34783333333333
THSD1	1.791
KHK	-1.101
SLC12A2	2.058625
CD58	-0.8505
STOX2	0.990166666666667
CCDC76	0.1942
CCDC48	2.9575
DNAH1	0.168666666666667
ZIC4	-0.21475
OR1G1	0.347
PSMC6	-0.4225
PROKR1	0.3065
ABCB1	1.607625
TRAT1	-1.574
LLGL1	-0.181
MTF1	0.0775
USP54	0.482
PAGE2B	-1.755
ITGB7	-3.6645
CCDC81	-0.615
LOC149837	-0.027
SCUBE1	0.3955
ZSCAN10	1.951
HUWE1	-0.701428571428571
CDH17	0.751
CD180	0.171
IL17A	0.346
TMPO	-2.352
KIAA1524	-2.10016666666667
HDGFRP3	-0.2825
OXCT1	-0.435727272727273
RRAS2	-0.571166666666667
LTBP2	2.6425625
SV2B	2.12033333333333
CYP2A6	0.4995
PKD1L2	-0.201833333333333
PPM1M	0.93675
FLJ22662	1.33016666666667
ZNF502	2.9035
GP6	-0.24625
CRYBA2	-0.637
LEF1	-2.7069
CTPS	-3.15671428571429
EYA1	-2.56633333333333
EPS8L1	1.26625
MAPK14	-0.970833333333333
SERPINB2	-4.64675
GTF2F2	0.0991666666666667
ZNHIT4	-0.44
PLA1A	-0.856125
C20orf114	1.74
HPR	-4.3365
C18orf2	-2.49533333333333
SATB2	-2.3185
KCNJ9	-0.109625
MGC157906	0.3395
MOCS3	-0.773
C17orf71	-0.5025
PPHLN1	-0.1494
HIST1H2BN	-1.26975
RAPGEF1	0.106
MAP3K8	0.558
DLG4	0.366333333333333
STC1	0.169333333333333
CDGAP	0.753
DDX26B	0.35275
LOC150223	-2.0785
CPSF3	-1.204
TMEM14A	-0.138
MYH3	0.33725
GPKOW	-0.36625
SULT1A1	0.107666666666667
SPON1	2.5996
YY1AP1	-0.432
RAB23	-0.64925
PLA2G4A	-1.9015
MAPRE3	-0.250333333333333
ZNF516	0.554785714285714
GGPS1	0.598
EXOC3L2	0.44625
C19orf42	0.7265
MAP2K2	-0.0488333333333333
HIST1H2BB	-1.37475
RNF19B	0.1115
C6orf128	-0.449666666666667
TLR8	0.741
PCDHA9	1.033
CARS2	-0.34275
CLUL1	2.87166666666667
RHAG	-3.80433333333333
UNK	0.3245
EXOC8	0.4793
C9orf95	1.984
C14orf143	-0.3905
MAML3	0.2915
LDHA	-3.075
MRPL20	-0.06375
KLHDC6	1.44266666666667
ATP5S	0.0948333333333333
C8orf55	0.15225
PHF19	-2.548625
KRTAP13-4	0.422
TTC5	0.17575
XKR5	-0.77875
SILV	-3.6905
TEX28	-0.257
TCTN1	0.52725
CX40.1	0.33375
PPP2R5C	-0.201375
C12orf30	-1.4725
CAPG	1.28025
MPZL1	0.4631
ARSB	-1.191
TDH	-1.56525
WASF4	0.54825
TSSK3	-0.619333333333333
7A5	0.4535
CRISPLD1	3.25525
MAD1L1	-0.5735
SPIN4	0.290166666666667
AMPD1	3.01
DPYSL5	0.1575
INPP1	0.7725
ANKRD11	-0.903944444444444
NPAS4	0.100375
GCET2	0.6715
RNASE9	0.1285
GUCY2D	0.257833333333333
CCDC98	0.23225
FGF4	0.076625
CPM	-0.390166666666667
SLC26A4	-0.0336666666666666
PLD5	0.47325
FAM59A	1.2866
FBXO5	-2.305
SIPA1L1	-0.09575
DPYS	2.0505
ATG4D	-0.44575
TGM3	0.7525
MTCH1	-0.173125
HK1	-0.430785714285714
CDC26	0.622875
GALNT12	-2.51633333333333
LOC339229	-0.3985
MRPL35	-0.528875
ORC4L	0.221125
TNKS	-0.615928571428571
C2orf24	0.2095
ZNF553	-0.042
GGTLA1	2.1466
ZNF497	0.027
CDY1B	-0.538666666666667
SLC30A4	0.2355
TUB	0.42275
ARHGEF18	0.16725
ARRB1	0.94675
KCNK1	-0.6315
EREG	-2.2259
SCAMP5	-0.81575
RUNDC3B	3.2555
ADAMTS20	-0.319
IL17RB	1.413125
FLJ20323	-0.636
MCAM	0.206625
POLR3E	-1.0725
AQR	0.105166666666667
IPMK	-0.5055
CDCA7	-2.90125
CAMP	-2.011
GRHL3	-0.45
ADAMTSL2	0.5525
CLMN	1.466
SSTR3	0.3915
MAGEA5	-1.92
OVOL2	3.83775
JMJD1B	0.16625
RBL2	0.4722
PYGO2	0.67825
PPP1R10	0.283833333333333
CSE1L	-1.5135
LCA5	2.187
RDH16	0.03975
ASRGL1	-1.8425
TOM1	0.324
PTX3	-3.4135
TTC15	0.46575
SCGB3A1	4.56183333333333
MRPL50	-1.02025
RCAN3	0.191625
SLC26A11	0.92725
STYX	-0.798666666666667
CINP	-0.564
MARCH7	-0.385
PFKM	-0.819666666666667
SGMS1	0.275
RIOK3	-0.6731
C1orf110	1.9025
CES7	-0.209375
LOC440248	-0.06325
PPP1R12C	0.40575
C10orf27	0.479
ATG9A	-0.5855
MRPS26	0.2205
TMEM40	0.518
ELP3	-0.1093
ZNF787	0.9144
HIAT1	-0.295375
C8orf34	1.10916666666667
MGC4655	-0.1775
PELI1	1.39083333333333
PPT1	-0.2449
SLC35C2	-0.161166666666667
C6orf125	-1.2865
MUC4	-0.878166666666667
RFC4	-2.08328571428571
GNB2	-0.240166666666667
NUP50	-0.710642857142857
SULT4A1	-0.890333333333333
C7	0.9955
CCDC130	0.548
ARRDC4	0.625
RQCD1	-1.47875
GLYCTK	-0.7995
AYTL2	-1.653
MTUS1	1.257
LEMD3	0.3035
PLEKHF2	0.9125
HOXA7	1.179625
GTF3C2	-1.5935
DYNLRB2	3.33875
CNOT10	-0.35675
MR1	-0.232333333333333
FFAR1	0.28575
PRIC285	0.37875
SLITRK6	4.10825
LIX1	-1.8342
UBE1L2	-0.695166666666667
F8	1.16075
ACHE	0.112666666666667
KPNA5	0.19425
TNFRSF12A	-2.5225
EGR3	1.4185
SERPIND1	-3.7005
OASL	-0.24575
IFRD1	-0.597875
WDFY1	-0.657333333333333
ZNF267	-0.464625
ACCN5	0.0915
ZBTB6	0.07025
PPP1R3A	0.357
PRRT3	-0.39425
FBXL19	-0.2715
TXNIP	2.25207142857143
ACTN2	-1.69875
ATG9B	-0.243125
C9orf117	0.379125
IL27	1.7955
RPL36AL	0.420333333333333
KLK15	-0.135
CHAD	2.0615
RAP2B	-0.4539
HEBP2	1.34375
ZNF342	0.2715
CAMK2G	-0.724333333333333
TLR3	1.5895
FGF14	0.023
HMGB2	-1.44925
TRPM5	0.0748333333333333
OR5M11	0.103
KIF3B	-0.506736842105263
PRICKLE2	1.2475
MTMR9	-0.23175
C3orf27	0.0505
GLRA3	4.7705
NSDHL	-0.727
TMEM32	-0.04975
POLR2D	-1.32466666666667
MYADML	0.126
C9orf114	-0.5155
MRGPRX1	0.578
TOPORS	0.623
CLDN19	2.432
C1QL4	0.0255
RNF165	-0.015
DHRS9	-1.33775
DNAH2	0.353166666666667
FXR1	-0.593666666666667
ZMYM3	-0.82225
CASP3	-0.314166666666667
FAM120C	0.3485
SCLY	-2.1325
CA7	-0.0575
ENTPD5	0.184666666666667
ZNF461	0.068
PDIA5	-0.77775
C1orf19	-0.947166666666667
TMEM67	-0.2145
KCTD20	-1.47375
WDR47	0.968
FLJ38723	4.0145
KLRF1	1.0055
TAS2R16	0.1625
CLDN12	0.19575
PRKCE	-0.085
UBXD4	-1.054
ITGAM	1.81933333333333
GLT8D3	-0.695
WDR31	0.4587
RGS2	2.68925
OR51L1	0.531
MST1R	-0.07
KIAA1737	1.2225
OR4A5	-1.0015
GLIS1	-1.15783333333333
PTMA	-0.0988571428571428
NAPA	0.16125
PRDM11	0.45475
LIPF	0.071
DIRAS3	3.87275
ASGR2	-3.598125
C1QTNF4	1.999
PIK3R4	0.1645
ARMC3	1.0705
NDUFV3	-0.95425
BTBD3	-0.225
PPP1R2	-0.175916666666667
UBE2NL	-1.239
FOSL2	0.0929285714285714
FAM119A	-2.1055
TUBA4A	-1.0296
KRTAP12-1	-0.3875
SFRS2	-1.062
RHPN1	-0.4446
EEF2	-0.0153333333333333
ZDHHC11	0.137333333333333
EPHA3	-1.7702
RBM12	0.01325
H2AFJ	0.574166666666667
EDIL3	0.815
KIF26A	-0.54425
SERGEF	0.1335
B3GALT4	1.81275
LOC90925	0.874
OSCAR	-0.499125
NPFF	0.940625
DEDD	0.294125
TMEM155	-0.8865
PTPN1	-0.8795
SCYL2	-0.0853333333333333
SKAP1	2.61775
LEAP2	-1.554
GADD45G	0.8076
IFITM3	0.43375
PILRB	0.126833333333333
SLU7	0.55675
DSC3	2.0885
DNMT3L	-1.3465
PAPD5	-0.46125
B3GNT3	1.0815
LHCGR	0.565
MSL-1	-0.5085
UBE2S	-2.563125
SAP130	-0.8
ANAPC11	-0.43625
MAGED4B	-0.495
ATP6V1B2	0.128833333333333
C14orf179	0.78
CAPZA1	-0.6165
CDYL2	-1.289
GLRX3	-0.871166666666667
LOC136288	-0.857666666666667
MOBKL1A	0.24625
HTR2B	1.64875
CRYGD	-0.196166666666667
NUS1	-1.08016666666667
PGRMC1	-0.3275
MYOM2	1.665
FLJ39653	-0.348166666666667
CHM	-0.417
OR5M8	0.1105
ZNF619	-0.115
FAM105A	-0.06775
CCNL1	-0.040875
NAP1L3	0.354
C10orf57	1.22883333333333
B3GALNT1	0.161
CSN1S2A	-0.658
TCP10L	0.12675
GDAP2	-0.378375
DMKN	0.723666666666667
COX6B1	-0.24725
DNASE2	0.0368333333333333
MSH5	-1.566
LGMN	-0.46975
USP31	0.7824
OR13C8	0.2865
SDCBP	-0.2301
NUDT11	-0.76
PYGL	-1.78566666666667
SNPH	-0.133333333333333
B3GNT4	-0.5205
MIZF	-0.4525
NUBPL	0.02725
NOD1	0.200666666666667
CDH22	0.7795
NUBP1	0.0383333333333333
DSCAM	-3.6245
DGKI	-0.9405
FAM136A	-0.87775
AKAP1	0.590666666666667
SLC16A6	-1.5785
RIN3	0.50475
PSG2	-0.038
DIP2B	-0.417666666666667
PSORS1C1	0.5093
KIAA0495	-0.0265
FLJ90709	-0.239166666666667
LPA	0.100666666666667
PIGA	-0.731833333333333
LY75	4.42833333333333
UTS2	-5.80916666666667
RREB1	-0.20025
GALNACT-2	-0.239
MGC3196	-0.868
FLJ31568	0.975
LPHN1	-0.624875
SP1	0.045
TOX4	0.461833333333333
HSPA9	-0.6533
APOBEC1	0.284
SLC35E4	-0.46975
LSM5	-0.78975
SURF1	0.37825
ZBTB1	0.6395
GTF2F1	0.4065
RPS15A	0.495714285714286
DUSP21	-0.0623333333333333
GINS4	-3.13383333333333
MYO15A	0.768666666666667
GIMAP7	4.699
MGC13379	1.056
ATP6V1E2	-0.369333333333333
UTP3	0.40325
HNRPA3	-0.4559375
MT4	0.851
C14orf155	0.45
U1SNRNPBP	0.62775
CKLF	-1.05333333333333
PLEKHN1	-1.52416666666667
MBNL1	-0.293166666666667
NUP160	-1.3525
ACSM2A	-0.83475
LOC129881	1.25275
KIAA1529	1.05975
FLJ22639	-0.9455
HAND1	-0.1525
GSX1	0.018
FGA	-3.2953125
SERPINB1	-0.12675
ZNF642	-0.0485
IGFBP1	-5.947625
SLC1A1	0.30625
DHX57	-0.89825
ZNF766	0.226
PTPN21	-0.0136
GDPD3	-0.406333333333333
PNPLA5	0.304
TBR1	-0.8216
FAM116A	0.53975
IQGAP1	0.43675
FOS	2.228625
ZNF226	0.706
FIGNL1	-0.648
C14orf1	0.0281666666666667
ZMYND17	-0.0245
PUS7	-1.19766666666667
TUBB6	-1.1255
KCNQ2	-1.87425
MARCH6	-0.219333333333333
CCDC33	0.333
PRODH	0.637
RBM11	1.63075
EPHA6	0.78775
SLC43A1	-0.594
LOC196541	0.09325
NTN1	1.30066666666667
ING4	1.1435
PCDHB10	0.7455
DPH2	-0.753666666666667
SPACA4	0.1395
FBXL21	-3.361
DIAPH1	-0.989
ZNF71	0.5505
CEP76	-0.8495
CORO1A	-1.033
RRM2	-4.958625
EDG4	0.62775
OS9	0.457833333333333
SLC4A1AP	-0.2295
COG5	-0.73975
COPS8	-0.579
NGLY1	-0.44425
NCBP2	-0.674375
C17orf42	-0.024
GPSM3	1.006375
SIL1	-0.0255
ASB6	-0.5275
SMAD5OS	0.204
UNC93A	-2.41025
A1BG	-0.271
C21orf62	0.31275
FMO5	0.861166666666667
ATRIP	-0.149666666666667
CEBPG	-0.245666666666667
C7orf38	0.416666666666667
TNFRSF1B	0.649833333333333
CLEC1A	1.52516666666667
IQSEC1	0.11275
PATZ1	0.7467
RBM22	1.011875
BAG2	-3.00566666666667
PAQR5	-2.469
C9orf127	0.5044
THNSL1	0.261
SHROOM3	2.6255
JAM2	2.25
SNRPN	-0.1845
ALX4	0.309
CACNA1S	-0.2665
FAM130A1	-0.37425
CORIN	0.2505
CD300LB	0.4295
PLEKHG6	0.3125
LRRC40	-0.72875
PCLKC	-0.42825
PCDHB16	0.442833333333333
WNT2B	1.031
ASNS	-2.05777777777778
MRPL49	-0.3825
FLJ46111	-1.9155
ISG20	-0.101
SMU1	-0.0045
CASZ1	0.00599999999999999
POLR1D	0.164333333333333
GIN1	0.3845
SNAG1	0.893
ANKRD29	0.61125
CDKN2AIP	0.7255
KRR1	0.1245
CXCL1	-1.149
EPM2A	0.0097
PC	-0.00566666666666667
DEFB127	0.3295
PDZRN4	1.44983333333333
FAH	-0.60225
OR51E1	0.3165
CDC2L6	-0.465166666666667
DNTTIP1	-0.6925
PAX8	-0.24875
TMEM116	0.41525
C1orf150	0.286
PRO2012	0.0025
MRPL40	-0.4715
BEX1	-1.8713
SLC2A4	0.763166666666667
PKMYT1	-2.0185
FEZF2	1.38716666666667
SLC26A9	-1.56875
MAP2	0.644166666666667
LYL1	-1.2225
SLC25A19	-1.38416666666667
NOS3	-0.1355
ZNF34	0.844666666666667
TMPRSS11F	-0.44175
FAM43A	0.27975
FCRL4	0.0753333333333333
KLF14	0.18075
FLRT2	0.480833333333333
WRN	-1.1145
SDF2	0.6033
KRT8P12	-0.98675
C6orf195	1.458
C9orf125	-0.339666666666667
DZIP3	-0.670625
RIT1	-0.131166666666667
SCML1	-1.68666666666667
RHBDF2	-0.40825
OR2G3	-0.0575
REXO1L1	1.417
MAP3K7IP3	-0.72
C3orf57	-5.365
FBXW11	-0.204333333333333
ETAA1	-0.273
C14orf131	0.0175
AKT1S1	-0.49975
SLC12A5	-1.072
C9orf164	0.8365
NRIP3	-0.25875
NOS1AP	0.9955
TMEM121	-0.05675
SAP30BP	-0.0768
DGCR6	0.9065
WDR76	-2.496
FAM82B	-0.785583333333333
LOC606495	-1.149
MAP9	0.959833333333333
BCDIN3D	0.79975
CXorf36	2.4505
DSCR3	-0.9067
ZFAND3	-0.93
C7orf43	0.100166666666667
SPSB3	1.1797
C19orf19	1.1745
FAM133A	-2.23025
C12orf25	0.2565
SLC39A3	-0.832375
DISP2	-1.3535
PI4KAP2	-1.6905
MKRN3	-2.009
ADAMTS13	0.3385
CBLN3	0.16
TTYH1	1.94666666666667
C3orf18	1.20575
FLJ13236	-0.76025
ZMYND12	2.728
C18orf25	-0.2885
GLB1L3	-0.5525
ATP13A5	3.461
RANBP10	0.51275
CD96	-0.7309
DENND1C	-0.1395
RBMS3	1.7331
SLC41A3	1.08266666666667
DGCR6L	0.9285
TMEM128	1.1785
CSNK1G3	-0.293428571428571
MOBKL2C	1.296
TSPAN6	0.6405
MATN2	2.0327
MSL2L1	0.555
ST6GALNAC2	0.113666666666667
FGFBP2	1.19075
FGL1	-3.40216666666667
MPP3	-0.168666666666667
ARHGEF6	1.2555
TGFBR2	0.924125
ACMSD	0.89325
IL33	3.5395
C9orf5	0.14025
DEAF1	0.5385
AMN	0.777
DEFA6	-0.091125
RNF212	-1.80175
METT5D1	-0.0423333333333333
CIB1	0.0101
TSSK1B	0.35375
KIAA1727	-0.0665
ZNF680	0.374916666666667
LOC399900	-1.154
LOC152217	-0.12225
CTNNAL1	-2.1585
CIT	-2.62825
TLE6	-0.04475
ZNF607	-0.59125
HERC4	-0.872833333333333
DRAP1	-1.101
PEMT	-0.00425
C10orf111	0.4455
ZNF575	1.40875
KCTD7	-0.122
MYO1F	0.552
LOC285382	-0.83
RAB11A	0.5419
PLCD3	0.07425
C15orf28	-0.045
PTBP2	0.3555
CTB-1048E9.5	-0.919375
C19orf60	0.0328333333333333
C7orf25	0.0573333333333333
SETD7	0.613125
HOXB9	-4.192
VANGL1	-1.27425
CHAF1B	-2.1665
NDUFA3	-0.4155
KIAA1328	0.00633333333333334
SHARPIN	0.195375
TTC23	0.66975
UGP2	0.6285
ANKIB1	-0.7304
CIRBP	2.23171428571429
SEC14L4	-1.6935
OVCH1	-0.119
VPS52	-0.26275
FAT	-0.20575
M6PRBP1	-0.9045
GPRIN3	-0.6845
PPM1F	0.8275
TSR1	-1.399
CCDC85A	2.787
PCSK5	1.119
ZFHX3	-0.115
HEMK1	0.1576
PGBD2	0.42625
RSRC2	0.169
AURKC	-1.11166666666667
SCRIB	-0.596625
ORM2	-4.8235
FAM115A	-0.244
FZD6	-0.376
UNC119	0.166333333333333
GPX3	0.4227
NOV	0.036375
CABC1	0.84225
CDC42SE2	-0.0513125
EIF2S2	-1.0134
RNF130	1.110375
CKAP5	-1.4595
RP11-413M3.2	0.698
C10orf18	-0.3922
TMEM93	-0.675
DYX1C1	1.454
KCNMB2	0.05925
ANK3	1.43766666666667
KRT5	2.5256
CDH12	-0.562875
QRSL1	-0.308
JUB	-0.133
SHC4	0.8155
CCL15	2.068
CCDC22	0.3515
SNX24	-1.009
RARS	-0.5615
MORC2	-0.095625
FAM48A	-0.3125
MT1H	-0.348
PPP1R14C	-0.112333333333333
FOXD1	-2.31414285714286
C1orf213	-0.39725
AMT	0.4157
DSN1	-2.04025
PTPLAD2	1.508
DIS3L	-0.26625
RASL11A	0.6975
GPRC5B	1.421
FRMD7	-0.1315
STRN4	-0.12
KITLG	0.208272727272727
HDGF	-1.82475
OR1S1	-0.1965
SETX	-0.5628
DDR2	0.06325
KCTD12	2.91575
LYZL2	-0.57325
WDR52	-0.2965
TMEM2	-0.652875
ZNF579	1.42266666666667
LOC200810	-0.6115
TNFSF9	-0.854875
PPFIA4	-2.759
CNIH3	-0.626166666666667
MAP4K4	-1.75892857142857
ROD1	-0.409071428571429
ALS2CR12	-0.940166666666667
DOCK3	-0.728166666666667
PAQR9	-4.07075
ASB17	-0.165833333333333
STX16	-1.285625
FEZ2	0.624166666666667
DLAT	-0.9515
KIF21B	-0.9145
CDC5L	-0.439
TMEM119	0.2525
CRIP3	-0.88925
TPSD1	-0.0726666666666667
TEPP	1.0165
GNGT2	-0.028
C21orf121	1.022
WNK1	-1.05016666666667
FLJ10490	0.9688
OR51B5	-1.0195
LOC203547	-1.595125
HAS1	-1.05
PPA1	0.405833333333333
ST7	-0.357625
C11orf46	0.6413
POPDC3	-1.98366666666667
ACOX2	0.946166666666667
ATCAY	-0.32775
TM4SF19	-2.547
MFSD9	-0.655833333333333
PDHB	-0.297
ERN1	0.158
LCE3C	0.042
GPR111	0.0935
NOTCH3	1.6215
ADAMTS5	4.913
B3GALT1	-0.02175
UGCGL1	-1.52016666666667
FAM58A	-0.0556666666666667
FBXO32	3.1475
CLPP	-0.95025
NXPH1	-2.0185
MTMR3	1.06016666666667
ATP1B3	-1.818875
TMEM16A	4.827125
HIST1H3F	-0.883833333333333
TRIM25	-0.827166666666667
SDCBP2	0.525
CRKL	-0.903875
HOXB2	1.13033333333333
ANP32B	-0.65175
GATM	3.514
AP4E1	-0.461875
EDG5	0.204
CDKN3	-4.533
CDH4	-0.27925
PGD	-0.989833333333333
RND1	-0.4465
GAD1	-2.341
MPG	-0.19675
LOC440350	-0.1255
ZNF133	1.27
SERPINB12	-0.9175
AMELY	-0.0268333333333333
DHX36	-0.77475
TNFAIP8L2	1.826
PHTF2	-1.17805555555556
CCDC112	-0.240666666666667
IQCC	-0.887
HEYL	1.88716666666667
FTSJ2	-0.699666666666667
APPL1	0.183125
RAB43	0.44
OR10G2	0.231
WAC	0.634666666666667
ADCY9	-0.744875
RUNDC2B	-0.0436666666666667
PYCRL	-0.5428
AGPAT7	-0.358333333333333
SLC22A9	-0.585166666666667
CDKAL1	-0.3775
PDYN	-0.565666666666667
C20orf74	0.10475
MTMR11	1.07775
VAV3	2.4075
DAPL1	3.10875
STXBP3	0.84625
EIF3G	0.592
ARHGAP22	1.18425
NPFFR1	0.1355
NPC1	-0.418333333333333
ALDH9A1	1.414
ZNF600	-0.07925
ZNF678	0.243333333333333
RASSF1	0.0519166666666667
ADD2	-2.506375
PITPNB	-0.227375
PKD2L2	0.0132857142857143
LRP11	-0.8795
CDKL1	-0.525
SMEK2	-0.02125
PRODH2	-2.81616666666667
C11orf54	0.574333333333333
SFRS11	-0.268
IL7	0.351166666666667
ALS2CR16	1.479
BTG3	-0.513666666666667
PAK2	-1.06172222222222
RP11-679B17.1	0.025
GATA4	-1.072
ATP2B1	-0.707
LOC130940	2.2655
C1orf172	2.464
ATF7IP2	-1.74625
SLC25A43	-0.311833333333333
CENTG3	0.496166666666667
IGF2BP1	-3.6721
FCHSD1	0.4615
CAMK2N2	1.9145
ELAVL3	0.0823
NBPF15	-0.447
UBE2J2	-0.08375
GNL2	-0.72725
PRR3	-0.1151
NLF2	1.9245
OR4F6	-0.399
KLHL24	1.02816666666667
CCDC88A	-2.238
SGPP1	-0.488166666666667
C10orf11	0.191833333333333
SLC35B4	-1.7375
UGT3A2	-1.0015
ARNT2	-0.0764
CBR1	-0.192375
ITPR3	-0.978833333333333
TRAPPC6B	-0.6436
AMZ1	0.457
ARP11	0.93975
WDSUB1	1.06625
APBA1	1.77083333333333
RAB2A	0.2409
C6orf162	0.50975
HPSE2	1.16
PLCE1	0.024
INSL3	0.68675
DLG1	-0.2934
PTPLA	-2.783
PIGX	-0.996125
TFIP11	0.337833333333333
FIBIN	1.6555
POLR2G	-0.34575
GRAP2	-1.5953
DNAJB8	-0.145
CNBP	0.669
WASF1	-0.71075
INPP5E	-0.9328
HSPB1	-0.981625
TMEM167	-0.5968
CUBN	-0.2945
IGF1	3.7480625
ITPK1	-0.4131
NAALAD2	-0.981125
G3BP1	-0.3657
NT5DC1	0.502625
CYP39A1	1.884
TMEM139	2.41391666666667
POLK	-0.5223
GLULD1	-2.119
RBM15	-0.931833333333333
AMZ2	-0.07975
GDF15	-3.21516666666667
MESDC2	-0.25525
INCA	0.747333333333333
ACY1L2	0.594
GZMM	-0.146666666666667
PAIP1	0.22175
CACNA2D1	-0.07025
STK32C	-0.081
SH3BP4	0.386666666666667
DEC1	0.31
PADI1	-0.206
UBB	0.0611
PON3	1.89833333333333
PROP1	0.4595
ANKRD13B	-0.8855
ADCK1	-0.861
TCF25	0.183916666666667
SLC38A5	-2.94525
CXorf26	-0.247333333333333
C19orf39	0.12
PPP1R13B	0.493
ARL2	-0.555
TCL6	0.215416666666667
TOP3A	-1.0175
SLC16A14	-0.403
FXYD6	2.0415
HIST1H4E	-0.54375
BBC3	0.831631578947368
UNC5A	0.162833333333333
FAM86C	-0.6923
PI4KB	0.278875
B3GAT1	-0.99
SUSD2	0.898666666666667
OAZ2	0.1085
NOC4L	-0.6905
C10orf12	-1.3395
FADS1	-2.82983333333333
LOC144097	-1.4125
DKK2	-0.0898333333333333
KIAA1949	-0.62075
RHOT1	-0.1399
OXT	0.558333333333333
GPR153	1.90625
ARL4A	0.875333333333333
SAAL1	-1.338
CCDC64	0.032
USE1	0.0315
HNMT	1.385
PCGF3	0.3483125
CYP2C19	0.555
C20orf4	-0.0945
CCDC11	1.12775
ACSBG2	0.306
RWDD2A	0.12875
PALLD	2.253625
CPLX4	-1.5885
LOC492311	2.072
KPNA2	-3.0385
MACROD1	-0.3244
TMCO3	-0.821166666666667
C15orf52	1.55133333333333
BIRC5	-3.65626666666667
