Hybridization REF	TCGA-AR-A1AR-01A-31R-A137-07
KCNIP3	2.307
SFPQ	0.447
GFRA4	0.764833333333333
AKR1B10	-3.112375
TIGD6	0.0318333333333333
RGS16	2.7455
URB1	0.0278333333333333
OR4C46	0.2014
TOP3B	-0.727
NFATC4	-0.2575
CA14	-5.3305
BMPR1A	-0.170666666666667
SNRP70	-0.46575
PRL	1.43836363636364
C6orf130	-0.697
STAG2	-0.65525
CD55	-1.45621428571429
RPS23	0.0211666666666667
SSX2	-2.57866666666667
FDPSL2A	0.01375
FBXO27	-0.07975
SYNGR3	-1.912
TMSL3	2.18175
EML1	-0.5765
NUP93	-0.63425
SMAD3	-1.0523
KIAA1189	0.546833333333333
HNRPUL2	-0.249833333333333
TBC1D12	0.6135
C16orf24	-0.0875
MRVI1	1.27866666666667
ZNF581	-0.0986666666666667
ELOVL3	1.122
OR51Q1	0.5045
CACNB3	0.3405
GALNT13	-0.036875
C10orf84	0.252625
NEDD4	-1.0817
SPO11	-0.6065
OR5AU1	0.5725
NEK4	0.454071428571429
PRKAR2A	-0.363833333333333
IHPK1	-0.141
ATP6V0B	0.61125
CACNA1E	1.469
CEACAM8	-1.283
PEX14	0.155
FLJ12993	-2.2975
ZBTB38	-0.633916666666667
PCTK2	-0.124333333333333
LRRC16	0.4468
FBLIM1	1.59366666666667
FYCO1	0.4925
RP5-1022P6.2	-0.4695
CMTM1	1.24183333333333
PLTP	2.48433333333333
RAPH1	0.112875
DOCK8	1.639
EZH2	-1.11813333333333
SLC25A1	-0.817833333333333
PLEKHB1	-0.1342
GRB7	-0.2626
ZFP37	1.02875
MRPL33	-0.4435
PELO	-0.3835
ARMC1	-0.407272727272727
C9orf27	0.583
FLJ25778	0.062
C9orf37	-0.6885
TMEM66	-0.1125
SPRN	-0.3275
HBEGF	1.006625
PI4KA	-1.391
LEPRE1	-0.05975
POU2AF1	-2.1495
MRPL12	-0.432
REP15	-0.229
ZC3H3	0.3955
RASAL1	-1.1335
DDAH1	-0.513625
ACBD5	0.48425
TMC2	0.279
CCDC137	-1.3765
SAMD13	-0.880833333333333
UGT2B15	-5.432
TIPARP	-1.16525
DNASE1L3	2.83325
TRIM72	0.667
DBX2	0.9045
IPO8	-0.47875
C21orf88	-1.945
MAP3K14	0.7435
LOC51233	0.4024
GGTLA4	-1.03575
PDE6D	-0.1185
ZNF117	-0.30425
CLK2	-0.121875
NKRF	-0.35025
TNFSF15	0.9919
DUSP2	0.403625
SECISBP2	-0.6393
GABRR2	-1.0575
PPAP2C	1.89275
LOC51145	-0.157833333333333
PAG1	0.61025
PIK3C3	0.58825
GNG10	0.924
APOL4	-0.200166666666667
ANKRD28	-1.0005
STMN3	-1.8145
RAB14	1.2908
CDK2AP2	0.05525
HDDC3	-0.7635
COMMD7	-0.1245
CXXC1	0.23225
HMCN1	-0.565
CD40	1.778
DYNC1LI2	-0.3804375
GDI1	-0.083
LOC646938	0.16575
VSNL1	2.02683333333333
PIH1D1	-0.165
RAET1G	-1.1
KRTAP5-9	0.321
EFTUD2	-0.5585
ZNF311	-0.470833333333333
ATP6V1G3	1.1315
OR2W3	-1.8785
SCN4A	1.4
MED10	-0.688375
FAM135A	0.3492
ARHGAP4	0.06675
EHMT2	-0.827875
UFD1L	-0.27825
ERMP1	0.40075
MAG1	-1.05366666666667
THAP8	0.314666666666667
HACE1	0.153333333333333
FAM82C	-0.252
C3orf20	-0.321
UNC84A	-0.0121666666666667
SCD5	2.39507142857143
LASS6	0.069625
LSG1	-0.106916666666667
MAL	-3.62625
GPR22	-0.384
WDR5B	1.199
ACTRT1	0.6575
C17orf60	1.44833333333333
GRIN2C	0.064
ARMC8	-0.0775833333333333
SLC47A1	-2.25616666666667
DMPK	-0.06425
DHRS13	-1.55716666666667
SMC1A	-0.226
KRTAP17-1	-0.2755
SMYD5	-0.38075
TUSC2	0.1705
CRHR2	0.9055
KIR3DL2	0.8735
CCDC104	-0.57
ATP2C1	0.89425
CROT	-0.08975
PABPC3	-0.680833333333333
EGR1	1.095
THSD1	0.48625
KHK	-0.7815
SLC12A2	-0.0930625
CD58	0.63625
STOX2	0.642666666666667
CCDC76	-0.4015
CCDC48	1.86375
DNAH1	0.513
ZIC4	1.486625
OR1G1	0.083
PSMC6	-0.543333333333333
PROKR1	0.499
ABCB1	-0.628875
TRAT1	0.66225
LLGL1	0.1625
MTF1	0.305
USP54	-0.494875
PAGE2B	-2.82
ITGB7	-3.6205
CCDC81	-0.425
LOC149837	0.3165
SCUBE1	0.1585
ZSCAN10	1.2435
HUWE1	0.0247857142857143
CDH17	0.917
CD180	2.374
IL17A	-0.02825
TMPO	-0.9285
KIAA1524	0.63
HDGFRP3	-0.691833333333333
OXCT1	-0.957909090909091
RRAS2	0.898333333333333
LTBP2	2.934
SV2B	4.54116666666667
CYP2A6	0.3995
PKD1L2	-2.32533333333333
PPM1M	1.27275
FLJ22662	2.09
ZNF502	0.301
GP6	-0.9655
CRYBA2	-1.61125
LEF1	-2.1425
CTPS	-0.815142857142857
EYA1	-3.1955
EPS8L1	0.04375
MAPK14	-0.137333333333333
SERPINB2	-5.078
GTF2F2	-0.181166666666667
ZNHIT4	0.3035
PLA1A	0.361
C20orf114	-0.1315
HPR	-2.0105
C18orf2	-4.5565
SATB2	-1.1235
KCNJ9	0.078625
MGC157906	1.132
MOCS3	-0.65625
C17orf71	-0.7965
PPHLN1	-0.39
HIST1H2BN	-0.409625
RAPGEF1	-0.055375
MAP3K8	2.41275
DLG4	0.4105
STC1	-0.201833333333333
CDGAP	2.50675
DDX26B	-0.2035
LOC150223	-1.55
CPSF3	-0.2085
TMEM14A	-0.61075
MYH3	-0.792
GPKOW	-0.041
SULT1A1	-0.4425
SPON1	5.5875
YY1AP1	0.327
RAB23	0.0445
PLA2G4A	-2.45675
MAPRE3	-0.24525
ZNF516	1.27264285714286
GGPS1	1.1875
EXOC3L2	-0.423875
C19orf42	0.33
MAP2K2	0.024
HIST1H2BB	0.00475
RNF19B	1.47033333333333
C6orf128	1.64083333333333
TLR8	5.018
PCDHA9	-1.616
CARS2	0.269625
CLUL1	1.29283333333333
RHAG	-4.18516666666667
UNK	-0.5135
EXOC8	1.4383
C9orf95	0.8745
C14orf143	-0.489
MAML3	-0.00387500000000002
LDHA	-1.4315
MRPL20	0.561125
KLHDC6	-0.527333333333333
ATP5S	-0.618166666666667
C8orf55	-0.132
PHF19	-0.4785
KRTAP13-4	0.5655
TTC5	-0.8765
XKR5	-0.41825
SILV	-4.972
TEX28	-0.036
TCTN1	-0.469
CX40.1	-0.154
PPP2R5C	0.413375
C12orf30	-0.182833333333333
CAPG	2.51625
MPZL1	1.863
ARSB	-0.3355
TDH	-2.9045
WASF4	0.57
TSSK3	-1.16183333333333
7A5	1.5075
CRISPLD1	-0.0235
MAD1L1	-0.550666666666667
SPIN4	0.385666666666667
AMPD1	-1.74725
DPYSL5	0.3215
INPP1	0.584666666666667
ANKRD11	-1.52094444444444
NPAS4	-0.472125
GCET2	1.1936
RNASE9	2.252
GUCY2D	0.889166666666667
CCDC98	-0.05575
FGF4	-0.668375
CPM	-0.225
SLC26A4	-2.08033333333333
PLD5	0.2035
FAM59A	-0.5499
FBXO5	-0.280111111111111
SIPA1L1	0.046
DPYS	0.581
ATG4D	0.09525
TGM3	0.4035
MTCH1	0.00675
HK1	-0.114307692307692
CDC26	1.106
GALNT12	-1.8345
LOC339229	-0.81625
MRPL35	0.076625
ORC4L	0.138375
TNKS	-0.112357142857143
C2orf24	0.490833333333333
ZNF553	0.0551666666666667
GGTLA1	2.7037
ZNF497	-0.53625
CDY1B	2.06825
SLC30A4	-0.176875
TUB	-0.2225
ARHGEF18	0.54825
ARRB1	0.64275
KCNK1	0.175875
EREG	-2.5837
SCAMP5	-0.6095
RUNDC3B	1.2665
ADAMTS20	-1.39725
IL17RB	-0.728875
FLJ20323	-0.2065
MCAM	0.059875
POLR3E	-2.30666666666667
AQR	0.1785
IPMK	0.681
CDCA7	-0.836125
CAMP	-0.841
GRHL3	2.8975
ADAMTSL2	1.235
CLMN	0.786166666666667
SSTR3	0.37
MAGEA5	-2.8645
OVOL2	2.4275
JMJD1B	-0.57875
RBL2	-0.2614
PYGO2	0.78
PPP1R10	0.139666666666667
CSE1L	-0.906
LCA5	0.09025
RDH16	-0.51475
ASRGL1	-0.59375
TOM1	0.292666666666667
PTX3	-2.4005
TTC15	0.601
SCGB3A1	0.9495
MRPL50	-0.13025
RCAN3	0.8025
SLC26A11	0.10425
STYX	0.551333333333333
CINP	0.7095
MARCH7	0.52075
PFKM	-1.462
SGMS1	2.20466666666667
RIOK3	0.1549
C1orf110	2.8945
CES7	-0.326875
LOC440248	-1.6465
PPP1R12C	0.218
C10orf27	0.2875
ATG9A	0.215
MRPS26	-0.015875
TMEM40	1.80875
ELP3	-0.4581
ZNF787	0.4745
HIAT1	0.369375
C8orf34	0.756333333333333
MGC4655	0.0417
PELI1	2.404
PPT1	-0.1509
SLC35C2	-0.5385
C6orf125	-0.47575
MUC4	-1.60533333333333
RFC4	-0.886714285714286
GNB2	0.350333333333333
NUP50	-0.00685714285714286
SULT4A1	-1.71283333333333
C7	3.319125
CCDC130	0.108833333333333
ARRDC4	0.67075
RQCD1	0.3525
GLYCTK	-0.5455
AYTL2	-0.860272727272727
MTUS1	-0.8795
LEMD3	-0.198
PLEKHF2	-0.429
HOXA7	-0.696875
GTF3C2	-0.724
DYNLRB2	-0.34275
CNOT10	0.1625
MR1	0.9675
FFAR1	-0.118
PRIC285	0.21
SLITRK6	-4.6665
LIX1	-2.9076
UBE1L2	0.659583333333334
F8	0.204
ACHE	0.5135
KPNA5	0.36475
TNFRSF12A	-0.765833333333333
EGR3	0.606
SERPIND1	-3.85533333333333
OASL	2.6925
IFRD1	-0.003875
WDFY1	-0.295
ZNF267	0.445
ACCN5	1.0875
ZBTB6	0.54525
PPP1R3A	-0.257
PRRT3	-0.1025
FBXL19	-0.806
TXNIP	0.244214285714286
ACTN2	4.563
ATG9B	-0.996875
C9orf117	0.69
IL27	-0.72
RPL36AL	0.248
KLK15	-0.0045
CHAD	-0.0095
RAP2B	0.7203
HEBP2	2.03675
ZNF342	0.591
CAMK2G	-0.5555
TLR3	1.77275
FGF14	-0.272
HMGB2	-1.032875
TRPM5	-0.0783333333333333
OR5M11	-0.3115
KIF3B	-1.09684210526316
PRICKLE2	-0.0995
MTMR9	0.1455
C3orf27	0.25225
GLRA3	-1.99966666666667
NSDHL	-0.255166666666667
TMEM32	0.037
POLR2D	-0.2365
MYADML	0.6145
C9orf114	0.65025
MRGPRX1	0.7845
TOPORS	0.58
CLDN19	-2.39875
C1QL4	2.2285
RNF165	-2.298
DHRS9	0.8985
DNAH2	-0.327333333333333
FXR1	-0.438
ZMYM3	-0.93
CASP3	0.305666666666667
FAM120C	-0.112625
SCLY	-0.56175
CA7	-0.071
ENTPD5	-0.305333333333333
ZNF461	0.8845
PDIA5	0.19725
C1orf19	0.9135
TMEM67	-0.34975
KCTD20	-0.21325
WDR47	0.914
FLJ38723	0.356
KLRF1	1.60833333333333
TAS2R16	-0.824
CLDN12	0.25
PRKCE	-0.4325
UBXD4	0.39875
ITGAM	3.45116666666667
GLT8D3	-0.522125
WDR31	0.4428
RGS2	1.00875
OR51L1	0.279
MST1R	0.18725
KIAA1737	0.10525
OR4A5	0.5695
GLIS1	-2.4135
PTMA	0.523428571428571
NAPA	0.822
PRDM11	-0.20475
LIPF	0.535
DIRAS3	-0.99825
ASGR2	-3.2745
C1QTNF4	-0.415
PIK3R4	-0.157833333333333
ARMC3	1.871
NDUFV3	-0.00558333333333334
BTBD3	-0.551333333333333
PPP1R2	0.0484166666666667
UBE2NL	-0.17675
FOSL2	1.58907142857143
FAM119A	-0.333333333333333
TUBA4A	0.0553
KRTAP12-1	-0.1955
SFRS2	-0.587
RHPN1	-0.8167
EEF2	-0.5395
ZDHHC11	-2.26033333333333
EPHA3	-1.9469
RBM12	-1.19525
H2AFJ	-0.1845
EDIL3	-1.2205
KIF26A	-1.3655
SERGEF	0.4155
B3GALT4	1.748
LOC90925	1.0415
OSCAR	1.61775
NPFF	-0.522625
DEDD	0.70675
TMEM155	-1.76475
PTPN1	-0.8405
SCYL2	0.307666666666667
SKAP1	2.2295
LEAP2	-3.19833333333333
GADD45G	2.5672
IFITM3	1.77
PILRB	-0.600666666666667
SLU7	-0.0511875
DSC3	5.02375
DNMT3L	-1.98675
PAPD5	-0.81725
B3GNT3	-0.273
LHCGR	0.9335
MSL-1	0.052
UBE2S	-0.627
SAP130	-0.11775
ANAPC11	-0.32025
MAGED4B	-2.408
ATP6V1B2	0.678833333333333
C14orf179	0.703125
CAPZA1	0.56625
CDYL2	-0.825833333333333
GLRX3	-0.137833333333333
LOC136288	-1.28275
MOBKL1A	0.6265
HTR2B	3.08675
CRYGD	-0.125166666666667
NUS1	0.292166666666667
PGRMC1	0.477
MYOM2	0.522
FLJ39653	-2.3175
CHM	-0.2154
OR5M8	0.471
ZNF619	0.034
FAM105A	1.631
CCNL1	-0.57625
NAP1L3	-0.92575
C10orf57	0.305666666666667
B3GALNT1	1.08616666666667
CSN1S2A	-0.716
TCP10L	1.3805
GDAP2	1.16775
DMKN	0.3015
COX6B1	0.3155
DNASE2	0.538166666666667
MSH5	-1.84825
LGMN	0.7265
USP31	-0.025
OR13C8	0.44
SDCBP	0.4618
NUDT11	-1.7705
PYGL	-1.27733333333333
SNPH	-0.740166666666667
B3GNT4	0.139
MIZF	-0.3307
NUBPL	-1.0885
NOD1	1.0905
CDH22	-0.987125
NUBP1	-0.00566666666666667
DSCAM	-3.5735
DGKI	0.8595
FAM136A	-0.049
AKAP1	-0.635833333333333
SLC16A6	-1.2925
RIN3	1.5535
PSG2	-0.45525
DIP2B	-0.674416666666667
PSORS1C1	0.7925
KIAA0495	-0.4465
FLJ90709	0.0065
LPA	-0.146666666666667
PIGA	0.159666666666667
LY75	3.41166666666667
UTS2	-5.13516666666667
RREB1	-0.116
GALNACT-2	0.7681
MGC3196	-0.64225
FLJ31568	-0.48475
LPHN1	-0.35075
SP1	0.62425
TOX4	-0.506166666666667
HSPA9	-0.527
APOBEC1	-0.7625
SLC35E4	-2.03825
LSM5	0.281
SURF1	0.1935
ZBTB1	0.944666666666667
GTF2F1	0.22825
RPS15A	-0.242857142857143
DUSP21	-0.812833333333333
GINS4	-1.52383333333333
MYO15A	-0.501333333333333
GIMAP7	4.37775
MGC13379	1.58025
ATP6V1E2	-0.258333333333333
UTP3	1.17325
HNRPA3	-0.2044375
MT4	0.4535
C14orf155	0.4355
U1SNRNPBP	0.00725
CKLF	0.0623333333333333
PLEKHN1	-0.0996666666666667
MBNL1	0.187166666666667
NUP160	-0.67575
ACSM2A	-1.84
LOC129881	-1.1415
KIAA1529	-0.513
FLJ22639	-0.72975
HAND1	-1.596
GSX1	0.7055
FGA	-5.261625
SERPINB1	0.71325
ZNF642	0.86725
IGFBP1	-8.34825
SLC1A1	-0.398
DHX57	-0.191875
ZNF766	-0.634
PTPN21	1.2148
GDPD3	-1.547
PNPLA5	0.5795
TBR1	0.5305
FAM116A	0.36975
IQGAP1	0.34775
FOS	1.035
ZNF226	0.325625
FIGNL1	0.478
C14orf1	-0.0396666666666667
ZMYND17	-0.8755
PUS7	0.170333333333333
TUBB6	0.305125
KCNQ2	-1.33925
MARCH6	-1.2105
CCDC33	0.106
PRODH	-1.728
RBM11	0.44425
EPHA6	0.329714285714286
SLC43A1	-0.325
LOC196541	0.582125
NTN1	1.45425
ING4	0.01275
PCDHB10	1.9585
DPH2	0.024
SPACA4	-0.464
FBXL21	-8.019
DIAPH1	-0.519333333333333
ZNF71	1.08933333333333
CEP76	0.497
CORO1A	0.539
RRM2	-0.9945
EDG4	1.57
OS9	-0.0343333333333333
SLC4A1AP	0.02375
COG5	-0.06925
COPS8	-0.1445
NGLY1	-0.1645
NCBP2	0.596375
C17orf42	-0.0245
GPSM3	1.684875
SIL1	0.220333333333333
ASB6	0.70525
SMAD5OS	0.341166666666667
UNC93A	-3.23485714285714
A1BG	-0.568666666666667
C21orf62	0.847
FMO5	-1.03716666666667
ATRIP	0.455166666666667
CEBPG	0.2195
C7orf38	0.696166666666667
TNFRSF1B	1.83516666666667
CLEC1A	2.49
IQSEC1	0.4105
PATZ1	-0.8336
RBM22	-0.126375
BAG2	-0.206666666666667
PAQR5	-2.12333333333333
C9orf127	-0.6381
THNSL1	0.6855
SHROOM3	2.4552
JAM2	1.39125
SNRPN	-2.81975
ALX4	-0.0185
CACNA1S	0.1695
FAM130A1	-0.12775
CORIN	0.814
CD300LB	0.8725
PLEKHG6	0.676
LRRC40	0.059
PCLKC	-1.50975
PCDHB16	0.547166666666667
WNT2B	0.1475
ASNS	-1.44444444444444
MRPL49	-0.334125
FLJ46111	-1.404
ISG20	-0.143125
SMU1	0.467333333333333
CASZ1	0.9185
POLR1D	-0.543166666666667
GIN1	-0.062
SNAG1	0.0535
ANKRD29	-1.71525
CDKN2AIP	0.14975
KRR1	-0.55725
CXCL1	-0.8685
EPM2A	-0.1007
PC	-0.439833333333333
DEFB127	0.045
PDZRN4	1.00716666666667
FAH	-0.628375
OR51E1	2.103
CDC2L6	0.350166666666667
DNTTIP1	-0.83425
PAX8	-0.274
TMEM116	-1.116
C1orf150	0.132
PRO2012	0.11475
MRPL40	-0.806666666666667
BEX1	-4.0945
SLC2A4	-0.448833333333333
PKMYT1	-0.8745
FEZF2	-1.03333333333333
SLC26A9	2.24
MAP2	0.706083333333333
LYL1	-0.349
SLC25A19	-0.476333333333333
NOS3	1.0535
ZNF34	0.372666666666667
TMPRSS11F	-1.68775
FAM43A	0.00949999999999999
FCRL4	-0.456166666666667
KLF14	0.12675
FLRT2	1.16816666666667
WRN	-0.818
SDF2	0.1917
KRT8P12	-0.53075
C6orf195	0.4125
C9orf125	-1.80583333333333
DZIP3	-0.961625
RIT1	1.35366666666667
SCML1	-0.834166666666667
RHBDF2	1.125875
OR2G3	0.1145
REXO1L1	-0.18
MAP3K7IP3	-0.067
C3orf57	-6.37375
FBXW11	-1.37066666666667
ETAA1	-0.42975
C14orf131	-0.2613
AKT1S1	0.274
SLC12A5	-1.18225
C9orf164	1.47425
NRIP3	-0.266125
NOS1AP	-1.51325
TMEM121	-0.28525
SAP30BP	-0.199
DGCR6	-0.53775
WDR76	-0.541
FAM82B	-0.437
LOC606495	-0.7205
MAP9	0.2435
BCDIN3D	0.31825
CXorf36	4.39183333333333
DSCR3	0.3473
ZFAND3	0.50125
C7orf43	0.680833333333333
SPSB3	-0.0848
C19orf19	0.25525
FAM133A	-3.700875
C12orf25	0.1195
SLC39A3	0.055625
DISP2	-0.505
PI4KAP2	-2.6125
MKRN3	-0.402333333333333
ADAMTS13	-0.521125
CBLN3	0.591
TTYH1	-2.04083333333333
C3orf18	-0.18775
FLJ13236	-1.0775
ZMYND12	2.83275
C18orf25	0.95775
GLB1L3	-1.1745
ATP13A5	4.431
RANBP10	-0.43525
CD96	0.3202
DENND1C	1.26775
RBMS3	-0.2929
SLC41A3	0.838833333333333
DGCR6L	-0.49275
TMEM128	0.23
CSNK1G3	-0.112285714285714
MOBKL2C	1.114375
TSPAN6	-0.401875
MATN2	-1.4173
MSL2L1	0.3585
ST6GALNAC2	-3.41233333333333
FGFBP2	0.58575
FGL1	-6.71966666666667
MPP3	-1.5315
ARHGEF6	1.36766666666667
TGFBR2	0.839875
ACMSD	-1.992
IL33	6.164
C9orf5	-0.179666666666667
DEAF1	0.1963
AMN	0.231
DEFA6	-0.117375
RNF212	-2.00725
METT5D1	-0.1485
CIB1	0.07
TSSK1B	-0.0896666666666667
KIAA1727	0.46775
ZNF680	0.35325
LOC399900	-1.1995
LOC152217	0.343
CTNNAL1	-3.835
CIT	-1.06658333333333
TLE6	-1.96825
ZNF607	-0.46675
HERC4	-0.398
DRAP1	-0.323
PEMT	0.026
C10orf111	0.724
ZNF575	1.02125
KCTD7	0.0245
MYO1F	1.8525
LOC285382	-0.75425
RAB11A	0.1171
PLCD3	-1.14
C15orf28	-0.16125
PTBP2	0.014
CTB-1048E9.5	-0.360875
C19orf60	0.1085
C7orf25	0.849833333333333
SETD7	1.383625
HOXB9	-4.373
VANGL1	-0.0495
CHAF1B	-0.6705
NDUFA3	0.4435
KIAA1328	0.744833333333333
SHARPIN	0.14675
TTC23	0.2045
UGP2	0.615583333333333
ANKIB1	-0.1751
CIRBP	-0.289428571428571
SEC14L4	0.605666666666667
OVCH1	1.09
VPS52	-0.601
FAT	-0.43175
M6PRBP1	0.053
GPRIN3	1.6345
PPM1F	-0.0691666666666667
TSR1	-0.601
CCDC85A	1.827
PCSK5	1.7605
ZFHX3	-0.424
HEMK1	-0.4865
PGBD2	-0.02175
RSRC2	-0.3595
AURKC	-1.17233333333333
SCRIB	-0.400625
ORM2	-2.43933333333333
FAM115A	-0.5354
FZD6	0.22675
UNC119	0.186333333333333
GPX3	1.9609
NOV	-0.46125
CABC1	0.399
CDC42SE2	0.1154375
EIF2S2	-0.8875
RNF130	1.6035
CKAP5	-0.168833333333333
RP11-413M3.2	0.71025
C10orf18	1.2421
TMEM93	-0.45325
DYX1C1	1.147
KCNMB2	-2.6715
ANK3	0.831833333333333
KRT5	0.6086
CDH12	-1.5385
QRSL1	-0.352375
JUB	-1.5245
SHC4	-3.35975
CCL15	2.277
CCDC22	0.00875
SNX24	-0.6285
RARS	-0.42425
MORC2	0.255
FAM48A	-0.03375
MT1H	-0.266
PPP1R14C	3.156
FOXD1	-0.747571428571429
C1orf213	-1.36175
AMT	-1.6206
DSN1	-1.8545
PTPLAD2	3.369
DIS3L	-0.98425
RASL11A	0.3715
GPRC5B	0.268625
FRMD7	-0.474
STRN4	0.34675
KITLG	-0.0747727272727273
HDGF	-0.65725
OR1S1	0.024
SETX	0.4449
DDR2	0.38875
KCTD12	2.66175
LYZL2	-0.87975
WDR52	-1.8285
TMEM2	0.924375
ZNF579	0.772166666666667
LOC200810	-0.43875
TNFSF9	-1.00025
PPFIA4	-3.3375
CNIH3	-0.422666666666667
MAP4K4	-0.549428571428571
ROD1	1.20528571428571
ALS2CR12	-0.459666666666667
DOCK3	1.038
PAQR9	-5.415
ASB17	0.252
STX16	-1.757375
FEZ2	0.462666666666667
DLAT	0.132166666666667
KIF21B	-1.14683333333333
CDC5L	-0.435
TMEM119	2.50416666666667
CRIP3	-0.48025
TPSD1	-0.053
TEPP	-0.1465
GNGT2	2.34775
C21orf121	4.978
WNK1	-0.669416666666667
FLJ10490	1.0019
OR51B5	-2.782
LOC203547	0.65525
HAS1	0.9275
PPA1	0.827833333333333
ST7	-0.202375
C11orf46	1.0521
POPDC3	-3.5
ACOX2	-1.73966666666667
ATCAY	-0.804083333333333
TM4SF19	1.252
MFSD9	-0.220333333333333
PDHB	0.077
ERN1	-0.068
LCE3C	0.4335
GPR111	-0.3235
NOTCH3	2.91383333333333
ADAMTS5	3.3255
B3GALT1	-2.0105
UGCGL1	0.4575
FAM58A	1.11966666666667
FBXO32	0.633
CLPP	0.2145
NXPH1	-1.41475
MTMR3	0.620666666666667
ATP1B3	-0.20925
TMEM16A	3.78125
HIST1H3F	-0.056
TRIM25	-0.101333333333333
SDCBP2	0.8655
CRKL	-1.242125
HOXB2	-0.710666666666667
ANP32B	-0.046375
GATM	2.1555
AP4E1	0.559375
EDG5	0.647
CDKN3	-0.9345
CDH4	-0.82375
PGD	0.0525
RND1	0.0915
GAD1	-3.1922
MPG	-0.759375
LOC440350	-1.0145
ZNF133	-0.534
SERPINB12	0.6885
AMELY	-0.658
DHX36	-0.1465
TNFAIP8L2	3.9175
PHTF2	0.307
CCDC112	-0.596333333333333
IQCC	-1.3015
HEYL	3.02583333333333
FTSJ2	-0.404333333333333
APPL1	0.329125
RAB43	1.05957142857143
OR10G2	0.774
WAC	0.429333333333333
ADCY9	-1.18425
RUNDC2B	-0.257833333333333
PYCRL	-0.3616
AGPAT7	-0.4185
SLC22A9	-1.56783333333333
CDKAL1	-0.222
PDYN	-1.101
C20orf74	-1.662
MTMR11	1.261
VAV3	3.76691666666667
DAPL1	2.164
STXBP3	0.67025
EIF3G	-0.01975
ARHGAP22	0.69325
NPFFR1	0.527
NPC1	0.0146666666666667
ALDH9A1	0.898
ZNF600	1.00325
ZNF678	-0.0423333333333333
RASSF1	0.939333333333333
ADD2	-2.69985714285714
PITPNB	-0.276625
PKD2L2	0.279857142857143
LRP11	-0.371
CDKL1	0.58875
SMEK2	1.0755
PRODH2	-3.34666666666667
C11orf54	0.245166666666667
SFRS11	-0.584166666666667
IL7	1.3865
ALS2CR16	1.03425
BTG3	0.866
PAK2	-0.174055555555556
RP11-679B17.1	-1.0785
GATA4	-2.01333333333333
ATP2B1	-1.5215
LOC130940	-0.3965
C1orf172	2.8615
ATF7IP2	0.13725
SLC25A43	0.393666666666667
CENTG3	0.41975
IGF2BP1	-3.8123
FCHSD1	0.305
CAMK2N2	1.0635
ELAVL3	-0.4163
NBPF15	-0.770666666666667
UBE2J2	0.0963333333333333
GNL2	-0.26775
PRR3	-0.3451
NLF2	1.29625
OR4F6	-0.185
KLHL24	0.874666666666667
CCDC88A	-0.7379
SGPP1	-0.00299999999999998
C10orf11	0.653166666666667
SLC35B4	-0.806833333333334
UGT3A2	-1.146
ARNT2	-1.9273
CBR1	0.21075
ITPR3	-0.4315
TRAPPC6B	-0.0612
AMZ1	-1.5505
ARP11	1.27275
WDSUB1	-0.29
APBA1	0.0951666666666667
RAB2A	0.9671
C6orf162	0.152
HPSE2	0.705
PLCE1	-1.165
INSL3	2.09225
DLG1	0.2481
PTPLA	-2.01475
PIGX	-0.299125
TFIP11	-0.107333333333333
FIBIN	3.83
POLR2G	-0.215
GRAP2	-0.9257
DNAJB8	0.18625
CNBP	0.551833333333333
WASF1	-0.68725
INPP5E	-0.1867
HSPB1	-1.24975
TMEM167	-0.1883
CUBN	0.10875
IGF1	4.0695625
ITPK1	-0.3305
NAALAD2	-1.4785
G3BP1	0.3717
NT5DC1	-0.030375
CYP39A1	2.674
TMEM139	1.62258333333333
POLK	-0.3583
GLULD1	-1.55525
RBM15	-0.503
AMZ2	-0.55725
GDF15	-4.16566666666667
MESDC2	-0.98575
INCA	2.14183333333333
ACY1L2	1.295
GZMM	1.13366666666667
PAIP1	-0.418
CACNA2D1	-0.03675
STK32C	0.3245
SH3BP4	-0.441
DEC1	1.103
PADI1	0.901
UBB	-0.0791
PON3	2.0585
PROP1	0.994
ANKRD13B	-0.282
ADCK1	0.32
TCF25	-0.499333333333333
SLC38A5	-1.83875
CXorf26	0.897333333333333
C19orf39	0.062
PPP1R13B	0.7055
ARL2	-0.699
TCL6	0.249666666666667
TOP3A	-0.7355
SLC16A14	0.219375
FXYD6	1.04366666666667
HIST1H4E	0.02925
BBC3	-0.138157894736842
UNC5A	0.427333333333333
FAM86C	-0.6833
PI4KB	0.528125
B3GAT1	-2.85475
SUSD2	0.967833333333333
OAZ2	0.0746666666666667
NOC4L	-0.09
C10orf12	0.291
FADS1	-2.761
LOC144097	0.083
DKK2	2.29633333333333
KIAA1949	1.36
RHOT1	-0.1922
OXT	2.0025
GPR153	1.07
ARL4A	-0.603
SAAL1	-0.2065
CCDC64	-0.69
USE1	0.0951666666666667
HNMT	0.977833333333333
PCGF3	-0.3899375
CYP2C19	-0.647
C20orf4	-0.505
CCDC11	1.5
ACSBG2	-0.25325
RWDD2A	0.19825
PALLD	1.040875
CPLX4	-0.861
LOC492311	0.3225
KPNA2	-0.0655
MACROD1	-1.0494
TMCO3	-1.01566666666667
C15orf52	2.24216666666667
BIRC5	-0.7816
PRR16	0.426666666666667
FAM63B	-0.15175
KATNB1	-0.642833333333333
WNT8B	-0.3355
CPLX3	-0.07025
GHR	2.324625
